         time bulge_top_... 
------------- ------------- 
 1.615384e-04  5.003400e-03 
 5.653845e-04  4.989703e-03 
 9.692306e-04  4.803356e-03 
 1.373077e-03  4.407424e-03 
 1.776923e-03  3.810376e-03 
 2.180769e-03  3.080432e-03 
 2.584615e-03  2.395356e-03 
 2.988461e-03  1.894982e-03 
 3.392307e-03  1.688271e-03 
 3.796153e-03  1.917200e-03 
 4.199999e-03  2.506410e-03 
 4.603845e-03  3.208560e-03 
 5.007691e-03  3.735398e-03 
 5.411538e-03  3.893365e-03 
 5.815384e-03  3.663335e-03 
 6.219230e-03  3.275205e-03 
 6.623076e-03  2.978108e-03 
 7.026922e-03  2.951541e-03 
 7.430768e-03  3.290500e-03 
 7.834614e-03  4.010229e-03 
 8.238460e-03  4.985831e-03 
 8.642306e-03  6.119920e-03 
 9.046152e-03  7.219705e-03 
 9.449998e-03  8.148363e-03 
 9.853845e-03  8.969337e-03 
 1.025769e-02  9.630777e-03 
 1.066154e-02  1.005459e-02 
 1.106538e-02  1.015178e-02 
 1.146923e-02  9.781370e-03 
 1.187307e-02  8.880658e-03 
 1.227692e-02  7.392602e-03 
 1.268077e-02  5.469625e-03 
 1.308461e-02  3.288075e-03 
 1.348846e-02  1.237974e-03 
 1.389231e-02 -4.038809e-04 
 1.429615e-02 -1.408832e-03 
 1.470000e-02 -1.674746e-03 
 1.510384e-02 -1.432414e-03 
 1.550769e-02 -9.889691e-04 
 1.591154e-02 -5.223356e-04 
 1.631538e-02 -4.989946e-05 
 1.671923e-02  5.206652e-04 
 1.712307e-02  1.338385e-03 
 1.752692e-02  2.412839e-03 
 1.793077e-02  3.738297e-03 
 1.833461e-02  5.288587e-03 
 1.873846e-02  7.062537e-03 
 1.914230e-02  8.931147e-03 
 1.954615e-02  1.080187e-02 
 1.995000e-02  1.242838e-02 
 2.035384e-02  1.379787e-02 
 2.075769e-02  1.480287e-02 
 2.116153e-02  1.562365e-02 
 2.156538e-02  1.613493e-02 
 2.196923e-02  1.618019e-02 
 2.237307e-02  1.579929e-02 
 2.277692e-02  1.504355e-02 
 2.318077e-02  1.422949e-02 
 2.358461e-02  1.356801e-02 
 2.398846e-02  1.329255e-02 
 2.439230e-02  1.333146e-02 
 2.479615e-02  1.375729e-02 
 2.520000e-02  1.432394e-02 
 2.560384e-02  1.495460e-02 
 2.600769e-02  1.520466e-02 
 2.641153e-02  1.511448e-02 
 2.681538e-02  1.457592e-02 
 2.721923e-02  1.389076e-02 
 2.762307e-02  1.347246e-02 
 2.802692e-02  1.344541e-02 
 2.843076e-02  1.364743e-02 
 2.883461e-02  1.398653e-02 
 2.923846e-02  1.440544e-02 
 2.964230e-02  1.473339e-02 
 3.004615e-02  1.494275e-02 
 3.044999e-02  1.512890e-02 
 3.085384e-02  1.553497e-02 
 3.125769e-02  1.606407e-02 
 3.166153e-02  1.683459e-02 
 3.206538e-02  1.765427e-02 
 3.246923e-02  1.828695e-02 
 3.287307e-02  1.842470e-02 
 3.327692e-02  1.772854e-02 
 3.368076e-02  1.627564e-02 
 3.408461e-02  1.455082e-02 
 3.448846e-02  1.268421e-02 
 3.489230e-02  1.092450e-02 
 3.529615e-02  1.019782e-02 
 3.569999e-02  1.017810e-02 
 3.610384e-02  1.080677e-02 
 3.650769e-02  1.182475e-02 
 3.691153e-02  1.287914e-02 
 3.731538e-02  1.390130e-02 
 3.771922e-02  1.443652e-02 
 3.812307e-02  1.480928e-02 
 3.852692e-02  1.498318e-02 
 3.893076e-02  1.496781e-02 
 3.933461e-02  1.462781e-02 
 3.973845e-02  1.400397e-02 
 4.014230e-02  1.301802e-02 
 4.054615e-02  1.203070e-02 
 4.094999e-02  1.109139e-02 
 4.135384e-02  1.028824e-02 
 4.175769e-02  9.886224e-03 
 4.216153e-02  9.670702e-03 
 4.256538e-02  9.358450e-03 
 4.296922e-02  8.905400e-03 
 4.337307e-02  8.059076e-03 
 4.377692e-02  6.626576e-03 
 4.418076e-02  4.723704e-03 
 4.458461e-02  2.721360e-03 
 4.498845e-02  1.040085e-03 
 4.539230e-02  3.343152e-05 
 4.579615e-02  8.493370e-06 
 4.619999e-02  8.029263e-04 
 4.660384e-02  2.047034e-03 
 4.700768e-02  3.490832e-03 
 4.741153e-02  4.686693e-03 
 4.781538e-02  5.635303e-03 
 4.821922e-02  6.343031e-03 
 4.862307e-02  6.783312e-03 
 4.902691e-02  7.025558e-03 
 4.943076e-02  7.202006e-03 
 4.983461e-02  7.399956e-03 
 5.023845e-02  7.672488e-03 
 5.064230e-02  7.909944e-03 
 5.104615e-02  8.316338e-03 
 5.144999e-02  8.963375e-03 
 5.185384e-02  9.937174e-03 
 5.225768e-02  1.123193e-02 
 5.266153e-02  1.242597e-02 
 5.306538e-02  1.338823e-02 
 5.346922e-02  1.370702e-02 
 5.387307e-02  1.311531e-02 
 5.427691e-02  1.151280e-02 
 5.468076e-02  9.182861e-03 
 5.508461e-02  6.627401e-03 
 5.548845e-02  4.422958e-03 
 5.589230e-02  3.000274e-03 
 5.629614e-02  2.480196e-03 
 5.669999e-02  2.687134e-03 
