         time Mid_Disp()... 
------------- ------------- 
 1.615384e-04 -1.627002e-02 
 5.653845e-04 -1.627347e-02 
 9.692306e-04 -1.627668e-02 
 1.373077e-03 -1.627965e-02 
 1.776923e-03 -1.628242e-02 
 2.180769e-03 -1.628499e-02 
 2.584615e-03 -1.628738e-02 
 2.988461e-03 -1.628966e-02 
 3.392307e-03 -1.629187e-02 
 3.796153e-03 -1.629403e-02 
 4.199999e-03 -1.629615e-02 
 4.603845e-03 -1.629820e-02 
 5.007691e-03 -1.630020e-02 
 5.411538e-03 -1.630186e-02 
 5.815384e-03 -1.630268e-02 
 6.219230e-03 -1.630300e-02 
 6.623076e-03 -1.630359e-02 
 7.026922e-03 -1.630452e-02 
 7.430768e-03 -1.630571e-02 
 7.834614e-03 -1.630718e-02 
 8.238460e-03 -1.630911e-02 
 8.642306e-03 -1.631142e-02 
 9.046152e-03 -1.631417e-02 
 9.449998e-03 -1.631713e-02 
 9.853845e-03 -1.632011e-02 
 1.025769e-02 -1.632304e-02 
 1.066154e-02 -1.632587e-02 
 1.106538e-02 -1.632858e-02 
 1.146923e-02 -1.633116e-02 
 1.187307e-02 -1.633361e-02 
 1.227692e-02 -1.633600e-02 
 1.268077e-02 -1.633852e-02 
 1.308461e-02 -1.634137e-02 
 1.348846e-02 -1.634466e-02 
 1.389231e-02 -1.634837e-02 
 1.429615e-02 -1.635243e-02 
 1.470000e-02 -1.635660e-02 
 1.510384e-02 -1.636071e-02 
 1.550769e-02 -1.636478e-02 
 1.591154e-02 -1.636891e-02 
 1.631538e-02 -1.637276e-02 
 1.671923e-02 -1.637596e-02 
 1.712307e-02 -1.637872e-02 
 1.752692e-02 -1.638156e-02 
 1.793077e-02 -1.638465e-02 
 1.833461e-02 -1.638769e-02 
 1.873846e-02 -1.639042e-02 
 1.914230e-02 -1.639279e-02 
 1.954615e-02 -1.639474e-02 
 1.995000e-02 -1.639599e-02 
 2.035384e-02 -1.639640e-02 
 2.075769e-02 -1.639611e-02 
 2.116153e-02 -1.639532e-02 
 2.156538e-02 -1.639391e-02 
 2.196923e-02 -1.639177e-02 
 2.237307e-02 -1.638883e-02 
 2.277692e-02 -1.638511e-02 
 2.318077e-02 -1.638060e-02 
 2.358461e-02 -1.637538e-02 
 2.398846e-02 -1.636942e-02 
 2.439230e-02 -1.636259e-02 
 2.479615e-02 -1.635467e-02 
 2.520000e-02 -1.634552e-02 
 2.560384e-02 -1.633506e-02 
 2.600769e-02 -1.632335e-02 
 2.641153e-02 -1.631050e-02 
 2.681538e-02 -1.629649e-02 
 2.721923e-02 -1.628116e-02 
 2.762307e-02 -1.626428e-02 
 2.802692e-02 -1.624605e-02 
 2.843076e-02 -1.622682e-02 
 2.883461e-02 -1.620670e-02 
 2.923846e-02 -1.618549e-02 
 2.964230e-02 -1.616306e-02 
 3.004615e-02 -1.613930e-02 
 3.044999e-02 -1.611437e-02 
 3.085384e-02 -1.608833e-02 
 3.125769e-02 -1.606088e-02 
 3.166153e-02 -1.603201e-02 
 3.206538e-02 -1.600206e-02 
 3.246923e-02 -1.597094e-02 
 3.287307e-02 -1.593834e-02 
 3.327692e-02 -1.590422e-02 
 3.368076e-02 -1.586871e-02 
 3.408461e-02 -1.583197e-02 
 3.448846e-02 -1.579415e-02 
 3.489230e-02 -1.575551e-02 
 3.529615e-02 -1.571622e-02 
 3.569999e-02 -1.567638e-02 
 3.610384e-02 -1.563589e-02 
 3.650769e-02 -1.559445e-02 
 3.691153e-02 -1.555217e-02 
 3.731538e-02 -1.550930e-02 
 3.771922e-02 -1.546587e-02 
 3.812307e-02 -1.542156e-02 
 3.852692e-02 -1.537627e-02 
 3.893076e-02 -1.533009e-02 
 3.933461e-02 -1.528361e-02 
 3.973845e-02 -1.523715e-02 
 4.014230e-02 -1.519067e-02 
 4.054615e-02 -1.514436e-02 
 4.094999e-02 -1.509837e-02 
 4.135384e-02 -1.505260e-02 
 4.175769e-02 -1.500695e-02 
 4.216153e-02 -1.496144e-02 
 4.256538e-02 -1.491595e-02 
 4.296922e-02 -1.487084e-02 
 4.337307e-02 -1.482611e-02 
 4.377692e-02 -1.478173e-02 
 4.418076e-02 -1.473758e-02 
 4.458461e-02 -1.469383e-02 
 4.498845e-02 -1.465083e-02 
 4.539230e-02 -1.460869e-02 
 4.579615e-02 -1.456752e-02 
 4.619999e-02 -1.452708e-02 
 4.660384e-02 -1.448707e-02 
 4.700768e-02 -1.444705e-02 
 4.741153e-02 -1.440687e-02 
 4.781538e-02 -1.436648e-02 
 4.821922e-02 -1.432609e-02 
 4.862307e-02 -1.428571e-02 
 4.902691e-02 -1.424514e-02 
 4.943076e-02 -1.420423e-02 
 4.983461e-02 -1.416321e-02 
 5.023845e-02 -1.412245e-02 
 5.064230e-02 -1.408208e-02 
 5.104615e-02 -1.404177e-02 
 5.144999e-02 -1.400115e-02 
 5.185384e-02 -1.395998e-02 
 5.225768e-02 -1.391810e-02 
 5.266153e-02 -1.387531e-02 
 5.306538e-02 -1.383135e-02 
 5.346922e-02 -1.378625e-02 
 5.387307e-02 -1.374025e-02 
 5.427691e-02 -1.369350e-02 
 5.468076e-02 -1.364595e-02 
 5.508461e-02 -1.359762e-02 
 5.548845e-02 -1.354843e-02 
 5.589230e-02 -1.349857e-02 
