         time tiltx_full... 
------------- ------------- 
 9.646727e-05 -1.409454e-03 
 4.180248e-04 -1.409365e-03 
 7.395824e-04 -1.409078e-03 
 1.061140e-03 -1.408804e-03 
 1.382698e-03 -1.408544e-03 
 1.704255e-03 -1.408298e-03 
 2.025813e-03 -1.408066e-03 
 2.347370e-03 -1.407850e-03 
 2.668928e-03 -1.407649e-03 
 2.990485e-03 -1.407463e-03 
 3.312043e-03 -1.407295e-03 
 3.633600e-03 -1.407143e-03 
 3.955158e-03 -1.407008e-03 
 4.276716e-03 -1.406891e-03 
 4.598273e-03 -1.406791e-03 
 4.919831e-03 -1.406710e-03 
 5.241388e-03 -1.406647e-03 
 5.562946e-03 -1.406603e-03 
 5.884503e-03 -1.406578e-03 
 6.206061e-03 -1.406572e-03 
 6.527619e-03 -1.406587e-03 
 6.849176e-03 -1.406620e-03 
 7.170734e-03 -1.406674e-03 
 7.492291e-03 -1.406748e-03 
 7.813849e-03 -1.406842e-03 
 8.135406e-03 -1.406955e-03 
 8.456964e-03 -1.407089e-03 
 8.778521e-03 -1.407242e-03 
 9.100079e-03 -1.407415e-03 
 9.421637e-03 -1.407606e-03 
 9.743194e-03 -1.407817e-03 
 1.006475e-02 -1.408047e-03 
 1.038631e-02 -1.408295e-03 
 1.070787e-02 -1.408562e-03 
 1.102942e-02 -1.408847e-03 
 1.135098e-02 -1.409150e-03 
 1.167254e-02 -1.409470e-03 
 1.199410e-02 -1.409808e-03 
 1.231565e-02 -1.410162e-03 
 1.263721e-02 -1.410532e-03 
 1.295877e-02 -1.410917e-03 
 1.328033e-02 -1.411318e-03 
 1.360188e-02 -1.411733e-03 
 1.392344e-02 -1.412162e-03 
 1.424500e-02 -1.412604e-03 
 1.456656e-02 -1.413058e-03 
 1.488811e-02 -1.413523e-03 
 1.520967e-02 -1.414000e-03 
 1.553123e-02 -1.414486e-03 
 1.585279e-02 -1.414983e-03 
 1.617435e-02 -1.415489e-03 
 1.649590e-02 -1.416004e-03 
 1.681746e-02 -1.416526e-03 
 1.713902e-02 -1.417056e-03 
 1.746058e-02 -1.417593e-03 
 1.778213e-02 -1.418135e-03 
 1.810369e-02 -1.418683e-03 
 1.842525e-02 -1.419236e-03 
 1.874681e-02 -1.419792e-03 
 1.906836e-02 -1.420351e-03 
 1.938992e-02 -1.420913e-03 
 1.971148e-02 -1.421475e-03 
 2.003304e-02 -1.422039e-03 
 2.035459e-02 -1.422603e-03 
 2.067615e-02 -1.423166e-03 
 2.099771e-02 -1.423729e-03 
 2.131927e-02 -1.424290e-03 
 2.164082e-02 -1.424849e-03 
 2.196238e-02 -1.425406e-03 
 2.228394e-02 -1.425959e-03 
 2.260550e-02 -1.426508e-03 
 2.292705e-02 -1.427054e-03 
 2.324861e-02 -1.427594e-03 
 2.357017e-02 -1.428129e-03 
 2.389173e-02 -1.428658e-03 
 2.421328e-02 -1.429180e-03 
 2.453484e-02 -1.429694e-03 
 2.485640e-02 -1.430200e-03 
 2.517796e-02 -1.430697e-03 
 2.549951e-02 -1.431185e-03 
 2.582107e-02 -1.431664e-03 
 2.614263e-02 -1.432133e-03 
 2.646419e-02 -1.432592e-03 
 2.678574e-02 -1.433040e-03 
 2.710730e-02 -1.433478e-03 
 2.742886e-02 -1.433904e-03 
 2.775042e-02 -1.434318e-03 
