         time tilt_up_se... 
------------- ------------- 
 9.542024e-05  6.158752e-03 
 4.134877e-04  6.160769e-03 
 7.315551e-04  6.162626e-03 
 1.049623e-03  6.164321e-03 
 1.367690e-03  6.165849e-03 
 1.685758e-03  6.167072e-03 
 2.003825e-03  6.166537e-03 
 2.321892e-03  6.159943e-03 
 2.639960e-03  6.147597e-03 
 2.958027e-03  6.140067e-03 
 3.276095e-03  6.139200e-03 
 3.594162e-03  6.138635e-03 
 3.912230e-03  6.134807e-03 
 4.230297e-03  6.124797e-03 
 4.548365e-03  6.108386e-03 
 4.866432e-03  6.083866e-03 
 5.184499e-03  6.054657e-03 
 5.502567e-03  6.026702e-03 
 5.820634e-03  6.005253e-03 
 6.138702e-03  5.995894e-03 
 6.456769e-03  5.999075e-03 
 6.774837e-03  6.011945e-03 
 7.092904e-03  6.033196e-03 
 7.410972e-03  6.060911e-03 
 7.729039e-03  6.095654e-03 
 8.047107e-03  6.135245e-03 
 8.365174e-03  6.186692e-03 
 8.683241e-03  6.257128e-03 
 9.001309e-03  6.347762e-03 
 9.319376e-03  6.458979e-03 
 9.637444e-03  6.589160e-03 
 9.955511e-03  6.734244e-03 
 1.027358e-02  6.891036e-03 
 1.059165e-02  7.057901e-03 
 1.090971e-02  7.230821e-03 
 1.122778e-02  7.409289e-03 
 1.154585e-02  7.595018e-03 
 1.186392e-02  7.792847e-03 
 1.218198e-02  8.005777e-03 
 1.250005e-02  8.236577e-03 
 1.281812e-02  8.485114e-03 
 1.313619e-02  8.747600e-03 
 1.345425e-02  9.015218e-03 
 1.377232e-02  9.281657e-03 
 1.409039e-02  9.547589e-03 
 1.440846e-02  9.817009e-03 
 1.472652e-02  1.009352e-02 
 1.504459e-02  1.037875e-02 
 1.536266e-02  1.067047e-02 
 1.568073e-02  1.096344e-02 
 1.599879e-02  1.125694e-02 
 1.631686e-02  1.154974e-02 
 1.663493e-02  1.184121e-02 
 1.695300e-02  1.212968e-02 
 1.727106e-02  1.241787e-02 
 1.758913e-02  1.270352e-02 
 1.790720e-02  1.298154e-02 
 1.822527e-02  1.325015e-02 
 1.854333e-02  1.351071e-02 
 1.886140e-02  1.376279e-02 
 1.917947e-02  1.400659e-02 
 1.949753e-02  1.424139e-02 
 1.981560e-02  1.446468e-02 
 2.013367e-02  1.467131e-02 
 2.045174e-02  1.486265e-02 
 2.076980e-02  1.504443e-02 
 2.108787e-02  1.521515e-02 
