         time Mid_Disp()... 
------------- ------------- 
 3.180675e-04 -1.578441e-03 
 6.361349e-04 -1.580351e-03 
 9.542024e-04 -1.582253e-03 
 1.272270e-03 -1.584148e-03 
 1.590337e-03 -1.586035e-03 
 1.908405e-03 -1.587912e-03 
 2.226472e-03 -1.589779e-03 
 2.544540e-03 -1.591635e-03 
 2.862607e-03 -1.593480e-03 
 3.180675e-03 -1.595312e-03 
 3.498742e-03 -1.597132e-03 
 3.816809e-03 -1.598940e-03 
 4.134877e-03 -1.600740e-03 
 4.452944e-03 -1.602504e-03 
 4.771012e-03 -1.604161e-03 
 5.089079e-03 -1.605680e-03 
 5.407147e-03 -1.607115e-03 
 5.725214e-03 -1.608537e-03 
 6.043282e-03 -1.610089e-03 
 6.361349e-03 -1.611841e-03 
 6.679417e-03 -1.613715e-03 
 6.997484e-03 -1.615677e-03 
 7.315551e-03 -1.617691e-03 
 7.633619e-03 -1.619806e-03 
 7.951686e-03 -1.622062e-03 
 8.269754e-03 -1.624439e-03 
 8.587821e-03 -1.626931e-03 
 8.905889e-03 -1.629485e-03 
 9.223956e-03 -1.632106e-03 
 9.542024e-03 -1.634813e-03 
 9.860091e-03 -1.637656e-03 
 1.017816e-02 -1.640625e-03 
 1.049623e-02 -1.643722e-03 
 1.081429e-02 -1.646909e-03 
 1.113236e-02 -1.650161e-03 
 1.145043e-02 -1.653484e-03 
 1.176850e-02 -1.656874e-03 
 1.208656e-02 -1.660344e-03 
 1.240463e-02 -1.663885e-03 
 1.272270e-02 -1.667440e-03 
 1.304077e-02 -1.670928e-03 
 1.335883e-02 -1.674289e-03 
 1.367690e-02 -1.677511e-03 
 1.399497e-02 -1.680607e-03 
 1.431304e-02 -1.683602e-03 
 1.463110e-02 -1.686508e-03 
 1.494917e-02 -1.689316e-03 
 1.526724e-02 -1.692031e-03 
 1.558531e-02 -1.694631e-03 
 1.590337e-02 -1.697109e-03 
 1.622144e-02 -1.699424e-03 
 1.653951e-02 -1.701520e-03 
 1.685758e-02 -1.703299e-03 
 1.717564e-02 -1.704762e-03 
 1.749371e-02 -1.705932e-03 
 1.781178e-02 -1.706809e-03 
 1.812984e-02 -1.707366e-03 
 1.844791e-02 -1.707540e-03 
