         time total_shea... 
------------- ------------- 
 7.953913e-05 -2.572185e-01 
 4.772348e-04 -1.490447e-01 
 8.749304e-04 -3.239702e-02 
 1.272626e-03  1.052226e-01 
 1.670322e-03  2.211199e-01 
 2.068017e-03  3.103255e-01 
 2.465713e-03  3.928340e-01 
 2.863409e-03  4.730535e-01 
 3.261104e-03  6.065271e-01 
 3.658800e-03  7.873598e-01 
 4.056495e-03  9.860483e-01 
 4.454191e-03  1.152522e+00 
 4.851887e-03  1.315740e+00 
 5.249582e-03  1.448488e+00 
 5.647278e-03  1.606327e+00 
 6.044974e-03  1.805004e+00 
 6.442669e-03  2.007522e+00 
 6.840365e-03  2.146901e+00 
 7.238060e-03  2.213866e+00 
 7.635756e-03  2.220461e+00 
 8.033452e-03  2.219406e+00 
 8.431147e-03  2.259143e+00 
 8.828843e-03  2.311411e+00 
 9.226539e-03  2.372572e+00 
 9.624234e-03  2.390587e+00 
 1.002193e-02  2.364053e+00 
 1.041963e-02  2.296304e+00 
 1.081732e-02  2.251824e+00 
 1.121502e-02  2.200690e+00 
 1.161271e-02  2.088501e+00 
 1.201041e-02  1.935918e+00 
 1.240810e-02  1.768398e+00 
 1.280580e-02  1.624855e+00 
 1.320349e-02  1.521466e+00 
 1.360119e-02  1.431490e+00 
 1.399889e-02  1.392417e+00 
 1.439658e-02  1.335314e+00 
 1.479428e-02  1.242532e+00 
 1.519197e-02  1.096717e+00 
 1.558967e-02  9.045282e-01 
 1.598736e-02  7.392366e-01 
 1.638506e-02  6.451761e-01 
 1.678276e-02  5.659056e-01 
 1.718045e-02  4.566355e-01 
 1.757815e-02  2.990444e-01 
 1.797584e-02  1.288287e-01 
 1.837354e-02  6.497608e-03 
 1.877123e-02 -8.683589e-02 
 1.916893e-02 -1.405047e-01 
 1.956662e-02 -1.857146e-01 
 1.996432e-02 -2.847868e-01 
 2.036202e-02 -4.428233e-01 
 2.075971e-02 -6.123810e-01 
 2.115741e-02 -7.435967e-01 
 2.155510e-02 -7.806119e-01 
 2.195280e-02 -8.005610e-01 
 2.235049e-02 -8.705783e-01 
 2.274819e-02 -9.335017e-01 
 2.314589e-02 -9.903947e-01 
 2.354358e-02 -1.049195e+00 
 2.394128e-02 -1.107120e+00 
 2.433897e-02 -1.145401e+00 
 2.473667e-02 -1.170590e+00 
 2.513436e-02 -1.221609e+00 
 2.553206e-02 -1.302277e+00 
 2.592975e-02 -1.368607e+00 
 2.632745e-02 -1.408917e+00 
 2.672515e-02 -1.348460e+00 
 2.712284e-02 -1.276094e+00 
 2.752054e-02 -1.262476e+00 
 2.791823e-02 -1.296388e+00 
 2.831593e-02 -1.331842e+00 
 2.871362e-02 -1.346054e+00 
 2.911132e-02 -1.261142e+00 
 2.950902e-02 -1.134355e+00 
 2.990671e-02 -1.039375e+00 
 3.030441e-02 -9.425275e-01 
 3.070210e-02 -8.875786e-01 
 3.109980e-02 -8.648862e-01 
 3.149749e-02 -7.585364e-01 
 3.189519e-02 -5.621707e-01 
 3.229288e-02 -3.747648e-01 
 3.269058e-02 -2.193260e-01 
