         time tilt_bot_s... 
------------- ------------- 
 7.953913e-05 -1.566701e-02 
 4.772348e-04 -1.556793e-02 
 8.749304e-04 -1.550443e-02 
 1.272626e-03 -1.546392e-02 
 1.670322e-03 -1.543478e-02 
 2.068017e-03 -1.542046e-02 
 2.465713e-03 -1.541294e-02 
 2.863409e-03 -1.541252e-02 
 3.261104e-03 -1.542891e-02 
 3.658800e-03 -1.544115e-02 
 4.056495e-03 -1.544666e-02 
 4.454191e-03 -1.544733e-02 
 4.851887e-03 -1.544603e-02 
 5.249582e-03 -1.543862e-02 
 5.647278e-03 -1.541954e-02 
 6.044974e-03 -1.539944e-02 
 6.442669e-03 -1.536452e-02 
 6.840365e-03 -1.532253e-02 
 7.238060e-03 -1.527279e-02 
 7.635756e-03 -1.522637e-02 
 8.033452e-03 -1.515089e-02 
 8.431147e-03 -1.507082e-02 
 8.828843e-03 -1.496571e-02 
 9.226539e-03 -1.483252e-02 
 9.624234e-03 -1.466611e-02 
 1.002193e-02 -1.447461e-02 
 1.041963e-02 -1.424635e-02 
 1.081732e-02 -1.397234e-02 
 1.121502e-02 -1.366048e-02 
 1.161271e-02 -1.330413e-02 
 1.201041e-02 -1.288786e-02 
 1.240810e-02 -1.241705e-02 
 1.280580e-02 -1.186988e-02 
 1.320349e-02 -1.126488e-02 
 1.360119e-02 -1.059863e-02 
 1.399889e-02 -9.880037e-03 
 1.439658e-02 -9.111367e-03 
 1.479428e-02 -8.290367e-03 
 1.519197e-02 -7.451556e-03 
 1.558967e-02 -6.598319e-03 
 1.598736e-02 -5.716298e-03 
 1.638506e-02 -4.821421e-03 
 1.678276e-02 -3.940235e-03 
 1.718045e-02 -3.063400e-03 
 1.757815e-02 -2.203796e-03 
 1.797584e-02 -1.356421e-03 
 1.837354e-02 -5.088385e-04 
 1.877123e-02  3.182743e-04 
 1.916893e-02  1.120377e-03 
 1.956662e-02  1.933228e-03 
 1.996432e-02  2.733547e-03 
 2.036202e-02  3.505726e-03 
 2.075971e-02  4.265651e-03 
 2.115741e-02  5.007334e-03 
 2.155510e-02  5.727370e-03 
 2.195280e-02  6.409869e-03 
 2.235049e-02  7.056013e-03 
 2.274819e-02  7.677779e-03 
 2.314589e-02  8.256752e-03 
