         time total_shea... 
------------- ------------- 
 9.689595e-05 -5.268674e-01 
 4.198824e-04 -4.947004e-01 
 7.428689e-04 -4.703200e-01 
 1.065855e-03 -4.534480e-01 
 1.388842e-03 -4.402322e-01 
 1.711828e-03 -4.276354e-01 
 2.034815e-03 -4.156424e-01 
 2.357801e-03 -4.050453e-01 
 2.680788e-03 -3.943097e-01 
 3.003774e-03 -3.843530e-01 
 3.326761e-03 -3.764876e-01 
 3.649748e-03 -3.636536e-01 
 3.972734e-03 -3.474724e-01 
 4.295721e-03 -3.291689e-01 
 4.618707e-03 -3.057893e-01 
 4.941694e-03 -2.809287e-01 
 5.264680e-03 -2.565921e-01 
 5.587667e-03 -2.333395e-01 
 5.910653e-03 -2.109276e-01 
 6.233640e-03 -1.894040e-01 
 6.556627e-03 -1.699233e-01 
 6.879614e-03 -1.531714e-01 
 7.202600e-03 -1.384492e-01 
 7.525587e-03 -1.258699e-01 
 7.848574e-03 -1.124094e-01 
 8.171561e-03 -9.709722e-02 
 8.494547e-03 -7.911092e-02 
 8.817534e-03 -5.847374e-02 
 9.140521e-03 -3.616827e-02 
 9.463508e-03 -1.702646e-02 
 9.786494e-03 -6.171397e-03 
 1.010948e-02  1.690521e-04 
 1.043247e-02  1.373002e-02 
 1.075545e-02  4.170706e-02 
 1.107844e-02  5.833231e-02 
 1.140143e-02  5.568457e-02 
 1.172442e-02  5.336668e-02 
 1.204740e-02  5.455189e-02 
 1.237039e-02  5.634566e-02 
 1.269338e-02  6.444322e-02 
 1.301636e-02  7.268049e-02 
 1.333935e-02  8.014412e-02 
 1.366234e-02  8.754763e-02 
 1.398532e-02  8.974435e-02 
 1.430831e-02  9.061081e-02 
 1.463130e-02  8.733636e-02 
 1.495428e-02  8.127102e-02 
 1.527727e-02  6.832018e-02 
 1.560025e-02  5.000801e-02 
 1.592324e-02  3.977833e-02 
 1.624623e-02  3.684601e-02 
 1.656921e-02  3.839440e-02 
 1.689220e-02  3.875711e-02 
 1.721519e-02  3.859098e-02 
 1.753817e-02  3.495065e-02 
 1.786116e-02  2.891180e-02 
 1.818415e-02  2.187358e-02 
 1.850713e-02  1.387493e-02 
 1.883012e-02  6.935724e-03 
 1.915310e-02  5.039276e-04 
 1.947609e-02 -6.258118e-03 
 1.979907e-02 -1.448810e-02 
 2.012206e-02 -2.460054e-02 
 2.044505e-02 -4.079771e-02 
 2.076803e-02 -4.327671e-02 
 2.109102e-02 -3.500013e-02 
 2.141400e-02 -3.222180e-02 
 2.173699e-02 -4.240516e-02 
 2.205998e-02 -5.384050e-02 
 2.238296e-02 -6.170159e-02 
 2.270595e-02 -7.044339e-02 
 2.302893e-02 -7.552220e-02 
 2.335192e-02 -8.016812e-02 
 2.367490e-02 -9.444728e-02 
 2.399789e-02 -1.082027e-01 
 2.432087e-02 -1.178786e-01 
 2.464386e-02 -1.265285e-01 
 2.496685e-02 -1.303427e-01 
 2.528983e-02 -1.409162e-01 
 2.561282e-02 -1.603535e-01 
 2.593580e-02 -1.758908e-01 
 2.625879e-02 -1.831954e-01 
 2.658177e-02 -1.862415e-01 
 2.690476e-02 -1.920316e-01 
 2.722774e-02 -2.040330e-01 
 2.755073e-02 -2.175117e-01 
 2.787371e-02 -2.333940e-01 
 2.819670e-02 -2.466253e-01 
 2.851968e-02 -2.534334e-01 
 2.884267e-02 -2.573937e-01 
 2.916565e-02 -2.569762e-01 
 2.948864e-02 -2.521868e-01 
 2.981162e-02 -2.459882e-01 
 3.013461e-02 -2.463058e-01 
 3.045759e-02 -2.632117e-01 
 3.078058e-02 -2.818088e-01 
 3.110356e-02 -2.925478e-01 
 3.142655e-02 -2.970102e-01 
 3.174953e-02 -3.079150e-01 
 3.207252e-02 -3.227854e-01 
 3.239550e-02 -3.314895e-01 
 3.271849e-02 -3.327421e-01 
 3.304147e-02 -3.302750e-01 
 3.336446e-02 -3.226095e-01 
 3.368744e-02 -3.156600e-01 
 3.401043e-02 -3.153006e-01 
 3.433341e-02 -3.180444e-01 
 3.465640e-02 -3.147136e-01 
 3.497938e-02 -3.100538e-01 
 3.530237e-02 -3.171951e-01 
 3.562535e-02 -3.351321e-01 
 3.594834e-02 -3.599729e-01 
 3.627132e-02 -3.751238e-01 
 3.659431e-02 -3.766100e-01 
 3.691729e-02 -3.750817e-01 
 3.724028e-02 -3.744431e-01 
 3.756326e-02 -3.771564e-01 
 3.788625e-02 -3.810913e-01 
 3.820923e-02 -3.810288e-01 
 3.853222e-02 -3.824003e-01 
 3.885520e-02 -3.854371e-01 
 3.917819e-02 -3.907401e-01 
 3.950117e-02 -4.017322e-01 
 3.982416e-02 -4.144836e-01 
 4.014715e-02 -4.343111e-01 
 4.047013e-02 -4.700100e-01 
 4.079312e-02 -5.102477e-01 
 4.111610e-02 -5.424813e-01 
 4.143909e-02 -5.614309e-01 
 4.176207e-02 -5.738838e-01 
 4.208506e-02 -5.899205e-01 
 4.240804e-02 -6.066801e-01 
 4.273103e-02 -6.228855e-01 
 4.305401e-02 -6.384397e-01 
 4.337700e-02 -6.575779e-01 
 4.369998e-02 -6.817699e-01 
 4.402297e-02 -7.119488e-01 
 4.434595e-02 -7.519174e-01 
 4.466894e-02 -7.896940e-01 
 4.499192e-02 -8.168154e-01 
 4.531491e-02 -8.424913e-01 
 4.563790e-02 -8.757177e-01 
 4.596088e-02 -9.138073e-01 
 4.628387e-02 -9.484085e-01 
 4.660685e-02 -9.736150e-01 
 4.692984e-02 -9.882550e-01 
 4.725282e-02 -1.000823e+00 
 4.757581e-02 -1.020854e+00 
 4.789879e-02 -1.044347e+00 
 4.822178e-02 -1.067547e+00 
 4.854476e-02 -1.090809e+00 
 4.886775e-02 -1.112023e+00 
 4.919073e-02 -1.134488e+00 
 4.951372e-02 -1.154679e+00 
 4.983670e-02 -1.170644e+00 
 5.015969e-02 -1.185016e+00 
 5.048267e-02 -1.202887e+00 
 5.080566e-02 -1.230034e+00 
 5.112865e-02 -1.254590e+00 
 5.145163e-02 -1.268403e+00 
 5.177462e-02 -1.276146e+00 
 5.209760e-02 -1.280643e+00 
 5.242059e-02 -1.284859e+00 
 5.274357e-02 -1.291430e+00 
 5.306656e-02 -1.297538e+00 
 5.338954e-02 -1.302977e+00 
 5.371253e-02 -1.308606e+00 
 5.403552e-02 -1.312798e+00 
 5.435850e-02 -1.317608e+00 
 5.468149e-02 -1.321713e+00 
