       28013      2022943          420            0 ( -0.000000,  1.000000, -0.000751)  9.424820e-04     0     Default=T_B
       28014      2022983          420            0 (  0.000000,  1.000000, -0.000751)  8.795488e-04     0     Default=T_B
       28015      2023023          420            0 ( -0.000000,  1.000000, -0.000751)  9.847892e-04     0     Default=T_B
       28016      2023109          420            0 (  0.000000,  1.000000, -0.000751)  1.087045e-03     0     Default=T_B
       28017      2023195          420            0 (  0.000000,  1.000000, -0.000751)  1.425084e-03     0     Default=T_B
       28018      2023235          420            0 (  0.000000,  1.000000, -0.000751)  1.067622e-03     0     Default=T_B
       28019      2023275          420            0 ( -0.000000,  1.000000, -0.000751)  1.072517e-03     0     Default=T_B
       28020      2023361          420            0 (  0.000000,  1.000000, -0.000751)  1.052816e-03     0     Default=T_B
       28021      2023493          420            0 (  0.000000,  1.000000, -0.000751)  1.060304e-03     0     Default=T_B
       28022      2023533          420            0 ( -0.000000,  1.000000, -0.000751)  1.055671e-03     0     Default=T_B
       28023      2023573          420            0 (  0.000000,  1.000000, -0.000751)  9.477825e-04     0     Default=T_B
       28024      2023613          420            0 ( -0.000000,  1.000000, -0.000751)  1.394996e-03     0     Default=T_B
       28025      2023653          420            0 (  0.000000,  1.000000, -0.000751)  1.176227e-03     0     Default=T_B
       28026      2023739          420            0 ( -0.000000,  1.000000, -0.000751)  1.036379e-03     0     Default=T_B
       28027      2023779          420            0 ( -0.000000,  1.000000, -0.000751)  9.075103e-04     0     Default=T_B
       28028      2023819          420            0 (  0.000000,  1.000000, -0.000751)  9.944879e-04     0     Default=T_B
       28029      2023859          420            0 ( -0.000000,  1.000000, -0.000751)  1.141111e-03     0     Default=T_B
       28030      2023899          420            0 (  0.000000,  1.000000, -0.000751)  8.464662e-04     0     Default=T_B
       28031      2023939          420            0 (  0.000000,  1.000000, -0.000751)  1.059229e-03     0     Default=T_B
       28032      2023979          420            0 ( -0.000000,  1.000000, -0.000751)  1.289311e-03     0     Default=T_B
       28033      2024065          420            0 (  0.000000,  1.000000, -0.000751)  1.057889e-03     0     Default=T_B
       28034      2024105          420            0 (  0.000000,  1.000000, -0.000751)  1.093172e-03     0     Default=T_B
       28035      2024191          420            0 (  0.000000,  1.000000, -0.000751)  1.063941e-03     0     Default=T_B
       28036      2024231          420            0 (  0.000000,  1.000000, -0.000751)  8.943031e-04     0     Default=T_B
       28037      2024317          420            0 (  0.000000,  1.000000, -0.000751)  1.068125e-03     0     Default=T_B
       28038      2024357          420            0 (  0.000000,  1.000000, -0.000751)  1.282301e-03     0     Default=T_B
       28039      2024397          420            0 (  0.000000,  1.000000, -0.000751)  1.076715e-03     0     Default=T_B
       28040      2024529          420            0 ( -0.000000,  1.000000, -0.000751)  9.602011e-04     0     Default=T_B
       28041      2024569          420            0 (  0.000000,  1.000000, -0.000751)  9.304837e-04     0     Default=T_B
       28042      2024609          420            0 (  0.000000,  1.000000, -0.000751)  1.276637e-03     0     Default=T_B
       28043      2024649          420            0 ( -0.000000,  1.000000, -0.000751)  9.702153e-04     0     Default=T_B
       28044      2024689          420            0 (  0.000000,  1.000000, -0.000751)  1.069294e-03     0     Default=T_B
       28045      2024729          420            0 (  0.000000,  1.000000, -0.000751)  1.044596e-03     0     Default=T_B
       28046      2024769          420            0 ( -0.000000,  1.000000, -0.000751)  1.034363e-03     0     Default=T_B
       28047      2024809          420            0 ( -0.000000,  1.000000, -0.000751)  1.108457e-03     0     Default=T_B
       28048      2024849          420            0 (  0.000000,  1.000000, -0.000751)  1.079719e-03     0     Default=T_B
       28049      2024889          420            0 (  0.000000,  1.000000, -0.000751)  1.057204e-03     0     Default=T_B
       28050      2025021          420            0 ( -0.000000,  1.000000, -0.000751)  1.036158e-03     0     Default=T_B
       28051      2025061          420            0 (  0.000000,  1.000000, -0.000751)  1.022677e-03     0     Default=T_B
       28052      2025147          420            0 (  0.000000,  1.000000, -0.000751)  1.035109e-03     0     Default=T_B
       28053      2025187          420            0 (  0.000000,  1.000000, -0.000751)  1.381425e-03     0     Default=T_B
       28054      2025227          420            0 ( -0.000000,  1.000000, -0.000751)  1.101178e-03     0     Default=T_B
       28055      2025267          420            0 (  0.000000,  1.000000, -0.000751)  1.038360e-03     0     Default=T_B
       28056      2025353          420            0 (  0.000000,  1.000000, -0.000751)  1.041343e-03     0     Default=T_B
       28057      2025393          420            0 (  0.000000,  1.000000, -0.000751)  1.054697e-03     0     Default=T_B
       28058      2025433          420            0 (  0.000000,  1.000000, -0.000751)  1.048593e-03     0     Default=T_B
       28059      2025473          420            0 (  0.000000,  1.000000, -0.000751)  1.047226e-03     0     Default=T_B
       28060      2025513          420            0 ( -0.000000,  1.000000, -0.000751)  1.111710e-03     0     Default=T_B
       28061      2025553          420            0 (  0.000000,  1.000000, -0.000751)  1.187507e-03     0     Default=T_B
       28062      2025639          420            0 (  0.000000,  1.000000, -0.000751)  1.352444e-03     0     Default=T_B
       28063      2025679          420            0 ( -0.000000,  1.000000, -0.000751)  8.415567e-04     0     Default=T_B
       28064      2025765          420            0 ( -0.000000,  1.000000, -0.000751)  1.045195e-03     0     Default=T_B
       28065      2025805          420            0 ( -0.000000,  1.000000, -0.000751)  1.369018e-03     0     Default=T_B
       28066      2025891          420            0 (  0.000000,  1.000000, -0.000751)  1.044417e-03     0     Default=T_B
       28067      2025931          420            0 (  0.000000,  1.000000, -0.000751)  1.023279e-03     0     Default=T_B
       28068      2025971          420            0 (  0.000000,  1.000000, -0.000751)  1.014781e-03     0     Default=T_B
       28069      2026011          420            0 (  0.000000,  1.000000, -0.000751)  1.139020e-03     0     Default=T_B
       28070      2026051          420            0 (  0.000000,  1.000000, -0.000751)  1.129794e-03     0     Default=T_B
       28071      2026137          420            0 ( -0.000000,  1.000000, -0.000751)  8.387982e-04     0     Default=T_B
       28072      2026223          420            0 (  0.000000,  1.000000, -0.000751)  1.091949e-03     0     Default=T_B
       28073      2026263          420            0 (  0.000000,  1.000000, -0.000751)  1.069249e-03     0     Default=T_B
       28074      2026303          420            0 ( -0.000000,  1.000000, -0.000751)  1.140156e-03     0     Default=T_B
       28075      2026343          420            0 (  0.000000,  1.000000, -0.000751)  1.018971e-03     0     Default=T_B
       28076      2026383          420            0 (  0.000000,  1.000000, -0.000751)  9.992820e-04     0     Default=T_B
       28077      2026423          420            0 (  0.000000,  1.000000, -0.000751)  1.063638e-03     0     Default=T_B
       28078      2026463          420            0 (  0.000000,  1.000000, -0.000751)  1.124628e-03     0     Default=T_B
       28079      2026503          420            0 ( -0.000000,  1.000000, -0.000751)  1.438608e-03     0     Default=T_B
       28080      2026543          420            0 (  0.000000,  1.000000, -0.000751)  9.304837e-04     0     Default=T_B
       28081      2026583          420            0 ( -0.000000,  1.000000, -0.000751)  1.095808e-03     0     Default=T_B
       28082      2026715          420            0 ( -0.000000,  1.000000, -0.000751)  1.132030e-03     0     Default=T_B
       28083      2026755          420            0 ( -0.000000,  1.000000, -0.000751)  1.033832e-03     0     Default=T_B
       28084      2026887          420            0 ( -0.000000,  1.000000, -0.000751)  1.114865e-03     0     Default=T_B
       28085      2026927          420            0 (  0.000000,  1.000000, -0.000751)  1.438632e-03     0     Default=T_B
       28086      2026967          420            0 (  0.000000,  1.000000, -0.000751)  9.495866e-04     0     Default=T_B
       28087      2027007          420            0 (  0.000000,  1.000000, -0.000751)  1.052821e-03     0     Default=T_B
       28088      2027047          420            0 ( -0.000000,  1.000000, -0.000751)  1.035869e-03     0     Default=T_B
       28089      2027087          420            0 (  0.000000,  1.000000, -0.000751)  1.057345e-03     0     Default=T_B
       28090      2027127          420            0 (  0.000000,  1.000000, -0.000751)  1.051965e-03     0     Default=T_B
       28091      2027167          420            0 (  0.000000,  1.000000, -0.000751)  1.106496e-03     0     Default=T_B
       28092      2027207          420            0 (  0.000000,  1.000000, -0.000751)  1.143012e-03     0     Default=T_B
       28093      2027247          420            0 (  0.000000,  1.000000, -0.000751)  1.045980e-03     0     Default=T_B
       28094      2027287          420            0 ( -0.000000,  1.000000, -0.000751)  1.098488e-03     0     Default=T_B
       28095      2027327          420            0 (  0.000000,  1.000000, -0.000751)  1.069249e-03     0     Default=T_B
       28096      2027367          420            0 ( -0.000000,  1.000000, -0.000751)  1.069249e-03     0     Default=T_B
       28097      2027407          420            0 (  0.000000,  1.000000, -0.000751)  9.795667e-04     0     Default=T_B
       28098      2027447          420            0 ( -0.000000,  1.000000, -0.000751)  1.021882e-03     0     Default=T_B
       28099      2027487          420            0 ( -0.000000,  1.000000, -0.000751)  1.101086e-03     0     Default=T_B
       28100      2027573          420            0 (  0.000000,  1.000000, -0.000751)  1.118567e-03     0     Default=T_B
       28101      2027613          420            0 ( -0.000000,  1.000000, -0.000751)  1.068764e-03     0     Default=T_B
       28102      2027653          420            0 (  0.000000,  1.000000, -0.000751)  1.082415e-03     0     Default=T_B
       28103      2027693          420            0 (  0.000000,  1.000000, -0.000751)  1.052482e-03     0     Default=T_B
       28104      2027733          420            0 (  0.000000,  1.000000, -0.000751)  9.590840e-04     0     Default=T_B
       28105      2027773          420            0 (  0.000000,  1.000000, -0.000751)  1.032497e-03     0     Default=T_B
       28106      2027813          420            0 (  0.000000,  1.000000, -0.000751)  1.025611e-03     0     Default=T_B
       28107      2027853          420            0 (  0.000000,  1.000000, -0.000751)  8.756998e-04     0     Default=T_B
       28108      2027893          420            0 ( -0.000000,  1.000000, -0.000751)  1.241648e-03     0     Default=T_B
       28109      2027933          420            0 (  0.000000,  1.000000, -0.000751)  1.288762e-03     0     Default=T_B
       28110      2027973          420            0 (  0.000000,  1.000000, -0.000751)  1.042933e-03     0     Default=T_B
       28111      2028059          420            0 (  0.000000,  1.000000, -0.000751)  1.104672e-03     0     Default=T_B
       28112      2028145          420            0 ( -0.000000,  1.000000, -0.000751)  1.034130e-03     0     Default=T_B
       28113      2028185          420            0 ( -0.000000,  1.000000, -0.000751)  1.090621e-03     0     Default=T_B
       28114      2028225          420            0 ( -0.000000,  1.000000, -0.000751)  1.068148e-03     0     Default=T_B
       28115      2028311          420            0 (  0.000000,  1.000000, -0.000751)  1.024901e-03     0     Default=T_B
       28116      2028351          420            0 ( -0.000000,  1.000000, -0.000751)  9.879131e-04     0     Default=T_B
       28117      2028391          420            0 (  0.000000,  1.000000, -0.000751)  1.052145e-03     0     Default=T_B
       28118      2028477          420            0 ( -0.000000,  1.000000, -0.000751)  1.025457e-03     0     Default=T_B
       28119      2028517          420            0 ( -0.000000,  1.000000, -0.000751)  1.191854e-03     0     Default=T_B
       28120      2028603          420            0 ( -0.000000,  1.000000, -0.000751)  8.476414e-04     0     Default=T_B
       28121      2028689          420            0 (  0.000000,  1.000000, -0.000751)  1.025557e-03     0     Default=T_B
       28122      2028729          420            0 (  0.000000,  1.000000, -0.000751)  1.088174e-03     0     Default=T_B
       28123      2028769          420            0 (  0.000000,  1.000000, -0.000751)  1.108281e-03     0     Default=T_B
       28124      2028809          420            0 (  0.000000,  1.000000, -0.000751)  1.125762e-03     0     Default=T_B
       28125      2028849          420            0 ( -0.000000,  1.000000, -0.000751)  1.123919e-03     0     Default=T_B
       28126      2028889          420            0 ( -0.000000,  1.000000, -0.000751)  8.730350e-04     0     Default=T_B
       28127      2028929          420            0 ( -0.000000,  1.000000, -0.000751)  1.142117e-03     0     Default=T_B
       28128      2028969          420            0 ( -0.000000,  1.000000, -0.000751)  9.723104e-04     0     Default=T_B
       28129      2029055          420            0 ( -0.000000,  1.000000, -0.000751)  1.122161e-03     0     Default=T_B
       28130      2029141          420            0 (  0.000000,  1.000000, -0.000751)  1.064962e-03     0     Default=T_B
       28131      2029181          420            0 (  0.000000,  1.000000, -0.000751)  9.468587e-04     0     Default=T_B
       28132      2029221          420            0 ( -0.000000,  1.000000, -0.000751)  8.880418e-04     0     Default=T_B
       28133      2029261          420            0 ( -0.000000,  1.000000, -0.000751)  1.032092e-03     0     Default=T_B
       28134      2029301          420            0 (  0.000000,  1.000000, -0.000751)  8.817507e-04     0     Default=T_B
       28135      2029341          420            0 (  0.000000,  1.000000, -0.000751)  8.472791e-04     0     Default=T_B
       28136      2029381          420            0 ( -0.000000,  1.000000, -0.000751)  1.045494e-03     0     Default=T_B
       28137      2029421          420            0 ( -0.000000,  1.000000, -0.000751)  1.026286e-03     0     Default=T_B
       28138      2029461          420            0 (  0.000000,  1.000000, -0.000751)  1.041358e-03     0     Default=T_B
       28139      2029501          420            0 (  0.000000,  1.000000, -0.000751)  1.037207e-03     0     Default=T_B
       28140      2029541          420            0 ( -0.000000,  1.000000, -0.000751)  1.056603e-03     0     Default=T_B
       28141      2029581          420            0 (  0.000000,  1.000000, -0.000751)  8.565920e-04     0     Default=T_B
       28142      2029621          420            0 (  0.000000,  1.000000, -0.000751)  1.036155e-03     0     Default=T_B
       28143      2029707          420            0 (  0.000000,  1.000000, -0.000751)  1.028810e-03     0     Default=T_B
       28144      2029747          420            0 (  0.000000,  1.000000, -0.000751)  1.058904e-03     0     Default=T_B
       28145      2029787          420            0 ( -0.000000,  1.000000, -0.000751)  1.075161e-03     0     Default=T_B
       28146      2029827          420            0 (  0.000000,  1.000000, -0.000751)  1.094905e-03     0     Default=T_B
       28147      2029867          420            0 (  0.000000,  1.000000, -0.000751)  1.043210e-03     0     Default=T_B
       28148      2029907          420            0 ( -0.000000,  1.000000, -0.000751)  1.024160e-03     0     Default=T_B
       28149      2029947          420            0 ( -0.000000,  1.000000, -0.000751)  1.057355e-03     0     Default=T_B
       28150      2029987          420            0 (  0.000000,  1.000000, -0.000751)  1.006290e-03     0     Default=T_B
       28151      2030027          420            0 (  0.000000,  1.000000, -0.000751)  1.113276e-03     0     Default=T_B
       28152      2030067          420            0 (  0.000000,  1.000000, -0.000751)  1.072646e-03     0     Default=T_B
       28153      2030107          420            0 ( -0.000000,  1.000000, -0.000751)  1.044911e-03     0     Default=T_B
       28154      2030147          420            0 ( -0.000000,  1.000000, -0.000751)  1.064850e-03     0     Default=T_B
       28155      2030187          420            0 (  0.000000,  1.000000, -0.000751)  1.080007e-03     0     Default=T_B
       28156      2030227          420            0 ( -0.000000,  1.000000, -0.000751)  8.368980e-04     0     Default=T_B
       28157      2030267          420            0 ( -0.000000,  1.000000, -0.000751)  1.031451e-03     0     Default=T_B
       28158      2030307          420            0 (  0.000000,  1.000000, -0.000751)  1.072132e-03     0     Default=T_B
       28159      2030347          420            0 ( -0.000000,  1.000000, -0.000751)  1.147620e-03     0     Default=T_B
       28160      2030387          420            0 (  0.000000,  1.000000, -0.000751)  1.192047e-03     0     Default=T_B
       28161      2030427          420            0 ( -0.000000,  1.000000, -0.000751)  9.260096e-04     0     Default=T_B
       28162      2030467          420            0 ( -0.000000,  1.000000, -0.000751)  1.105187e-03     0     Default=T_B
       28163      2030507          420            0 (  0.000000,  1.000000, -0.000751)  1.070755e-03     0     Default=T_B
       28164      2030547          420            0 ( -0.000000,  1.000000, -0.000751)  1.057424e-03     0     Default=T_B
       28165      2030587          420            0 (  0.000000,  1.000000, -0.000751)  1.003352e-03     0     Default=T_B
       28166      2030627          420            0 (  0.000000,  1.000000, -0.000751)  1.038461e-03     0     Default=T_B
       28167      2030667          420            0 (  0.000000,  1.000000, -0.000751)  1.127472e-03     0     Default=T_B
       28168      2030707          420            0 (  0.000000,  1.000000, -0.000751)  9.518824e-04     0     Default=T_B
       28169      2030747          420            0 (  0.000000,  1.000000, -0.000751)  1.061116e-03     0     Default=T_B
       28170      2030787          420            0 (  0.000000,  1.000000, -0.000751)  8.316021e-04     0     Default=T_B
       28171      2030827          420            0 (  0.000000,  1.000000, -0.000751)  1.025221e-03     0     Default=T_B
       28172      2030867          420            0 (  0.000000,  1.000000, -0.000751)  1.007576e-03     0     Default=T_B
       28173      2030907          420            0 ( -0.000000,  1.000000, -0.000751)  9.996088e-04     0     Default=T_B
       28174      2030947          420            0 (  0.000000,  1.000000, -0.000751)  1.004191e-03     0     Default=T_B
       28175      2030987          420            0 (  0.000000,  1.000000, -0.000751)  1.095516e-03     0     Default=T_B
       28176      2031027          420            0 ( -0.000000,  1.000000, -0.000751)  1.088451e-03     0     Default=T_B
       28177      2031067          420            0 ( -0.000000,  1.000000, -0.000751)  1.029470e-03     0     Default=T_B
       28178      2031107          420            0 ( -0.000000,  1.000000, -0.000751)  1.019746e-03     0     Default=T_B
       28179      2031147          420            0 (  0.000000,  1.000000, -0.000751)  1.021540e-03     0     Default=T_B
       28180      2031187          420            0 ( -0.000000,  1.000000, -0.000751)  1.054327e-03     0     Default=T_B
       28181      2031227          420            0 ( -0.000000,  1.000000, -0.000751)  1.025226e-03     0     Default=T_B
       28182      2031267          420            0 ( -0.000000,  1.000000, -0.000751)  1.047825e-03     0     Default=T_B
       28183      2031307          420            0 ( -0.000000,  1.000000, -0.000751)  9.511583e-04     0     Default=T_B
       28184      2031347          420            0 ( -0.000000,  1.000000, -0.000751)  1.021474e-03     0     Default=T_B
       28185      2031387          420            0 ( -0.000000,  1.000000, -0.000751)  1.046104e-03     0     Default=T_B
       28186      2031427          420            0 ( -0.000000,  1.000000, -0.000751)  8.593293e-04     0     Default=T_B
       28187      2031467          420            0 ( -0.000000,  1.000000, -0.000751)  1.119755e-03     0     Default=T_B
       28188      2031507          420            0 ( -0.000000,  1.000000, -0.000751)  9.968517e-04     0     Default=T_B
       28189      2031547          420            0 ( -0.000000,  1.000000, -0.000751)  1.145552e-03     0     Default=T_B
       28190      2031587          420            0 (  0.000000,  1.000000, -0.000751)  9.780590e-04     0     Default=T_B
       28191      2031627          420            0 ( -0.000000,  1.000000, -0.000751)  1.148762e-03     0     Default=T_B
       28192      2031667          420            0 ( -0.000000,  1.000000, -0.000751)  1.149649e-03     0     Default=T_B
