         time tilt_local... 
------------- ------------- 
 2.019230e-04 -4.018053e-02 
 6.057691e-04 -4.018051e-02 
 1.009615e-03 -4.017676e-02 
 1.413461e-03 -4.014922e-02 
 1.817307e-03 -4.009655e-02 
 2.221153e-03 -4.003786e-02 
 2.625000e-03 -3.997692e-02 
 3.028846e-03 -3.991381e-02 
 3.432692e-03 -3.985047e-02 
 3.836538e-03 -3.978412e-02 
 4.240384e-03 -3.970935e-02 
 4.644230e-03 -3.962447e-02 
 5.048076e-03 -3.952806e-02 
 5.451922e-03 -3.941803e-02 
 5.855768e-03 -3.929368e-02 
 6.259614e-03 -3.916208e-02 
 6.663460e-03 -3.902719e-02 
 7.067307e-03 -3.888997e-02 
 7.471153e-03 -3.875304e-02 
 7.874999e-03 -3.861860e-02 
 8.278845e-03 -3.848446e-02 
 8.682691e-03 -3.834796e-02 
 9.086537e-03 -3.820699e-02 
 9.490383e-03 -3.805973e-02 
 9.894229e-03 -3.790460e-02 
 1.029808e-02 -3.773708e-02 
 1.070192e-02 -3.754835e-02 
 1.110577e-02 -3.735047e-02 
 1.150961e-02 -3.717089e-02 
 1.191346e-02 -3.699818e-02 
 1.231731e-02 -3.681185e-02 
 1.272115e-02 -3.661693e-02 
 1.312500e-02 -3.642616e-02 
 1.352884e-02 -3.623764e-02 
 1.393269e-02 -3.604669e-02 
 1.433654e-02 -3.585669e-02 
 1.474038e-02 -3.565801e-02 
 1.514423e-02 -3.545615e-02 
 1.554807e-02 -3.525318e-02 
 1.595192e-02 -3.505149e-02 
 1.635577e-02 -3.485070e-02 
 1.675961e-02 -3.465254e-02 
 1.716346e-02 -3.445659e-02 
 1.756730e-02 -3.426357e-02 
 1.797115e-02 -3.407080e-02 
 1.837500e-02 -3.387417e-02 
 1.877884e-02 -3.367257e-02 
 1.918269e-02 -3.346585e-02 
 1.958654e-02 -3.325763e-02 
 1.999038e-02 -3.304944e-02 
 2.039423e-02 -3.284604e-02 
 2.079807e-02 -3.264676e-02 
 2.120192e-02 -3.244931e-02 
 2.160577e-02 -3.224818e-02 
 2.200961e-02 -3.204977e-02 
 2.241346e-02 -3.186519e-02 
