         time tilt_low_s... 
------------- ------------- 
 7.953913e-05  2.615413e-02 
 4.772348e-04  2.572220e-02 
 8.749304e-04  2.529505e-02 
 1.272626e-03  2.486902e-02 
 1.670322e-03  2.444718e-02 
 2.068017e-03  2.403121e-02 
 2.465713e-03  2.362159e-02 
 2.863409e-03  2.322139e-02 
 3.261104e-03  2.283003e-02 
 3.658800e-03  2.244193e-02 
 4.056495e-03  2.205160e-02 
 4.454191e-03  2.166140e-02 
 4.851887e-03  2.127508e-02 
 5.249582e-03  2.088788e-02 
 5.647278e-03  2.049550e-02 
 6.044974e-03  2.009440e-02 
 6.442669e-03  1.967962e-02 
 6.840365e-03  1.924903e-02 
 7.238060e-03  1.880566e-02 
 7.635756e-03  1.835096e-02 
 8.033452e-03  1.788258e-02 
 8.431147e-03  1.739973e-02 
 8.828843e-03  1.690150e-02 
 9.226539e-03  1.638972e-02 
 9.624234e-03  1.586503e-02 
 1.002193e-02  1.532470e-02 
 1.041963e-02  1.476499e-02 
 1.081732e-02  1.418292e-02 
 1.121502e-02  1.358182e-02 
 1.161271e-02  1.296000e-02 
 1.201041e-02  1.231640e-02 
 1.240810e-02  1.165634e-02 
 1.280580e-02  1.097700e-02 
 1.320349e-02  1.027991e-02 
 1.360119e-02  9.571288e-03 
 1.399889e-02  8.851898e-03 
 1.439658e-02  8.119635e-03 
 1.479428e-02  7.376765e-03 
 1.519197e-02  6.629665e-03 
 1.558967e-02  5.877401e-03 
 1.598736e-02  5.116691e-03 
 1.638506e-02  4.350775e-03 
 1.678276e-02  3.583793e-03 
 1.718045e-02  2.816034e-03 
 1.757815e-02  2.051622e-03 
 1.797584e-02  1.294546e-03 
 1.837354e-02  5.478702e-04 
 1.877123e-02 -1.875083e-04 
 1.916893e-02 -9.109746e-04 
 1.956662e-02 -1.622665e-03 
 1.996432e-02 -2.319625e-03 
 2.036202e-02 -3.001036e-03 
 2.075971e-02 -3.665202e-03 
 2.115741e-02 -4.306550e-03 
 2.155510e-02 -4.919412e-03 
 2.195280e-02 -5.501966e-03 
 2.235049e-02 -6.059836e-03 
 2.274819e-02 -6.592191e-03 
 2.314589e-02 -7.096344e-03 
 2.354358e-02 -7.572050e-03 
 2.394128e-02 -8.015891e-03 
