         time tiltx_bot_... 
------------- ------------- 
 6.361349e-05  1.348959e-02 
 3.816809e-04  1.348209e-02 
 6.997484e-04  1.342709e-02 
 1.017816e-03  1.329293e-02 
 1.335883e-03  1.307315e-02 
 1.653951e-03  1.277468e-02 
 1.972018e-03  1.240133e-02 
 2.290086e-03  1.195341e-02 
 2.608153e-03  1.142699e-02 
 2.926221e-03  1.080954e-02 
 3.244288e-03  1.007886e-02 
 3.562355e-03  9.259561e-03 
 3.880423e-03  8.385251e-03 
 4.198490e-03  7.443075e-03 
 4.516558e-03  6.432225e-03 
 4.834625e-03  5.347335e-03 
 5.152693e-03  4.187945e-03 
 5.470760e-03  2.956946e-03 
 5.788828e-03  1.668394e-03 
 6.106895e-03  3.307377e-04 
 6.424963e-03 -1.050616e-03 
 6.743030e-03 -2.469153e-03 
 7.061097e-03 -3.912610e-03 
 7.379165e-03 -5.385844e-03 
 7.697232e-03 -6.891259e-03 
 8.015300e-03 -8.425509e-03 
 8.333367e-03 -9.954885e-03 
 8.651435e-03 -1.145706e-02 
 8.969502e-03 -1.295854e-02 
 9.287570e-03 -1.447129e-02 
 9.605637e-03 -1.599793e-02 
 9.923705e-03 -1.754744e-02 
 1.024177e-02 -1.908923e-02 
 1.055984e-02 -2.059741e-02 
 1.087791e-02 -2.208524e-02 
 1.119597e-02 -2.357607e-02 
 1.151404e-02 -2.505415e-02 
 1.183211e-02 -2.648397e-02 
 1.215018e-02 -2.788141e-02 
 1.246824e-02 -2.923497e-02 
 1.278631e-02 -3.055657e-02 
 1.310438e-02 -3.186098e-02 
 1.342245e-02 -3.313647e-02 
 1.374051e-02 -3.439295e-02 
 1.405858e-02 -3.561732e-02 
 1.437665e-02 -3.683534e-02 
 1.469472e-02 -3.805428e-02 
 1.501278e-02 -3.925219e-02 
 1.533085e-02 -4.044133e-02 
 1.564892e-02 -4.159185e-02 
 1.596699e-02 -4.270474e-02 
 1.628505e-02 -4.377735e-02 
 1.660312e-02 -4.481589e-02 
 1.692119e-02 -4.582832e-02 
 1.723926e-02 -4.680853e-02 
 1.755732e-02 -4.775693e-02 
 1.787539e-02 -4.867840e-02 
 1.819346e-02 -4.954485e-02 
 1.851153e-02 -5.037403e-02 
 1.882959e-02 -5.117118e-02 
 1.914766e-02 -5.196190e-02 
 1.946573e-02 -5.273969e-02 
 1.978380e-02 -5.348888e-02 
 2.010186e-02 -5.423581e-02 
 2.041993e-02 -5.495759e-02 
 2.073800e-02 -5.566003e-02 
 2.105607e-02 -5.636906e-02 
 2.137413e-02 -5.707858e-02 
 2.169220e-02 -5.777239e-02 
 2.201027e-02 -5.844669e-02 
 2.232834e-02 -5.914085e-02 
 2.264640e-02 -5.981976e-02 
 2.296447e-02 -6.050253e-02 
 2.328254e-02 -6.120216e-02 
 2.360061e-02 -6.191998e-02 
 2.391867e-02 -6.264537e-02 
 2.423674e-02 -6.339814e-02 
 2.455481e-02 -6.416141e-02 
 2.487287e-02 -6.493857e-02 
 2.519094e-02 -6.574612e-02 
 2.550901e-02 -6.654432e-02 
 2.582708e-02 -6.736368e-02 
 2.614514e-02 -6.815239e-02 
 2.646321e-02 -6.892280e-02 
 2.678128e-02 -6.970070e-02 
 2.709935e-02 -7.047989e-02 
 2.741741e-02 -7.122505e-02 
 2.773548e-02 -7.196916e-02 
 2.805355e-02 -7.266915e-02 
 2.837162e-02 -7.332924e-02 
 2.868968e-02 -7.401445e-02 
 2.900775e-02 -7.468075e-02 
 2.932582e-02 -7.534543e-02 
 2.964389e-02 -7.600760e-02 
 2.996195e-02 -7.663874e-02 
 3.028002e-02 -7.725815e-02 
 3.059809e-02 -7.787842e-02 
 3.091616e-02 -7.846946e-02 
 3.123422e-02 -7.905472e-02 
 3.155229e-02 -7.959935e-02 
 3.187036e-02 -8.009082e-02 
 3.218843e-02 -8.055339e-02 
 3.250649e-02 -8.097353e-02 
 3.282456e-02 -8.137779e-02 
 3.314263e-02 -8.172761e-02 
 3.346070e-02 -8.203826e-02 
 3.377876e-02 -8.232875e-02 
 3.409683e-02 -8.259361e-02 
 3.441490e-02 -8.282290e-02 
 3.473297e-02 -8.298879e-02 
 3.505103e-02 -8.310056e-02 
 3.536910e-02 -8.317299e-02 
 3.568717e-02 -8.324375e-02 
 3.600524e-02 -8.323968e-02 
 3.632330e-02 -8.313678e-02 
 3.664137e-02 -8.296714e-02 
 3.695944e-02 -8.274019e-02 
 3.727751e-02 -8.243574e-02 
 3.759557e-02 -8.207426e-02 
 3.791364e-02 -8.164652e-02 
 3.823171e-02 -8.111262e-02 
