         time Mid_Disp()... 
------------- ------------- 
 1.988478e-04 -3.221979e-04 
 5.965434e-04 -3.489878e-04 
 9.942391e-04 -3.745475e-04 
 1.391935e-03 -3.989586e-04 
 1.789630e-03 -4.226542e-04 
 2.187326e-03 -4.457273e-04 
 2.585022e-03 -4.675768e-04 
 2.982717e-03 -4.883879e-04 
 3.380413e-03 -5.078471e-04 
 3.778108e-03 -5.265380e-04 
 4.175804e-03 -5.441515e-04 
 4.573500e-03 -5.610217e-04 
 4.971195e-03 -5.773535e-04 
 5.368891e-03 -5.931979e-04 
 5.766587e-03 -6.090665e-04 
 6.164282e-03 -6.254072e-04 
 6.561978e-03 -6.423719e-04 
 6.959673e-03 -6.602964e-04 
 7.357369e-03 -6.782716e-04 
 7.755065e-03 -6.975371e-04 
 8.152760e-03 -7.165883e-04 
 8.550456e-03 -7.365089e-04 
 8.948152e-03 -7.562995e-04 
 9.345847e-03 -7.759018e-04 
 9.743543e-03 -7.944569e-04 
 1.014124e-02 -8.125340e-04 
 1.053893e-02 -8.300936e-04 
 1.093663e-02 -8.477626e-04 
 1.133433e-02 -8.648575e-04 
 1.173202e-02 -8.819676e-04 
 1.212972e-02 -8.987909e-04 
 1.252741e-02 -9.154524e-04 
 1.292511e-02 -9.321230e-04 
 1.332280e-02 -9.481499e-04 
 1.372050e-02 -9.634929e-04 
 1.411819e-02 -9.774875e-04 
 1.451589e-02 -9.904070e-04 
 1.491359e-02 -1.001895e-03 
 1.531128e-02 -1.011892e-03 
 1.570898e-02 -1.020174e-03 
 1.610667e-02 -1.026838e-03 
 1.650437e-02 -1.031768e-03 
 1.690206e-02 -1.035286e-03 
 1.729976e-02 -1.036738e-03 
 1.769746e-02 -1.036646e-03 
 1.809515e-02 -1.034637e-03 
 1.849285e-02 -1.031063e-03 
 1.889054e-02 -1.025873e-03 
 1.928824e-02 -1.019360e-03 
 1.968593e-02 -1.011640e-03 
 2.008363e-02 -1.003308e-03 
 2.048132e-02 -9.944077e-04 
 2.087902e-02 -9.850109e-04 
 2.127672e-02 -9.751719e-04 
 2.167441e-02 -9.647562e-04 
 2.207211e-02 -9.537038e-04 
 2.246980e-02 -9.419940e-04 
 2.286750e-02 -9.294241e-04 
 2.326519e-02 -9.156596e-04 
 2.366289e-02 -9.009312e-04 
 2.406059e-02 -8.847346e-04 
 2.445828e-02 -8.680614e-04 
 2.485598e-02 -8.501116e-04 
 2.525367e-02 -8.314225e-04 
 2.565137e-02 -8.121840e-04 
 2.604906e-02 -7.921757e-04 
 2.644676e-02 -7.719994e-04 
 2.684445e-02 -7.511625e-04 
 2.724215e-02 -7.297698e-04 
 2.763985e-02 -7.080871e-04 
 2.803754e-02 -6.852689e-04 
 2.843524e-02 -6.612545e-04 
 2.883293e-02 -6.366991e-04 
 2.923063e-02 -6.117388e-04 
 2.962832e-02 -5.853495e-04 
 3.002602e-02 -5.583257e-04 
 3.042372e-02 -5.305472e-04 
 3.082141e-02 -5.017522e-04 
 3.121911e-02 -4.712979e-04 
 3.161680e-02 -4.399949e-04 
 3.201450e-02 -4.062186e-04 
 3.241219e-02 -3.705072e-04 
 3.280989e-02 -3.335735e-04 
 3.320758e-02 -2.954188e-04 
 3.360528e-02 -2.563679e-04 
 3.400298e-02 -2.154599e-04 
 3.440067e-02 -1.735236e-04 
 3.479837e-02 -1.297447e-04 
 3.519606e-02 -8.450160e-05 
 3.559376e-02 -3.937491e-05 
 3.599145e-02  6.703430e-06 
 3.638915e-02  5.286027e-05 
 3.678685e-02  9.874692e-05 
 3.718454e-02  1.454941e-04 
 3.758224e-02  1.912498e-04 
 3.797993e-02  2.373510e-04 
 3.837763e-02  2.826095e-04 
 3.877532e-02  3.267779e-04 
 3.917302e-02  3.700886e-04 
 3.957071e-02  4.116969e-04 
 3.996841e-02  4.512860e-04 
 4.036611e-02  4.892102e-04 
 4.076380e-02  5.257212e-04 
 4.116150e-02  5.611628e-04 
 4.155919e-02  5.954144e-04 
 4.195689e-02  6.287272e-04 
 4.235458e-02  6.612873e-04 
 4.275228e-02  6.921625e-04 
 4.314998e-02  7.228862e-04 
 4.354767e-02  7.531761e-04 
 4.394537e-02  7.832957e-04 
 4.434306e-02  8.131980e-04 
 4.474076e-02  8.429755e-04 
 4.513845e-02  8.729426e-04 
 4.553615e-02  9.025862e-04 
 4.593385e-02  9.323742e-04 
 4.633154e-02  9.626076e-04 
 4.672924e-02  9.924906e-04 
 4.712693e-02  1.023252e-03 
 4.752463e-02  1.054630e-03 
 4.792232e-02  1.086828e-03 
 4.832002e-02  1.118762e-03 
 4.871771e-02  1.151234e-03 
 4.911541e-02  1.182744e-03 
 4.951311e-02  1.214073e-03 
 4.991080e-02  1.245501e-03 
 5.030850e-02  1.276977e-03 
 5.070619e-02  1.308638e-03 
 5.110389e-02  1.340757e-03 
 5.150158e-02  1.372621e-03 
 5.189928e-02  1.404504e-03 
 5.229698e-02  1.436031e-03 
 5.269467e-02  1.466620e-03 
 5.309237e-02  1.496866e-03 
 5.349006e-02  1.526058e-03 
 5.388776e-02  1.554082e-03 
 5.428545e-02  1.580810e-03 
 5.468315e-02  1.606121e-03 
 5.508084e-02  1.629426e-03 
 5.547854e-02  1.650887e-03 
 5.587624e-02  1.671359e-03 
 5.627393e-02  1.690055e-03 
 5.667163e-02  1.707318e-03 
 5.706932e-02  1.723660e-03 
 5.746702e-02  1.738312e-03 
 5.786471e-02  1.751793e-03 
 5.826241e-02  1.763912e-03 
 5.866011e-02  1.774573e-03 
 5.905780e-02  1.784245e-03 
 5.945550e-02  1.793618e-03 
 5.985319e-02  1.802524e-03 
 6.025089e-02  1.810891e-03 
 6.064858e-02  1.818753e-03 
 6.104628e-02  1.826394e-03 
 6.144397e-02  1.833312e-03 
 6.184167e-02  1.839440e-03 
 6.223937e-02  1.845411e-03 
 6.263706e-02  1.850515e-03 
 6.303476e-02  1.855223e-03 
 6.343245e-02  1.859331e-03 
 6.383015e-02  1.863325e-03 
 6.422784e-02  1.866642e-03 
 6.462554e-02  1.869241e-03 
 6.502324e-02  1.872332e-03 
 6.542093e-02  1.874880e-03 
 6.581863e-02  1.876897e-03 
 6.621632e-02  1.879201e-03 
 6.661402e-02  1.881205e-03 
 6.701171e-02  1.882754e-03 
 6.740941e-02  1.884038e-03 
 6.780710e-02  1.884557e-03 
 6.820480e-02  1.883830e-03 
 6.860250e-02  1.882275e-03 
 6.900019e-02  1.880248e-03 
 6.939789e-02  1.877720e-03 
 6.979558e-02  1.874196e-03 
 7.019328e-02  1.870444e-03 
 7.059097e-02  1.865185e-03 
 7.098867e-02  1.858795e-03 
 7.138637e-02  1.850879e-03 
 7.178406e-02  1.841447e-03 
 7.218176e-02  1.830497e-03 
 7.257945e-02  1.817241e-03 
 7.297715e-02  1.803074e-03 
 7.337484e-02  1.786840e-03 
 7.377254e-02  1.769304e-03 
 7.417023e-02  1.750632e-03 
 7.456793e-02  1.731077e-03 
 7.496563e-02  1.710834e-03 
 7.536332e-02  1.690184e-03 
 7.576102e-02  1.669075e-03 
 7.615871e-02  1.648792e-03 
 7.655641e-02  1.628196e-03 
 7.695410e-02  1.608300e-03 
 7.735180e-02  1.588740e-03 
 7.774950e-02  1.570386e-03 
 7.814719e-02  1.552670e-03 
 7.854489e-02  1.536347e-03 
 7.894258e-02  1.521238e-03 
 7.934028e-02  1.507800e-03 
 7.973797e-02  1.495541e-03 
 8.013567e-02  1.483705e-03 
 8.053336e-02  1.471697e-03 
 8.093106e-02  1.458551e-03 
 8.132876e-02  1.444192e-03 
 8.172645e-02  1.428190e-03 
 8.212415e-02  1.410737e-03 
 8.252184e-02  1.391578e-03 
 8.291954e-02  1.371078e-03 
 8.331723e-02  1.349571e-03 
 8.371493e-02  1.326978e-03 
 8.411263e-02  1.303745e-03 
 8.451032e-02  1.279332e-03 
 8.490802e-02  1.253915e-03 
 8.530571e-02  1.227080e-03 
 8.570341e-02  1.199372e-03 
 8.610110e-02  1.170691e-03 
 8.649880e-02  1.140841e-03 
 8.689649e-02  1.110197e-03 
 8.729419e-02  1.077650e-03 
 8.769189e-02  1.043723e-03 
 8.808958e-02  1.009113e-03 
 8.848728e-02  9.741539e-04 
 8.888497e-02  9.380968e-04 
 8.928267e-02  9.017951e-04 
 8.968036e-02  8.641343e-04 
 9.007806e-02  8.249447e-04 
 9.047576e-02  7.849919e-04 
 9.087345e-02  7.437063e-04 
 9.127115e-02  7.019262e-04 
 9.166884e-02  6.586334e-04 
 9.206654e-02  6.147962e-04 
 9.246423e-02  5.706441e-04 
 9.286193e-02  5.263563e-04 
 9.325962e-02  4.822049e-04 
 9.365732e-02  4.381339e-04 
 9.405502e-02  3.937175e-04 
 9.445271e-02  3.489715e-04 
 9.485041e-02  3.044053e-04 
 9.524810e-02  2.603534e-04 
 9.564580e-02  2.161377e-04 
 9.604349e-02  1.724821e-04 
 9.644119e-02  1.286953e-04 
 9.683889e-02  8.561329e-05 
 9.723658e-02  4.221044e-05 
 9.763428e-02  5.073862e-07 
 9.803197e-02 -4.017501e-05 
 9.842967e-02 -7.995857e-05 
 9.882736e-02 -1.190513e-04 
 9.922506e-02 -1.575389e-04 
 9.962275e-02 -1.962822e-04 
 1.000205e-01 -2.356351e-04 
 1.004181e-01 -2.750085e-04 
 1.008158e-01 -3.148151e-04 
 1.012135e-01 -3.549642e-04 
 1.016112e-01 -3.953511e-04 
 1.020089e-01 -4.356795e-04 
 1.024066e-01 -4.757540e-04 
 1.028043e-01 -5.159790e-04 
 1.032020e-01 -5.556339e-04 
 1.035997e-01 -5.951812e-04 
 1.039974e-01 -6.344701e-04 
 1.043951e-01 -6.728919e-04 
 1.047928e-01 -7.106124e-04 
 1.051905e-01 -7.472591e-04 
 1.055882e-01 -7.831576e-04 
 1.059859e-01 -8.178220e-04 
 1.063836e-01 -8.515791e-04 
 1.067813e-01 -8.838453e-04 
 1.071790e-01 -9.138109e-04 
 1.075767e-01 -9.419554e-04 
 1.079744e-01 -9.687501e-04 
 1.083721e-01 -9.943754e-04 
 1.087698e-01 -1.019345e-03 
 1.091674e-01 -1.043169e-03 
 1.095651e-01 -1.066100e-03 
 1.099628e-01 -1.087651e-03 
 1.103605e-01 -1.108520e-03 
 1.107582e-01 -1.127522e-03 
 1.111559e-01 -1.145300e-03 
 1.115536e-01 -1.161288e-03 
 1.119513e-01 -1.176036e-03 
 1.123490e-01 -1.189261e-03 
 1.127467e-01 -1.202685e-03 
 1.131444e-01 -1.215107e-03 
 1.135421e-01 -1.227742e-03 
 1.139398e-01 -1.240155e-03 
 1.143375e-01 -1.252018e-03 
 1.147352e-01 -1.264204e-03 
 1.151329e-01 -1.275537e-03 
 1.155306e-01 -1.286982e-03 
 1.159283e-01 -1.297753e-03 
 1.163260e-01 -1.307821e-03 
 1.167237e-01 -1.317710e-03 
 1.171214e-01 -1.327090e-03 
 1.175191e-01 -1.335863e-03 
 1.179168e-01 -1.344137e-03 
 1.183144e-01 -1.351295e-03 
 1.187121e-01 -1.357316e-03 
 1.191098e-01 -1.362593e-03 
 1.195075e-01 -1.365871e-03 
 1.199052e-01 -1.367741e-03 
 1.203029e-01 -1.367309e-03 
 1.207006e-01 -1.364727e-03 
 1.210983e-01 -1.359694e-03 
 1.214960e-01 -1.352017e-03 
 1.218937e-01 -1.342460e-03 
 1.222914e-01 -1.330473e-03 
 1.226891e-01 -1.317199e-03 
 1.230868e-01 -1.302457e-03 
 1.234845e-01 -1.286291e-03 
 1.238822e-01 -1.267982e-03 
 1.242799e-01 -1.248435e-03 
 1.246776e-01 -1.227112e-03 
 1.250753e-01 -1.204208e-03 
 1.254730e-01 -1.179029e-03 
 1.258707e-01 -1.152765e-03 
 1.262684e-01 -1.124273e-03 
 1.266661e-01 -1.094734e-03 
 1.270638e-01 -1.064134e-03 
 1.274614e-01 -1.032343e-03 
 1.278591e-01 -9.995904e-04 
 1.282568e-01 -9.658762e-04 
 1.286545e-01 -9.318391e-04 
 1.290522e-01 -8.966849e-04 
 1.294499e-01 -8.611648e-04 
 1.298476e-01 -8.254454e-04 
 1.302453e-01 -7.886501e-04 
 1.306430e-01 -7.507322e-04 
 1.310407e-01 -7.127700e-04 
 1.314384e-01 -6.742549e-04 
 1.318361e-01 -6.356130e-04 
 1.322338e-01 -5.974444e-04 
 1.326315e-01 -5.603450e-04 
 1.330292e-01 -5.241481e-04 
 1.334269e-01 -4.885821e-04 
