         time tiltx_low_... 
------------- ------------- 
 2.886746e-04  6.768144e-03 
 6.094242e-04  6.761790e-03 
 9.301738e-04  6.754757e-03 
 1.250923e-03  6.747756e-03 
 1.571673e-03  6.740789e-03 
 1.892423e-03  6.733852e-03 
 2.213172e-03  6.726870e-03 
 2.533922e-03  6.720110e-03 
 2.854672e-03  6.719431e-03 
 3.175421e-03  6.740613e-03 
 3.496171e-03  6.782094e-03 
 3.816921e-03  6.818869e-03 
 4.137670e-03  6.851428e-03 
 4.458420e-03  6.884407e-03 
 4.779170e-03  6.919034e-03 
 5.099919e-03  6.961589e-03 
 5.420670e-03  7.021923e-03 
 5.741421e-03  7.115189e-03 
 6.062172e-03  7.216700e-03 
 6.382923e-03  7.278152e-03 
 6.703674e-03  7.279473e-03 
 7.024425e-03  7.221156e-03 
 7.345176e-03  7.101586e-03 
 7.665927e-03  6.925960e-03 
 7.986678e-03  6.691920e-03 
 8.307429e-03  6.399346e-03 
 8.628181e-03  6.027335e-03 
 8.948932e-03  5.565465e-03 
 9.269684e-03  5.038738e-03 
 9.590435e-03  4.452730e-03 
 9.911187e-03  3.802394e-03 
 1.023194e-02  3.095206e-03 
 1.055269e-02  2.323418e-03 
 1.087344e-02  1.480764e-03 
 1.119419e-02  5.749399e-04 
 1.151494e-02 -3.948044e-04 
 1.183570e-02 -1.418874e-03 
 1.215645e-02 -2.498026e-03 
 1.247720e-02 -3.645451e-03 
 1.279795e-02 -4.868604e-03 
 1.311871e-02 -6.171296e-03 
 1.343946e-02 -7.540279e-03 
 1.376021e-02 -8.964493e-03 
 1.408097e-02 -1.044656e-02 
 1.440172e-02 -1.198208e-02 
 1.472247e-02 -1.355695e-02 
 1.504322e-02 -1.516916e-02 
 1.536398e-02 -1.683132e-02 
 1.568473e-02 -1.853202e-02 
 1.600548e-02 -2.026710e-02 
 1.632624e-02 -2.202275e-02 
 1.664699e-02 -2.381198e-02 
 1.696774e-02 -2.565045e-02 
 1.728850e-02 -2.753792e-02 
 1.760925e-02 -2.945750e-02 
 1.793000e-02 -3.140705e-02 
 1.825076e-02 -3.338021e-02 
 1.857151e-02 -3.538063e-02 
 1.889226e-02 -3.739262e-02 
 1.921302e-02 -3.942302e-02 
 1.953377e-02 -4.146208e-02 
 1.985453e-02 -4.351810e-02 
 2.017528e-02 -4.559431e-02 
 2.049603e-02 -4.769131e-02 
 2.081679e-02 -4.979576e-02 
 2.113754e-02 -5.189681e-02 
 2.145830e-02 -5.397328e-02 
 2.177905e-02 -5.601949e-02 
 2.209980e-02 -5.802504e-02 
 2.242056e-02 -5.999870e-02 
 2.274131e-02 -6.194787e-02 
 2.306207e-02 -6.387085e-02 
 2.338282e-02 -6.575626e-02 
 2.370357e-02 -6.756852e-02 
 2.402433e-02 -6.930411e-02 
 2.434508e-02 -7.096745e-02 
 2.466584e-02 -7.256878e-02 
 2.498659e-02 -7.411079e-02 
 2.530735e-02 -7.559031e-02 
 2.562810e-02 -7.702209e-02 
 2.594886e-02 -7.839824e-02 
 2.626961e-02 -7.971093e-02 
 2.659037e-02 -8.096793e-02 
 2.691112e-02 -8.217185e-02 
 2.723188e-02 -8.334363e-02 
 2.755264e-02 -8.447636e-02 
 2.787339e-02 -8.556811e-02 
 2.819415e-02 -8.660884e-02 
 2.851491e-02 -8.758984e-02 
 2.883567e-02 -8.849913e-02 
 2.915643e-02 -8.934436e-02 
 2.947719e-02 -9.013108e-02 
 2.979794e-02 -9.084427e-02 
 3.011870e-02 -9.149275e-02 
 3.043946e-02 -9.208267e-02 
 3.076022e-02 -9.262282e-02 
 3.108098e-02 -9.309562e-02 
 3.140174e-02 -9.349163e-02 
 3.172251e-02 -9.381002e-02 
 3.204327e-02 -9.406402e-02 
 3.236403e-02 -9.424821e-02 
 3.268479e-02 -9.437712e-02 
 3.300555e-02 -9.445725e-02 
 3.332632e-02 -9.450916e-02 
 3.364708e-02 -9.452485e-02 
 3.396784e-02 -9.448254e-02 
 3.428860e-02 -9.438617e-02 
 3.460937e-02 -9.426425e-02 
 3.493013e-02 -9.412739e-02 
 3.525090e-02 -9.398440e-02 
 3.557166e-02 -9.382903e-02 
 3.589243e-02 -9.368937e-02 
 3.621319e-02 -9.354026e-02 
 3.653396e-02 -9.337788e-02 
 3.685472e-02 -9.319846e-02 
 3.717549e-02 -9.301395e-02 
 3.749625e-02 -9.282647e-02 
 3.781702e-02 -9.262349e-02 
 3.813778e-02 -9.240878e-02 
 3.845855e-02 -9.217754e-02 
 3.877931e-02 -9.192205e-02 
 3.910008e-02 -9.165803e-02 
 3.942084e-02 -9.139323e-02 
 3.974161e-02 -9.113059e-02 
 4.006238e-02 -9.085666e-02 
 4.038314e-02 -9.056472e-02 
 4.070391e-02 -9.027192e-02 
 4.102467e-02 -8.999399e-02 
 4.134544e-02 -8.970988e-02 
 4.166620e-02 -8.939884e-02 
 4.198697e-02 -8.907278e-02 
 4.230774e-02 -8.870620e-02 
 4.262850e-02 -8.830259e-02 
 4.294927e-02 -8.785958e-02 
 4.327003e-02 -8.739571e-02 
 4.359080e-02 -8.691294e-02 
 4.391156e-02 -8.639083e-02 
 4.423233e-02 -8.583755e-02 
 4.455309e-02 -8.523021e-02 
 4.487386e-02 -8.459761e-02 
 4.519462e-02 -8.394886e-02 
 4.551539e-02 -8.329361e-02 
 4.583615e-02 -8.263682e-02 
 4.615692e-02 -8.198069e-02 
 4.647768e-02 -8.131113e-02 
 4.679845e-02 -8.061101e-02 
 4.711921e-02 -7.986807e-02 
 4.743998e-02 -7.908170e-02 
 4.776074e-02 -7.824230e-02 
 4.808150e-02 -7.734999e-02 
 4.840226e-02 -7.639897e-02 
 4.872303e-02 -7.538327e-02 
 4.904379e-02 -7.429226e-02 
 4.936455e-02 -7.312986e-02 
 4.968532e-02 -7.189944e-02 
 5.000608e-02 -7.059333e-02 
 5.032684e-02 -6.918808e-02 
 5.064760e-02 -6.769834e-02 
 5.096836e-02 -6.612708e-02 
 5.128912e-02 -6.449260e-02 
 5.160988e-02 -6.277317e-02 
 5.193064e-02 -6.095303e-02 
 5.225139e-02 -5.901376e-02 
 5.257215e-02 -5.695424e-02 
 5.289291e-02 -5.478381e-02 
 5.321367e-02 -5.252588e-02 
 5.353443e-02 -5.018362e-02 
 5.385518e-02 -4.775785e-02 
 5.417594e-02 -4.526452e-02 
 5.449669e-02 -4.271041e-02 
 5.481744e-02 -4.008051e-02 
 5.513820e-02 -3.738829e-02 
 5.545895e-02 -3.464061e-02 
 5.577971e-02 -3.184508e-02 
 5.610046e-02 -2.901021e-02 
 5.642122e-02 -2.610322e-02 
 5.674197e-02 -2.312028e-02 
 5.706272e-02 -2.005117e-02 
 5.738347e-02 -1.688880e-02 
 5.770422e-02 -1.363231e-02 
 5.802497e-02 -1.030345e-02 
 5.834572e-02 -6.900258e-03 
 5.866647e-02 -3.449442e-03 
 5.898722e-02  6.223836e-05 
 5.930797e-02  3.601507e-03 
 5.962872e-02  7.173438e-03 
 5.994946e-02  1.076797e-02 
 6.027021e-02  1.440420e-02 
 6.059096e-02  1.806863e-02 
 6.091170e-02  2.178259e-02 
 6.123245e-02  2.551456e-02 
 6.155319e-02  2.928745e-02 
 6.187394e-02  3.309711e-02 
 6.219468e-02  3.695927e-02 
 6.251543e-02  4.089600e-02 
 6.283618e-02  4.490602e-02 
 6.315692e-02  4.898669e-02 
 6.347766e-02  5.312204e-02 
 6.379840e-02  5.729645e-02 
 6.411914e-02  6.150073e-02 
 6.443988e-02  6.571094e-02 
 6.476062e-02  6.993422e-02 
 6.508136e-02  7.416628e-02 
 6.540211e-02  7.839758e-02 
 6.572285e-02  8.260970e-02 
 6.604359e-02  8.679029e-02 
 6.636432e-02  9.097372e-02 
 6.668506e-02  9.515387e-02 
 6.700580e-02  9.932046e-02 
 6.732653e-02  1.034993e-01 
 6.764727e-02  1.077215e-01 
 6.796801e-02  1.119306e-01 
 6.828874e-02  1.161426e-01 
 6.860948e-02  1.203608e-01 
 6.893021e-02  1.245779e-01 
 6.925095e-02  1.287369e-01 
 6.957168e-02  1.328453e-01 
 6.989242e-02  1.369509e-01 
 7.021315e-02  1.409917e-01 
 7.053389e-02  1.451067e-01 
 7.085462e-02  1.491378e-01 
 7.117536e-02  1.531654e-01 
 7.149609e-02  1.571480e-01 
 7.181683e-02  1.610361e-01 
 7.213756e-02  1.648483e-01 
 7.245830e-02  1.685691e-01 
 7.277903e-02  1.722106e-01 
 7.309976e-02  1.757615e-01 
 7.342049e-02  1.792950e-01 
 7.374123e-02  1.825916e-01 
 7.406196e-02  1.857996e-01 
 7.438269e-02  1.888393e-01 
 7.470343e-02  1.916584e-01 
 7.502416e-02  1.944382e-01 
 7.534489e-02  1.970252e-01 
 7.566562e-02  1.994562e-01 
 7.598635e-02  2.018502e-01 
 7.630708e-02  2.039248e-01 
 7.662781e-02  2.060378e-01 
 7.694854e-02  2.078876e-01 
 7.726927e-02  2.096969e-01 
 7.759000e-02  2.113786e-01 
 7.791073e-02  2.129234e-01 
 7.823146e-02  2.143426e-01 
 7.855219e-02  2.157240e-01 
 7.887292e-02  2.168301e-01 
 7.919364e-02  2.179262e-01 
 7.951437e-02  2.188131e-01 
 7.983509e-02  2.195645e-01 
 8.015582e-02  2.203078e-01 
 8.047654e-02  2.209566e-01 
 8.079727e-02  2.214680e-01 
 8.111799e-02  2.221516e-01 
 8.143872e-02  2.225332e-01 
 8.175944e-02  2.230844e-01 
 8.208017e-02  2.234446e-01 
 8.240089e-02  2.237397e-01 
 8.272161e-02  2.239295e-01 
 8.304233e-02  2.241325e-01 
 8.336305e-02  2.243744e-01 
 8.368378e-02  2.245106e-01 
 8.400450e-02  2.245738e-01 
 8.432522e-02  2.246702e-01 
 8.464594e-02  2.246550e-01 
 8.496666e-02  2.245797e-01 
 8.528739e-02  2.244474e-01 
 8.560811e-02  2.243464e-01 
 8.592883e-02  2.241569e-01 
 8.624955e-02  2.240875e-01 
 8.657027e-02  2.238878e-01 
 8.689099e-02  2.236949e-01 
 8.721171e-02  2.235727e-01 
 8.753244e-02  2.233872e-01 
 8.785316e-02  2.232522e-01 
 8.817388e-02  2.232236e-01 
 8.849460e-02  2.231752e-01 
 8.881532e-02  2.231677e-01 
 8.913605e-02  2.232433e-01 
 8.945677e-02  2.231417e-01 
 8.977749e-02  2.231788e-01 
 9.009822e-02  2.231077e-01 
 9.041894e-02  2.230684e-01 
 9.073966e-02  2.230389e-01 
 9.106038e-02  2.230015e-01 
 9.138111e-02  2.229974e-01 
 9.170183e-02  2.229879e-01 
 9.202256e-02  2.228954e-01 
 9.234328e-02  2.226994e-01 
 9.266401e-02  2.224171e-01 
 9.298473e-02  2.222592e-01 
 9.330546e-02  2.218141e-01 
 9.362618e-02  2.214516e-01 
 9.394691e-02  2.209197e-01 
 9.426763e-02  2.202803e-01 
 9.458836e-02  2.196345e-01 
 9.490908e-02  2.187751e-01 
 9.522981e-02  2.178896e-01 
 9.555054e-02  2.169132e-01 
 9.587126e-02  2.159114e-01 
 9.619199e-02  2.149457e-01 
 9.651272e-02  2.137986e-01 
 9.683344e-02  2.127837e-01 
 9.715417e-02  2.115481e-01 
 9.747490e-02  2.103889e-01 
 9.779562e-02  2.091061e-01 
 9.811635e-02  2.077122e-01 
 9.843708e-02  2.062772e-01 
 9.875781e-02  2.047344e-01 
 9.907854e-02  2.030674e-01 
 9.939926e-02  2.013968e-01 
 9.971999e-02  1.996493e-01 
 1.000407e-01  1.977235e-01 
 1.003614e-01  1.957748e-01 
 1.006822e-01  1.937100e-01 
 1.010029e-01  1.915847e-01 
 1.013236e-01  1.893726e-01 
 1.016444e-01  1.870756e-01 
 1.019651e-01  1.847804e-01 
 1.022858e-01  1.823883e-01 
 1.026066e-01  1.798018e-01 
 1.029273e-01  1.770969e-01 
 1.032480e-01  1.743048e-01 
 1.035688e-01  1.714933e-01 
 1.038895e-01  1.685927e-01 
 1.042102e-01  1.656646e-01 
 1.045310e-01  1.627066e-01 
 1.048517e-01  1.597192e-01 
 1.051724e-01  1.565723e-01 
 1.054932e-01  1.533166e-01 
 1.058139e-01  1.500456e-01 
 1.061346e-01  1.467852e-01 
 1.064554e-01  1.434514e-01 
 1.067761e-01  1.401691e-01 
 1.070969e-01  1.368352e-01 
 1.074176e-01  1.334431e-01 
 1.077383e-01  1.299756e-01 
 1.080591e-01  1.265137e-01 
 1.083798e-01  1.228612e-01 
 1.087005e-01  1.191763e-01 
 1.090213e-01  1.154861e-01 
 1.093420e-01  1.117340e-01 
 1.096628e-01  1.079314e-01 
 1.099835e-01  1.040468e-01 
 1.103043e-01  1.000925e-01 
 1.106250e-01  9.618339e-02 
 1.109457e-01  9.200633e-02 
 1.112665e-01  8.787936e-02 
 1.115872e-01  8.377217e-02 
 1.119080e-01  7.960176e-02 
 1.122287e-01  7.549905e-02 
 1.125494e-01  7.124555e-02 
 1.128702e-01  6.705267e-02 
 1.131909e-01  6.275212e-02 
 1.135117e-01  5.848701e-02 
 1.138324e-01  5.420094e-02 
 1.141531e-01  4.998878e-02 
 1.144739e-01  4.581572e-02 
 1.147946e-01  4.170325e-02 
 1.151154e-01  3.764558e-02 
 1.154361e-01  3.367284e-02 
 1.157569e-01  2.975905e-02 
 1.160776e-01  2.596198e-02 
 1.163983e-01  2.220847e-02 
 1.167191e-01  1.864584e-02 
 1.170398e-01  1.499685e-02 
 1.173606e-01  1.162157e-02 
 1.176813e-01  8.003703e-03 
 1.180020e-01  4.651734e-03 
 1.183228e-01  1.207721e-03 
 1.186435e-01 -2.313571e-03 
 1.189643e-01 -5.704463e-03 
 1.192850e-01 -9.036495e-03 
 1.196057e-01 -1.231050e-02 
 1.199265e-01 -1.553196e-02 
 1.202472e-01 -1.872991e-02 
 1.205680e-01 -2.191284e-02 
 1.208887e-01 -2.508226e-02 
 1.212095e-01 -2.820771e-02 
 1.215302e-01 -3.132728e-02 
 1.218509e-01 -3.440649e-02 
 1.221717e-01 -3.749972e-02 
 1.224924e-01 -4.049575e-02 
 1.228132e-01 -4.351076e-02 
 1.231339e-01 -4.651212e-02 
 1.234547e-01 -4.950668e-02 
 1.237754e-01 -5.250961e-02 
 1.240962e-01 -5.551094e-02 
 1.244169e-01 -5.845593e-02 
 1.247377e-01 -6.138569e-02 
 1.250584e-01 -6.433343e-02 
 1.253792e-01 -6.727494e-02 
 1.256999e-01 -7.019661e-02 
 1.260206e-01 -7.317326e-02 
 1.263414e-01 -7.618852e-02 
 1.266621e-01 -7.923677e-02 
 1.269829e-01 -8.232518e-02 
 1.273036e-01 -8.541232e-02 
 1.276244e-01 -8.842932e-02 
 1.279451e-01 -9.136295e-02 
 1.282659e-01 -9.412062e-02 
 1.285866e-01 -9.685084e-02 
 1.289074e-01 -9.928494e-02 
 1.292281e-01 -1.015495e-01 
 1.295489e-01 -1.034650e-01 
 1.298696e-01 -1.050499e-01 
 1.301904e-01 -1.062177e-01 
 1.305111e-01 -1.070303e-01 
 1.308319e-01 -1.075400e-01 
 1.311526e-01 -1.076319e-01 
 1.314734e-01 -1.075361e-01 
 1.317942e-01 -1.071455e-01 
 1.321149e-01 -1.066242e-01 
 1.324357e-01 -1.060617e-01 
 1.327564e-01 -1.054246e-01 
 1.330772e-01 -1.049896e-01 
 1.333979e-01 -1.045828e-01 
 1.337187e-01 -1.045434e-01 
 1.340394e-01 -1.045945e-01 
 1.343602e-01 -1.048132e-01 
 1.346809e-01 -1.052788e-01 
 1.350017e-01 -1.058927e-01 
 1.353224e-01 -1.065917e-01 
 1.356432e-01 -1.073622e-01 
 1.359639e-01 -1.080976e-01 
 1.362847e-01 -1.089348e-01 
 1.366055e-01 -1.096310e-01 
 1.369262e-01 -1.102984e-01 
 1.372470e-01 -1.108513e-01 
 1.375677e-01 -1.112954e-01 
 1.378885e-01 -1.115288e-01 
 1.382092e-01 -1.116651e-01 
 1.385300e-01 -1.115723e-01 
 1.388508e-01 -1.114420e-01 
 1.391715e-01 -1.112924e-01 
 1.394923e-01 -1.109734e-01 
 1.398130e-01 -1.105678e-01 
 1.401338e-01 -1.101787e-01 
 1.404545e-01 -1.097994e-01 
 1.407753e-01 -1.094302e-01 
 1.410961e-01 -1.093375e-01 
 1.414168e-01 -1.094332e-01 
 1.417376e-01 -1.095758e-01 
 1.420583e-01 -1.097400e-01 
 1.423791e-01 -1.101799e-01 
 1.426999e-01 -1.108141e-01 
 1.430206e-01 -1.115068e-01 
 1.433421e-01 -1.123417e-01 
 1.436636e-01 -1.132552e-01 
 1.439852e-01 -1.144003e-01 
 1.443067e-01 -1.155322e-01 
 1.446283e-01 -1.166534e-01 
 1.449498e-01 -1.179079e-01 
 1.452714e-01 -1.190182e-01 
