         time tilt_bot_s... 
------------- ------------- 
 1.988478e-04 -1.737063e-02 
 5.965434e-04 -1.877946e-02 
 9.942391e-04 -2.025136e-02 
 1.391935e-03 -2.179265e-02 
 1.789630e-03 -2.338340e-02 
 2.187326e-03 -2.500568e-02 
 2.585022e-03 -2.662178e-02 
 2.982717e-03 -2.819041e-02 
 3.380413e-03 -2.967780e-02 
 3.778108e-03 -3.105348e-02 
 4.175804e-03 -3.229530e-02 
 4.573500e-03 -3.339316e-02 
 4.971195e-03 -3.434529e-02 
 5.368891e-03 -3.515193e-02 
 5.766587e-03 -3.583727e-02 
 6.164282e-03 -3.643789e-02 
 6.561978e-03 -3.700275e-02 
 6.959673e-03 -3.756475e-02 
 7.357369e-03 -3.813697e-02 
 7.755065e-03 -3.873093e-02 
 8.152760e-03 -3.936553e-02 
 8.550456e-03 -4.005041e-02 
 8.948152e-03 -4.079889e-02 
 9.345847e-03 -4.160789e-02 
 9.743543e-03 -4.246842e-02 
 1.014124e-02 -4.337018e-02 
 1.053893e-02 -4.430377e-02 
 1.093663e-02 -4.525144e-02 
 1.133433e-02 -4.619354e-02 
 1.173202e-02 -4.710569e-02 
 1.212972e-02 -4.794594e-02 
 1.252741e-02 -4.866746e-02 
 1.292511e-02 -4.923804e-02 
 1.332280e-02 -4.963700e-02 
 1.372050e-02 -4.985391e-02 
 1.411819e-02 -4.989959e-02 
 1.451589e-02 -4.979296e-02 
 1.491359e-02 -4.956606e-02 
 1.531128e-02 -4.925299e-02 
 1.570898e-02 -4.889942e-02 
 1.610667e-02 -4.856047e-02 
 1.650437e-02 -4.827853e-02 
 1.690206e-02 -4.806664e-02 
 1.729976e-02 -4.792955e-02 
 1.769746e-02 -4.784145e-02 
 1.809515e-02 -4.776966e-02 
 1.849285e-02 -4.769231e-02 
 1.889054e-02 -4.757507e-02 
 1.928824e-02 -4.737377e-02 
 1.968593e-02 -4.705684e-02 
 2.008363e-02 -4.660377e-02 
 2.048132e-02 -4.601004e-02 
 2.087902e-02 -4.529024e-02 
 2.127672e-02 -4.445334e-02 
 2.167441e-02 -4.349724e-02 
 2.207211e-02 -4.242390e-02 
 2.246980e-02 -4.124535e-02 
 2.286750e-02 -3.997590e-02 
 2.326519e-02 -3.862842e-02 
 2.366289e-02 -3.722828e-02 
 2.406059e-02 -3.580760e-02 
 2.445828e-02 -3.440238e-02 
 2.485598e-02 -3.304008e-02 
 2.525367e-02 -3.173748e-02 
 2.565137e-02 -3.050941e-02 
 2.604906e-02 -2.936829e-02 
 2.644676e-02 -2.831856e-02 
 2.684445e-02 -2.734916e-02 
 2.724215e-02 -2.643270e-02 
 2.763985e-02 -2.554182e-02 
 2.803754e-02 -2.465369e-02 
 2.843524e-02 -2.373916e-02 
 2.883293e-02 -2.278516e-02 
 2.923063e-02 -2.177814e-02 
 2.962832e-02 -2.070254e-02 
 3.002602e-02 -1.956353e-02 
 3.042372e-02 -1.837850e-02 
 3.082141e-02 -1.715343e-02 
 3.121911e-02 -1.590303e-02 
 3.161680e-02 -1.464470e-02 
 3.201450e-02 -1.338914e-02 
 3.241219e-02 -1.214731e-02 
 3.280989e-02 -1.093059e-02 
 3.320758e-02 -9.740245e-03 
 3.360528e-02 -8.583792e-03 
 3.400298e-02 -7.469503e-03 
 3.440067e-02 -6.400488e-03 
 3.479837e-02 -5.377521e-03 
 3.519606e-02 -4.406706e-03 
 3.559376e-02 -3.493073e-03 
 3.599145e-02 -2.634474e-03 
 3.638915e-02 -1.831047e-03 
 3.678685e-02 -1.061095e-03 
 3.718454e-02 -2.989077e-04 
 3.758224e-02  4.880552e-04 
 3.797993e-02  1.327942e-03 
 3.837763e-02  2.241165e-03 
 3.877532e-02  3.235924e-03 
 3.917302e-02  4.305623e-03 
 3.957071e-02  5.422130e-03 
 3.996841e-02  6.560223e-03 
 4.036611e-02  7.704662e-03 
 4.076380e-02  8.839882e-03 
 4.116150e-02  9.946774e-03 
 4.155919e-02  1.100343e-02 
 4.195689e-02  1.198702e-02 
 4.235458e-02  1.289117e-02 
 4.275228e-02  1.372632e-02 
 4.314998e-02  1.449637e-02 
 4.354767e-02  1.521038e-02 
 4.394537e-02  1.587256e-02 
 4.434306e-02  1.648139e-02 
 4.474076e-02  1.704384e-02 
 4.513845e-02  1.757490e-02 
 4.553615e-02  1.809349e-02 
 4.593385e-02  1.862541e-02 
 4.633154e-02  1.919089e-02 
 4.672924e-02  1.981398e-02 
 4.712693e-02  2.051421e-02 
 4.752463e-02  2.130781e-02 
 4.792232e-02  2.219750e-02 
 4.832002e-02  2.317755e-02 
 4.871771e-02  2.423268e-02 
 4.911541e-02  2.532983e-02 
 4.951311e-02  2.643405e-02 
 4.991080e-02  2.750227e-02 
 5.030850e-02  2.849642e-02 
 5.070619e-02  2.939249e-02 
 5.110389e-02  3.017922e-02 
 5.150158e-02  3.085446e-02 
 5.189928e-02  3.142667e-02 
 5.229698e-02  3.190747e-02 
 5.269467e-02  3.232539e-02 
 5.309237e-02  3.273083e-02 
 5.349006e-02  3.316485e-02 
 5.388776e-02  3.363745e-02 
 5.428545e-02  3.415705e-02 
 5.468315e-02  3.473284e-02 
 5.508084e-02  3.537609e-02 
 5.547854e-02  3.609924e-02 
 5.587624e-02  3.690433e-02 
 5.627393e-02  3.778834e-02 
 5.667163e-02  3.873285e-02 
 5.706932e-02  3.971500e-02 
 5.746702e-02  4.070179e-02 
 5.786471e-02  4.166046e-02 
 5.826241e-02  4.256680e-02 
 5.866011e-02  4.340130e-02 
 5.905780e-02  4.413991e-02 
 5.945550e-02  4.476239e-02 
 5.985319e-02  4.525593e-02 
 6.025089e-02  4.562181e-02 
 6.064858e-02  4.586896e-02 
 6.104628e-02  4.602265e-02 
 6.144397e-02  4.611305e-02 
 6.184167e-02  4.615638e-02 
 6.223937e-02  4.618650e-02 
 6.263706e-02  4.623915e-02 
 6.303476e-02  4.635311e-02 
 6.343245e-02  4.655885e-02 
 6.383015e-02  4.687676e-02 
 6.422784e-02  4.729434e-02 
 6.462554e-02  4.779381e-02 
 6.502324e-02  4.835734e-02 
 6.542093e-02  4.896781e-02 
 6.581863e-02  4.960521e-02 
 6.621632e-02  5.025986e-02 
 6.661402e-02  5.090169e-02 
 6.701171e-02  5.150845e-02 
 6.740941e-02  5.207188e-02 
 6.780710e-02  5.258073e-02 
 6.820480e-02  5.302090e-02 
 6.860250e-02  5.337420e-02 
 6.900019e-02  5.362860e-02 
 6.939789e-02  5.376849e-02 
 6.979558e-02  5.378310e-02 
 7.019328e-02  5.367331e-02 
 7.059097e-02  5.345793e-02 
 7.098867e-02  5.315809e-02 
 7.138637e-02  5.280618e-02 
 7.178406e-02  5.243688e-02 
 7.218176e-02  5.209860e-02 
 7.257945e-02  5.183857e-02 
 7.297715e-02  5.170632e-02 
 7.337484e-02  5.171769e-02 
 7.377254e-02  5.186094e-02 
 7.417023e-02  5.210559e-02 
 7.456793e-02  5.241321e-02 
 7.496563e-02  5.274356e-02 
 7.536332e-02  5.305515e-02 
 7.576102e-02  5.330805e-02 
 7.615871e-02  5.345904e-02 
 7.655641e-02  5.348401e-02 
 7.695410e-02  5.336249e-02 
 7.735180e-02  5.307456e-02 
 7.774950e-02  5.260421e-02 
 7.814719e-02  5.195789e-02 
 7.854489e-02  5.114820e-02 
 7.894258e-02  5.019976e-02 
 7.934028e-02  4.912950e-02 
 7.973797e-02  4.796462e-02 
 8.013567e-02  4.673503e-02 
 8.053336e-02  4.548702e-02 
 8.093106e-02  4.427801e-02 
 8.132876e-02  4.316589e-02 
 8.172645e-02  4.219018e-02 
 8.212415e-02  4.137119e-02 
 8.252184e-02  4.070928e-02 
 8.291954e-02  4.018106e-02 
 8.331723e-02  3.975078e-02 
 8.371493e-02  3.936512e-02 
 8.411263e-02  3.895876e-02 
 8.451032e-02  3.846671e-02 
 8.490802e-02  3.784850e-02 
 8.530571e-02  3.706125e-02 
 8.570341e-02  3.608315e-02 
 8.610110e-02  3.491747e-02 
 8.649880e-02  3.358141e-02 
 8.689649e-02  3.208795e-02 
 8.729419e-02  3.046493e-02 
 8.769189e-02  2.874421e-02 
 8.808958e-02  2.695659e-02 
 8.848728e-02  2.513690e-02 
 8.888497e-02  2.330757e-02 
 8.928267e-02  2.147950e-02 
 8.968036e-02  1.966152e-02 
 9.007806e-02  1.786455e-02 
 9.047576e-02  1.610219e-02 
 9.087345e-02  1.440552e-02 
 9.127115e-02  1.280394e-02 
 9.166884e-02  1.132237e-02 
 9.206654e-02  9.953124e-03 
 9.246423e-02  8.678153e-03 
 9.286193e-02  7.467512e-03 
 9.325962e-02  6.283732e-03 
 9.365732e-02  5.086706e-03 
 9.405502e-02  3.839274e-03 
 9.445271e-02  2.504419e-03 
 9.485041e-02  1.046531e-03 
 9.524810e-02 -5.458851e-04 
 9.564580e-02 -2.262024e-03 
 9.604349e-02 -4.072911e-03 
 9.644119e-02 -5.946733e-03 
 9.683889e-02 -7.843622e-03 
 9.723658e-02 -9.736099e-03 
 9.763428e-02 -1.159315e-02 
 9.803197e-02 -1.340117e-02 
 9.842967e-02 -1.513724e-02 
 9.882736e-02 -1.678921e-02 
 9.922506e-02 -1.834357e-02 
 9.962275e-02 -1.980617e-02 
