         time tiltx_up_s... 
------------- ------------- 
 1.937917e-04  2.839488e-03 
 5.167778e-04  2.839973e-03 
 8.397639e-04  2.840669e-03 
 1.162750e-03  2.841230e-03 
 1.485736e-03  2.841657e-03 
 1.808722e-03  2.841935e-03 
 2.131708e-03  2.841832e-03 
 2.454695e-03  2.839715e-03 
 2.777681e-03  2.832262e-03 
 3.100667e-03  2.820811e-03 
 3.423653e-03  2.811689e-03 
 3.746640e-03  2.806541e-03 
 4.069626e-03  2.805544e-03 
 4.392612e-03  2.808319e-03 
 4.715599e-03  2.849959e-03 
 5.038585e-03  2.859504e-03 
 5.361571e-03  2.868688e-03 
 5.684557e-03  2.871715e-03 
 6.007544e-03  2.869592e-03 
 6.330531e-03  2.873401e-03 
 6.653518e-03  2.888882e-03 
 6.976504e-03  2.914727e-03 
 7.299491e-03  2.949341e-03 
 7.622478e-03  2.993294e-03 
 7.945465e-03  3.047681e-03 
 8.268452e-03  3.110287e-03 
 8.591438e-03  3.180401e-03 
 8.914425e-03  3.260276e-03 
 9.237412e-03  3.349436e-03 
 9.560399e-03  3.448895e-03 
 9.883386e-03  3.559476e-03 
 1.020637e-02  3.680961e-03 
 1.052936e-02  3.812639e-03 
 1.085235e-02  3.955273e-03 
 1.117533e-02  4.106744e-03 
 1.149832e-02  4.265020e-03 
 1.182131e-02  4.428844e-03 
 1.214429e-02  4.598148e-03 
 1.246728e-02  4.775834e-03 
 1.279027e-02  4.961238e-03 
 1.311326e-02  5.151870e-03 
 1.343624e-02  5.346540e-03 
 1.375923e-02  5.545950e-03 
 1.408222e-02  5.748094e-03 
 1.440520e-02  5.948916e-03 
 1.472819e-02  6.147389e-03 
 1.505118e-02  6.344590e-03 
 1.537416e-02  6.541636e-03 
 1.569715e-02  6.736754e-03 
 1.602014e-02  6.926580e-03 
 1.634312e-02  7.109877e-03 
 1.666611e-02  7.290963e-03 
 1.698909e-02  7.474180e-03 
 1.731208e-02  7.658215e-03 
 1.763507e-02  7.840454e-03 
 1.795805e-02  8.019410e-03 
 1.828104e-02  8.193561e-03 
 1.860403e-02  8.361008e-03 
 1.892701e-02  8.519068e-03 
 1.925000e-02  8.720848e-03 
 1.957298e-02  8.862047e-03 
 1.989597e-02  8.997446e-03 
 2.021895e-02  9.129973e-03 
 2.054194e-02  9.260397e-03 
 2.086492e-02  9.386212e-03 
 2.118791e-02  9.502194e-03 
 2.151089e-02  9.605506e-03 
 2.183388e-02  9.695820e-03 
 2.215686e-02  9.773715e-03 
 2.247985e-02  9.842491e-03 
 2.280283e-02  9.904466e-03 
 2.312582e-02  9.956310e-03 
 2.344880e-02  9.993882e-03 
 2.377179e-02  1.001526e-02 
 2.409477e-02  1.002135e-02 
 2.441776e-02  1.001202e-02 
 2.474074e-02  9.987059e-03 
 2.506373e-02  9.947326e-03 
 2.538671e-02  9.895147e-03 
 2.570970e-02  9.830980e-03 
 2.603268e-02  9.753592e-03 
 2.635567e-02  9.659327e-03 
 2.667865e-02  9.549121e-03 
 2.700164e-02  9.426125e-03 
 2.732462e-02  9.293543e-03 
 2.764761e-02  9.149886e-03 
 2.797059e-02  8.993475e-03 
 2.829357e-02  8.823915e-03 
 2.861656e-02  8.637503e-03 
 2.893954e-02  8.434653e-03 
 2.926253e-02  8.217775e-03 
 2.958551e-02  7.986554e-03 
 2.990849e-02  7.740788e-03 
 3.023148e-02  7.483713e-03 
