         time tilt_bot_s... 
------------- ------------- 
 1.937917e-04  5.846624e-03 
 5.167778e-04  5.828037e-03 
 8.397639e-04  5.794440e-03 
 1.162750e-03  5.745837e-03 
 1.485736e-03  5.682230e-03 
 1.808722e-03  5.603628e-03 
 2.131708e-03  5.510055e-03 
 2.454695e-03  5.400576e-03 
 2.777681e-03  5.271066e-03 
 3.100667e-03  5.119608e-03 
 3.423653e-03  4.953153e-03 
 3.746640e-03  4.773478e-03 
 4.069626e-03  4.578284e-03 
 4.392612e-03  4.367246e-03 
 4.715599e-03  4.138504e-03 
 5.038585e-03  3.894785e-03 
 5.361571e-03  3.639425e-03 
 5.684557e-03  3.375976e-03 
 6.007544e-03  3.105096e-03 
 6.330531e-03  2.827724e-03 
 6.653518e-03  2.545344e-03 
 6.976504e-03  2.259881e-03 
 7.299491e-03  1.970152e-03 
 7.622478e-03  1.674953e-03 
 7.945465e-03  1.373987e-03 
 8.268452e-03  1.072012e-03 
 8.591438e-03  7.734051e-04 
 8.914425e-03  4.760906e-04 
 9.237412e-03  1.798199e-04 
 9.560399e-03 -1.128111e-04 
 9.883386e-03 -4.042529e-04 
 1.020637e-02 -6.916896e-04 
 1.052936e-02 -9.718005e-04 
 1.085235e-02 -1.245838e-03 
 1.117533e-02 -1.513124e-03 
 1.149832e-02 -1.777405e-03 
 1.182131e-02 -2.039706e-03 
 1.214429e-02 -2.299547e-03 
 1.246728e-02 -2.554962e-03 
 1.279027e-02 -2.804350e-03 
 1.311326e-02 -3.049782e-03 
 1.343624e-02 -3.291861e-03 
 1.375923e-02 -3.526841e-03 
 1.408222e-02 -3.751710e-03 
 1.440520e-02 -3.970015e-03 
 1.472819e-02 -4.181778e-03 
 1.505118e-02 -4.385393e-03 
 1.537416e-02 -4.577697e-03 
 1.569715e-02 -4.756969e-03 
 1.602014e-02 -4.926381e-03 
 1.634312e-02 -5.090449e-03 
 1.666611e-02 -5.248404e-03 
 1.698909e-02 -5.399032e-03 
 1.731208e-02 -5.541160e-03 
 1.763507e-02 -5.672699e-03 
 1.795805e-02 -5.792887e-03 
 1.828104e-02 -5.901959e-03 
 1.860403e-02 -6.000904e-03 
 1.892701e-02 -6.086752e-03 
 1.925000e-02 -6.159370e-03 
 1.957298e-02 -6.220075e-03 
 1.989597e-02 -6.271858e-03 
 2.021895e-02 -6.319417e-03 
 2.054194e-02 -6.362871e-03 
 2.086492e-02 -6.401946e-03 
 2.118791e-02 -6.438184e-03 
 2.151089e-02 -6.471305e-03 
 2.183388e-02 -6.500309e-03 
 2.215686e-02 -6.523659e-03 
 2.247985e-02 -6.539448e-03 
 2.280283e-02 -6.544952e-03 
 2.312582e-02 -6.542209e-03 
 2.344880e-02 -6.539114e-03 
 2.377179e-02 -6.537274e-03 
 2.409477e-02 -6.532569e-03 
 2.441776e-02 -6.524613e-03 
 2.474074e-02 -6.516958e-03 
 2.506373e-02 -6.512618e-03 
 2.538671e-02 -6.506547e-03 
 2.570970e-02 -6.498264e-03 
 2.603268e-02 -6.481110e-03 
 2.635567e-02 -6.455004e-03 
 2.667865e-02 -6.419092e-03 
 2.700164e-02 -6.375599e-03 
 2.732462e-02 -6.320532e-03 
 2.764761e-02 -6.256177e-03 
 2.797059e-02 -6.181479e-03 
 2.829357e-02 -6.101928e-03 
 2.861656e-02 -6.019557e-03 
 2.893954e-02 -5.935419e-03 
 2.926253e-02 -5.849448e-03 
 2.958551e-02 -5.762355e-03 
 2.990849e-02 -5.673488e-03 
 3.023148e-02 -5.585481e-03 
 3.055446e-02 -5.496488e-03 
 3.087745e-02 -5.404328e-03 
 3.120043e-02 -5.305540e-03 
 3.152341e-02 -5.196962e-03 
 3.184640e-02 -5.079986e-03 
 3.216938e-02 -4.956423e-03 
 3.249237e-02 -4.825218e-03 
 3.281535e-02 -4.685185e-03 
 3.313833e-02 -4.533547e-03 
 3.346132e-02 -4.376131e-03 
 3.378430e-02 -4.216747e-03 
 3.410728e-02 -4.052477e-03 
 3.443027e-02 -3.877635e-03 
 3.475325e-02 -3.690134e-03 
 3.507624e-02 -3.490952e-03 
 3.539922e-02 -3.280275e-03 
 3.572220e-02 -3.056457e-03 
 3.604519e-02 -2.816875e-03 
 3.636817e-02 -2.561353e-03 
 3.669116e-02 -2.290603e-03 
 3.701414e-02 -2.009473e-03 
 3.733712e-02 -1.718403e-03 
 3.766011e-02 -1.415966e-03 
 3.798309e-02 -1.098504e-03 
 3.830608e-02 -7.693729e-04 
 3.862906e-02 -4.313687e-04 
 3.895204e-02 -8.624330e-05 
 3.927503e-02  2.659910e-04 
 3.959801e-02  6.258989e-04 
 3.992100e-02  9.958651e-04 
 4.024398e-02  1.374020e-03 
 4.056697e-02  1.760084e-03 
 4.088995e-02  2.151459e-03 
 4.121293e-02  2.550838e-03 
 4.153592e-02  2.962530e-03 
 4.185890e-02  3.387177e-03 
 4.218189e-02  3.821967e-03 
 4.250487e-02  4.265667e-03 
 4.282786e-02  4.719440e-03 
 4.315084e-02  5.183616e-03 
 4.347383e-02  5.653612e-03 
 4.379681e-02  6.125472e-03 
 4.411979e-02  6.595452e-03 
 4.444278e-02  7.066149e-03 
 4.476576e-02  7.542255e-03 
 4.508875e-02  8.024805e-03 
 4.541173e-02  8.511119e-03 
 4.573472e-02  9.000633e-03 
 4.605770e-02  9.493114e-03 
 4.638068e-02  9.991377e-03 
 4.670367e-02  1.049504e-02 
 4.702665e-02  1.100253e-02 
 4.734964e-02  1.150906e-02 
 4.767262e-02  1.201232e-02 
 4.799561e-02  1.251412e-02 
 4.831859e-02  1.301218e-02 
 4.864157e-02  1.350094e-02 
 4.896456e-02  1.397816e-02 
 4.928754e-02  1.444217e-02 
 4.961053e-02  1.489339e-02 
 4.993351e-02  1.533571e-02 
 5.025650e-02  1.577231e-02 
 5.057948e-02  1.620137e-02 
 5.090247e-02  1.662180e-02 
 5.122545e-02  1.703413e-02 
 5.154843e-02  1.744032e-02 
 5.187142e-02  1.784119e-02 
 5.219440e-02  1.823597e-02 
 5.251739e-02  1.862078e-02 
 5.284037e-02  1.899456e-02 
 5.316336e-02  1.935751e-02 
 5.348634e-02  1.971047e-02 
 5.380933e-02  2.005208e-02 
 5.413231e-02  2.038035e-02 
 5.445530e-02  2.069735e-02 
 5.477828e-02  2.100835e-02 
 5.510127e-02  2.131871e-02 
 5.542425e-02  2.162719e-02 
 5.574724e-02  2.193007e-02 
 5.607022e-02  2.222380e-02 
 5.639321e-02  2.251017e-02 
 5.671620e-02  2.278606e-02 
 5.703918e-02  2.305384e-02 
 5.736217e-02  2.330988e-02 
 5.768515e-02  2.355295e-02 
 5.800814e-02  2.378275e-02 
 5.833112e-02  2.400452e-02 
 5.865411e-02  2.421915e-02 
 5.897709e-02  2.442813e-02 
 5.930008e-02  2.463235e-02 
 5.962306e-02  2.483445e-02 
 5.994605e-02  2.503751e-02 
 6.026903e-02  2.524135e-02 
 6.059202e-02  2.543970e-02 
 6.091500e-02  2.562918e-02 
 6.123798e-02  2.580649e-02 
 6.156097e-02  2.597097e-02 
 6.188395e-02  2.612488e-02 
 6.220693e-02  2.626864e-02 
 6.252992e-02  2.639975e-02 
 6.285290e-02  2.651331e-02 
 6.317588e-02  2.661144e-02 
 6.349887e-02  2.670411e-02 
 6.382185e-02  2.679265e-02 
 6.414483e-02  2.687536e-02 
 6.446781e-02  2.695015e-02 
 6.479079e-02  2.701823e-02 
 6.511378e-02  2.708454e-02 
 6.543676e-02  2.715249e-02 
 6.575974e-02  2.722124e-02 
 6.608272e-02  2.728622e-02 
 6.640570e-02  2.734587e-02 
 6.672868e-02  2.740469e-02 
 6.705167e-02  2.745895e-02 
 6.737465e-02  2.751549e-02 
 6.769764e-02  2.756481e-02 
 6.802064e-02  2.761356e-02 
 6.834363e-02  2.766242e-02 
 6.866662e-02  2.772572e-02 
 6.898961e-02  2.779314e-02 
 6.931260e-02  2.786947e-02 
 6.963559e-02  2.795222e-02 
 6.995858e-02  2.804002e-02 
 7.028157e-02  2.813417e-02 
 7.060456e-02  2.823853e-02 
 7.092755e-02  2.834894e-02 
 7.125054e-02  2.846177e-02 
 7.157353e-02  2.856854e-02 
 7.189652e-02  2.867109e-02 
 7.221951e-02  2.876669e-02 
 7.254250e-02  2.886420e-02 
 7.286549e-02  2.896101e-02 
 7.318849e-02  2.905220e-02 
 7.351148e-02  2.914273e-02 
 7.383447e-02  2.923648e-02 
 7.415746e-02  2.933925e-02 
 7.448045e-02  2.943637e-02 
 7.480344e-02  2.952871e-02 
 7.512643e-02  2.961836e-02 
 7.544942e-02  2.970624e-02 
 7.577241e-02  2.979320e-02 
 7.609541e-02  2.987132e-02 
 7.641840e-02  2.993057e-02 
 7.674139e-02  2.997545e-02 
 7.706438e-02  3.000507e-02 
 7.738737e-02  3.002613e-02 
 7.771036e-02  3.003529e-02 
 7.803335e-02  3.003608e-02 
 7.835634e-02  3.003062e-02 
 7.867933e-02  3.001920e-02 
 7.900232e-02  3.000771e-02 
 7.932532e-02  2.999433e-02 
 7.964831e-02  2.998080e-02 
 7.997130e-02  2.995433e-02 
 8.029429e-02  2.991575e-02 
 8.061728e-02  2.986286e-02 
 8.094027e-02  2.979647e-02 
 8.126326e-02  2.971343e-02 
 8.158625e-02  2.960587e-02 
 8.190924e-02  2.922264e-02 
 8.223224e-02  2.907935e-02 
 8.255523e-02  2.892132e-02 
 8.287822e-02  2.900311e-02 
 8.320121e-02  2.881741e-02 
 8.352420e-02  2.861736e-02 
 8.384719e-02  2.840390e-02 
 8.417018e-02  2.818193e-02 
 8.449318e-02  2.794781e-02 
 8.481617e-02  2.769678e-02 
 8.513916e-02  2.742357e-02 
 8.546215e-02  2.713294e-02 
 8.578514e-02  2.682482e-02 
 8.610813e-02  2.650759e-02 
 8.643112e-02  2.617848e-02 
 8.675412e-02  2.583621e-02 
 8.707711e-02  2.548390e-02 
 8.740010e-02  2.512578e-02 
 8.772309e-02  2.476419e-02 
 8.804608e-02  2.439809e-02 
 8.836908e-02  2.402951e-02 
 8.869207e-02  2.365827e-02 
 8.901506e-02  2.328681e-02 
 8.933805e-02  2.291140e-02 
 8.966104e-02  2.252965e-02 
 8.998403e-02  2.213547e-02 
 9.030701e-02  2.172552e-02 
 9.063000e-02  2.129813e-02 
 9.095298e-02  2.085888e-02 
 9.127597e-02  2.041095e-02 
 9.159895e-02  1.995588e-02 
 9.192194e-02  1.949066e-02 
 9.224492e-02  1.901711e-02 
 9.256791e-02  1.854049e-02 
 9.289090e-02  1.806340e-02 
 9.321388e-02  1.758613e-02 
 9.353687e-02  1.710855e-02 
 9.385986e-02  1.662656e-02 
 9.418285e-02  1.614221e-02 
 9.450583e-02  1.565575e-02 
 9.482882e-02  1.516547e-02 
 9.515181e-02  1.466552e-02 
 9.547480e-02  1.415538e-02 
 9.579778e-02  1.364361e-02 
 9.612077e-02  1.313231e-02 
 9.644376e-02  1.262263e-02 
 9.676675e-02  1.211372e-02 
 9.708974e-02  1.160472e-02 
 9.741273e-02  1.109695e-02 
 9.773572e-02  1.059306e-02 
 9.805871e-02  1.009070e-02 
 9.838170e-02  9.587477e-03 
 9.870469e-02  9.084916e-03 
 9.902768e-02  8.580084e-03 
 9.935067e-02  8.068975e-03 
 9.967366e-02  7.550850e-03 
 9.999665e-02  7.023581e-03 
 1.003196e-01  6.487016e-03 
 1.006426e-01  5.939469e-03 
 1.009656e-01  5.381811e-03 
 1.012886e-01  4.820137e-03 
 1.016116e-01  4.258110e-03 
 1.019346e-01  3.695494e-03 
 1.022576e-01  3.132353e-03 
 1.025806e-01  2.568962e-03 
 1.029035e-01  2.001814e-03 
 1.032265e-01  1.438693e-03 
 1.035495e-01  8.690866e-04 
 1.038725e-01  2.950812e-04 
 1.041955e-01 -2.902610e-04 
 1.045185e-01 -8.778775e-04 
 1.048415e-01 -1.471419e-03 
 1.051645e-01 -2.070576e-03 
 1.054875e-01 -2.677469e-03 
 1.058104e-01 -3.283628e-03 
 1.061334e-01 -3.891780e-03 
 1.064564e-01 -4.491169e-03 
 1.067794e-01 -5.082442e-03 
 1.071024e-01 -5.668423e-03 
 1.074254e-01 -6.251526e-03 
 1.077484e-01 -6.828781e-03 
 1.080713e-01 -7.406039e-03 
 1.083943e-01 -7.979375e-03 
 1.087173e-01 -8.560960e-03 
 1.090403e-01 -9.145589e-03 
 1.093633e-01 -9.736930e-03 
 1.096863e-01 -1.033246e-02 
 1.100093e-01 -1.093201e-02 
 1.103322e-01 -1.153579e-02 
 1.106552e-01 -1.214196e-02 
 1.109782e-01 -1.274734e-02 
 1.113012e-01 -1.334832e-02 
 1.116242e-01 -1.393763e-02 
 1.119472e-01 -1.451530e-02 
 1.122701e-01 -1.508042e-02 
 1.125931e-01 -1.563640e-02 
 1.129161e-01 -1.618447e-02 
 1.132391e-01 -1.672402e-02 
 1.135621e-01 -1.725674e-02 
 1.138851e-01 -1.778150e-02 
 1.142081e-01 -1.830365e-02 
 1.145310e-01 -1.881634e-02 
 1.148540e-01 -1.931699e-02 
