run,sim_U_peak_mm,sim_F_peak_kN,sim_E_diss_J,sim_E_net_J,sim_fullness,sim_xi_eq,sim_n_cycles,sim_E_diss_largest_cycle_J,sim_k_secant_kN_per_mm,sim_E_diss_J_raw,sim_fullness_raw,exp_U_peak_mm,exp_F_peak_kN,exp_E_diss_J,exp_E_net_J,exp_fullness,exp_xi_eq,exp_n_cycles,exp_E_diss_largest_cycle_J,exp_k_secant_kN_per_mm,exp_E_diss_J_raw,exp_fullness_raw
14,3.610586,4.582507,17.952731,4.809868,0.057195,0.036412,10,8.138494,0.61385,26.567384,0.043849,3.046897,18.393519,34.245797,14.801948,0.090233,0.057444,7,16.835938,4.68382,36.805205,0.091711
15,12.619404,7.426098,30.880227,32.482049,0.052816,0.033624,4,11.965406,0.065145,28.906654,0.030812,3.611815,19.682003,58.438218,48.954289,0.124498,0.079258,6,35.741877,3.891906,63.375094,0.127845
16,12.204214,3.877717,52.715487,53.147515,0.088841,0.056558,15,26.306076,0.058732,53.333069,0.06061,4.707351,21.712418,93.877449,80.403187,0.135112,0.086015,7,60.501118,3.045346,103.173049,0.141407
17,12.58439,5.042892,62.005623,62.310855,0.117335,0.074698,7,26.298024,0.156138,61.930386,0.076472,5.79908,23.398937,137.39061,125.89606,0.152375,0.097005,6,90.056626,1.498219,150.514731,0.159763
18,14.450693,2.526197,72.981742,72.16256,0.134382,0.08555,12,36.456445,0.091386,73.742366,0.107516,8.437207,24.361858,2.385446,4.211691,0.164056,0.104441,5,1.564781,0.021953,2.519577,0.161394
19,26.632886,3.383219,61.351911,57.207297,0.121391,0.07728,4,48.143482,0.036284,62.137947,0.108269,10.669079,26.660321,202.892479,177.251989,0.135087,0.085999,4,164.330617,0.577943,220.805349,0.141439
20,23.921611,2.13959,47.82937,41.670436,0.140422,0.089396,6,35.537631,0.009166,48.617227,0.128747,13.432265,28.760138,273.482645,300.027237,0.148276,0.094395,3,233.35522,0.325904,283.124809,0.145535
21,32.90147,2.859357,53.009349,53.030056,0.111905,0.071241,4,39.814879,0.006276,53.99735,0.106494,16.280959,31.921497,350.018309,373.878707,0.141413,0.090026,3,293.208862,0.237627,365.908364,0.139324
