         time tiltx_beam... 
------------- ------------- 
 9.542024e-05 -3.820227e-02 
 4.134877e-04 -3.819684e-02 
 7.315551e-04 -3.816947e-02 
 1.049623e-03 -3.812615e-02 
 1.367690e-03 -3.806482e-02 
 1.685758e-03 -3.798466e-02 
 2.003825e-03 -3.788614e-02 
 2.321892e-03 -3.776922e-02 
 2.639960e-03 -3.763121e-02 
 2.958027e-03 -3.747282e-02 
 3.276095e-03 -3.730233e-02 
 3.594162e-03 -3.712135e-02 
 3.912230e-03 -3.692674e-02 
 4.230297e-03 -3.671664e-02 
 4.548365e-03 -3.648893e-02 
 4.866432e-03 -3.624460e-02 
 5.184499e-03 -3.598375e-02 
 5.502567e-03 -3.570807e-02 
 5.820634e-03 -3.542012e-02 
 6.138702e-03 -3.512193e-02 
 6.456769e-03 -3.481333e-02 
 6.774837e-03 -3.449450e-02 
 7.092904e-03 -3.416601e-02 
 7.410972e-03 -3.382757e-02 
 7.729039e-03 -3.347781e-02 
 8.047107e-03 -3.311316e-02 
 8.365174e-03 -3.273120e-02 
 8.683241e-03 -3.233764e-02 
 9.001309e-03 -3.193780e-02 
 9.319376e-03 -3.153280e-02 
 9.637444e-03 -3.112298e-02 
 9.955511e-03 -3.070915e-02 
 1.027358e-02 -3.029032e-02 
 1.059165e-02 -2.986771e-02 
 1.090971e-02 -2.944184e-02 
 1.122778e-02 -2.901217e-02 
 1.154585e-02 -2.857893e-02 
 1.186392e-02 -2.814345e-02 
 1.218198e-02 -2.770764e-02 
 1.250005e-02 -2.727044e-02 
 1.281812e-02 -2.683180e-02 
 1.313619e-02 -2.639284e-02 
 1.345425e-02 -2.595331e-02 
 1.377232e-02 -2.551016e-02 
 1.409039e-02 -2.506064e-02 
 1.440846e-02 -2.460626e-02 
 1.472652e-02 -2.414952e-02 
 1.504459e-02 -2.369228e-02 
 1.536266e-02 -2.323537e-02 
 1.568073e-02 -2.278131e-02 
 1.599879e-02 -2.233045e-02 
 1.631686e-02 -2.188340e-02 
 1.663493e-02 -2.143846e-02 
 1.695300e-02 -2.099439e-02 
 1.727106e-02 -2.055240e-02 
 1.758913e-02 -2.011420e-02 
 1.790720e-02 -1.967858e-02 
 1.822527e-02 -1.924452e-02 
 1.854333e-02 -1.881295e-02 
 1.886140e-02 -1.838610e-02 
 1.917947e-02 -1.796149e-02 
 1.949753e-02 -1.753480e-02 
 1.981560e-02 -1.710386e-02 
 2.013367e-02 -1.666882e-02 
 2.045174e-02 -1.622961e-02 
 2.076980e-02 -1.579166e-02 
 2.108787e-02 -1.535850e-02 
 2.140594e-02 -1.493161e-02 
 2.172401e-02 -1.451261e-02 
 2.204207e-02 -1.410143e-02 
 2.236014e-02 -1.369682e-02 
 2.267821e-02 -1.329984e-02 
 2.299628e-02 -1.291149e-02 
 2.331434e-02 -1.252913e-02 
 2.363241e-02 -1.215020e-02 
 2.395048e-02 -1.177283e-02 
 2.426855e-02 -1.139842e-02 
 2.458661e-02 -1.102967e-02 
 2.490468e-02 -1.066561e-02 
 2.522275e-02 -1.030585e-02 
 2.554082e-02 -9.951626e-03 
 2.585888e-02 -9.606989e-03 
 2.617695e-02 -9.273588e-03 
 2.649502e-02 -8.955058e-03 
 2.681309e-02 -8.652287e-03 
 2.713115e-02 -8.366969e-03 
 2.744922e-02 -8.101333e-03 
 2.776729e-02 -7.854231e-03 
 2.808536e-02 -7.622130e-03 
 2.840342e-02 -7.403138e-03 
 2.872149e-02 -7.196468e-03 
 2.903956e-02 -7.002465e-03 
 2.935763e-02 -6.820847e-03 
 2.967569e-02 -6.653394e-03 
 2.999376e-02 -6.503983e-03 
 3.031183e-02 -6.375728e-03 
 3.062990e-02 -6.272805e-03 
 3.094796e-02 -6.200022e-03 
 3.126603e-02 -6.158331e-03 
 3.158410e-02 -6.146060e-03 
 3.190217e-02 -6.161459e-03 
 3.222023e-02 -6.202152e-03 
 3.253830e-02 -6.269969e-03 
 3.285637e-02 -6.369990e-03 
 3.317444e-02 -6.501664e-03 
 3.349250e-02 -6.662492e-03 
 3.381057e-02 -6.852542e-03 
 3.412864e-02 -7.073779e-03 
 3.444671e-02 -7.328443e-03 
 3.476477e-02 -7.614806e-03 
 3.508284e-02 -7.930482e-03 
 3.540091e-02 -8.275939e-03 
 3.571898e-02 -8.654002e-03 
 3.603704e-02 -9.066390e-03 
 3.635511e-02 -9.514072e-03 
 3.667318e-02 -9.998480e-03 
 3.699124e-02 -1.051840e-02 
 3.730931e-02 -1.107369e-02 
 3.762738e-02 -1.166447e-02 
 3.794545e-02 -1.229019e-02 
 3.826351e-02 -1.295086e-02 
 3.858158e-02 -1.364787e-02 
 3.889965e-02 -1.438211e-02 
 3.921772e-02 -1.515416e-02 
 3.953578e-02 -1.596505e-02 
 3.985385e-02 -1.681406e-02 
