         time tilt_local... 
------------- ------------- 
 3.207431e-05 -1.403623e-02 
 3.528175e-04 -1.403615e-02 
 6.735606e-04 -1.403543e-02 
 9.943038e-04 -1.403474e-02 
 1.315047e-03 -1.403407e-02 
 1.635790e-03 -1.403336e-02 
 1.956533e-03 -1.403261e-02 
 2.277276e-03 -1.403181e-02 
 2.598019e-03 -1.403099e-02 
 2.918763e-03 -1.403016e-02 
 3.239506e-03 -1.402937e-02 
 3.560249e-03 -1.402860e-02 
 3.880992e-03 -1.402778e-02 
 4.201735e-03 -1.402693e-02 
 4.522478e-03 -1.402609e-02 
 4.843221e-03 -1.402530e-02 
 5.163965e-03 -1.402451e-02 
 5.484708e-03 -1.402367e-02 
 5.805451e-03 -1.402278e-02 
 6.126194e-03 -1.402181e-02 
 6.446937e-03 -1.402073e-02 
 6.767680e-03 -1.401958e-02 
 7.088423e-03 -1.401841e-02 
 7.409167e-03 -1.401724e-02 
 7.729910e-03 -1.401605e-02 
 8.050653e-03 -1.401480e-02 
 8.371396e-03 -1.401356e-02 
 8.692139e-03 -1.401239e-02 
 9.012882e-03 -1.401128e-02 
 9.333625e-03 -1.401021e-02 
 9.654368e-03 -1.400914e-02 
 9.975112e-03 -1.400806e-02 
 1.029585e-02 -1.400699e-02 
 1.061660e-02 -1.400596e-02 
 1.093734e-02 -1.400492e-02 
 1.125808e-02 -1.400388e-02 
 1.157883e-02 -1.400286e-02 
 1.189957e-02 -1.400188e-02 
 1.222031e-02 -1.400092e-02 
 1.254106e-02 -1.400004e-02 
 1.286180e-02 -1.399927e-02 
 1.318254e-02 -1.399863e-02 
 1.350329e-02 -1.399803e-02 
 1.382403e-02 -1.399743e-02 
 1.414477e-02 -1.399685e-02 
 1.446552e-02 -1.399634e-02 
 1.478626e-02 -1.399588e-02 
 1.510700e-02 -1.399545e-02 
 1.542774e-02 -1.399501e-02 
 1.574849e-02 -1.399456e-02 
 1.606923e-02 -1.399412e-02 
 1.638997e-02 -1.399370e-02 
 1.671072e-02 -1.399332e-02 
 1.703146e-02 -1.399298e-02 
 1.735220e-02 -1.399267e-02 
 1.767295e-02 -1.399240e-02 
 1.799369e-02 -1.399215e-02 
 1.831443e-02 -1.399187e-02 
 1.863518e-02 -1.399155e-02 
 1.895592e-02 -1.399122e-02 
 1.927666e-02 -1.399090e-02 
 1.959741e-02 -1.399054e-02 
 1.991815e-02 -1.399014e-02 
 2.023889e-02 -1.398971e-02 
 2.055963e-02 -1.398928e-02 
 2.088038e-02 -1.398886e-02 
 2.120112e-02 -1.398843e-02 
 2.152186e-02 -1.398805e-02 
 2.184261e-02 -1.398774e-02 
 2.216335e-02 -1.398745e-02 
 2.248409e-02 -1.398710e-02 
 2.280484e-02 -1.398667e-02 
 2.312558e-02 -1.398625e-02 
 2.344632e-02 -1.398588e-02 
 2.376707e-02 -1.398555e-02 
 2.408781e-02 -1.398522e-02 
 2.440855e-02 -1.398490e-02 
 2.472930e-02 -1.398460e-02 
 2.505004e-02 -1.398437e-02 
 2.537078e-02 -1.398420e-02 
 2.569153e-02 -1.398412e-02 
 2.601227e-02 -1.398412e-02 
 2.633301e-02 -1.398416e-02 
 2.665375e-02 -1.398420e-02 
