         time tiltx_bot_... 
------------- ------------- 
 3.207431e-05 -8.457507e-03 
 3.528175e-04 -8.457598e-03 
 6.735606e-04 -8.458522e-03 
 9.943038e-04 -8.459480e-03 
 1.315047e-03 -8.460483e-03 
 1.635790e-03 -8.461529e-03 
 1.956533e-03 -8.462619e-03 
 2.277276e-03 -8.463754e-03 
 2.598019e-03 -8.464936e-03 
 2.918763e-03 -8.466162e-03 
 3.239506e-03 -8.467431e-03 
 3.560249e-03 -8.468738e-03 
 3.880992e-03 -8.470067e-03 
 4.201735e-03 -8.471412e-03 
 4.522478e-03 -8.472772e-03 
 4.843221e-03 -8.474155e-03 
 5.163965e-03 -8.475570e-03 
 5.484708e-03 -8.477014e-03 
 5.805451e-03 -8.478487e-03 
 6.126194e-03 -8.479989e-03 
 6.446937e-03 -8.481521e-03 
 6.767680e-03 -8.483077e-03 
 7.088423e-03 -8.484657e-03 
 7.409167e-03 -8.486252e-03 
 7.729910e-03 -8.487851e-03 
 8.050653e-03 -8.489439e-03 
 8.371396e-03 -8.491011e-03 
 8.692139e-03 -8.492575e-03 
 9.012882e-03 -8.494142e-03 
 9.333625e-03 -8.495709e-03 
 9.654368e-03 -8.497265e-03 
 9.975112e-03 -8.498808e-03 
 1.029585e-02 -8.500336e-03 
 1.061660e-02 -8.501843e-03 
 1.093734e-02 -8.503323e-03 
 1.125808e-02 -8.504776e-03 
 1.157883e-02 -8.506197e-03 
 1.189957e-02 -8.507575e-03 
 1.222031e-02 -8.508893e-03 
 1.254106e-02 -8.510139e-03 
 1.286180e-02 -8.511311e-03 
 1.318254e-02 -8.512407e-03 
 1.350329e-02 -8.513421e-03 
 1.382403e-02 -8.514351e-03 
 1.414477e-02 -8.515202e-03 
 1.446552e-02 -8.515974e-03 
 1.478626e-02 -8.516665e-03 
 1.510700e-02 -8.517272e-03 
 1.542774e-02 -8.517801e-03 
 1.574849e-02 -8.518258e-03 
 1.606923e-02 -8.518646e-03 
 1.638997e-02 -8.518954e-03 
 1.671072e-02 -8.519174e-03 
 1.703146e-02 -8.519307e-03 
 1.735220e-02 -8.519356e-03 
 1.767295e-02 -8.519332e-03 
 1.799369e-02 -8.519248e-03 
 1.831443e-02 -8.519113e-03 
 1.863518e-02 -8.518935e-03 
 1.895592e-02 -8.518717e-03 
 1.927666e-02 -8.518468e-03 
 1.959741e-02 -8.518196e-03 
 1.991815e-02 -8.517902e-03 
 2.023889e-02 -8.517586e-03 
 2.055963e-02 -8.517235e-03 
 2.088038e-02 -8.516840e-03 
 2.120112e-02 -8.516400e-03 
 2.152186e-02 -8.515918e-03 
 2.184261e-02 -8.515400e-03 
 2.216335e-02 -8.514854e-03 
 2.248409e-02 -8.514285e-03 
 2.280484e-02 -8.513695e-03 
 2.312558e-02 -8.513088e-03 
 2.344632e-02 -8.512469e-03 
 2.376707e-02 -8.511841e-03 
 2.408781e-02 -8.511202e-03 
 2.440855e-02 -8.510550e-03 
 2.472930e-02 -8.509875e-03 
 2.505004e-02 -8.509179e-03 
 2.537078e-02 -8.508464e-03 
 2.569153e-02 -8.507734e-03 
 2.601227e-02 -8.506993e-03 
 2.633301e-02 -8.506248e-03 
 2.665375e-02 -8.505499e-03 
 2.697450e-02 -8.504748e-03 
 2.729524e-02 -8.504000e-03 
 2.761598e-02 -8.503264e-03 
 2.793673e-02 -8.502542e-03 
 2.825747e-02 -8.501830e-03 
 2.857821e-02 -8.501123e-03 
 2.889896e-02 -8.500420e-03 
 2.921970e-02 -8.499723e-03 
 2.954044e-02 -8.499025e-03 
 2.986119e-02 -8.498325e-03 
 3.018193e-02 -8.497621e-03 
 3.050267e-02 -8.496913e-03 
 3.082342e-02 -8.496202e-03 
 3.114416e-02 -8.495487e-03 
 3.146490e-02 -8.494769e-03 
 3.178565e-02 -8.494045e-03 
 3.210639e-02 -8.493314e-03 
 3.242713e-02 -8.492567e-03 
 3.274787e-02 -8.491803e-03 
 3.306862e-02 -8.491017e-03 
 3.338936e-02 -8.490205e-03 
 3.371010e-02 -8.489361e-03 
 3.403085e-02 -8.488486e-03 
 3.435159e-02 -8.487578e-03 
 3.467233e-02 -8.486643e-03 
 3.499308e-02 -8.485687e-03 
 3.531382e-02 -8.484714e-03 
 3.563456e-02 -8.483720e-03 
 3.595531e-02 -8.482705e-03 
 3.627605e-02 -8.481670e-03 
 3.659679e-02 -8.480613e-03 
 3.691754e-02 -8.479528e-03 
 3.723828e-02 -8.478407e-03 
 3.755902e-02 -8.477246e-03 
 3.787977e-02 -8.476053e-03 
 3.820051e-02 -8.474835e-03 
 3.852125e-02 -8.473599e-03 
 3.884200e-02 -8.472352e-03 
 3.916274e-02 -8.471093e-03 
 3.948348e-02 -8.469821e-03 
 3.980423e-02 -8.468534e-03 
 4.012497e-02 -8.467228e-03 
 4.044571e-02 -8.465903e-03 
 4.076645e-02 -8.464557e-03 
 4.108720e-02 -8.463180e-03 
 4.140794e-02 -8.461762e-03 
 4.172868e-02 -8.460308e-03 
 4.204943e-02 -8.458830e-03 
 4.237017e-02 -8.457335e-03 
 4.269091e-02 -8.455828e-03 
 4.301166e-02 -8.454314e-03 
 4.333240e-02 -8.452799e-03 
 4.365314e-02 -8.451288e-03 
 4.397389e-02 -8.449787e-03 
 4.429463e-02 -8.448300e-03 
 4.461537e-02 -8.446829e-03 
 4.493612e-02 -8.445382e-03 
 4.525686e-02 -8.443958e-03 
 4.557760e-02 -8.442562e-03 
 4.589835e-02 -8.441197e-03 
 4.621909e-02 -8.439871e-03 
 4.653983e-02 -8.438586e-03 
 4.686058e-02 -8.437350e-03 
 4.718132e-02 -8.436168e-03 
 4.750206e-02 -8.435045e-03 
 4.782281e-02 -8.433984e-03 
 4.814355e-02 -8.432984e-03 
 4.846429e-02 -8.432039e-03 
 4.878504e-02 -8.431145e-03 
 4.910578e-02 -8.430298e-03 
 4.942652e-02 -8.429492e-03 
 4.974727e-02 -8.428724e-03 
 5.006801e-02 -8.427995e-03 
 5.038875e-02 -8.427304e-03 
 5.070949e-02 -8.426657e-03 
 5.103024e-02 -8.426061e-03 
 5.135098e-02 -8.425525e-03 
 5.167172e-02 -8.425057e-03 
 5.199247e-02 -8.424661e-03 
 5.231321e-02 -8.424339e-03 
 5.263395e-02 -8.424092e-03 
 5.295470e-02 -8.423920e-03 
 5.327544e-02 -8.423818e-03 
 5.359618e-02 -8.423780e-03 
 5.391693e-02 -8.423802e-03 
 5.423767e-02 -8.423878e-03 
 5.455841e-02 -8.424002e-03 
 5.487916e-02 -8.424176e-03 
 5.519990e-02 -8.424405e-03 
 5.552064e-02 -8.424695e-03 
 5.584139e-02 -8.425044e-03 
 5.616213e-02 -8.425449e-03 
 5.648287e-02 -8.425911e-03 
 5.680362e-02 -8.426432e-03 
 5.712436e-02 -8.427012e-03 
 5.744510e-02 -8.427645e-03 
 5.776585e-02 -8.428323e-03 
 5.808659e-02 -8.429039e-03 
 5.840733e-02 -8.429785e-03 
 5.872808e-02 -8.430550e-03 
 5.904882e-02 -8.431330e-03 
 5.936956e-02 -8.432123e-03 
 5.969031e-02 -8.432928e-03 
 6.001105e-02 -8.433741e-03 
 6.033179e-02 -8.434558e-03 
 6.065253e-02 -8.435378e-03 
 6.097328e-02 -8.436202e-03 
 6.129402e-02 -8.437029e-03 
 6.161476e-02 -8.437857e-03 
 6.193551e-02 -8.438682e-03 
 6.225625e-02 -8.439502e-03 
 6.257699e-02 -8.440314e-03 
 6.289774e-02 -8.441114e-03 
 6.321848e-02 -8.441898e-03 
 6.353922e-02 -8.442670e-03 
 6.385997e-02 -8.443432e-03 
 6.418071e-02 -8.444189e-03 
 6.450145e-02 -8.444945e-03 
 6.482220e-02 -8.445704e-03 
 6.514294e-02 -8.446467e-03 
 6.546368e-02 -8.447233e-03 
 6.578443e-02 -8.448003e-03 
 6.610517e-02 -8.448775e-03 
 6.642591e-02 -8.449548e-03 
 6.674666e-02 -8.450315e-03 
 6.706740e-02 -8.451069e-03 
 6.738814e-02 -8.451805e-03 
 6.770889e-02 -8.452526e-03 
 6.802963e-02 -8.453236e-03 
 6.835037e-02 -8.453943e-03 
 6.867112e-02 -8.454653e-03 
 6.899186e-02 -8.455371e-03 
 6.931260e-02 -8.456099e-03 
 6.963335e-02 -8.456842e-03 
 6.995409e-02 -8.457610e-03 
 7.027483e-02 -8.458410e-03 
 7.059557e-02 -8.459248e-03 
 7.091632e-02 -8.460124e-03 
 7.123706e-02 -8.461038e-03 
 7.155780e-02 -8.461994e-03 
 7.187855e-02 -8.463000e-03 
 7.219929e-02 -8.464057e-03 
 7.252003e-02 -8.465170e-03 
 7.284078e-02 -8.466340e-03 
 7.316152e-02 -8.467566e-03 
 7.348226e-02 -8.468849e-03 
 7.380301e-02 -8.470190e-03 
 7.412375e-02 -8.471588e-03 
 7.444449e-02 -8.473043e-03 
 7.476524e-02 -8.474549e-03 
 7.508598e-02 -8.476096e-03 
 7.540672e-02 -8.477680e-03 
 7.572747e-02 -8.479300e-03 
 7.604821e-02 -8.480953e-03 
 7.636895e-02 -8.482637e-03 
 7.668970e-02 -8.484346e-03 
 7.701044e-02 -8.486078e-03 
 7.733118e-02 -8.487828e-03 
 7.765192e-02 -8.489593e-03 
 7.797267e-02 -8.491370e-03 
 7.829341e-02 -8.493153e-03 
 7.861415e-02 -8.494942e-03 
 7.893490e-02 -8.496732e-03 
 7.925564e-02 -8.498519e-03 
 7.957638e-02 -8.500301e-03 
 7.989713e-02 -8.502078e-03 
 8.021787e-02 -8.503847e-03 
 8.053861e-02 -8.505607e-03 
 8.085936e-02 -8.507361e-03 
 8.118010e-02 -8.509105e-03 
 8.150084e-02 -8.510835e-03 
 8.182159e-02 -8.512542e-03 
 8.214233e-02 -8.514217e-03 
 8.246307e-02 -8.515853e-03 
 8.278382e-02 -8.517451e-03 
 8.310456e-02 -8.519006e-03 
 8.342530e-02 -8.520513e-03 
 8.374605e-02 -8.521964e-03 
 8.406679e-02 -8.523353e-03 
 8.438753e-02 -8.524681e-03 
 8.470827e-02 -8.525949e-03 
 8.502902e-02 -8.527156e-03 
 8.534976e-02 -8.528300e-03 
 8.567050e-02 -8.529375e-03 
 8.599125e-02 -8.530376e-03 
 8.631199e-02 -8.531297e-03 
 8.663273e-02 -8.532134e-03 
 8.695348e-02 -8.532884e-03 
 8.727422e-02 -8.533543e-03 
 8.759496e-02 -8.534111e-03 
 8.791571e-02 -8.534587e-03 
 8.823645e-02 -8.534975e-03 
 8.855719e-02 -8.535285e-03 
 8.887794e-02 -8.535524e-03 
 8.919868e-02 -8.535698e-03 
 8.951942e-02 -8.535813e-03 
 8.984016e-02 -8.535870e-03 
 9.016091e-02 -8.535869e-03 
 9.048165e-02 -8.535809e-03 
 9.080239e-02 -8.535689e-03 
 9.112314e-02 -8.535506e-03 
 9.144388e-02 -8.535260e-03 
 9.176462e-02 -8.534952e-03 
 9.208537e-02 -8.534584e-03 
 9.240611e-02 -8.534161e-03 
 9.272685e-02 -8.533689e-03 
 9.304760e-02 -8.533175e-03 
 9.336834e-02 -8.532623e-03 
 9.368908e-02 -8.532031e-03 
 9.400983e-02 -8.531399e-03 
 9.433057e-02 -8.530729e-03 
 9.465131e-02 -8.530020e-03 
 9.497206e-02 -8.529273e-03 
 9.529280e-02 -8.528486e-03 
 9.561354e-02 -8.527657e-03 
 9.593428e-02 -8.526786e-03 
 9.625503e-02 -8.525878e-03 
 9.657577e-02 -8.524940e-03 
 9.689651e-02 -8.523980e-03 
 9.721726e-02 -8.523008e-03 
 9.753800e-02 -8.522031e-03 
 9.785874e-02 -8.521052e-03 
 9.817949e-02 -8.520073e-03 
 9.850023e-02 -8.519093e-03 
 9.882097e-02 -8.518109e-03 
 9.914172e-02 -8.517122e-03 
 9.946246e-02 -8.516133e-03 
 9.978320e-02 -8.515139e-03 
 1.001039e-01 -8.514138e-03 
 1.004247e-01 -8.513127e-03 
 1.007454e-01 -8.512106e-03 
 1.010662e-01 -8.511070e-03 
 1.013869e-01 -8.510023e-03 
 1.017077e-01 -8.508967e-03 
 1.020284e-01 -8.507903e-03 
 1.023491e-01 -8.506826e-03 
 1.026699e-01 -8.505731e-03 
 1.029906e-01 -8.504613e-03 
 1.033114e-01 -8.503472e-03 
 1.036321e-01 -8.502309e-03 
 1.039529e-01 -8.501122e-03 
 1.042736e-01 -8.499907e-03 
 1.045943e-01 -8.498664e-03 
 1.049151e-01 -8.497391e-03 
 1.052358e-01 -8.496091e-03 
 1.055566e-01 -8.494765e-03 
 1.058773e-01 -8.493418e-03 
 1.061981e-01 -8.492052e-03 
 1.065188e-01 -8.490667e-03 
 1.068396e-01 -8.489266e-03 
 1.071603e-01 -8.487849e-03 
 1.074810e-01 -8.486415e-03 
 1.078018e-01 -8.484965e-03 
 1.081225e-01 -8.483497e-03 
 1.084433e-01 -8.482011e-03 
 1.087640e-01 -8.480510e-03 
 1.090848e-01 -8.478998e-03 
 1.094055e-01 -8.477474e-03 
 1.097262e-01 -8.475936e-03 
 1.100470e-01 -8.474380e-03 
 1.103677e-01 -8.472806e-03 
 1.106885e-01 -8.471210e-03 
 1.110092e-01 -8.469591e-03 
 1.113300e-01 -8.467951e-03 
 1.116507e-01 -8.466291e-03 
 1.119714e-01 -8.464613e-03 
 1.122922e-01 -8.462920e-03 
 1.126129e-01 -8.461216e-03 
 1.129337e-01 -8.459505e-03 
 1.132544e-01 -8.457790e-03 
 1.135752e-01 -8.456074e-03 
 1.138959e-01 -8.454358e-03 
 1.142166e-01 -8.452641e-03 
 1.145374e-01 -8.450923e-03 
 1.148581e-01 -8.449203e-03 
 1.151789e-01 -8.447481e-03 
 1.154996e-01 -8.445760e-03 
 1.158204e-01 -8.444044e-03 
 1.161411e-01 -8.442335e-03 
 1.164618e-01 -8.440638e-03 
 1.167826e-01 -8.438958e-03 
 1.171033e-01 -8.437298e-03 
