         time tilt_beam_... 
------------- ------------- 
 6.459727e-05 -5.009186e-02 
 3.875837e-04 -5.011025e-02 
 7.105700e-04 -5.010824e-02 
 1.033556e-03 -5.008544e-02 
 1.356543e-03 -5.004149e-02 
 1.679529e-03 -4.997596e-02 
 2.002516e-03 -4.988744e-02 
 2.325502e-03 -4.977122e-02 
 2.648488e-03 -4.962438e-02 
 2.971475e-03 -4.945668e-02 
 3.294462e-03 -4.927582e-02 
 3.617448e-03 -4.907817e-02 
 3.940435e-03 -4.886125e-02 
 4.263421e-03 -4.862090e-02 
 4.586408e-03 -4.835569e-02 
 4.909395e-03 -4.806558e-02 
 5.232381e-03 -4.775332e-02 
 5.555368e-03 -4.742450e-02 
 5.878355e-03 -4.708274e-02 
 6.201342e-03 -4.672957e-02 
 6.524329e-03 -4.636550e-02 
 6.847316e-03 -4.599219e-02 
 7.170303e-03 -4.560958e-02 
 7.493291e-03 -4.521565e-02 
 7.816278e-03 -4.480666e-02 
 8.139265e-03 -4.437539e-02 
 8.462252e-03 -4.392099e-02 
 8.785240e-03 -4.345221e-02 
 9.108227e-03 -4.297568e-02 
 9.431214e-03 -4.249196e-02 
 9.754202e-03 -4.200028e-02 
 1.007719e-02 -4.149776e-02 
 1.040018e-02 -4.098408e-02 
 1.072316e-02 -4.046096e-02 
 1.104615e-02 -3.992521e-02 
 1.136914e-02 -3.937590e-02 
 1.169213e-02 -3.881239e-02 
 1.201511e-02 -3.823777e-02 
 1.233810e-02 -3.765654e-02 
 1.266109e-02 -3.706813e-02 
 1.298408e-02 -3.647277e-02 
 1.330706e-02 -3.587555e-02 
 1.363005e-02 -3.527750e-02 
 1.395304e-02 -3.467111e-02 
 1.427602e-02 -3.405139e-02 
 1.459901e-02 -3.341763e-02 
 1.492200e-02 -3.277212e-02 
 1.524499e-02 -3.212002e-02 
 1.556797e-02 -3.146727e-02 
 1.589096e-02 -3.081386e-02 
 1.621395e-02 -3.015753e-02 
 1.653693e-02 -2.949848e-02 
 1.685992e-02 -2.883641e-02 
 1.718291e-02 -2.817169e-02 
 1.750589e-02 -2.750539e-02 
 1.782888e-02 -2.683674e-02 
 1.815186e-02 -2.615876e-02 
 1.847485e-02 -2.547019e-02 
 1.879784e-02 -2.477418e-02 
 1.912082e-02 -2.407845e-02 
 1.944381e-02 -2.338954e-02 
 1.976679e-02 -2.270598e-02 
 2.008978e-02 -2.202378e-02 
 2.041276e-02 -2.134035e-02 
 2.073575e-02 -2.065225e-02 
 2.105874e-02 -1.996119e-02 
 2.138172e-02 -1.927056e-02 
 2.170471e-02 -1.858071e-02 
 2.202769e-02 -1.789302e-02 
 2.235068e-02 -1.721154e-02 
 2.267366e-02 -1.653865e-02 
 2.299665e-02 -1.586808e-02 
 2.331963e-02 -1.519814e-02 
 2.364262e-02 -1.452849e-02 
 2.396560e-02 -1.385927e-02 
 2.428858e-02 -1.318956e-02 
 2.461157e-02 -1.251738e-02 
 2.493455e-02 -1.184824e-02 
 2.525754e-02 -1.118845e-02 
 2.558052e-02 -1.054219e-02 
 2.590351e-02 -9.911078e-03 
 2.622649e-02 -9.293202e-03 
 2.654948e-02 -8.685061e-03 
 2.687246e-02 -8.085963e-03 
 2.719544e-02 -7.496213e-03 
 2.751843e-02 -6.919630e-03 
 2.784141e-02 -6.358373e-03 
 2.816440e-02 -5.812178e-03 
 2.848738e-02 -5.280153e-03 
 2.881036e-02 -4.763252e-03 
 2.913335e-02 -4.265726e-03 
 2.945633e-02 -3.789613e-03 
 2.977931e-02 -3.333876e-03 
 3.010230e-02 -2.893182e-03 
 3.042528e-02 -2.467687e-03 
 3.074827e-02 -2.054701e-03 
 3.107125e-02 -1.656112e-03 
 3.139423e-02 -1.279258e-03 
 3.171722e-02 -9.328742e-04 
 3.204020e-02 -6.186800e-04 
 3.236318e-02 -3.382193e-04 
 3.268617e-02 -9.432876e-05 
 3.300915e-02  1.142004e-04 
 3.333213e-02  2.912267e-04 
 3.365512e-02  4.407797e-04 
 3.397810e-02  5.629398e-04 
 3.430108e-02  6.566267e-04 
 3.462407e-02  7.209423e-04 
 3.494705e-02  7.557774e-04 
 3.527003e-02  7.528698e-04 
 3.559302e-02  7.072994e-04 
 3.591600e-02  6.165045e-04 
 3.623898e-02  4.820516e-04 
 3.656197e-02  3.076714e-04 
 3.688495e-02  9.868478e-05 
 3.720793e-02 -1.465896e-04 
 3.753092e-02 -4.310309e-04 
 3.785390e-02 -7.597762e-04 
 3.817688e-02 -1.133073e-03 
 3.849987e-02 -1.550520e-03 
 3.882285e-02 -2.007847e-03 
 3.914583e-02 -2.504198e-03 
 3.946882e-02 -3.040107e-03 
 3.979180e-02 -3.617904e-03 
 4.011479e-02 -4.235316e-03 
 4.043777e-02 -4.893133e-03 
 4.076075e-02 -5.593521e-03 
 4.108374e-02 -6.339592e-03 
 4.140672e-02 -7.132807e-03 
 4.172971e-02 -7.975558e-03 
 4.205269e-02 -8.869960e-03 
 4.237567e-02 -9.812741e-03 
 4.269866e-02 -1.080047e-02 
 4.302164e-02 -1.183082e-02 
 4.334463e-02 -1.290165e-02 
 4.366761e-02 -1.401117e-02 
 4.399059e-02 -1.515664e-02 
 4.431358e-02 -1.633744e-02 
 4.463656e-02 -1.755743e-02 
 4.495955e-02 -1.882088e-02 
 4.528253e-02 -2.013145e-02 
 4.560551e-02 -2.149117e-02 
 4.592850e-02 -2.289808e-02 
 4.625148e-02 -2.434975e-02 
 4.657446e-02 -2.584137e-02 
 4.689745e-02 -2.736823e-02 
 4.722043e-02 -2.892677e-02 
 4.754342e-02 -3.051857e-02 
 4.786640e-02 -3.214798e-02 
 4.818938e-02 -3.381698e-02 
 4.851237e-02 -3.552333e-02 
 4.883535e-02 -3.726003e-02 
 4.915833e-02 -3.902227e-02 
 4.948132e-02 -4.080980e-02 
 4.980430e-02 -4.262467e-02 
 5.012729e-02 -4.446707e-02 
 5.045027e-02 -4.633560e-02 
 5.077325e-02 -4.822835e-02 
 5.109624e-02 -5.014649e-02 
 5.141922e-02 -5.209017e-02 
 5.174221e-02 -5.405918e-02 
 5.206519e-02 -5.605206e-02 
 5.238818e-02 -5.806329e-02 
 5.271116e-02 -6.008828e-02 
 5.303414e-02 -6.212559e-02 
 5.335713e-02 -6.417417e-02 
 5.368011e-02 -6.623574e-02 
 5.400310e-02 -6.831319e-02 
 5.432608e-02 -7.040572e-02 
 5.464907e-02 -7.251342e-02 
 5.497205e-02 -7.463630e-02 
 5.529504e-02 -7.677413e-02 
 5.561802e-02 -7.892440e-02 
 5.594101e-02 -8.108602e-02 
 5.626399e-02 -8.325263e-02 
 5.658698e-02 -8.542210e-02 
 5.690997e-02 -8.759211e-02 
 5.723295e-02 -8.975985e-02 
 5.755594e-02 -9.192286e-02 
 5.787892e-02 -9.408419e-02 
 5.820190e-02 -9.624785e-02 
 5.852489e-02 -9.841809e-02 
 5.884787e-02 -1.005890e-01 
 5.917085e-02 -1.027583e-01 
 5.949384e-02 -1.049192e-01 
 5.981682e-02 -1.070752e-01 
 6.013980e-02 -1.092300e-01 
 6.046279e-02 -1.113778e-01 
 6.078577e-02 -1.135213e-01 
 6.110876e-02 -1.156590e-01 
 6.143175e-02 -1.177844e-01 
 6.175473e-02 -1.198993e-01 
 6.207772e-02 -1.220020e-01 
 6.240071e-02 -1.240843e-01 
 6.272370e-02 -1.261432e-01 
 6.304669e-02 -1.281743e-01 
 6.336968e-02 -1.301850e-01 
 6.369266e-02 -1.321788e-01 
 6.401565e-02 -1.341560e-01 
 6.433864e-02 -1.361187e-01 
 6.466163e-02 -1.380616e-01 
 6.498462e-02 -1.399823e-01 
 6.530761e-02 -1.418739e-01 
 6.563060e-02 -1.437391e-01 
 6.595359e-02 -1.455753e-01 
 6.627658e-02 -1.473782e-01 
 6.659957e-02 -1.491487e-01 
 6.692256e-02 -1.508839e-01 
 6.724555e-02 -1.525856e-01 
 6.756854e-02 -1.542478e-01 
 6.789153e-02 -1.558743e-01 
 6.821452e-02 -1.574563e-01 
 6.853751e-02 -1.590250e-01 
 6.886050e-02 -1.605246e-01 
 6.918349e-02 -1.620708e-01 
 6.950648e-02 -1.634969e-01 
 6.982948e-02 -1.648270e-01 
 7.015247e-02 -1.662100e-01 
 7.047546e-02 -1.674654e-01 
 7.079845e-02 -1.687583e-01 
 7.112144e-02 -1.698663e-01 
 7.144443e-02 -1.710549e-01 
 7.176742e-02 -1.721848e-01 
 7.209042e-02 -1.731917e-01 
 7.241341e-02 -1.741844e-01 
 7.273640e-02 -1.750567e-01 
 7.305939e-02 -1.759237e-01 
 7.338238e-02 -1.766687e-01 
 7.370538e-02 -1.774099e-01 
 7.402837e-02 -1.781521e-01 
 7.435136e-02 -1.787821e-01 
 7.467435e-02 -1.794031e-01 
 7.499735e-02 -1.799249e-01 
 7.532034e-02 -1.804278e-01 
 7.564333e-02 -1.807986e-01 
 7.596632e-02 -1.811628e-01 
 7.628932e-02 -1.814409e-01 
 7.661231e-02 -1.816765e-01 
 7.693530e-02 -1.818415e-01 
 7.725829e-02 -1.819521e-01 
 7.758129e-02 -1.819982e-01 
 7.790428e-02 -1.819730e-01 
 7.822727e-02 -1.819026e-01 
 7.855027e-02 -1.817724e-01 
 7.887326e-02 -1.815724e-01 
 7.919625e-02 -1.813256e-01 
 7.951924e-02 -1.810416e-01 
 7.984224e-02 -1.806745e-01 
 8.016523e-02 -1.802625e-01 
 8.048822e-02 -1.798085e-01 
 8.081122e-02 -1.792782e-01 
