Velocity, Vel [m/s]
2561,0
0.00000000,-0.0164303709450514
0.00390630,-0.0164400671707617
0.00781250,-0.0164218487743379
0.01171900,-0.0163835509578641
0.01562500,-0.0163313902019448
0.01953100,-0.0162675822141191
0.02343800,-0.0161927103666761
0.02734400,-0.0161092217246529
0.03125000,-0.0160217113103163
0.03515600,-0.0159339580611295
0.03906300,-0.0158469623775231
0.04296900,-0.0157602406870421
0.04687500,-0.0156745477725786
0.05078100,-0.0155922919607901
0.05468800,-0.0155151501421862
0.05859400,-0.0154419954872223
0.06250000,-0.0153703901995923
0.06640600,-0.0152997085593703
0.07031300,-0.0152317675982543
0.07421900,-0.0151680879950389
0.07812500,-0.0151077139094281
0.08203100,-0.0150483924534612
0.08593800,-0.0149898212007819
0.08984400,-0.0149344226435363
0.09375000,-0.0148845792877632
0.09765600,-0.0148395253615386
0.10156000,-0.0147958374146510
0.10547000,-0.0147509717282697
0.10938000,-0.0147046614289001
0.11328000,-0.0146575997446341
0.11719000,-0.0146096786926734
0.12109000,-0.0145586563421923
0.12500000,-0.0145041462111020
0.12891000,-0.0144477463847159
0.13281000,-0.0143918748324608
0.13672000,-0.0143373840042350
0.14063000,-0.0142822850221902
0.14453000,-0.0142252048950119
0.14844000,-0.0141680944932143
0.15234000,-0.0141134427332621
0.15625000,-0.0140624200539463
0.16016000,-0.0140128663084881
0.16406000,-0.0139622210177569
0.16797000,-0.0139102269293811
0.17188000,-0.0138569466144565
0.17578000,-0.0138010786640449
0.17969000,-0.0137405147151026
0.18359000,-0.0136742141458864
0.18750000,-0.0136057751361030
0.19141000,-0.0135404790436814
0.19531000,-0.0134814641686852
0.19922000,-0.0134282483557569
0.20313000,-0.0133778626874409
0.20703000,-0.0133285182777468
0.21094000,-0.0132804888472621
0.21484000,-0.0132324588265831
0.21875000,-0.0131819626509186
0.22266000,-0.0131260504671512
0.22656000,-0.0130646338871351
0.23047000,-0.0130007206616961
0.23438000,-0.0129364168123213
0.23828000,-0.0128714300614352
0.24219000,-0.0128050308784513
0.24609000,-0.0127377102904147
0.25000000,-0.0126725603589740
0.25391000,-0.0126116787042363
0.25781000,-0.0125544886340653
0.26172000,-0.0124993149164687
0.26563000,-0.0124452966331414
0.26953000,-0.0123938591869276
0.27344000,-0.0123467949269085
0.27734000,-0.0123021254167250
0.28125000,-0.0122563934085449
0.28516000,-0.0122068738012727
0.28906000,-0.0121542897898417
0.29297000,-0.0121014236902522
0.29688000,-0.0120486741963129
0.30078000,-0.0119941414908739
0.30469000,-0.0119369696423363
0.30859000,-0.0118783161235924
0.31250000,-0.0118214734421740
0.31641000,-0.0117674500526156
0.32031000,-0.0117142633330962
0.32422000,-0.0116598808459874
0.32813000,-0.0116039221454762
0.33203000,-0.0115476749472159
0.33594000,-0.0114915190690738
0.33984000,-0.0114323525309957
0.34375000,-0.0113673597652414
0.34766000,-0.0112960345686234
0.35156000,-0.0112207467673009
0.35547000,-0.0111440160462320
0.35938000,-0.0110656463524908
0.36328000,-0.0109846217375956
0.36719000,-0.0109022074233090
0.37109000,-0.0108213021354705
0.37500000,-0.0107446704579690
0.37891000,-0.0106722896406120
0.38281000,-0.0106029658701201
0.38672000,-0.0105372579509558
0.39063000,-0.0104766440637246
0.39453000,-0.0104212130352535
0.39844000,-0.0103683695888668
0.40234000,-0.0103133990997759
0.40625000,-0.0102545298456333
0.41016000,-0.0101927811826709
0.41406000,-0.0101299079230562
0.41797000,-0.0100662952469420
0.42188000,-0.0100010296547759
0.42578000,-0.0099352030730789
0.42969000,-0.0098726943963266
0.43359000,-0.0098162108843561
0.43750000,-0.0097658963443101
0.44141000,-0.0097188202258466
0.44531000,-0.0096726553673600
0.44922000,-0.0096279950579525
0.45313000,-0.0095853386706588
0.45703000,-0.0095432433114012
0.46094000,-0.0094996434656698
0.46484000,-0.0094532917578721
0.46875000,-0.0094064497439540
0.47266000,-0.0093610927196537
0.47656000,-0.0093165877794240
0.48047000,-0.0092705832994006
0.48438000,-0.0092209797902577
0.48828000,-0.0091686486632973
0.49219000,-0.0091164014490562
0.49609000,-0.0090647355421004
0.50000000,-0.0090129506192283
0.50391000,-0.0089603015663350
0.50781000,-0.0089080808995404
0.51172000,-0.0088585120550788
0.51563000,-0.0088109727625772
0.51953000,-0.0087622710294671
0.52344000,-0.0087098233566204
0.52734000,-0.0086528772058126
0.53125000,-0.0085934391585541
0.53516000,-0.0085317978021365
0.53906000,-0.0084651937052260
0.54297000,-0.0083904281269291
0.54688000,-0.0083065329431062
0.55078000,-0.0082158408479689
0.55469000,-0.0081215099497185
0.55859000,-0.0080247443668533
0.56250000,-0.0079263650068093
0.56641000,-0.0078285611747664
0.57031000,-0.0077348685129879
0.57422000,-0.0076472490467386
0.57813000,-0.0075634739214487
0.58203000,-0.0074793925146845
0.58594000,-0.0073934193576925
0.58984000,-0.0073072377707952
0.59375000,-0.0072239567561702
0.59766000,-0.0071443287148138
0.60156000,-0.0070673112369939
0.60547000,-0.0069934400150502
0.60938000,-0.0069255514050376
0.61328000,-0.0068666983347686
0.61719000,-0.0068171254659789
0.62109000,-0.0067727442081286
0.62500000,-0.0067300134435956
0.62891000,-0.0066873460564014
0.63281000,-0.0066446997420351
0.63672000,-0.0066015346754892
0.64063000,-0.0065554008770274
0.64453000,-0.0065050700069905
0.64844000,-0.0064523909957430
0.65234000,-0.0063987787173572
0.65625000,-0.0063434590798500
0.66016000,-0.0062822182429257
0.66406000,-0.0062117018881207
0.66797000,-0.0061328694022114
0.67188000,-0.0060489777731454
0.67578000,-0.0059623047107968
0.67969000,-0.0058729952848259
0.68359000,-0.0057807583814406
0.68750000,-0.0056880418623372
0.69141000,-0.0055985218294486
0.69531000,-0.0055141282187714
0.69922000,-0.0054339316589063
0.70313000,-0.0053556527776384
0.70703000,-0.0052788679857366
0.71094000,-0.0052052566368444
0.71484000,-0.0051347840756321
0.71875000,-0.0050651757460310
0.72266000,-0.0049930205499641
0.72656000,-0.0049170639004045
0.73047000,-0.0048385904384605
0.73438000,-0.0047581215107789
0.73828000,-0.0046741880594265
0.74219000,-0.0045852038057587
0.74609000,-0.0044915577035630
0.75000000,-0.0043965795506506
0.75391000,-0.0043030709490961
0.75781000,-0.0042109468828238
0.76172000,-0.0041182244167664
0.76563000,-0.0040234626113085
0.76953000,-0.0039274798849051
0.77344000,-0.0038318884553619
0.77734000,-0.0037361225247551
0.78125000,-0.0036380367948881
0.78516000,-0.0035359591848227
0.78906000,-0.0034308320746399
0.79297000,-0.0033250699758934
0.79688000,-0.0032195023069525
0.80078000,-0.0031131435286003
0.80469000,-0.0030059759195658
0.80859000,-0.0029005553954241
0.81250000,-0.0028006684949441
0.81641000,-0.0027077533666080
0.82031000,-0.0026203116702045
0.82422000,-0.0025365120935333
0.82813000,-0.0024555194905931
0.83203000,-0.0023767140114029
0.83594000,-0.0022976776382026
0.83984000,-0.0022135220544345
0.84375000,-0.0021211422429955
0.84766000,-0.0020213610720485
0.85156000,-0.0019181801410816
0.85547000,-0.0018150744364815
0.85938000,-0.0017125805690603
0.86328000,-0.0016100230097718
0.86719000,-0.0015081799681819
0.87109000,-0.0014087226483131
0.87500000,-0.0013121281258748
0.87891000,-0.0012160186948117
0.88281000,-0.0011174897432068
0.88672000,-0.0010164022820320
0.89063000,-0.0009151403762739
0.89453000,-0.0008157408973551
0.89844000,-0.0007178148914634
0.90234000,-0.0006194552892620
0.90625000,-0.0005206925249307
0.91016000,-0.0004236733863241
0.91406000,-0.0003303996789192
0.91797000,-0.0002406714874838
0.92188000,-0.0001525440554339
0.92578000,-0.0000655141925148
0.92969000,0.0000182945565134
0.93359000,0.0000973857981400
0.93750000,0.0001727050867309
0.94141000,0.0002477864210151
0.94531000,0.0003254096219378
0.94922000,0.0004056393357740
0.95313000,0.0004880920734726
0.95703000,0.0005738264825273
0.96094000,0.0006646906117220
0.96484000,0.0007612623159498
0.96875000,0.0008608130313303
0.97266000,0.0009599021352652
0.97656000,0.0010571568066991
0.98047000,0.0011533789287679
0.98438000,0.0012496516855679
0.98828000,0.0013455286562982
0.99219000,0.0014400532822230
0.99609000,0.0015346715148237
1.00000000,0.0016329436064855
1.00390000,0.0017385000535663
1.00780000,0.0018518125334361
1.01170000,0.0019709164423514
1.01560000,0.0020944478428865
1.01950000,0.0022233249469829
1.02340000,0.0023588753378991
1.02730000,0.0024999971524106
1.03130000,0.0026437069059002
1.03520000,0.0027862422918939
