Velocity, Vel [m/s]
2561,0
0.00000000,-0.0344870796075431
0.00390620,-0.0345626962240127
0.00781250,-0.0345588026546598
0.01171900,-0.0344933312662660
0.01562500,-0.0343888702979933
0.01953100,-0.0342642323328687
0.02343800,-0.0341302702122598
0.02734400,-0.0339922087019207
0.03125000,-0.0338544018382360
0.03515600,-0.0337214228656995
0.03906300,-0.0335954012321836
0.04296900,-0.0334741033558785
0.04687500,-0.0333536423015322
0.05078100,-0.0332328204903882
0.05468800,-0.0331139131430676
0.05859400,-0.0329985854960107
0.06250000,-0.0328846328371060
0.06640600,-0.0327678172567340
0.07031300,-0.0326466337109850
0.07421900,-0.0325234797219253
0.07812500,-0.0324012117759295
0.08203100,-0.0322795362120366
0.08593800,-0.0321561816401382
0.08984400,-0.0320310514500104
0.09375000,-0.0319080422773392
0.09765600,-0.0317914683751586
0.10156000,-0.0316814839523722
0.10547000,-0.0315746351298733
0.10938000,-0.0314679294845283
0.11328000,-0.0313620139888863
0.11719000,-0.0312595235587473
0.12109000,-0.0311588119497955
0.12500000,-0.0310562184802357
0.12891000,-0.0309490587356525
0.13281000,-0.0308399124412570
0.13672000,-0.0307345606844365
0.14063000,-0.0306348078014963
0.14453000,-0.0305378690996261
0.14844000,-0.0304414587555331
0.15234000,-0.0303456898567890
0.15625000,-0.0302541484579628
0.16016000,-0.0301673364075375
0.16406000,-0.0300818997335439
0.16797000,-0.0299950397050960
0.17188000,-0.0299063289968248
0.17578000,-0.0298176079906410
0.17969000,-0.0297295227354294
0.18359000,-0.0296377801960399
0.18750000,-0.0295392520526602
0.19141000,-0.0294340007544258
0.19531000,-0.0293252540947710
0.19922000,-0.0292148730123110
0.20313000,-0.0290989441672573
0.20703000,-0.0289722487803916
0.21094000,-0.0288348945898091
0.21484000,-0.0286921178888715
0.21875000,-0.0285509795316523
0.22266000,-0.0284141609923717
0.22656000,-0.0282809901514092
0.23047000,-0.0281521449936403
0.23438000,-0.0280298797832991
0.23828000,-0.0279154298208544
0.24219000,-0.0278067996157986
0.24609000,-0.0276988691901203
0.25000000,-0.0275902018441964
0.25391000,-0.0274828045027528
0.25781000,-0.0273791168585732
0.26172000,-0.0272785443336900
0.26563000,-0.0271766689466352
0.26953000,-0.0270709629970710
0.27344000,-0.0269641614082904
0.27734000,-0.0268593833548967
0.28125000,-0.0267575718110109
0.28516000,-0.0266553137468365
0.28906000,-0.0265501111240669
0.29297000,-0.0264442498328342
0.29688000,-0.0263405391148450
0.30078000,-0.0262382710567506
0.30469000,-0.0261337066084217
0.30859000,-0.0260231178111815
0.31250000,-0.0259088757487332
0.31641000,-0.0257953355289205
0.32031000,-0.0256838416727849
0.32422000,-0.0255716774540111
0.32813000,-0.0254548539346501
0.33203000,-0.0253336672226268
0.33594000,-0.0252127013442187
0.33984000,-0.0250942756804097
0.34375000,-0.0249775540618600
0.34766000,-0.0248596354800303
0.35156000,-0.0247403125359987
0.35547000,-0.0246225502458203
0.35938000,-0.0245070935021677
0.36328000,-0.0243910877783476
0.36719000,-0.0242716502253848
0.37109000,-0.0241482209720013
0.37500000,-0.0240243189285876
0.37891000,-0.0239016808757802
0.38281000,-0.0237778699356355
0.38672000,-0.0236492956668577
0.39063000,-0.0235148666817312
0.39453000,-0.0233779139544430
0.39844000,-0.0232425319474296
0.40234000,-0.0231080037581293
0.40625000,-0.0229713936780097
0.41016000,-0.0228309290219522
0.41406000,-0.0226887268572988
0.41797000,-0.0225483057147385
0.42188000,-0.0224097476255488
0.42578000,-0.0222708261605956
0.42969000,-0.0221316123825928
0.43359000,-0.0219949775948053
0.43750000,-0.0218649783359515
0.44141000,-0.0217415928368627
0.44531000,-0.0216217638220181
0.44922000,-0.0215045742416258
0.45313000,-0.0213923663298314
0.45703000,-0.0212886046221385
0.46094000,-0.0211941825016334
0.46484000,-0.0211049129123061
0.46875000,-0.0210178895415566
0.47266000,-0.0209327469984187
0.47656000,-0.0208508566067743
0.48047000,-0.0207719418139886
0.48438000,-0.0206912976038247
0.48828000,-0.0206048405777857
0.49219000,-0.0205135525975127
0.49609000,-0.0204196747035216
0.50000000,-0.0203246638797749
0.50391000,-0.0202257303817393
0.50781000,-0.0201203818302430
0.51172000,-0.0200109735283352
0.51563000,-0.0199017347949246
0.51953000,-0.0197943416094153
0.52344000,-0.0196862002562218
0.52734000,-0.0195721671657107
0.53125000,-0.0194518096539704
0.53516000,-0.0193282143916015
0.53906000,-0.0192042231154789
0.54297000,-0.0190795547951058
0.54688000,-0.0189513951635181
0.55078000,-0.0188194546972021
0.55469000,-0.0186873790152109
0.55859000,-0.0185574508908586
0.56250000,-0.0184288733534707
0.56641000,-0.0182982386739869
0.57031000,-0.0181648162274018
0.57422000,-0.0180323400346548
0.57813000,-0.0179038858374379
0.58203000,-0.0177784503567828
0.58594000,-0.0176528923564449
0.58984000,-0.0175253954231487
0.59375000,-0.0173994642096984
0.59766000,-0.0172790397898497
0.60156000,-0.0171642543326278
0.60547000,-0.0170521172461604
0.60938000,-0.0169396894271776
0.61328000,-0.0168278502828866
0.61719000,-0.0167195231882368
0.62109000,-0.0166134569410298
0.62500000,-0.0165061606157293
0.62891000,-0.0163945174787143
0.63281000,-0.0162797245652230
0.63672000,-0.0161656142500949
0.64063000,-0.0160524284383020
0.64453000,-0.0159368439878946
0.64844000,-0.0158172034594307
0.65234000,-0.0156957635505841
0.65625000,-0.0155786823118109
0.66016000,-0.0154688951271817
0.66406000,-0.0153642853818241
0.66797000,-0.0152616713344381
0.67188000,-0.0151593627859139
0.67578000,-0.0150577869493368
0.67969000,-0.0149566587258234
0.68359000,-0.0148515545544502
0.68750000,-0.0147394187733907
0.69141000,-0.0146207906992750
0.69531000,-0.0144999176873057
0.69922000,-0.0143803299698928
0.70313000,-0.0142605271482213
0.70703000,-0.0141374120267481
0.71094000,-0.0140113737559800
0.71484000,-0.0138849413487671
0.71875000,-0.0137603441769403
0.72266000,-0.0136351609729318
0.72656000,-0.0135055628382609
0.73047000,-0.0133717848095222
0.73438000,-0.0132375276786341
0.73828000,-0.0131059543688048
0.74219000,-0.0129764374694948
0.74609000,-0.0128449461718564
0.75000000,-0.0127103824462370
0.75391000,-0.0125747166820646
0.75781000,-0.0124402632656817
0.76172000,-0.0123065972750128
0.76563000,-0.0121703683279721
0.76953000,-0.0120304169143860
0.77344000,-0.0118903718615009
