Velocity, Vel [m/s]
2561,0
0.00000000,-0.0105843040412996
0.00390630,-0.0106753993854284
0.00781250,-0.0107130957024173
0.01171900,-0.0107138559946040
0.01562500,-0.0106933587528476
0.01953100,-0.0106613852153803
0.02343800,-0.0106236808797034
0.02734400,-0.0105859776832154
0.03125000,-0.0105540524290646
0.03515600,-0.0105297824792899
0.03906300,-0.0105093559505140
0.04296900,-0.0104870026518567
0.04687500,-0.0104604736854059
0.05078100,-0.0104317667695091
0.05468800,-0.0104027743129912
0.05859400,-0.0103716966050003
0.06250000,-0.0103352234468750
0.06640600,-0.0102935128206199
0.07031300,-0.0102511384098774
0.07421900,-0.0102121738616613
0.07812500,-0.0101755651921068
0.08203100,-0.0101365168800953
0.08593800,-0.0100920012896430
0.08984400,-0.0100432341582051
0.09375000,-0.0099923672365715
0.09765600,-0.0099382751456423
0.10156000,-0.0098775870944928
0.10547000,-0.0098098400161318
0.10938000,-0.0097395890781760
0.11328000,-0.0096721654605684
0.11719000,-0.0096084364214685
0.12109000,-0.0095454069355213
0.12500000,-0.0094815042452808
0.12891000,-0.0094193300995846
0.13281000,-0.0093626408583091
0.13672000,-0.0093118817980618
0.14063000,-0.0092639671391796
0.14453000,-0.0092170472511898
0.14844000,-0.0091741888200245
0.15234000,-0.0091403493400782
0.15625000,-0.0091172462557754
0.16016000,-0.0091014411048234
0.16406000,-0.0090892019738740
0.16797000,-0.0090815094291247
0.17188000,-0.0090816422761385
0.17578000,-0.0090899525489339
0.17969000,-0.0091022125526238
0.18359000,-0.0091122399165097
0.18750000,-0.0091185960435701
0.19141000,-0.0091231020639775
0.19531000,-0.0091266540609443
0.19922000,-0.0091269478485809
0.20313000,-0.0091203318922796
0.20703000,-0.0091069867221539
0.21094000,-0.0090912032746854
0.21484000,-0.0090754888142874
0.21875000,-0.0090582801278460
0.22266000,-0.0090356962524330
0.22656000,-0.0090070898135955
0.23047000,-0.0089760363206874
0.23438000,-0.0089449876528904
0.23828000,-0.0089116301267397
0.24219000,-0.0088713181355322
0.24609000,-0.0088220358323782
0.25000000,-0.0087667208239345
0.25391000,-0.0087089270966500
0.25781000,-0.0086486955994052
0.26172000,-0.0085836883165545
0.26563000,-0.0085139076480480
0.26953000,-0.0084435840977868
0.27344000,-0.0083772123903872
0.27734000,-0.0083149974671115
0.28125000,-0.0082536530687705
0.28516000,-0.0081914581427700
0.28906000,-0.0081310080530064
0.29297000,-0.0080760537332646
0.29688000,-0.0080265009475467
0.30078000,-0.0079783766522646
0.30469000,-0.0079290386949454
0.30859000,-0.0078805364691412
0.31250000,-0.0078374712724946
0.31641000,-0.0078010949506743
0.32031000,-0.0077682329338037
0.32422000,-0.0077364453189849
0.32813000,-0.0077076894669588
0.33203000,-0.0076863369711880
0.33594000,-0.0076738235138944
0.33984000,-0.0076658841692239
0.34375000,-0.0076578187425385
0.34766000,-0.0076484114860113
0.35156000,-0.0076399519198537
0.35547000,-0.0076337925907919
0.35938000,-0.0076268921492369
0.36328000,-0.0076156443116648
0.36719000,-0.0076010127431891
0.37109000,-0.0075869692972786
0.37500000,-0.0075761465870743
0.37891000,-0.0075655962337981
0.38281000,-0.0075502468936520
0.38672000,-0.0075286327143868
0.39063000,-0.0075029105558699
0.39453000,-0.0074747354786155
0.39844000,-0.0074419325077401
0.40234000,-0.0074002772004191
0.40625000,-0.0073495155562182
0.41016000,-0.0072940583759491
0.41406000,-0.0072384547272588
0.41797000,-0.0071829251846639
0.42188000,-0.0071247756527889
0.42578000,-0.0070636931127661
0.42969000,-0.0070034067356743
0.43359000,-0.0069474905651135
0.43750000,-0.0068952113199312
0.44141000,-0.0068426828191099
0.44531000,-0.0067882840161911
0.44922000,-0.0067350514536667
0.45313000,-0.0066866688719659
0.45703000,-0.0066425641814601
0.46094000,-0.0065987513427221
0.46484000,-0.0065532384439461
0.46875000,-0.0065099800696529
0.47266000,-0.0064749684614005
0.47656000,-0.0064499857035880
0.48047000,-0.0064316469132729
0.48438000,-0.0064158065452929
0.48828000,-0.0064024431534181
0.49219000,-0.0063944427013000
0.49609000,-0.0063914002002255
0.50000000,-0.0063892900296886
0.50391000,-0.0063835172436896
0.50781000,-0.0063736360758909
0.51172000,-0.0063625608632570
0.51563000,-0.0063507142441512
0.51953000,-0.0063344194029651
0.52344000,-0.0063102453393197
0.52734000,-0.0062789716269222
0.53125000,-0.0062454609357811
0.53516000,-0.0062123636444425
0.53906000,-0.0061776035123075
0.54297000,-0.0061383540458602
0.54688000,-0.0060959216212144
0.55078000,-0.0060558550803725
0.55469000,-0.0060223313264111
0.55859000,-0.0059933191106781
0.56250000,-0.0059636999007819
0.56641000,-0.0059305145573702
0.57031000,-0.0058951012257021
0.57422000,-0.0058594063586279
0.57813000,-0.0058216486143127
0.58203000,-0.0057781553327432
0.58594000,-0.0057284457035982
0.58984000,-0.0056763394503766
0.59375000,-0.0056260518496752
0.59766000,-0.0055771980929191
0.60156000,-0.0055258700101105
0.60547000,-0.0054699936040564
0.60938000,-0.0054114823535682
0.61328000,-0.0053528801918677
0.61719000,-0.0052931171995901
0.62109000,-0.0052284495298462
0.62500000,-0.0051578076015804
0.62891000,-0.0050852886413044
0.63281000,-0.0050166379433218
0.63672000,-0.0049539011801550
0.64063000,-0.0048947235854742
0.64453000,-0.0048368076435819
0.64844000,-0.0047817318321001
0.65234000,-0.0047327620896624
0.65625000,-0.0046903064598228
0.66016000,-0.0046507550221884
0.66406000,-0.0046108889680436
0.66797000,-0.0045718251346797
0.67188000,-0.0045369128488959
0.67578000,-0.0045071425053538
0.67969000,-0.0044797862541955
0.68359000,-0.0044513192838217
0.68750000,-0.0044223387511963
0.69141000,-0.0043960575942913
0.69531000,-0.0043738786715844
0.69922000,-0.0043534322341463
0.70313000,-0.0043308566284400
0.70703000,-0.0043052274255971
0.71094000,-0.0042786276928558
0.71484000,-0.0042514101135082
0.71875000,-0.0042207441900439
0.72266000,-0.0041825864576701
0.72656000,-0.0041365128509299
0.73047000,-0.0040862743284566
0.73438000,-0.0040348718069264
0.73828000,-0.0039809415606208
0.74219000,-0.0039210904374561
0.74609000,-0.0038551433837554
0.75000000,-0.0037875556185021
0.75391000,-0.0037226152721464
