Velocity, Vel [m/s]
4441,0
0.00000000,0.0000000000000000
0.00390000,-0.0000555218553969
0.00780000,-0.0000533299635355
0.01170000,-0.0000500046930361
0.01560000,-0.0000455171480241
0.01950000,-0.0000396586708851
0.02340000,-0.0000322263994096
0.02730000,-0.0000232776611912
0.03120000,-0.0000133419808573
0.03510000,-0.0000036204342630
0.03910000,0.0000041422392051
0.04300000,0.0000081102449719
0.04690000,0.0000064756277909
0.05080000,-0.0000020837897014
0.05470000,-0.0000178210510721
0.05860000,-0.0000398795096375
0.06250000,-0.0000662654962459
0.06640000,-0.0000942549309998
0.07030000,-0.0001210784023532
0.07420000,-0.0001444837605584
0.07810000,-0.0001633428296826
0.08200000,-0.0001779570203621
0.08590000,-0.0001904415137232
0.08980000,-0.0002048510981494
0.09370000,-0.0002264214304791
0.09760000,-0.0002616002193060
0.10160000,-0.0003160694303297
0.10550000,-0.0003925030155521
0.10940000,-0.0004922783414902
0.11330000,-0.0006141547123793
0.11720000,-0.0007526243681505
0.12110000,-0.0008994212874341
0.12500000,-0.0010440663255154
0.12890000,-0.0011756301030665
0.13280000,-0.0012846182073832
0.13670000,-0.0013640980767738
0.14060000,-0.0014107450655446
0.14450000,-0.0014257655078387
0.14840000,-0.0014153230588647
0.15230000,-0.0013899271422116
0.15620000,-0.0013631224567188
0.16010000,-0.0013472931734597
0.16410000,-0.0013524019666606
0.16800000,-0.0013857409293981
0.17190000,-0.0014469755088367
0.17580000,-0.0015289531757757
0.17970000,-0.0016204094292134
0.18360000,-0.0017068834792719
0.18750000,-0.0017754618245734
0.19140000,-0.0018182385278235
0.19530000,-0.0018336076939074
0.19920000,-0.0018259946260322
0.20310000,-0.0018041090427950
0.20700000,-0.0017792899414253
0.21090000,-0.0017632894823641
0.21480000,-0.0017655227665665
0.21870000,-0.0017906130813807
0.22260000,-0.0018379791353976
0.22660000,-0.0019033538688586
0.23050000,-0.0019812438453609
0.23440000,-0.0020673720103651
0.23830000,-0.0021595252415797
0.24220000,-0.0022580664170488
0.24610000,-0.0023669633254770
0.25000000,-0.0024935018415983
0.25390000,-0.0026459426123921
0.25780000,-0.0028298910386652
0.26170000,-0.0030455246209790
0.26560000,-0.0032884538492123
0.26950000,-0.0035515704181085
0.27340000,-0.0038273807117996
0.27730000,-0.0041089191539114
0.28120000,-0.0043889039997041
0.28510000,-0.0046665366888241
0.28910000,-0.0049447462169072
0.29300000,-0.0052237068411158
0.29690000,-0.0055067254347434
0.30080000,-0.0057917015255561
0.30470000,-0.0060654973905727
0.30860000,-0.0063118196737749
0.31250000,-0.0065127912222676
0.31640000,-0.0066517482151586
0.32030000,-0.0067159531292608
0.32420000,-0.0066996362054989
0.32810000,-0.0066061775543102
0.33200000,-0.0064485696057506
0.33590000,-0.0062432185502703
0.33980000,-0.0060026882620949
0.34370000,-0.0057369792859511
0.34760000,-0.0054419389840138
0.35160000,-0.0051134581836528
0.35550000,-0.0047610081756216
0.35940000,-0.0043789129095116
0.36330000,-0.0039594092960893
0.36720000,-0.0035103439186110
0.37110000,-0.0030450688136755
0.37500000,-0.0025865811328657
0.37890000,-0.0021613892144447
0.38280000,-0.0017919426878231
0.38670000,-0.0014950371653803
0.39060000,-0.0012769116818320
0.39450000,-0.0011316655470885
0.39840000,-0.0010383213054755
0.40230000,-0.0009631049403734
0.40620000,-0.0008701361928746
0.41010000,-0.0007242294493764
0.41410000,-0.0005037693918706
0.41800000,-0.0002087241696131
0.42190000,0.0001555214198207
0.42580000,0.0005722753004761
0.42970000,0.0010076432169588
0.43360000,0.0014230388018945
0.43750000,0.0017810352782101
0.44140000,0.0020534554132630
0.44530000,0.0022254880143864
0.44920000,0.0022940006121506
0.45310000,0.0022694297782964
0.45700000,0.0021766713475411
0.46090000,0.0020568968575416
0.46480000,0.0019636097765429
0.46870000,0.0019509381259609
0.47260000,0.0020740486820358
0.47660000,0.0023762893088379
