         time tiltx_full... 
------------- ------------- 
 1.590337e-04  2.524355e-02 
 4.771012e-04  2.524352e-02 
 7.951686e-04  2.522229e-02 
 1.113236e-03  2.514731e-02 
 1.431304e-03  2.502207e-02 
 1.749371e-03  2.484909e-02 
 2.067438e-03  2.463020e-02 
 2.385506e-03  2.435922e-02 
 2.703573e-03  2.402534e-02 
 3.021641e-03  2.363184e-02 
 3.339708e-03  2.319733e-02 
 3.657776e-03  2.272642e-02 
 3.975843e-03  2.221918e-02 
 4.293911e-03  2.166461e-02 
 4.611978e-03  2.106055e-02 
 4.930046e-03  2.041164e-02 
 5.248113e-03  1.971785e-02 
 5.566180e-03  1.898079e-02 
 5.884248e-03  1.820428e-02 
 6.202315e-03  1.739235e-02 
 6.520383e-03  1.654271e-02 
 6.838450e-03  1.565543e-02 
 7.156518e-03  1.473136e-02 
 7.474585e-03  1.377172e-02 
 7.792653e-03  1.277428e-02 
 8.110720e-03  1.172970e-02 
 8.428788e-03  1.063307e-02 
 8.746855e-03  9.502597e-03 
 9.064922e-03  8.350104e-03 
 9.382990e-03  7.177798e-03 
 9.701057e-03  5.978869e-03 
 1.001912e-02  4.751307e-03 
 1.033719e-02  3.509751e-03 
 1.065526e-02  2.275942e-03 
 1.097333e-02  1.027535e-03 
 1.129139e-02 -2.892572e-04 
 1.160946e-02 -1.617116e-03 
 1.192753e-02 -2.970172e-03 
 1.224560e-02 -4.331261e-03 
 1.256366e-02 -5.711994e-03 
 1.288173e-02 -7.112917e-03 
 1.319980e-02 -8.541344e-03 
 1.351787e-02 -9.987043e-03 
 1.383593e-02 -1.146671e-02 
 1.415400e-02 -1.297941e-02 
 1.447207e-02 -1.452224e-02 
 1.479014e-02 -1.606991e-02 
 1.510820e-02 -1.762748e-02 
 1.542627e-02 -1.924797e-02 
 1.574434e-02 -2.086731e-02 
 1.606241e-02 -2.251200e-02 
 1.638047e-02 -2.414875e-02 
 1.669854e-02 -2.580219e-02 
 1.701661e-02 -2.747335e-02 
 1.733468e-02 -2.916205e-02 
 1.765274e-02 -3.087053e-02 
 1.797081e-02 -3.259957e-02 
 1.828888e-02 -3.436582e-02 
 1.860695e-02 -3.616931e-02 
 1.892501e-02 -3.799146e-02 
 1.924308e-02 -3.980403e-02 
 1.956115e-02 -4.164307e-02 
 1.987922e-02 -4.351503e-02 
 2.019728e-02 -4.539293e-02 
 2.051535e-02 -4.729794e-02 
 2.083342e-02 -4.923155e-02 
 2.115149e-02 -5.118322e-02 
 2.146955e-02 -5.313749e-02 
 2.178762e-02 -5.508314e-02 
 2.210569e-02 -5.703935e-02 
 2.242376e-02 -5.899325e-02 
 2.274182e-02 -6.095431e-02 
 2.305989e-02 -6.291205e-02 
 2.337796e-02 -6.485591e-02 
 2.369603e-02 -6.680048e-02 
 2.401409e-02 -6.876601e-02 
 2.433216e-02 -7.073539e-02 
 2.465023e-02 -7.269761e-02 
 2.496830e-02 -7.467548e-02 
 2.528636e-02 -7.664126e-02 
 2.560443e-02 -7.860530e-02 
 2.592250e-02 -8.056233e-02 
 2.624056e-02 -8.252472e-02 
 2.655863e-02 -8.446004e-02 
 2.687670e-02 -8.640583e-02 
 2.719477e-02 -8.832897e-02 
 2.751283e-02 -9.025187e-02 
 2.783090e-02 -9.218104e-02 
 2.814897e-02 -9.409656e-02 
 2.846704e-02 -9.599348e-02 
 2.878510e-02 -9.790151e-02 
 2.910317e-02 -9.981239e-02 
 2.942124e-02 -1.017013e-01 
 2.973931e-02 -1.035623e-01 
 3.005737e-02 -1.054077e-01 
 3.037544e-02 -1.072579e-01 
 3.069351e-02 -1.091180e-01 
 3.101158e-02 -1.109476e-01 
 3.132964e-02 -1.127541e-01 
 3.164771e-02 -1.145265e-01 
 3.196578e-02 -1.162539e-01 
 3.228385e-02 -1.179291e-01 
 3.260191e-02 -1.196196e-01 
 3.291998e-02 -1.212845e-01 
 3.323805e-02 -1.229083e-01 
 3.355612e-02 -1.245121e-01 
 3.387418e-02 -1.260820e-01 
 3.419225e-02 -1.276404e-01 
 3.451032e-02 -1.291611e-01 
 3.482839e-02 -1.306520e-01 
 3.514645e-02 -1.321018e-01 
 3.546452e-02 -1.335238e-01 
 3.578259e-02 -1.349146e-01 
 3.610066e-02 -1.362506e-01 
 3.641872e-02 -1.375582e-01 
 3.673679e-02 -1.388325e-01 
 3.705486e-02 -1.401019e-01 
 3.737293e-02 -1.413483e-01 
 3.769099e-02 -1.425536e-01 
 3.800906e-02 -1.437276e-01 
 3.832713e-02 -1.448528e-01 
 3.864520e-02 -1.459285e-01 
 3.896326e-02 -1.469524e-01 
 3.928133e-02 -1.479360e-01 
 3.959940e-02 -1.489193e-01 
 3.991747e-02 -1.498782e-01 
 4.023553e-02 -1.507917e-01 
 4.055360e-02 -1.516477e-01 
 4.087167e-02 -1.524679e-01 
 4.118974e-02 -1.532830e-01 
 4.150780e-02 -1.540504e-01 
 4.182587e-02 -1.547422e-01 
 4.214394e-02 -1.553787e-01 
 4.246201e-02 -1.559713e-01 
 4.278007e-02 -1.565062e-01 
 4.309814e-02 -1.569865e-01 
 4.341621e-02 -1.574272e-01 
 4.373427e-02 -1.577812e-01 
 4.405234e-02 -1.580820e-01 
 4.437041e-02 -1.583262e-01 
 4.468848e-02 -1.585178e-01 
 4.500654e-02 -1.586751e-01 
 4.532461e-02 -1.587994e-01 
 4.564268e-02 -1.588727e-01 
 4.596075e-02 -1.588921e-01 
 4.627881e-02 -1.588737e-01 
 4.659688e-02 -1.588257e-01 
 4.691495e-02 -1.587088e-01 
 4.723302e-02 -1.585239e-01 
 4.755108e-02 -1.582605e-01 
 4.786915e-02 -1.579569e-01 
 4.818722e-02 -1.575942e-01 
 4.850529e-02 -1.571697e-01 
 4.882335e-02 -1.566865e-01 
 4.914142e-02 -1.561568e-01 
 4.945949e-02 -1.555649e-01 
 4.977756e-02 -1.549179e-01 
 5.009562e-02 -1.542110e-01 
 5.041369e-02 -1.534327e-01 
 5.073176e-02 -1.525927e-01 
 5.104983e-02 -1.516897e-01 
 5.136789e-02 -1.507012e-01 
 5.168596e-02 -1.496429e-01 
 5.200403e-02 -1.485335e-01 
 5.232210e-02 -1.473450e-01 
 5.264016e-02 -1.460804e-01 
 5.295823e-02 -1.447233e-01 
 5.327630e-02 -1.432862e-01 
 5.359437e-02 -1.418145e-01 
 5.391243e-02 -1.402561e-01 
 5.423050e-02 -1.386238e-01 
 5.454857e-02 -1.369047e-01 
 5.486664e-02 -1.350927e-01 
 5.518470e-02 -1.332135e-01 
 5.550277e-02 -1.312844e-01 
 5.582084e-02 -1.292396e-01 
 5.613891e-02 -1.271155e-01 
 5.645697e-02 -1.249209e-01 
 5.677504e-02 -1.226648e-01 
 5.709311e-02 -1.203273e-01 
 5.741118e-02 -1.179163e-01 
 5.772924e-02 -1.154224e-01 
 5.804731e-02 -1.128516e-01 
 5.836538e-02 -1.101911e-01 
 5.868345e-02 -1.074581e-01 
 5.900151e-02 -1.046333e-01 
 5.931958e-02 -1.017394e-01 
 5.963765e-02 -9.875272e-02 
 5.995571e-02 -9.567971e-02 
 6.027378e-02 -9.253702e-02 
