         time tilt_low_s... 
------------- ------------- 
 1.272270e-04  2.543459e-02 
 4.452944e-04  2.543106e-02 
 7.633619e-04  2.542931e-02 
 1.081429e-03  2.542932e-02 
 1.399497e-03  2.543110e-02 
 1.717564e-03  2.543464e-02 
 2.035632e-03  2.543990e-02 
 2.353699e-03  2.544795e-02 
 2.671767e-03  2.546395e-02 
 2.989834e-03  2.549073e-02 
 3.307902e-03  2.551942e-02 
 3.625969e-03  2.554730e-02 
 3.944036e-03  2.557690e-02 
 4.262104e-03  2.560902e-02 
 4.580171e-03  2.564870e-02 
 4.898239e-03  2.569663e-02 
 5.216306e-03  2.574949e-02 
 5.534374e-03  2.579954e-02 
 5.852441e-03  2.584053e-02 
 6.170509e-03  2.586329e-02 
 6.488576e-03  2.586586e-02 
 6.806644e-03  2.584991e-02 
 7.124711e-03  2.581881e-02 
 7.442778e-03  2.577422e-02 
 7.760846e-03  2.571012e-02 
 8.078913e-03  2.561840e-02 
 8.396981e-03  2.549924e-02 
 8.715048e-03  2.536024e-02 
 9.033116e-03  2.520266e-02 
 9.351183e-03  2.502367e-02 
 9.669251e-03  2.482237e-02 
 9.987318e-03  2.459096e-02 
 1.030539e-02  2.432893e-02 
 1.062345e-02  2.403373e-02 
 1.094152e-02  2.370849e-02 
 1.125959e-02  2.335659e-02 
 1.157766e-02  2.297834e-02 
 1.189572e-02  2.257260e-02 
 1.221379e-02  2.213715e-02 
 1.253186e-02  2.167530e-02 
 1.284993e-02  2.119358e-02 
 1.316799e-02  2.069562e-02 
 1.348606e-02  2.017994e-02 
 1.380413e-02  1.964745e-02 
 1.412219e-02  1.910266e-02 
 1.444026e-02  1.854001e-02 
 1.475833e-02  1.795591e-02 
 1.507640e-02  1.734890e-02 
 1.539446e-02  1.672019e-02 
 1.571253e-02  1.607762e-02 
 1.603060e-02  1.542498e-02 
 1.634867e-02  1.476176e-02 
 1.666673e-02  1.409188e-02 
 1.698480e-02  1.341704e-02 
 1.730287e-02  1.273636e-02 
 1.762094e-02  1.204620e-02 
 1.793900e-02  1.134533e-02 
 1.825707e-02  1.063972e-02 
 1.857514e-02  9.936325e-03 
 1.889321e-02  9.233311e-03 
 1.921127e-02  8.524852e-03 
 1.952934e-02  7.812728e-03 
 1.984741e-02  7.105672e-03 
 2.016548e-02  6.410841e-03 
 2.048354e-02  5.735710e-03 
 2.080161e-02  5.082483e-03 
 2.111968e-02  4.450718e-03 
 2.143775e-02  3.840374e-03 
 2.175581e-02  3.250211e-03 
 2.207388e-02  2.681838e-03 
 2.239195e-02  2.141652e-03 
 2.271002e-02  1.633356e-03 
 2.302808e-02  1.159640e-03 
 2.334615e-02  7.178065e-04 
 2.366422e-02  3.022079e-04 
 2.398229e-02 -8.501334e-05 
 2.430035e-02 -4.393821e-04 
 2.461842e-02 -7.609567e-04 
 2.493649e-02 -1.047893e-03 
 2.525456e-02 -1.301211e-03 
 2.557262e-02 -1.524413e-03 
 2.589069e-02 -1.717585e-03 
 2.620876e-02 -1.881417e-03 
 2.652683e-02 -2.016617e-03 
 2.684489e-02 -2.117850e-03 
 2.716296e-02 -2.185129e-03 
 2.748103e-02 -2.224736e-03 
 2.779910e-02 -2.240520e-03 
 2.811716e-02 -2.229224e-03 
 2.843523e-02 -2.181870e-03 
 2.875330e-02 -2.100677e-03 
 2.907137e-02 -1.992047e-03 
 2.938943e-02 -1.859803e-03 
 2.970750e-02 -1.704873e-03 
 3.002557e-02 -1.526807e-03 
 3.034364e-02 -1.327267e-03 
 3.066170e-02 -1.106573e-03 
 3.097977e-02 -8.614349e-04 
 3.129784e-02 -5.885189e-04 
 3.161590e-02 -2.863859e-04 
 3.193397e-02  4.212262e-05 
 3.225204e-02  3.938862e-04 
 3.257011e-02  7.656960e-04 
 3.288817e-02  1.152615e-03 
 3.320624e-02  1.550598e-03 
 3.352431e-02  1.956574e-03 
 3.384238e-02  2.366119e-03 
 3.416044e-02  2.782105e-03 
 3.447851e-02  3.202807e-03 
 3.479658e-02  3.624342e-03 
 3.511465e-02  4.048288e-03 
 3.543271e-02  4.477258e-03 
 3.575078e-02  4.911907e-03 
 3.606885e-02  5.356323e-03 
 3.638692e-02  5.811379e-03 
 3.670498e-02  6.273409e-03 
 3.702305e-02  6.739134e-03 
 3.734112e-02  7.202548e-03 
 3.765919e-02  7.659540e-03 
 3.797725e-02  8.114952e-03 
 3.829532e-02  8.575805e-03 
 3.861339e-02  9.039618e-03 
 3.893146e-02  9.501873e-03 
 3.924952e-02  9.963818e-03 
 3.956759e-02  1.042902e-02 
 3.988566e-02  1.090388e-02 
 4.020373e-02  1.139066e-02 
 4.052179e-02  1.189402e-02 
 4.083986e-02  1.241412e-02 
 4.115793e-02  1.295266e-02 
 4.147600e-02  1.350865e-02 
 4.179406e-02  1.407860e-02 
 4.211213e-02  1.466199e-02 
 4.243020e-02  1.525730e-02 
 4.274827e-02  1.586569e-02 
 4.306633e-02  1.648802e-02 
 4.338440e-02  1.712650e-02 
 4.370247e-02  1.778309e-02 
 4.402054e-02  1.845881e-02 
 4.433860e-02  1.915654e-02 
 4.465667e-02  1.987341e-02 
 4.497474e-02  2.060960e-02 
 4.529281e-02  2.136830e-02 
 4.561087e-02  2.215129e-02 
 4.592894e-02  2.295925e-02 
 4.624701e-02  2.379800e-02 
 4.656508e-02  2.466701e-02 
 4.688314e-02  2.556377e-02 
 4.720121e-02  2.649032e-02 
 4.751928e-02  2.744456e-02 
 4.783735e-02  2.842912e-02 
 4.815541e-02  2.944743e-02 
 4.847348e-02  3.049722e-02 
 4.879155e-02  3.157271e-02 
 4.910961e-02  3.267568e-02 
 4.942768e-02  3.380965e-02 
 4.974575e-02  3.497570e-02 
 5.006382e-02  3.617467e-02 
 5.038188e-02  3.740456e-02 
 5.069995e-02  3.866414e-02 
 5.101802e-02  3.995152e-02 
 5.133609e-02  4.126465e-02 
 5.165415e-02  4.260207e-02 
 5.197222e-02  4.396101e-02 
 5.229029e-02  4.534020e-02 
 5.260836e-02  4.673717e-02 
 5.292642e-02  4.814615e-02 
 5.324449e-02  4.956455e-02 
 5.356256e-02  5.099309e-02 
 5.388063e-02  5.243196e-02 
 5.419869e-02  5.388125e-02 
 5.451676e-02  5.533652e-02 
 5.483483e-02  5.679448e-02 
 5.515290e-02  5.825507e-02 
 5.547096e-02  5.972007e-02 
 5.578903e-02  6.118800e-02 
 5.610710e-02  6.265714e-02 
 5.642517e-02  6.412769e-02 
 5.674323e-02  6.559258e-02 
 5.706130e-02  6.704685e-02 
