time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
0,0.33177972,0.34612963,0.33074129,0.30242884,-0.11998617,-5.1040845,-5.1736217,0.124971297,0.131770215,0.08609232300000001,0.131739643,2.645639189474468e-07,3.909515967586243e-07,3.568019949714815e-07,7.669718675417496e-07,4.966181596922268e-07,3.68714640049534e-07
0.005000241324388243,0.3317734,0.34612465,0.33074927,0.30243462,-0.11997738,-5.1042614,-5.1740608,0.124974253,0.131761279,0.086086779,0.131738497,1.588228480158765e-06,2.846912127682362e-06,2.440615273151274e-06,4.703622871810401e-06,3.63718080702342e-06,2.984892639216482e-06
0.01000048264877649,0.33178553,0.3461324,0.33075258,0.30243409,-0.11999994,-5.104167,-5.1734166,0.124974814,0.131750236,0.086081721,0.131734362,4.355893553746674e-06,8.893276409292152e-06,8.235895378786264e-06,1.294918413698228e-05,1.243048493626004e-05,1.142728845174211e-05
0.01500072397316473,0.33177671,0.346118,0.33075619,0.30242056,-0.11999496,-5.1033626,-5.1725311,0.124972729,0.131759733,0.086085805,0.131733789,7.483484218028801e-06,1.614407554318596e-05,1.903469067734609e-05,2.141236903169341e-05,2.645860429736894e-05,2.788351620541204e-05
0.02000096529755297,0.33178139,0.34612161,0.33076003,0.30242276,-0.11999611,-5.1037302,-5.1739249,0.12497415,0.131771521,0.086091275,0.13173923,9.582451186383216e-06,1.94322037826585e-05,3.405707996050626e-05,2.410037734403889e-05,3.97539410801863e-05,4.913137565425665e-05
0.02500120662194121,0.33177257,0.34612742,0.33075756,0.30243075,-0.11999114,-5.1042542,-5.174222,0.124973898,0.131759446,0.086086624,0.131738783,1.061037743909469e-05,1.681095735249275e-05,4.84385267124821e-05,2.037215686449466e-05,4.573103348767719e-05,6.669942729493977e-05
0.03000144794632946,0.33178303,0.34613073,0.3307468,0.30242991,-0.12000223,-5.1031437,-5.1730042,0.124972649,0.131750912,0.08608193900000001,0.131735416,1.139149615369816e-05,1.193076962812732e-05,5.409135934187199e-05,1.558415790612474e-05,4.287294392637571e-05,7.205173058296628e-05
0.0350016892707177,0.33177835,0.34612134,0.33074737,0.30242249,-0.11997738,-5.103817,-5.1725764,0.124970552,0.131761096,0.08608671,0.131735576,1.245178995387088e-05,9.946636495347808e-06,4.602438789548164e-05,1.41176867545388e-05,3.381516313033849e-05,6.192646991005168e-05
0.04000193059510594,0.33177257,0.34612301,0.33074406,0.30242467,-0.11999391,-5.1036634,-5.1735439,0.124972924,0.131769378,0.086090977,0.131737168,1.377226042408413e-05,1.183274717356373e-05,2.672440843097698e-05,1.417489675385094e-05,2.13283798911668e-05,3.906732970604217e-05
0.04500217191949418,0.33178195,0.34612936,0.33075231,0.30243188,-0.11997402,-5.1044655,-5.1740685,0.124973634,0.131761256,0.086087821,0.131737489,1.452917947057928e-05,1.456913342157444e-05,3.37773911213148e-06,1.124985779170848e-05,7.423173603015422e-06,9.998651266901929e-06
0.05000241324388242,0.33177808,0.34611911,0.33075258,0.30243325,-0.11999114,-5.1033564,-5.1728621,0.124972466,0.131751152,0.08608394400000001,0.131734476,1.331164253629612e-05,1.528984476565192e-05,-1.725903510350636e-05,4.010477497168818e-06,-5.233593694913612e-06,-1.695700861264939e-05
0.05500265456827067,0.3317847,0.3461169,0.33075479,0.30243188,-0.11998617,-5.1032562,-5.1724243,0.124971458,0.131761359,0.08608632599999999,0.131736825,9.908410151012165e-06,1.364515703063357e-05,-3.14988094831366e-05,-4.104909228400244e-06,-1.337508145031669e-05,-3.460347904874727e-05
0.06000289589265891,0.33178717,0.34613046,0.33075535,0.30242497,-0.11997011,-5.1035352,-5.1737504,0.124974196,0.131769447,0.086091979,0.131739459,6.265551623460474e-06,1.217563813256874e-05,-3.759792690862631e-05,-7.559756948831532e-06,-1.530710425405987e-05,-3.9872176950216e-05
0.06500313721704716,0.331788,0.34612328,0.33075288,0.30243656,-0.11999114,-5.104238,-5.1742744,0.124973199,0.131760283,0.086087661,0.131737065,4.643547469069118e-06,1.201116199648275e-05,-3.470676346133325e-05,-4.913508709129286e-06,-1.251949643867395e-05,-3.413857307176914e-05
0.0700033785414354,0.33177724,0.34611884,0.33075175,0.3024396,-0.11999496,-5.1035824,-5.1727715,0.124972821,0.131751794,0.086083978,0.131733571,5.328003127618318e-06,1.015784919815967e-05,-2.567355614724055e-05,2.552146066854059e-08,-8.232640084845738e-06,-2.224039122808848e-05
0.07500361986582364,0.33177808,0.34612244,0.33074707,0.30242607,-0.11999888,-5.1033459,-5.1727009,0.124971194,0.131760466,0.086087094,0.131733961,6.985246204135723e-06,5.193322417183697e-06,-1.684146043657216e-05,4.327118452979074e-06,-4.944985916761464e-06,-1.052254763596194e-05
