time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
0,0.33166537,0.34555078,0.32989615,0.3015382,-0.1197164,-5.0534511,-5.0313931,0.124953036,0.132059544,0.085795963,0.130880056,4.931328103256443e-07,4.894467810853596e-07,-1.996370711895154e-06,1.312111275613083e-06,3.993004777242567e-06,3.590567820786163e-07
0.005000288766965059,0.33167887,0.34556183,0.32991627,0.30154151,-0.11972863,-5.0536342,-5.0323915,0.124957641,0.132063519,0.085797715,0.13088166,2.827362593300382e-06,4.236801869189181e-06,-1.317343639060472e-05,8.97757625250647e-06,2.828338998913466e-05,3.403098527809877e-06
0.01000057753393012,0.33166757,0.34555188,0.32990992,0.3015404,-0.11969709,-5.0537863,-5.0316052,0.124956175,0.132053082,0.085786976,0.130880194,6.976841122166841e-06,1.478984964777747e-05,-4.048935941973538e-05,2.804074874969999e-05,9.474659479812792e-05,1.508142561863643e-05
0.01500086630089518,0.33168274,0.34555021,0.32990828,0.30154428,-0.11972863,-5.0531411,-5.0304432,0.124959027,0.132050917,0.085784421,0.130878315,9.636714201167357e-06,2.809979972400821e-05,-7.898293355500383e-05,5.374982278486422e-05,0.0002036690955040504,4.134763622232222e-05
0.02000115506786024,0.33167556,0.34555104,0.32990524,0.30154896,-0.11970761,-5.053277,-5.0312686,0.124955086,0.132060437,0.085793099,0.130880331,7.915788169934579e-06,3.214526935892097e-05,-0.0001136558524092784,7.26542203535142e-05,0.0003224573613270122,7.902200527513232e-05
0.0250014438348253,0.33167803,0.34555352,0.32990745,0.30154896,-0.11970148,-5.0538378,-5.0320415,0.12495661,0.132064229,0.085799772,0.130883012,3.550863397080189e-06,2.140547270966015e-05,-0.0001335748373186283,7.692898470626861e-05,0.0004096954777743087,0.0001141028779966437
0.03000173260179036,0.33167282,0.34555104,0.32990441,0.30154675,-0.11971143,-5.0536828,-5.0313139,0.124957435,0.132054148,0.085789244,0.130880675,9.117944827521907e-07,3.966272069105826e-06,-0.0001380790181184126,7.150560487463392e-05,0.0004461416581268765,0.0001338850237914687
0.03500202136875542,0.33167034,0.34556046,0.32990608,0.30155143,-0.11968877,-5.0538573,-5.0304432,0.124958466,0.132048786,0.08578559,0.130878258,1.83179756125148e-06,-7.314166001714776e-06,-0.0001341603478586938,6.736704472760898e-05,0.0004418837305026544,0.0001362960295502031
0.04000231013572048,0.33167419,0.34555382,0.32990885,0.3015517,-0.1197164,-5.0536814,-5.0309553,0.124950951,0.132058925,0.085794445,0.130880194,3.658221864072521e-06,-6.24418149915118e-06,-0.0001325389053303298,6.945127770155829e-05,0.0004176500119796389,0.0001254763219252278
0.04500259890268554,0.331664,0.3455447,0.32990855,0.3015517,-0.11971582,-5.0542645,-5.0316625,0.124953608,0.13206243,0.085796679,0.130882565,2.962067198705156e-06,-4.34977927782521e-08,-0.0001413575796854748,6.909912051328018e-05,0.0003849668254792455,0.0001054986672287488
0.05000288766965059,0.33167365,0.34555048,0.32990691,0.30154428,-0.11971038,-5.0539193,-5.0314283,0.124958271,0.132050894,0.085788139,0.130880618,-4.877513349027856e-07,-3.070500954793264e-06,-0.0001625595567364167,5.526311054917564e-05,0.0003476901901946178,7.896511760132679e-05
0.05500317643661565,0.33167034,0.34555215,0.32990992,0.30154759,-0.11970426,-5.053287,-5.0305805,0.124957756,0.132050356,0.085787045,0.130878705,-4.846162748065242e-06,-1.798650470555281e-05,-0.0001934551655278094,3.378479170638848e-05,0.0003137934446321818,4.731439578119341e-05
