time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
0,0.33177614,0.34611249,0.33058149,0.30222121,-0.11996131,-5.0776529,-5.1757431,0.124965901,0.131788796,0.086119827,0.13169019,-1.085628722926351e-06,-2.762420026833152e-06,1.8340732868574047e-06,-9.748215710666403e-07,-1.4578965212904713e-06,1.0267280749002375e-06
0.005000279049001004,0.33176348,0.34610501,0.33058065,0.30223143,-0.11996351,-5.0784707,-5.1767192,0.124966142,0.131799083,0.08612411199999999,0.131691645,-6.219282312290068e-06,-1.806125150110798e-05,1.1546977228503624e-05,-6.987621140024578e-06,-8.632472157667452e-06,7.69650460707178e-06
0.01000055809800201,0.3317742,0.34610611,0.33058283,0.30222258,-0.11996906,-5.0782714,-5.1759624,0.124969453,0.13178914,0.08612140199999999,0.131690969,-1.5222258587172063e-05,-5.25290772904937e-05,3.00162232982578e-05,-1.9880287298544722e-05,-2.158045152620268e-05,2.468622241996e-05
0.01500083714700301,0.33176979,0.34610114,0.33058149,0.30222592,-0.11998177,-5.0777121,-5.1749024,0.124969899,0.131780239,0.086115841,0.131689331,-2.065500401627208e-05,-8.701965502579434e-05,3.59338867774104e-05,-2.566382622545804e-05,-2.772968101315404e-05,4.27460000407296e-05
0.02000111619600402,0.33176622,0.34610942,0.33058476,0.30222923,-0.1199834,-5.0777283,-5.1752658,0.124968055,0.131788601,0.086119186,0.131690396,-1.62913313244727e-05,-8.342719783707523e-05,-2.98735200291376e-06,-4.421977370025892e-06,-1.454277558235647e-05,3.765382716261798e-05
0.02500139524500502,0.33176953,0.34610751,0.33059001,0.302232,-0.11998282,-5.0785699,-5.1768103,0.124968903,0.131798809,0.086123115,0.131692939,-5.596809741255688e-06,-3.42885505382048e-05,-9.085038012414323e-05,3.224038182607794e-05,5.822809370815028e-06,-4.491027411094734e-06
0.03000167429400603,0.33177009,0.3461158,0.33058864,0.3022342,-0.11997183,-5.0778551,-5.1766577,0.124967849,0.131792199,0.086120721,0.131688884,2.742782747757798e-06,1.294786446473143e-05,-0.0001936929566563018,4.219615555085186e-05,8.08207963200936e-07,-7.198418891083596e-05
0.03500195334300703,0.33176374,0.3461147,0.33058065,0.30222231,-0.11999994,-5.0771551,-5.1756549,0.124967413,0.131780949,0.08611684300000001,0.131686662,2.779085941440306e-06,9.461787395379199e-06,-0.0002727688325635756,6.781863226763118e-06,-4.347162011740006e-05,-0.00014060280882803185
0.04000223239200804,0.3317745,0.34610972,0.3305845,0.30223143,-0.1199768,-5.0774713,-5.1763082,0.124965305,0.131787834,0.086118504,0.131689102,-3.439956323509492e-06,-3.338479053027852e-05,-0.000310407733801159,-4.221793244228074e-05,-9.845113354905803e-05,-0.00018753372062469136
0.04500251144100904,0.33176979,0.34610695,0.33057761,0.30222702,-0.11997451,-5.0779381,-5.1773725,0.124966165,0.131796517,0.08612419199999999,0.131692687,-6.769600002625948e-06,-5.906852729567486e-05,-0.0003069274230239534,-5.675478346031106e-05,-0.00011863541726131571,-0.00019706097451882554
