run,record,scale,channel,n,dur_s,start,peak,vmin,vmax,end_mean,residual
1,HU12,0.5,Bot_Quarter_Disp,8235,3.2746,3.900364e-05,0.00016413656,-0.0001203152,0.0002031402,2.031966079174757e-05,-1.8683979208252434e-05
1,HU12,0.5,Channel_10_LeftJoistBelowSlab2,8235,3.2746,0.0001333539,0.0003022522,-0.0001658413,0.0004356061,0.00010033217120655338,-3.3021728793446606e-05
1,HU12,0.5,Channel_11_LeftJoistBelowSlab2,8235,3.2746,7.581875e-05,0.00019755724999999998,-0.0001125264,0.000273376,5.2800878983009705e-05,-2.301787101699029e-05
1,HU12,0.5,Channel_12_AccTable,8235,3.2746,1.452977e-06,0.003203158977,-0.003201706,0.003191127,-1.2517378524757282e-05,-1.3970355524757281e-05
1,HU12,0.5,Channel_13_AccSlab1,8235,3.2746,-4.36846e-09,0.00629259363154,-0.006292598,0.00614008,-0.0006925068409951457,-0.0006925024725351457
1,HU12,0.5,Channel_14_AccSlab2,8235,3.2746,-9.523464e-09,0.027183460476536,-0.02718347,0.02708993,-0.0036368078389320386,-0.0036367983154680385
1,HU12,0.5,Channel_15_AccBot,8235,3.2746,-9.296936e-09,0.012551620703063999,-0.01255163,0.01233773,-0.0015538478249999999,-0.001553838528064
1,HU12,0.5,Channel_16_AccMid,8235,3.2746,-1.166482e-08,0.03195517166482,-0.03184267,0.03195516,-0.004208205402912622,-0.0042081937380926224
1,HU12,0.5,Channel_17_AccTop,8235,3.2746,-4.974966e-09,0.029547525025033997,-0.02954753,0.02951969,-0.00397050441815534,-0.00397049944318934
1,HU12,0.5,Channel_19_DispTopQRight,8235,3.2746,0.0002979606,0.0004595794,-0.0001616188,0.0007571932,0.0002516154251383495,-4.6345174861650486e-05
1,HU12,0.5,Channel_1_DispBot,8235,3.2746,5.0116e-05,0.0001896186,-0.0001373532,0.0002397346,2.8870205077427187e-05,-2.1245794922572812e-05
1,HU12,0.5,Channel_20_TopBeam,8235,3.2746,-2.227615e-05,0.00012465535,-8.23839e-05,0.0001023792,-2.26666147207767e-05,-3.9046472077670024e-07
1,HU12,0.5,Channel_2_DispMid,8235,3.2746,0.0002481665,0.000493769,-0.0002456025,0.0007320321,0.00019912675808203884,-4.903974191796114e-05
1,HU12,0.5,Channel_3_DispTopQLeft,8235,3.2746,0.000294,0.00046405039999999995,-0.0001700504,0.0007554293,0.0002463053456941748,-4.769465430582521e-05
1,HU12,0.5,Channel_4_DispTopQRight,8235,3.2746,0.0002920861,0.00046352110000000003,-0.0001706276,0.0007556072,0.0002464000509684466,-4.568604903155336e-05
1,HU12,0.5,Channel_5_DispTable,8235,3.2746,5.862496e-07,9.28048804e-05,-6.338062e-06,9.339113e-05,-4.877358922330097e-06,-5.463608522330097e-06
1,HU12,0.5,Channel_8_LeftJoistBelowSlab1,8235,3.2746,3.833261e-05,0.00015599309,-0.0001118518,0.0001943257,2.022528131262136e-05,-1.810732868737864e-05
1,HU12,0.5,Channel_9_LeftJoistAboveSlab1,8235,3.2746,5.336634e-05,0.00019285296,-0.0001377805,0.0002462193,3.150560056310681e-05,-2.186073943689319e-05
1,HU12,0.5,Mid_Disp,8235,3.2746,0.0002481665,0.000493769,-0.0002456025,0.0007320321,0.00019912675808203884,-4.903974191796114e-05
1,HU12,0.5,Record_Disp,8235,3.2746,-2.227615e-05,0.00012465535,-8.23839e-05,0.0001023792,-2.26666147207767e-05,-3.9046472077670024e-07
1,HU12,0.5,Top_Quarter_A_Disp,8235,3.2746,0.000294,0.00046405039999999995,-0.0001700504,0.0007554293,0.0002463053456941748,-4.769465430582521e-05
1,HU12,0.5,Top_Quarter_B_Disp,8235,3.2746,0.0002920861,0.00046352110000000003,-0.0001706276,0.0007556072,0.0002464000509684466,-4.568604903155336e-05
1,HU12,0.5,bulge_top_mm,8235,3.2746,0.00491756,0.0,0.00491756,0.00491756,0.0049175600000000005,8.673617379884035e-19
1,HU12,0.5,cstav_BaseShear,8235,3.2746,-0.3478226,0.9840085,-1.321915,0.6361859,-0.27210970375,0.07571289625
1,HU12,0.5,joist_s1_shear,8235,3.2746,-2.096565e-09,5.9662210000000004e-09,-8.062786e-09,2.849354e-09,-1.402882498592233e-09,6.936825014077669e-10
1,HU12,0.5,joist_s2_shear,8235,3.2746,-1.656588e-08,3.028439e-08,-3.176889e-08,1.371851e-08,-6.6167358956310686e-09,9.94914410436893e-09
1,HU12,0.5,rel_disp_top_exp_mm,8235,3.2746,0.2924569,0.0,0.2924569,0.2924569,0.29245689999999996,-5.551115123125783e-17
1,HU12,0.5,rel_disp_top_mm,8235,3.2746,0.2973743,0.4541621,-0.1553365,0.7515364,0.2564927823303398,-0.040881517669660195
1,HU12,0.5,tilt_beam_seg,8235,3.2746,-0.02959389,0.04715332,-0.07674721,0.01743637,-0.025347091353810677,0.004246798646189324
1,HU12,0.5,tilt_bot_seg,8235,3.2746,0.004299766,0.015673536000000002,-0.01137377,0.0199066,0.0029296862945145624,-0.0013700797054854376
1,HU12,0.5,tilt_full_wall,8235,3.2746,0.008271017,0.012631833,-0.004320448,0.02090285,0.007133958042548544,-0.0011370589574514565
1,HU12,0.5,tilt_local_incl,8235,3.2746,-0.02377342,0.0,-0.02377342,-0.02377342,-0.023773419999999993,6.938893903907228e-18
1,HU12,0.5,tilt_low_seg,8235,3.2746,0.01891243,0.03016373,-0.01109716,0.04907616,0.016258300145461164,-0.002654129854538837
1,HU12,0.5,tilt_up_seg,8235,3.2746,0.003566239,0.0029632020000000003,0.0006666158,0.006529441,0.0037592239927184464,0.00019298499271844629
1,HU12,0.5,tiltx_beam_seg,8235,3.2746,-0.02913963,0.0,-0.02913963,-0.02913963,-0.02913962999999999,1.0408340855860843e-17
1,HU12,0.5,tiltx_bot_seg,8235,3.2746,0.004299772,0.0,0.004299772,0.004299772,0.004299772,0.0
1,HU12,0.5,tiltx_full_wall,8235,3.2746,0.008134244,0.0,0.008134244,0.008134244,0.008134243999999999,-1.734723475976807e-18
1,HU12,0.5,tiltx_low_seg,8235,3.2746,0.01891243,0.0,0.01891243,0.01891243,0.018912430000000004,3.469446951953614e-18
1,HU12,0.5,tiltx_up_seg,8235,3.2746,0.003214044,0.0,0.003214044,0.003214044,0.003214044,0.0
1,HU12,0.5,total_shear,8235,3.2746,-0.3478226,0.9840085,-1.321915,0.6361859,-0.2721097132961165,0.07571288670388349
2,HU12,0.75,Bot_Quarter_Disp,8286,3.2949,-3.041217e-05,0.00034175627,-0.0001419972,0.0003113441,1.5113676833734938e-05,-2.3889963166265065e-05
2,HU12,0.75,Channel_10_LeftJoistBelowSlab2,8286,3.2949,3.177517e-06,0.000526365383,-0.0002027249,0.0005295429,8.369275915710843e-05,-4.966114084289156e-05
2,HU12,0.75,Channel_11_LeftJoistBelowSlab2,8286,3.2949,-7.719923e-06,0.000382109523,-0.0001326039,0.0003743896,4.559385953493976e-05,-3.0224890465060236e-05
2,HU12,0.75,Channel_12_AccTable,8286,3.2949,6.546271e-05,0.00570746071,-0.005641998,0.005653043,2.211936076144573e-06,7.589590761445729e-07
2,HU12,0.75,Channel_13_AccSlab1,8286,3.2949,0.003839797,0.013141581999999999,-0.009301785,0.009199637,0.00013552586524819284,0.00013553023370819282
2,HU12,0.75,Channel_14_AccSlab2,8286,3.2949,0.02438695,0.05638735,-0.0320004,0.03139902,0.00035429578843373575,0.00035430531189773574
2,HU12,0.75,Channel_15_AccBot,8286,3.2949,0.009753512,0.025361872,-0.01560836,0.0152431,0.0003162885847469892,0.0003162978816829892
2,HU12,0.75,Channel_16_AccMid,8286,3.2949,0.02815837,0.06546552,-0.03730715,0.03780425,0.0007247335547469867,0.0007247452195669867
2,HU12,0.75,Channel_17_AccTop,8286,3.2949,0.02631739,0.061231820000000006,-0.03491443,0.03433345,0.00039501599221686826,0.00039502096718286824
2,HU12,0.75,Channel_19_DispTopQRight,8286,3.2949,0.0001011457,0.0007404149,-0.0002207831,0.0008415606,0.0002208075883638554,-7.71530116361446e-05
2,HU12,0.75,Channel_1_DispBot,8286,3.2949,-3.112985e-05,0.00037758735,-0.0001634378,0.0003464575,2.1157859574939755e-05,-2.8958140425060245e-05
2,HU12,0.75,Channel_20_TopBeam,8286,3.2949,-4.659827e-06,0.00013566712700000002,-8.286877e-05,0.0001310073,-1.0075369787012049e-05,1.220078021298795e-05
2,HU12,0.75,Channel_2_DispMid,8286,3.2949,4.155646e-05,0.00077365744,-0.0003096389,0.0008152139,0.00016466724814650602,-8.349925185349396e-05
2,HU12,0.75,Channel_3_DispTopQLeft,8286,3.2949,9.431198e-05,0.00074492742,-0.0002294788,0.0008392394,0.0002154014967180723,-7.85985032819277e-05
2,HU12,0.75,Channel_4_DispTopQRight,8286,3.2949,9.559466e-05,0.00074454174,-0.0002307623,0.0008401364,0.00021506786195060244,-7.701823804939754e-05
2,HU12,0.75,Channel_5_DispTable,8286,3.2949,-5.403931e-06,0.000173827931,-5.747028e-06,0.000168424,2.973384703614458e-06,2.387135103614458e-06
2,HU12,0.75,Channel_8_LeftJoistBelowSlab1,8286,3.2949,-2.776843e-05,0.00033079032999999995,-0.0001322848,0.0003030219,1.5843120296385545e-05,-2.2489489703614456e-05
2,HU12,0.75,Channel_9_LeftJoistAboveSlab1,8286,3.2949,-3.001517e-05,0.00038270437,-0.0001647401,0.0003526892,2.3490074622168667e-05,-2.9876265377831333e-05
