model new
model configure dynamic

block create brick 0.3335 0.5505 0.474 0.575 2.187 2.268
block create brick 0.5505 0.7725 0.474 0.575 2.187 2.268
block create brick 0.7725 0.9945 0.474 0.575 2.187 2.268
block create brick 0.9945 1.2165 0.474 0.575 2.187 2.268
block create brick 1.2165 1.4385 0.474 0.575 2.187 2.268
block create brick 1.4385 1.6605 0.474 0.575 2.187 2.268
block create brick 1.6605 1.7715 0.474 0.575 2.187 2.268

;line 24
block create brick 0.3335 0.4445 0.474 0.575 2.268 2.349
block create brick 0.4445 0.6665 0.474 0.575 2.268 2.349
block create brick 0.6665 0.8885 0.474 0.575 2.268 2.349
block create brick 0.8885 1.1105 0.474 0.575 2.268 2.349
block create brick 1.1105 1.3325 0.474 0.575 2.268 2.349
block create brick 1.3325 1.5545 0.474 0.575 2.268 2.349
block create brick 1.5545 1.7715 0.474 0.575 2.268 2.349

;line 25
block create brick 0.3335 0.5505 0.474 0.575 2.349 2.43
block create brick 0.5505 0.7725 0.474 0.575 2.349 2.43
block create brick 0.7725 0.9945 0.474 0.575 2.349 2.43
block create brick 0.9945 1.2165 0.474 0.575 2.349 2.43
block create brick 1.2165 1.4385 0.474 0.575 2.349 2.43
block create brick 1.4385 1.6605 0.474 0.575 2.349 2.43
block create brick 1.6605 1.7715 0.474 0.575 2.349 2.43

;line 26
block create brick 0.3335 0.4445 0.474 0.575 2.43 2.511
block create brick 0.4445 0.6665 0.474 0.575 2.43 2.511
block create brick 0.6665 0.8885 0.474 0.575 2.43 2.511
block create brick 0.8885 1.1105 0.474 0.575 2.43 2.511
block create brick 1.1105 1.3325 0.474 0.575 2.43 2.511
block create brick 1.3325 1.5545 0.474 0.575 2.43 2.511
block create brick 1.5545 1.7715 0.474 0.575 2.43 2.511

;line 27
block create brick 0.3335 0.5505 0.474 0.575 2.511 2.592
block create brick 0.5505 0.7725 0.474 0.575 2.511 2.592
block create brick 0.7725 0.9945 0.474 0.575 2.511 2.592
block create brick 0.9945 1.2165 0.474 0.575 2.511 2.592
block create brick 1.2165 1.4385 0.474 0.575 2.511 2.592
block create brick 1.4385 1.6605 0.474 0.575 2.511 2.592
block create brick 1.6605 1.7715 0.474 0.575 2.511 2.592

;line 28
block create brick 0.3335 0.4445 0.474 0.575 2.592 2.673
block create brick 0.4445 0.6665 0.474 0.575 2.592 2.673
block create brick 0.6665 0.8885 0.474 0.575 2.592 2.673
block create brick 0.8885 1.1105 0.474 0.575 2.592 2.673
block create brick 1.1105 1.3325 0.474 0.575 2.592 2.673
block create brick 1.3325 1.5545 0.474 0.575 2.592 2.673
block create brick 1.5545 1.7715 0.474 0.575 2.592 2.673

;line 29
block create brick 0.3335 0.5505 0.474 0.575 2.673 2.754
block create brick 0.5505 0.7725 0.474 0.575 2.673 2.754
block create brick 0.7725 0.9945 0.474 0.575 2.673 2.754
block create brick 0.9945 1.2165 0.474 0.575 2.673 2.754
block create brick 1.2165 1.4385 0.474 0.575 2.673 2.754
block create brick 1.4385 1.6605 0.474 0.575 2.673 2.754
block create brick 1.6605 1.7715 0.474 0.575 2.673 2.754

;line 30
block create brick 0.3335 0.4445 0.474 0.575 2.754 2.835
block create brick 0.4445 0.6665 0.474 0.575 2.754 2.835
block create brick 0.6665 0.8885 0.474 0.575 2.754 2.835
block create brick 0.8885 1.1105 0.474 0.575 2.754 2.835
block create brick 1.1105 1.3325 0.474 0.575 2.754 2.835
block create brick 1.3325 1.5545 0.474 0.575 2.754 2.835
block create brick 1.5545 1.7715 0.474 0.575 2.754 2.835

;line 31
block create brick 0.3335 0.5505 0.474 0.575 2.835 2.916
block create brick 0.5505 0.7725 0.474 0.575 2.835 2.916
block create brick 0.7725 0.9945 0.474 0.575 2.835 2.916
block create brick 0.9945 1.2165 0.474 0.575 2.835 2.916
block create brick 1.2165 1.4385 0.474 0.575 2.835 2.916
block create brick 1.4385 1.6605 0.474 0.575 2.835 2.916
block create brick 1.6605 1.7715 0.474 0.575 2.835 2.916

;line 32
block create brick 0.3335 0.4445 0.474 0.575 2.916 2.997
block create brick 0.4445 0.6665 0.474 0.575 2.916 2.997
block create brick 0.6665 0.8885 0.474 0.575 2.916 2.997
block create brick 0.8885 1.1105 0.474 0.575 2.916 2.997
block create brick 1.1105 1.3325 0.474 0.575 2.916 2.997
block create brick 1.3325 1.5545 0.474 0.575 2.916 2.997
block create brick 1.5545 1.7715 0.474 0.575 2.916 2.997

;line 33
block create brick 0.3335 0.5505 0.474 0.575 2.997 3.078
block create brick 0.5505 0.7725 0.474 0.575 2.997 3.078
block create brick 0.7725 0.9945 0.474 0.575 2.997 3.078
block create brick 0.9945 1.2165 0.474 0.575 2.997 3.078
block create brick 1.2165 1.4385 0.474 0.575 2.997 3.078
block create brick 1.4385 1.6605 0.474 0.575 2.997 3.078
block create brick 1.6605 1.7715 0.474 0.575 2.997 3.078

;line 34
block create brick 0.3335 0.4445 0.474 0.575 3.078 3.164
block create brick 0.4445 0.6665 0.474 0.575 3.078 3.164
block create brick 0.6665 0.8885 0.474 0.575 3.078 3.164
block create brick 0.8885 1.1105 0.474 0.575 3.078 3.164
block create brick 1.1105 1.3325 0.474 0.575 3.078 3.164
block create brick 1.3325 1.5545 0.474 0.575 3.078 3.164
block create brick 1.5545 1.7715 0.474 0.575 3.078 3.164

block group "brickUp" slot 'components'
block hide group "brickUp"

block create brick 0 2.1 0.4 0.65 3.164 3.464
block group "steel beam" slot 'components'
block hide off
