         time tilt_low_s... 
------------- ------------- 
 7.953913e-05 -2.495927e-02 
 4.772348e-04 -2.683227e-02 
 8.749304e-04 -2.906187e-02 
 1.272626e-03 -3.128185e-02 
 1.670322e-03 -3.338070e-02 
 2.068017e-03 -3.535640e-02 
 2.465713e-03 -3.724877e-02 
 2.863409e-03 -3.854952e-02 
 3.261104e-03 -3.972368e-02 
 3.658800e-03 -4.057740e-02 
 4.056495e-03 -4.080588e-02 
 4.454191e-03 -4.043274e-02 
 4.851887e-03 -3.970788e-02 
 5.249582e-03 -3.859864e-02 
 5.647278e-03 -3.714856e-02 
 6.044974e-03 -3.552803e-02 
 6.442669e-03 -3.393083e-02 
 6.840365e-03 -3.249755e-02 
 7.238060e-03 -3.151506e-02 
 7.635756e-03 -3.115714e-02 
 8.033452e-03 -3.132605e-02 
 8.431147e-03 -3.151036e-02 
 8.828843e-03 -3.203262e-02 
 9.226539e-03 -3.274428e-02 
 9.624234e-03 -3.372598e-02 
 1.002193e-02 -3.486145e-02 
 1.041963e-02 -3.595315e-02 
 1.081732e-02 -3.681379e-02 
 1.121502e-02 -3.747652e-02 
 1.161271e-02 -3.809640e-02 
 1.201041e-02 -3.888897e-02 
 1.240810e-02 -3.947363e-02 
 1.280580e-02 -4.002711e-02 
 1.320349e-02 -4.039134e-02 
 1.360119e-02 -4.053205e-02 
 1.399889e-02 -4.047422e-02 
 1.439658e-02 -4.004418e-02 
 1.479428e-02 -3.951799e-02 
 1.519197e-02 -3.873897e-02 
 1.558967e-02 -3.800780e-02 
 1.598736e-02 -3.735516e-02 
 1.638506e-02 -3.686147e-02 
 1.678276e-02 -3.675590e-02 
 1.718045e-02 -3.676275e-02 
 1.757815e-02 -3.697996e-02 
 1.797584e-02 -3.717720e-02 
 1.837354e-02 -3.734783e-02 
 1.877123e-02 -3.750842e-02 
 1.916893e-02 -3.790603e-02 
 1.956662e-02 -3.838797e-02 
 1.996432e-02 -3.903778e-02 
 2.036202e-02 -3.951074e-02 
 2.075971e-02 -4.003320e-02 
 2.115741e-02 -4.068607e-02 
 2.155510e-02 -4.126893e-02 
 2.195280e-02 -4.195644e-02 
 2.235049e-02 -4.259097e-02 
 2.274819e-02 -4.330147e-02 
 2.314589e-02 -4.359734e-02 
 2.354358e-02 -4.391507e-02 
 2.394128e-02 -4.405894e-02 
 2.433897e-02 -4.392754e-02 
 2.473667e-02 -4.356450e-02 
 2.513436e-02 -4.292048e-02 
 2.553206e-02 -4.207707e-02 
 2.592975e-02 -4.134381e-02 
 2.632745e-02 -4.061108e-02 
 2.672515e-02 -4.015705e-02 
 2.712284e-02 -3.997856e-02 
 2.752054e-02 -4.013789e-02 
 2.791823e-02 -4.019902e-02 
 2.831593e-02 -4.036648e-02 
 2.871362e-02 -4.055365e-02 
 2.911132e-02 -4.053288e-02 
 2.950902e-02 -4.000181e-02 
 2.990671e-02 -3.915974e-02 
 3.030441e-02 -3.795287e-02 
 3.070210e-02 -3.652627e-02 
 3.109980e-02 -3.513032e-02 
 3.149749e-02 -3.385241e-02 
 3.189519e-02 -3.247828e-02 
 3.229288e-02 -3.100097e-02 
 3.269058e-02 -2.946391e-02 
 3.308828e-02 -2.794064e-02 
 3.348597e-02 -2.656473e-02 
 3.388367e-02 -2.514802e-02 
 3.428136e-02 -2.375575e-02 
 3.467906e-02 -2.224676e-02 
 3.507675e-02 -2.099183e-02 
 3.547445e-02 -1.977660e-02 
 3.587215e-02 -1.870960e-02 
 3.626984e-02 -1.774728e-02 
 3.666754e-02 -1.675613e-02 
 3.706523e-02 -1.589610e-02 
 3.746293e-02 -1.484467e-02 
 3.786062e-02 -1.360546e-02 
 3.825832e-02 -1.222271e-02 
 3.865602e-02 -1.065982e-02 
 3.905371e-02 -8.971528e-03 
 3.945141e-02 -7.179097e-03 
 3.984910e-02 -5.305082e-03 
 4.024680e-02 -3.378406e-03 
 4.064449e-02 -1.396057e-03 
 4.104219e-02  4.913212e-04 
 4.143988e-02  2.102668e-03 
 4.183758e-02  3.502478e-03 
 4.223528e-02  4.898033e-03 
 4.263297e-02  5.911792e-03 
 4.303067e-02  6.523865e-03 
 4.342836e-02  6.998794e-03 
 4.382606e-02  7.236459e-03 
 4.422375e-02  7.385403e-03 
 4.462145e-02  7.747348e-03 
 4.501915e-02  8.474212e-03 
 4.541684e-02  9.415795e-03 
 4.581454e-02  1.021541e-02 
 4.621223e-02  1.112403e-02 
 4.660993e-02  1.230402e-02 
 4.700762e-02  1.369455e-02 
 4.740532e-02  1.523217e-02 
 4.780301e-02  1.701868e-02 
 4.820071e-02  1.875375e-02 
 4.859841e-02  2.049727e-02 
 4.899610e-02  2.238239e-02 
 4.939380e-02  2.453219e-02 
 4.979149e-02  2.671199e-02 
 5.018919e-02  2.894229e-02 
 5.058688e-02  3.107617e-02 
 5.098458e-02  3.304047e-02 
 5.138228e-02  3.493892e-02 
 5.177997e-02  3.674764e-02 
 5.217767e-02  3.838482e-02 
 5.257536e-02  3.961317e-02 
 5.297306e-02  4.063672e-02 
 5.337075e-02  4.146096e-02 
 5.376845e-02  4.226515e-02 
 5.416614e-02  4.319003e-02 
 5.456384e-02  4.414293e-02 
 5.496154e-02  4.491284e-02 
 5.535923e-02  4.550080e-02 
 5.575693e-02  4.596027e-02 
 5.615462e-02  4.663719e-02 
 5.655232e-02  4.732975e-02 
 5.695001e-02  4.835925e-02 
 5.734771e-02  4.946170e-02 
 5.774541e-02  5.084086e-02 
 5.814310e-02  5.257874e-02 
 5.854080e-02  5.470932e-02 
 5.893849e-02  5.708866e-02 
 5.933619e-02  5.957627e-02 
 5.973388e-02  6.200812e-02 
 6.013158e-02  6.449718e-02 
 6.052927e-02  6.686869e-02 
 6.092697e-02  6.896538e-02 
 6.132467e-02  7.090308e-02 
 6.172236e-02  7.228522e-02 
 6.212006e-02  7.353089e-02 
 6.251775e-02  7.451882e-02 
 6.291545e-02  7.539782e-02 
 6.331314e-02  7.615558e-02 
 6.371084e-02  7.674076e-02 
 6.410854e-02  7.725436e-02 
 6.450623e-02  7.776618e-02 
 6.490393e-02  7.826121e-02 
 6.530162e-02  7.906254e-02 
