         time Top_Quarte... 
------------- ------------- 
 2.783869e-04  1.792391e-02 
 6.760826e-04  1.791008e-02 
 1.073778e-03  1.789662e-02 
 1.471474e-03  1.788343e-02 
 1.869169e-03  1.787079e-02 
 2.266865e-03  1.785903e-02 
 2.664561e-03  1.784836e-02 
 3.062256e-03  1.783816e-02 
 3.459952e-03  1.782902e-02 
 3.857648e-03  1.782000e-02 
 4.255343e-03  1.781167e-02 
 4.653039e-03  1.780369e-02 
 5.050734e-03  1.779688e-02 
 5.448430e-03  1.779157e-02 
 5.846126e-03  1.778788e-02 
 6.243821e-03  1.778604e-02 
 6.641517e-03  1.778495e-02 
 7.039213e-03  1.778413e-02 
 7.436908e-03  1.778351e-02 
 7.834604e-03  1.778422e-02 
 8.232299e-03  1.778604e-02 
 8.629995e-03  1.778985e-02 
 9.027691e-03  1.779524e-02 
 9.425386e-03  1.780209e-02 
 9.823082e-03  1.780926e-02 
 1.022078e-02  1.781634e-02 
 1.061847e-02  1.782340e-02 
 1.101617e-02  1.783022e-02 
 1.141386e-02  1.783684e-02 
 1.181156e-02  1.784343e-02 
 1.220926e-02  1.785066e-02 
 1.260695e-02  1.785842e-02 
 1.300465e-02  1.786697e-02 
 1.340234e-02  1.787618e-02 
 1.380004e-02  1.788501e-02 
 1.419773e-02  1.789321e-02 
 1.459543e-02  1.789998e-02 
 1.499313e-02  1.790612e-02 
 1.539082e-02  1.791224e-02 
 1.578852e-02  1.791823e-02 
 1.618621e-02  1.792432e-02 
 1.658391e-02  1.793082e-02 
 1.698160e-02  1.793686e-02 
 1.737930e-02  1.794232e-02 
 1.777699e-02  1.794707e-02 
 1.817469e-02  1.795089e-02 
 1.857239e-02  1.795309e-02 
 1.897008e-02  1.795450e-02 
 1.936778e-02  1.795518e-02 
 1.976547e-02  1.795626e-02 
 2.016317e-02  1.795899e-02 
 2.056086e-02  1.796254e-02 
 2.095856e-02  1.796664e-02 
 2.135626e-02  1.797137e-02 
 2.175395e-02  1.797644e-02 
 2.215165e-02  1.798233e-02 
 2.254934e-02  1.799012e-02 
 2.294704e-02  1.799989e-02 
 2.334473e-02  1.801212e-02 
 2.374243e-02  1.802743e-02 
 2.414012e-02  1.804499e-02 
 2.453782e-02  1.806511e-02 
 2.493552e-02  1.808694e-02 
 2.533321e-02  1.810952e-02 
 2.573091e-02  1.813123e-02 
 2.612860e-02  1.815361e-02 
 2.652630e-02  1.817582e-02 
 2.692399e-02  1.819793e-02 
 2.732169e-02  1.821979e-02 
 2.771939e-02  1.824129e-02 
 2.811708e-02  1.826204e-02 
 2.851478e-02  1.828231e-02 
 2.891247e-02  1.830294e-02 
 2.931017e-02  1.832367e-02 
 2.970786e-02  1.834571e-02 
 3.010556e-02  1.836849e-02 
 3.050325e-02  1.839221e-02 
 3.090095e-02  1.841810e-02 
 3.129865e-02  1.844546e-02 
 3.169634e-02  1.847369e-02 
 3.209404e-02  1.850291e-02 
 3.249173e-02  1.853328e-02 
 3.288943e-02  1.856453e-02 
 3.328712e-02  1.859705e-02 
 3.368482e-02  1.863061e-02 
