         time tilt_local... 
------------- ------------- 
 2.583893e-04 -4.179881e-02 
 5.813759e-04 -4.177833e-02 
 9.043625e-04 -4.174439e-02 
 1.227349e-03 -4.167465e-02 
 1.550336e-03 -4.156481e-02 
 1.873322e-03 -4.143975e-02 
 2.196309e-03 -4.131100e-02 
 2.519296e-03 -4.117800e-02 
 2.842282e-03 -4.104125e-02 
 3.165269e-03 -4.090386e-02 
 3.488256e-03 -4.076202e-02 
 3.811242e-03 -4.060871e-02 
 4.134229e-03 -4.044046e-02 
 4.457216e-03 -4.025700e-02 
 4.780202e-03 -4.005572e-02 
 5.103189e-03 -3.983398e-02 
 5.426175e-03 -3.959132e-02 
 5.749162e-03 -3.933534e-02 
 6.072149e-03 -3.907084e-02 
 6.395136e-03 -3.880270e-02 
 6.718123e-03 -3.853394e-02 
 7.041110e-03 -3.826613e-02 
 7.364097e-03 -3.800113e-02 
 7.687084e-03 -3.773586e-02 
 8.010071e-03 -3.746701e-02 
 8.333058e-03 -3.719160e-02 
 8.656045e-03 -3.690712e-02 
 8.979032e-03 -3.661255e-02 
 9.302019e-03 -3.630548e-02 
 9.625006e-03 -3.597974e-02 
 9.947993e-03 -3.562422e-02 
 1.027098e-02 -3.524632e-02 
 1.059397e-02 -3.487630e-02 
 1.091695e-02 -3.452441e-02 
 1.123994e-02 -3.417176e-02 
 1.156293e-02 -3.380610e-02 
 1.188592e-02 -3.343079e-02 
 1.220890e-02 -3.305840e-02 
 1.253189e-02 -3.269228e-02 
 1.285488e-02 -3.232107e-02 
 1.317786e-02 -3.194701e-02 
 1.350085e-02 -3.156855e-02 
 1.382384e-02 -3.117572e-02 
 1.414682e-02 -3.077708e-02 
 1.446981e-02 -3.037407e-02 
 1.479280e-02 -2.996857e-02 
 1.511578e-02 -2.956420e-02 
 1.543877e-02 -2.915400e-02 
 1.576176e-02 -2.873797e-02 
 1.608474e-02 -2.832595e-02 
 1.640773e-02 -2.792931e-02 
 1.673072e-02 -2.754269e-02 
 1.705370e-02 -2.715398e-02 
 1.737669e-02 -2.675742e-02 
 1.769968e-02 -2.635103e-02 
 1.802266e-02 -2.593361e-02 
 1.834565e-02 -2.550783e-02 
 1.866863e-02 -2.507842e-02 
 1.899162e-02 -2.464983e-02 
 1.931461e-02 -2.422304e-02 
 1.963759e-02 -2.379571e-02 
 1.996058e-02 -2.336966e-02 
 2.028356e-02 -2.293639e-02 
 2.060655e-02 -2.249772e-02 
 2.092953e-02 -2.207111e-02 
 2.125252e-02 -2.167187e-02 
 2.157551e-02 -2.128284e-02 
 2.189849e-02 -2.088002e-02 
 2.222148e-02 -2.046585e-02 
 2.254446e-02 -2.005406e-02 
 2.286745e-02 -1.965036e-02 
 2.319043e-02 -1.924573e-02 
 2.351342e-02 -1.883827e-02 
 2.383640e-02 -1.843642e-02 
 2.415939e-02 -1.803377e-02 
