         time Top_Quarte... 
------------- ------------- 
 2.583893e-04 -1.660676e-05 
 5.813759e-04 -1.674016e-05 
 9.043625e-04 -1.688093e-05 
 1.227349e-03 -1.702896e-05 
 1.550336e-03 -1.718432e-05 
 1.873322e-03 -1.735054e-05 
 2.196309e-03 -1.754729e-05 
 2.519296e-03 -1.780067e-05 
 2.842282e-03 -1.808045e-05 
 3.165269e-03 -1.833720e-05 
 3.488256e-03 -1.856983e-05 
 3.811242e-03 -1.877336e-05 
 4.134229e-03 -1.895239e-05 
 4.457216e-03 -1.910557e-05 
 4.780202e-03 -1.923284e-05 
 5.103189e-03 -1.933852e-05 
 5.426175e-03 -1.942412e-05 
 5.749162e-03 -1.948926e-05 
 6.072149e-03 -1.953009e-05 
 6.395136e-03 -1.955305e-05 
 6.718123e-03 -1.955218e-05 
 7.041110e-03 -1.952713e-05 
 7.364097e-03 -1.947574e-05 
 7.687084e-03 -1.941005e-05 
 8.010071e-03 -1.935090e-05 
 8.333058e-03 -1.929581e-05 
 8.656045e-03 -1.921149e-05 
 8.979032e-03 -1.907058e-05 
 9.302019e-03 -1.885906e-05 
 9.625006e-03 -1.857395e-05 
 9.947993e-03 -1.821997e-05 
 1.027098e-02 -1.780002e-05 
 1.059397e-02 -1.731801e-05 
 1.091695e-02 -1.678344e-05 
 1.123994e-02 -1.620609e-05 
 1.156293e-02 -1.560234e-05 
 1.188592e-02 -1.497823e-05 
 1.220890e-02 -1.433713e-05 
 1.253189e-02 -1.368625e-05 
 1.285488e-02 -1.303425e-05 
 1.317786e-02 -1.236932e-05 
 1.350085e-02 -1.166749e-05 
 1.382384e-02 -1.092876e-05 
 1.414682e-02 -1.015990e-05 
 1.446981e-02 -9.369232e-06 
 1.479280e-02 -8.558528e-06 
 1.511578e-02 -7.725673e-06 
 1.543877e-02 -6.871632e-06 
 1.576176e-02 -5.998636e-06 
 1.608474e-02 -5.112207e-06 
 1.640773e-02 -4.212708e-06 
 1.673072e-02 -3.299167e-06 
 1.705370e-02 -2.367368e-06 
 1.737669e-02 -1.396766e-06 
 1.769968e-02 -3.771758e-07 
 1.802266e-02  6.785191e-07 
 1.834565e-02  1.762051e-06 
 1.866863e-02  2.872388e-06 
 1.899162e-02  4.025558e-06 
 1.931461e-02  5.229954e-06 
 1.963759e-02  6.475676e-06 
 1.996058e-02  7.762475e-06 
 2.028356e-02  9.079394e-06 
 2.060655e-02  1.040726e-05 
 2.092953e-02  1.173704e-05 
 2.125252e-02  1.307246e-05 
 2.157551e-02  1.442410e-05 
 2.189849e-02  1.580120e-05 
 2.222148e-02  1.723464e-05 
 2.254446e-02  1.875425e-05 
 2.286745e-02  2.035930e-05 
 2.319043e-02  2.203678e-05 
 2.351342e-02  2.378336e-05 
 2.383640e-02  2.559559e-05 
 2.415939e-02  2.746729e-05 
 2.448238e-02  2.938599e-05 
 2.480536e-02  3.133779e-05 
 2.512835e-02  3.331247e-05 
 2.545133e-02  3.530520e-05 
 2.577432e-02  3.731987e-05 
 2.609730e-02  3.936364e-05 
 2.642029e-02  4.144457e-05 
 2.674327e-02  4.357206e-05 
 2.706626e-02  4.576394e-05 
 2.738924e-02  4.803811e-05 
 2.771223e-02  5.040935e-05 
 2.803521e-02  5.286351e-05 
 2.835820e-02  5.537179e-05 
 2.868118e-02  5.791004e-05 
 2.900416e-02  6.047895e-05 
 2.932715e-02  6.309606e-05 
 2.965013e-02  6.577773e-05 
 2.997312e-02  6.852453e-05 
 3.029610e-02  7.132797e-05 
 3.061909e-02  7.419641e-05 
 3.094207e-02  7.713534e-05 
 3.126506e-02  8.015915e-05 
 3.158804e-02  8.327923e-05 
 3.191103e-02  8.650688e-05 
 3.223401e-02  8.984168e-05 
 3.255699e-02  9.328620e-05 
 3.287998e-02  9.683025e-05 
 3.320296e-02  1.004556e-04 
 3.352595e-02  1.041475e-04 
 3.384893e-02  1.078997e-04 
 3.417192e-02  1.117123e-04 
 3.449490e-02  1.155893e-04 
 3.481789e-02  1.195292e-04 
 3.514087e-02  1.235360e-04 
 3.546385e-02  1.276206e-04 
