         time Mid_Disp()... 
------------- ------------- 
 2.583893e-04 -6.706410e-05 
 5.813759e-04 -6.734370e-05 
 9.043625e-04 -6.763134e-05 
 1.227349e-03 -6.792695e-05 
 1.550336e-03 -6.823032e-05 
 1.873322e-03 -6.854127e-05 
 2.196309e-03 -6.885971e-05 
 2.519296e-03 -6.918547e-05 
 2.842282e-03 -6.951832e-05 
 3.165269e-03 -6.985817e-05 
 3.488256e-03 -7.020490e-05 
 3.811242e-03 -7.055853e-05 
 4.134229e-03 -7.092037e-05 
 4.457216e-03 -7.129370e-05 
 4.780202e-03 -7.167323e-05 
 5.103189e-03 -7.202106e-05 
 5.426175e-03 -7.228821e-05 
 5.749162e-03 -7.250576e-05 
 6.072149e-03 -7.277335e-05 
 6.395136e-03 -7.313056e-05 
 6.718123e-03 -7.355727e-05 
 7.041110e-03 -7.403951e-05 
 7.364097e-03 -7.458416e-05 
 7.687084e-03 -7.520759e-05 
 8.010071e-03 -7.590533e-05 
 8.333058e-03 -7.668531e-05 
 8.656045e-03 -7.753380e-05 
 8.979032e-03 -7.841331e-05 
 9.302019e-03 -7.931784e-05 
 9.625006e-03 -8.024558e-05 
 9.947993e-03 -8.119755e-05 
 1.027098e-02 -8.217475e-05 
 1.059397e-02 -8.318743e-05 
 1.091695e-02 -8.422298e-05 
 1.123994e-02 -8.527757e-05 
 1.156293e-02 -8.635452e-05 
 1.188592e-02 -8.746730e-05 
 1.220890e-02 -8.863640e-05 
 1.253189e-02 -8.986061e-05 
 1.285488e-02 -9.113216e-05 
 1.317786e-02 -9.243044e-05 
 1.350085e-02 -9.372962e-05 
 1.382384e-02 -9.500036e-05 
 1.414682e-02 -9.622529e-05 
 1.446981e-02 -9.740723e-05 
 1.479280e-02 -9.855830e-05 
 1.511578e-02 -9.968158e-05 
 1.543877e-02 -1.007574e-04 
 1.576176e-02 -1.017612e-04 
 1.608474e-02 -1.026966e-04 
 1.640773e-02 -1.036056e-04 
 1.673072e-02 -1.045169e-04 
 1.705370e-02 -1.054110e-04 
 1.737669e-02 -1.062427e-04 
 1.769968e-02 -1.069889e-04 
 1.802266e-02 -1.076506e-04 
 1.834565e-02 -1.082194e-04 
 1.866863e-02 -1.086714e-04 
 1.899162e-02 -1.089924e-04 
 1.931461e-02 -1.091820e-04 
 1.963759e-02 -1.092724e-04 
 1.996058e-02 -1.092985e-04 
 2.028356e-02 -1.092710e-04 
 2.060655e-02 -1.091790e-04 
 2.092953e-02 -1.089858e-04 
 2.125252e-02 -1.086641e-04 
 2.157551e-02 -1.082020e-04 
 2.189849e-02 -1.075990e-04 
 2.222148e-02 -1.068595e-04 
 2.254446e-02 -1.059641e-04 
 2.286745e-02 -1.048798e-04 
 2.319043e-02 -1.035862e-04 
 2.351342e-02 -1.020650e-04 
 2.383640e-02 -1.003308e-04 
 2.415939e-02 -9.839100e-05 
 2.448238e-02 -9.626326e-05 
 2.480536e-02 -9.397060e-05 
 2.512835e-02 -9.153207e-05 
 2.545133e-02 -8.896365e-05 
 2.577432e-02 -8.623917e-05 
 2.609730e-02 -8.332447e-05 
 2.642029e-02 -8.022253e-05 
 2.674327e-02 -7.695589e-05 
 2.706626e-02 -7.352809e-05 
 2.738924e-02 -6.990632e-05 
 2.771223e-02 -6.606524e-05 
 2.803521e-02 -6.200240e-05 
 2.835820e-02 -5.772161e-05 
 2.868118e-02 -5.325754e-05 
 2.900416e-02 -4.862402e-05 
 2.932715e-02 -4.380003e-05 
 2.965013e-02 -3.877860e-05 
 2.997312e-02 -3.359674e-05 
 3.029610e-02 -2.830535e-05 
 3.061909e-02 -2.290430e-05 
 3.094207e-02 -1.734731e-05 
 3.126506e-02 -1.159452e-05 
 3.158804e-02 -5.638296e-06 
 3.191103e-02  5.198296e-07 
 3.223401e-02  6.870814e-06 
 3.255699e-02  1.339277e-05 
 3.287998e-02  2.007518e-05 
 3.320296e-02  2.691131e-05 
 3.352595e-02  3.389024e-05 
 3.384893e-02  4.099352e-05 
 3.417192e-02  4.819879e-05 
 3.449490e-02  5.549996e-05 
 3.481789e-02  6.289241e-05 
 3.514087e-02  7.034333e-05 
 3.546385e-02  7.782536e-05 
 3.578684e-02  8.535170e-05 
 3.610982e-02  9.297369e-05 
 3.643281e-02  1.007245e-04 
 3.675579e-02  1.085985e-04 
 3.707878e-02  1.165832e-04 
 3.740176e-02  1.246699e-04 
 3.772475e-02  1.328682e-04 
 3.804773e-02  1.411671e-04 
 3.837072e-02  1.495416e-04 
 3.869370e-02  1.579553e-04 
 3.901669e-02  1.663715e-04 
 3.933967e-02  1.747817e-04 
 3.966266e-02  1.832112e-04 
 3.998564e-02  1.916639e-04 
 4.030862e-02  2.000814e-04 
 4.063161e-02  2.084237e-04 
 4.095459e-02  2.167031e-04 
 4.127758e-02  2.249969e-04 
 4.160056e-02  2.333546e-04 
 4.192355e-02  2.417816e-04 
 4.224653e-02  2.502711e-04 
 4.256952e-02  2.588028e-04 
 4.289250e-02  2.673546e-04 
 4.321549e-02  2.759107e-04 
 4.353847e-02  2.844648e-04 
 4.386146e-02  2.929824e-04 
 4.418444e-02  3.014471e-04 
 4.450743e-02  3.098683e-04 
 4.483041e-02  3.182560e-04 
 4.515340e-02  3.266034e-04 
 4.547638e-02  3.348900e-04 
 4.579937e-02  3.431256e-04 
 4.612235e-02  3.513501e-04 
 4.644534e-02  3.596160e-04 
 4.676832e-02  3.679394e-04 
