         time Record_Dis... 
------------- ------------- 
 7.953913e-05 -1.298829e-03 
 4.772348e-04 -1.297616e-03 
 8.749304e-04 -1.296415e-03 
 1.272626e-03 -1.295253e-03 
 1.670322e-03 -1.294142e-03 
 2.068017e-03 -1.293083e-03 
 2.465713e-03 -1.292064e-03 
 2.863409e-03 -1.291062e-03 
 3.261104e-03 -1.290053e-03 
 3.658800e-03 -1.289035e-03 
 4.056495e-03 -1.288017e-03 
 4.454191e-03 -1.286999e-03 
 4.851887e-03 -1.285973e-03 
 5.249582e-03 -1.284941e-03 
 5.647278e-03 -1.283933e-03 
 6.044974e-03 -1.282950e-03 
 6.442669e-03 -1.281986e-03 
 6.840365e-03 -1.281046e-03 
 7.238060e-03 -1.280140e-03 
 7.635756e-03 -1.279275e-03 
 8.033452e-03 -1.278454e-03 
 8.431147e-03 -1.277681e-03 
 8.828843e-03 -1.276969e-03 
 9.226539e-03 -1.276354e-03 
 9.624234e-03 -1.275862e-03 
 1.002193e-02 -1.275511e-03 
 1.041963e-02 -1.275155e-03 
 1.081732e-02 -1.274667e-03 
 1.121502e-02 -1.274016e-03 
 1.161271e-02 -1.273190e-03 
 1.201041e-02 -1.272198e-03 
 1.240810e-02 -1.271066e-03 
 1.280580e-02 -1.269810e-03 
 1.320349e-02 -1.268440e-03 
 1.360119e-02 -1.266939e-03 
 1.399889e-02 -1.265252e-03 
 1.439658e-02 -1.263307e-03 
 1.479428e-02 -1.261051e-03 
 1.519197e-02 -1.258504e-03 
 1.558967e-02 -1.255870e-03 
 1.598736e-02 -1.253210e-03 
 1.638506e-02 -1.250549e-03 
 1.678276e-02 -1.247889e-03 
 1.718045e-02 -1.245222e-03 
 1.757815e-02 -1.242548e-03 
 1.797584e-02 -1.239885e-03 
 1.837354e-02 -1.237269e-03 
 1.877123e-02 -1.234767e-03 
 1.916893e-02 -1.232445e-03 
 1.956662e-02 -1.230326e-03 
 1.996432e-02 -1.228385e-03 
 2.036202e-02 -1.226540e-03 
 2.075971e-02 -1.224714e-03 
 2.115741e-02 -1.222881e-03 
 2.155510e-02 -1.221033e-03 
 2.195280e-02 -1.219174e-03 
 2.235049e-02 -1.217316e-03 
 2.274819e-02 -1.215459e-03 
 2.314589e-02 -1.213580e-03 
 2.354358e-02 -1.211638e-03 
 2.394128e-02 -1.209615e-03 
 2.433897e-02 -1.207533e-03 
 2.473667e-02 -1.205434e-03 
 2.513436e-02 -1.203355e-03 
 2.553206e-02 -1.201328e-03 
 2.592975e-02 -1.199355e-03 
 2.632745e-02 -1.197424e-03 
 2.672515e-02 -1.195526e-03 
 2.712284e-02 -1.193657e-03 
 2.752054e-02 -1.191819e-03 
 2.791823e-02 -1.190021e-03 
 2.831593e-02 -1.188260e-03 
 2.871362e-02 -1.186509e-03 
 2.911132e-02 -1.184739e-03 
 2.950902e-02 -1.182942e-03 
 2.990671e-02 -1.181134e-03 
 3.030441e-02 -1.179357e-03 
 3.070210e-02 -1.177659e-03 
 3.109980e-02 -1.176059e-03 
 3.149749e-02 -1.174548e-03 
 3.189519e-02 -1.173090e-03 
 3.229288e-02 -1.171636e-03 
 3.269058e-02 -1.170148e-03 
 3.308828e-02 -1.168606e-03 
 3.348597e-02 -1.167013e-03 
 3.388367e-02 -1.165386e-03 
 3.428136e-02 -1.163740e-03 
 3.467906e-02 -1.162081e-03 
 3.507675e-02 -1.160401e-03 
 3.547445e-02 -1.158575e-03 
 3.587215e-02 -1.156535e-03 
 3.626984e-02 -1.154275e-03 
 3.666754e-02 -1.151829e-03 
 3.706523e-02 -1.149245e-03 
 3.746293e-02 -1.146563e-03 
 3.786062e-02 -1.143803e-03 
 3.825832e-02 -1.140986e-03 
 3.865602e-02 -1.138119e-03 
 3.905371e-02 -1.135186e-03 
 3.945141e-02 -1.132171e-03 
 3.984910e-02 -1.129074e-03 
 4.024680e-02 -1.125924e-03 
 4.064449e-02 -1.122801e-03 
 4.104219e-02 -1.119677e-03 
 4.143988e-02 -1.116512e-03 
 4.183758e-02 -1.113283e-03 
 4.223528e-02 -1.109989e-03 
 4.263297e-02 -1.106662e-03 
 4.303067e-02 -1.103347e-03 
 4.342836e-02 -1.100097e-03 
 4.382606e-02 -1.096953e-03 
 4.422375e-02 -1.093931e-03 
 4.462145e-02 -1.091017e-03 
 4.501915e-02 -1.088182e-03 
 4.541684e-02 -1.085428e-03 
 4.581454e-02 -1.082781e-03 
 4.621223e-02 -1.080266e-03 
 4.660993e-02 -1.077881e-03 
 4.700762e-02 -1.075603e-03 
 4.740532e-02 -1.073402e-03 
 4.780301e-02 -1.071249e-03 
 4.820071e-02 -1.069119e-03 
 4.859841e-02 -1.066994e-03 
 4.899610e-02 -1.064889e-03 
 4.939380e-02 -1.062826e-03 
 4.979149e-02 -1.060815e-03 
 5.018919e-02 -1.058835e-03 
 5.058688e-02 -1.056825e-03 
 5.098458e-02 -1.054773e-03 
 5.138228e-02 -1.052703e-03 
 5.177997e-02 -1.050657e-03 
 5.217767e-02 -1.048671e-03 
 5.257536e-02 -1.046750e-03 
 5.297306e-02 -1.044884e-03 
 5.337075e-02 -1.043052e-03 
 5.376845e-02 -1.041225e-03 
 5.416614e-02 -1.039376e-03 
 5.456384e-02 -1.037509e-03 
 5.496154e-02 -1.035647e-03 
 5.535923e-02 -1.033817e-03 
 5.575693e-02 -1.032023e-03 
 5.615462e-02 -1.030236e-03 
 5.655232e-02 -1.028427e-03 
 5.695001e-02 -1.026585e-03 
 5.734771e-02 -1.024710e-03 
 5.774541e-02 -1.022819e-03 
 5.814310e-02 -1.020934e-03 
 5.854080e-02 -1.019068e-03 
 5.893849e-02 -1.017225e-03 
 5.933619e-02 -1.015399e-03 
 5.973388e-02 -1.013594e-03 
 6.013158e-02 -1.011835e-03 
 6.052927e-02 -1.010100e-03 
 6.092697e-02 -1.008386e-03 
 6.132467e-02 -1.006685e-03 
 6.172236e-02 -1.004980e-03 
 6.212006e-02 -1.003255e-03 
 6.251775e-02 -1.001484e-03 
 6.291545e-02 -9.996589e-04 
 6.331314e-02 -9.977943e-04 
 6.371084e-02 -9.959031e-04 
 6.410854e-02 -9.939684e-04 
 6.450623e-02 -9.919423e-04 
 6.490393e-02 -9.897755e-04 
 6.530162e-02 -9.874579e-04 
 6.569932e-02 -9.850208e-04 
 6.609701e-02 -9.824841e-04 
 6.649471e-02 -9.798795e-04 
 6.689240e-02 -9.772302e-04 
