         time tilt_beam_... 
------------- ------------- 
 4.038461e-04 -1.371991e-02 
 8.076922e-04 -1.484006e-02 
 1.211538e-03 -1.599270e-02 
 1.615384e-03 -1.716038e-02 
 2.019230e-03 -1.831885e-02 
 2.423077e-03 -1.944274e-02 
 2.826923e-03 -2.050569e-02 
 3.230769e-03 -2.152708e-02 
 3.634615e-03 -2.252564e-02 
 4.038461e-03 -2.349655e-02 
 4.442307e-03 -2.443017e-02 
 4.846153e-03 -2.531540e-02 
 5.249999e-03 -2.614429e-02 
 5.653845e-03 -2.692210e-02 
 6.057691e-03 -2.764912e-02 
 6.461537e-03 -2.832961e-02 
 6.865383e-03 -2.896265e-02 
 7.269230e-03 -2.955718e-02 
 7.673076e-03 -3.011544e-02 
 8.076922e-03 -3.063203e-02 
 8.480768e-03 -3.108116e-02 
 8.884614e-03 -3.142732e-02 
 9.288460e-03 -3.166521e-02 
 9.692306e-03 -3.178891e-02 
 1.009615e-02 -3.177436e-02 
 1.050000e-02 -3.161757e-02 
 1.090384e-02 -3.130448e-02 
 1.130769e-02 -3.084208e-02 
 1.171154e-02 -3.024732e-02 
 1.211538e-02 -2.954115e-02 
 1.251923e-02 -2.874144e-02 
 1.292307e-02 -2.787521e-02 
 1.332692e-02 -2.694995e-02 
 1.373077e-02 -2.596478e-02 
 1.413461e-02 -2.493897e-02 
 1.453846e-02 -2.387582e-02 
 1.494231e-02 -2.275838e-02 
 1.534615e-02 -2.157763e-02 
 1.575000e-02 -2.033547e-02 
 1.615384e-02 -1.903989e-02 
 1.655769e-02 -1.769445e-02 
 1.696154e-02 -1.629975e-02 
 1.736538e-02 -1.484362e-02 
 1.776923e-02 -1.333166e-02 
 1.817307e-02 -1.176648e-02 
 1.857692e-02 -1.014784e-02 
 1.898077e-02 -8.491135e-03 
 1.938461e-02 -6.792659e-03 
 1.978846e-02 -5.067600e-03 
 2.019230e-02 -3.344025e-03 
 2.059615e-02 -1.660607e-03 
 2.100000e-02 -1.786232e-05 
 2.140384e-02  1.610273e-03 
 2.180769e-02  3.253637e-03 
 2.221153e-02  4.938295e-03 
 2.261538e-02  6.668730e-03 
 2.301923e-02  8.452801e-03 
 2.342307e-02  1.029723e-02 
 2.382692e-02  1.218049e-02 
 2.423077e-02  1.409918e-02 
 2.463461e-02  1.604986e-02 
 2.503846e-02  1.801876e-02 
