         time Bot_Quarte... 
------------- ------------- 
 4.038461e-04 -1.790077e-02 
 8.076922e-04 -1.789178e-02 
 1.211538e-03 -1.788350e-02 
 1.615384e-03 -1.787579e-02 
 2.019230e-03 -1.786848e-02 
 2.423077e-03 -1.786135e-02 
 2.826923e-03 -1.785422e-02 
 3.230769e-03 -1.784695e-02 
 3.634615e-03 -1.783918e-02 
 4.038461e-03 -1.783088e-02 
 4.442307e-03 -1.782228e-02 
 4.846153e-03 -1.781361e-02 
 5.249999e-03 -1.780508e-02 
 5.653845e-03 -1.779683e-02 
 6.057691e-03 -1.778896e-02 
 6.461537e-03 -1.778161e-02 
 6.865383e-03 -1.777492e-02 
 7.269230e-03 -1.776896e-02 
 7.673076e-03 -1.776386e-02 
 8.076922e-03 -1.775977e-02 
 8.480768e-03 -1.775684e-02 
 8.884614e-03 -1.775490e-02 
 9.288460e-03 -1.775356e-02 
 9.692306e-03 -1.775273e-02 
 1.009615e-02 -1.775224e-02 
 1.050000e-02 -1.775208e-02 
 1.090384e-02 -1.775230e-02 
 1.130769e-02 -1.775297e-02 
 1.171154e-02 -1.775426e-02 
 1.211538e-02 -1.775632e-02 
 1.251923e-02 -1.775926e-02 
 1.292307e-02 -1.776297e-02 
 1.332692e-02 -1.776732e-02 
 1.373077e-02 -1.777225e-02 
 1.413461e-02 -1.777754e-02 
 1.453846e-02 -1.778281e-02 
 1.494231e-02 -1.778769e-02 
 1.534615e-02 -1.779207e-02 
 1.575000e-02 -1.779569e-02 
 1.615384e-02 -1.779826e-02 
 1.655769e-02 -1.779954e-02 
 1.696154e-02 -1.779933e-02 
 1.736538e-02 -1.779767e-02 
 1.776923e-02 -1.779457e-02 
 1.817307e-02 -1.778996e-02 
 1.857692e-02 -1.778400e-02 
 1.898077e-02 -1.777694e-02 
 1.938461e-02 -1.776905e-02 
 1.978846e-02 -1.776047e-02 
 2.019230e-02 -1.775118e-02 
 2.059615e-02 -1.774121e-02 
 2.100000e-02 -1.773059e-02 
 2.140384e-02 -1.771920e-02 
 2.180769e-02 -1.770694e-02 
 2.221153e-02 -1.769343e-02 
 2.261538e-02 -1.767835e-02 
