         time Bot_Quarte... 
------------- ------------- 
 3.634615e-04 -3.362747e-03 
 7.673076e-04 -3.361869e-03 
 1.171154e-03 -3.360375e-03 
 1.575000e-03 -3.358150e-03 
 1.978846e-03 -3.355122e-03 
 2.382692e-03 -3.351245e-03 
 2.786538e-03 -3.346583e-03 
 3.190384e-03 -3.341232e-03 
 3.594230e-03 -3.335181e-03 
 3.998076e-03 -3.328535e-03 
 4.401922e-03 -3.321462e-03 
 4.805768e-03 -3.314138e-03 
 5.209615e-03 -3.306578e-03 
 5.613461e-03 -3.298757e-03 
 6.017307e-03 -3.290626e-03 
 6.421153e-03 -3.282158e-03 
 6.824999e-03 -3.273336e-03 
 7.228845e-03 -3.264175e-03 
 7.632691e-03 -3.254698e-03 
 8.036537e-03 -3.245007e-03 
 8.440383e-03 -3.235230e-03 
 8.844229e-03 -3.225425e-03 
 9.248075e-03 -3.215529e-03 
 9.651921e-03 -3.205584e-03 
 1.005577e-02 -3.195544e-03 
 1.045961e-02 -3.185398e-03 
 1.086346e-02 -3.175168e-03 
 1.126731e-02 -3.164810e-03 
 1.167115e-02 -3.154344e-03 
 1.207500e-02 -3.143777e-03 
 1.247884e-02 -3.133139e-03 
 1.288269e-02 -3.122392e-03 
 1.328654e-02 -3.111493e-03 
 1.369038e-02 -3.100468e-03 
 1.409423e-02 -3.089296e-03 
 1.449807e-02 -3.077923e-03 
 1.490192e-02 -3.066334e-03 
 1.530577e-02 -3.054629e-03 
 1.570961e-02 -3.042891e-03 
 1.611346e-02 -3.031155e-03 
 1.651730e-02 -3.019421e-03 
 1.692115e-02 -3.007727e-03 
 1.732500e-02 -2.996136e-03 
 1.772884e-02 -2.984584e-03 
 1.813269e-02 -2.972927e-03 
 1.853654e-02 -2.961064e-03 
 1.894038e-02 -2.948894e-03 
 1.934423e-02 -2.936276e-03 
 1.974807e-02 -2.923033e-03 
 2.015192e-02 -2.908933e-03 
 2.055577e-02 -2.893809e-03 
 2.095961e-02 -2.877602e-03 
 2.136346e-02 -2.860332e-03 
 2.176730e-02 -2.842067e-03 
 2.217115e-02 -2.822841e-03 
 2.257500e-02 -2.802743e-03 
 2.297884e-02 -2.781875e-03 
 2.338269e-02 -2.760375e-03 
 2.378653e-02 -2.738390e-03 
 2.419038e-02 -2.716088e-03 
 2.459423e-02 -2.693658e-03 
 2.499807e-02 -2.671284e-03 
 2.540192e-02 -2.649044e-03 
 2.580576e-02 -2.626982e-03 
 2.620961e-02 -2.605206e-03 
 2.661346e-02 -2.583693e-03 
 2.701730e-02 -2.562346e-03 
 2.742115e-02 -2.541015e-03 
 2.782500e-02 -2.519616e-03 
 2.822884e-02 -2.498198e-03 
 2.863269e-02 -2.476848e-03 
 2.903653e-02 -2.455605e-03 
 2.944038e-02 -2.434561e-03 
 2.984423e-02 -2.413787e-03 
 3.024807e-02 -2.393345e-03 
 3.065192e-02 -2.373256e-03 
 3.105576e-02 -2.353567e-03 
 3.145961e-02 -2.334300e-03 
 3.186346e-02 -2.315516e-03 
 3.226730e-02 -2.297252e-03 
 3.267115e-02 -2.279472e-03 
 3.307499e-02 -2.262083e-03 
 3.347884e-02 -2.244965e-03 
