         time tiltx_bot_... 
------------- ------------- 
 3.634615e-04 -3.217971e-02 
 7.673076e-04 -3.204961e-02 
 1.171154e-03 -3.188750e-02 
 1.575000e-03 -3.169720e-02 
 1.978846e-03 -3.146961e-02 
 2.382692e-03 -3.119904e-02 
 2.786538e-03 -3.088210e-02 
 3.190384e-03 -3.052587e-02 
 3.594230e-03 -3.014228e-02 
 3.998076e-03 -2.973541e-02 
 4.401922e-03 -2.931040e-02 
 4.805768e-03 -2.888232e-02 
 5.209615e-03 -2.846508e-02 
 5.613461e-03 -2.806275e-02 
 6.017307e-03 -2.767303e-02 
 6.421153e-03 -2.729133e-02 
 6.824999e-03 -2.691707e-02 
 7.228845e-03 -2.654710e-02 
 7.632691e-03 -2.618047e-02 
 8.036537e-03 -2.581649e-02 
 8.440383e-03 -2.545928e-02 
 8.844229e-03 -2.511382e-02 
 9.248075e-03 -2.477681e-02 
 9.651921e-03 -2.444298e-02 
 1.005577e-02 -2.411790e-02 
 1.045961e-02 -2.379485e-02 
 1.086346e-02 -2.347076e-02 
 1.126731e-02 -2.314029e-02 
 1.167115e-02 -2.279701e-02 
 1.207500e-02 -2.243908e-02 
 1.247884e-02 -2.206504e-02 
 1.288269e-02 -2.167723e-02 
 1.328654e-02 -2.127202e-02 
 1.369038e-02 -2.084503e-02 
 1.409423e-02 -2.040026e-02 
 1.449807e-02 -1.994158e-02 
 1.490192e-02 -1.946841e-02 
 1.530577e-02 -1.897832e-02 
 1.570961e-02 -1.848190e-02 
 1.611346e-02 -1.798565e-02 
 1.651730e-02 -1.749449e-02 
 1.692115e-02 -1.701277e-02 
 1.732500e-02 -1.654553e-02 
 1.772884e-02 -1.610078e-02 
 1.813269e-02 -1.567520e-02 
 1.853654e-02 -1.525906e-02 
 1.894038e-02 -1.484400e-02 
 1.934423e-02 -1.442388e-02 
 1.974807e-02 -1.398540e-02 
 2.015192e-02 -1.351159e-02 
 2.055577e-02 -1.298384e-02 
 2.095961e-02 -1.238516e-02 
 2.136346e-02 -1.170941e-02 
 2.176730e-02 -1.095566e-02 
 2.217115e-02 -1.012720e-02 
 2.257500e-02 -9.224957e-03 
 2.297884e-02 -8.259729e-03 
 2.338269e-02 -7.241345e-03 
 2.378653e-02 -6.182972e-03 
 2.419038e-02 -5.102211e-03 
 2.459423e-02 -4.012572e-03 
 2.499807e-02 -2.932258e-03 
 2.540192e-02 -1.877712e-03 
 2.580576e-02 -8.499921e-04 
 2.620961e-02  1.536984e-04 
 2.661346e-02  1.127329e-03 
