         time tiltx_up_s... 
------------- ------------- 
 3.634615e-04  8.600516e-03 
 7.673076e-04  8.316405e-03 
 1.171154e-03  8.021928e-03 
 1.575000e-03  7.757398e-03 
 1.978846e-03  7.530164e-03 
 2.382692e-03  7.346296e-03 
 2.786538e-03  7.211526e-03 
 3.190384e-03  7.127700e-03 
 3.594230e-03  7.106688e-03 
 3.998076e-03  7.155416e-03 
 4.401922e-03  7.273440e-03 
 4.805768e-03  7.458446e-03 
 5.209615e-03  7.707480e-03 
 5.613461e-03  8.014762e-03 
 6.017307e-03  8.364619e-03 
 6.421153e-03  8.746977e-03 
 6.824999e-03  9.169767e-03 
 7.228845e-03  9.629548e-03 
 7.632691e-03  1.011165e-02 
 8.036537e-03  1.060323e-02 
 8.440383e-03  1.109416e-02 
 8.844229e-03  1.157149e-02 
 9.248075e-03  1.202647e-02 
 9.651921e-03  1.245518e-02 
 1.005577e-02  1.285008e-02 
 1.045961e-02  1.320690e-02 
 1.086346e-02  1.351923e-02 
 1.126731e-02  1.378053e-02 
 1.167115e-02  1.398661e-02 
 1.207500e-02  1.413150e-02 
 1.247884e-02  1.421207e-02 
 1.288269e-02  1.422718e-02 
 1.328654e-02  1.417932e-02 
 1.369038e-02  1.406438e-02 
 1.409423e-02  1.387831e-02 
 1.449807e-02  1.362175e-02 
 1.490192e-02  1.329674e-02 
 1.530577e-02  1.290373e-02 
 1.570961e-02  1.244796e-02 
 1.611346e-02  1.194323e-02 
 1.651730e-02  1.140087e-02 
 1.692115e-02  1.082365e-02 
 1.732500e-02  1.022239e-02 
 1.772884e-02  9.617731e-03 
 1.813269e-02  9.028043e-03 
 1.853654e-02  8.458997e-03 
 1.894038e-02  7.913139e-03 
 1.934423e-02  7.395922e-03 
 1.974807e-02  6.914356e-03 
 2.015192e-02  6.469570e-03 
 2.055577e-02  6.070116e-03 
 2.095961e-02  5.728761e-03 
 2.136346e-02  5.457573e-03 
 2.176730e-02  5.258358e-03 
 2.217115e-02  5.128747e-03 
 2.257500e-02  5.062377e-03 
 2.297884e-02  5.059684e-03 
 2.338269e-02  5.118824e-03 
 2.378653e-02  5.235254e-03 
 2.419038e-02  5.409780e-03 
 2.459423e-02  5.631300e-03 
 2.499807e-02  5.886456e-03 
 2.540192e-02  6.162886e-03 
 2.580576e-02  6.449906e-03 
 2.620961e-02  6.734692e-03 
 2.661346e-02  7.004437e-03 
 2.701730e-02  7.246541e-03 
 2.742115e-02  7.448744e-03 
 2.782500e-02  7.603205e-03 
 2.822884e-02  7.705763e-03 
 2.863269e-02  7.756351e-03 
 2.903653e-02  7.756814e-03 
 2.944038e-02  7.699899e-03 
 2.984423e-02  7.580795e-03 
 3.024807e-02  7.399857e-03 
 3.065192e-02  7.161514e-03 
 3.105576e-02  6.876289e-03 
 3.145961e-02  6.548533e-03 
 3.186346e-02  6.180160e-03 
 3.226730e-02  5.778281e-03 
 3.267115e-02  5.345992e-03 
 3.307499e-02  4.877910e-03 
 3.347884e-02  4.368455e-03 
 3.388269e-02  3.818448e-03 
 3.428653e-02  3.229566e-03 
 3.469038e-02  2.601664e-03 
 3.509422e-02  1.938480e-03 
 3.549807e-02  1.243782e-03 
 3.590192e-02  5.250009e-04 
 3.630576e-02 -2.102284e-04 
 3.670961e-02 -9.521653e-04 
 3.711346e-02 -1.687108e-03 
 3.751730e-02 -2.398391e-03 
 3.792115e-02 -3.071846e-03 
 3.832499e-02 -3.706284e-03 
 3.872884e-02 -4.300723e-03 
 3.913269e-02 -4.851512e-03 
 3.953653e-02 -5.353880e-03 
 3.994038e-02 -5.801558e-03 
 4.034422e-02 -6.191973e-03 
 4.074807e-02 -6.524303e-03 
 4.115192e-02 -6.797061e-03 
 4.155576e-02 -7.015634e-03 
 4.195961e-02 -7.186375e-03 
 4.236345e-02 -7.311667e-03 
 4.276730e-02 -7.394022e-03 
 4.317115e-02 -7.433485e-03 
 4.357499e-02 -7.432105e-03 
 4.397884e-02 -7.396653e-03 
 4.438268e-02 -7.339366e-03 
 4.478653e-02 -7.261897e-03 
 4.519038e-02 -7.165038e-03 
 4.559422e-02 -7.052646e-03 
 4.599807e-02 -6.929447e-03 
 4.640192e-02 -6.803657e-03 
 4.680576e-02 -6.685946e-03 
 4.720961e-02 -6.579370e-03 
 4.761345e-02 -6.487306e-03 
 4.801730e-02 -6.410927e-03 
 4.842115e-02 -6.348665e-03 
 4.882499e-02 -6.303341e-03 
 4.922884e-02 -6.278849e-03 
 4.963268e-02 -6.272068e-03 
 5.003653e-02 -6.275439e-03 
 5.044038e-02 -6.277038e-03 
 5.084422e-02 -6.267413e-03 
 5.124807e-02 -6.242632e-03 
 5.165191e-02 -6.203394e-03 
