         time bulge_top_... 
------------- ------------- 
 3.634615e-04  1.412808e-02 
 7.673076e-04  1.337797e-02 
 1.171154e-03  1.262390e-02 
 1.575000e-03  1.203045e-02 
 1.978846e-03  1.163228e-02 
 2.382692e-03  1.146582e-02 
 2.786538e-03  1.147842e-02 
 3.190384e-03  1.163890e-02 
 3.594230e-03  1.192978e-02 
 3.998076e-03  1.233721e-02 
 4.401922e-03  1.278117e-02 
 4.805768e-03  1.319138e-02 
 5.209615e-03  1.347923e-02 
 5.613461e-03  1.358062e-02 
 6.017307e-03  1.349974e-02 
 6.421153e-03  1.327508e-02 
 6.824999e-03  1.297100e-02 
 7.228845e-03  1.266256e-02 
 7.632691e-03  1.240753e-02 
 8.036537e-03  1.225595e-02 
 8.440383e-03  1.218418e-02 
 8.844229e-03  1.214260e-02 
 9.248075e-03  1.206309e-02 
 9.651921e-03  1.192796e-02 
 1.005577e-02  1.178207e-02 
 1.045961e-02  1.163483e-02 
 1.086346e-02  1.153360e-02 
 1.126731e-02  1.149322e-02 
 1.167115e-02  1.147763e-02 
 1.207500e-02  1.149145e-02 
 1.247884e-02  1.152167e-02 
 1.288269e-02  1.152347e-02 
 1.328654e-02  1.154300e-02 
 1.369038e-02  1.161490e-02 
 1.409423e-02  1.171654e-02 
 1.449807e-02  1.184109e-02 
 1.490192e-02  1.190288e-02 
 1.530577e-02  1.180720e-02 
 1.570961e-02  1.151415e-02 
 1.611346e-02  1.106158e-02 
 1.651730e-02  1.057228e-02 
 1.692115e-02  1.018561e-02 
 1.732500e-02  9.964482e-03 
 1.772884e-02  9.897081e-03 
 1.813269e-02  9.947781e-03 
 1.853654e-02  1.002393e-02 
 1.894038e-02  9.996227e-03 
 1.934423e-02  9.832411e-03 
 1.974807e-02  9.503741e-03 
 2.015192e-02  9.086415e-03 
 2.055577e-02  8.651700e-03 
 2.095961e-02  8.293771e-03 
 2.136346e-02  8.057727e-03 
 2.176730e-02  7.897103e-03 
 2.217115e-02  7.743821e-03 
 2.257500e-02  7.599564e-03 
 2.297884e-02  7.534707e-03 
 2.338269e-02  7.581905e-03 
 2.378653e-02  7.768325e-03 
 2.419038e-02  8.096439e-03 
 2.459423e-02  8.486112e-03 
 2.499807e-02  8.878924e-03 
 2.540192e-02  9.189596e-03 
 2.580576e-02  9.362330e-03 
 2.620961e-02  9.393260e-03 
 2.661346e-02  9.279074e-03 
 2.701730e-02  9.097498e-03 
 2.742115e-02  8.921815e-03 
 2.782500e-02  8.753121e-03 
 2.822884e-02  8.538970e-03 
 2.863269e-02  8.181647e-03 
 2.903653e-02  7.696693e-03 
 2.944038e-02  7.163255e-03 
 2.984423e-02  6.649129e-03 
 3.024807e-02  6.289140e-03 
 3.065192e-02  6.170864e-03 
 3.105576e-02  6.285103e-03 
 3.145961e-02  6.617100e-03 
 3.186346e-02  7.072706e-03 
 3.226730e-02  7.567611e-03 
 3.267115e-02  7.974179e-03 
 3.307499e-02  8.189826e-03 
 3.347884e-02  8.183784e-03 
 3.388269e-02  8.058012e-03 
 3.428653e-02  7.864008e-03 
 3.469038e-02  7.651352e-03 
 3.509422e-02  7.492451e-03 
 3.549807e-02  7.411885e-03 
 3.590192e-02  7.367798e-03 
 3.630576e-02  7.317102e-03 
 3.670961e-02  7.217853e-03 
 3.711346e-02  7.039699e-03 
 3.751730e-02  6.825996e-03 
 3.792115e-02  6.640628e-03 
 3.832499e-02  6.532081e-03 
 3.872884e-02  6.478871e-03 
 3.913269e-02  6.421230e-03 
 3.953653e-02  6.306369e-03 
 3.994038e-02  6.152829e-03 
 4.034422e-02  5.995679e-03 
 4.074807e-02  5.825630e-03 
 4.115192e-02  5.615510e-03 
 4.155576e-02  5.321371e-03 
 4.195961e-02  4.919648e-03 
 4.236345e-02  4.408186e-03 
 4.276730e-02  3.740200e-03 
 4.317115e-02  2.942781e-03 
 4.357499e-02  2.057005e-03 
 4.397884e-02  1.204802e-03 
 4.438268e-02  5.227987e-04 
 4.478653e-02  9.879113e-05 
 4.519038e-02 -2.054234e-05 
 4.559422e-02  7.520093e-05 
 4.599807e-02  2.547087e-04 
 4.640192e-02  3.954001e-04 
 4.680576e-02  4.274467e-04 
 4.720961e-02  3.007666e-04 
 4.761345e-02  7.566171e-05 
 4.801730e-02 -1.551107e-04 
 4.842115e-02 -2.882439e-04 
 4.882499e-02 -2.868305e-04 
 4.922884e-02 -1.371457e-04 
 4.963268e-02  9.210901e-05 
 5.003653e-02  3.298854e-04 
 5.044038e-02  5.543275e-04 
 5.084422e-02  7.775093e-04 
 5.124807e-02  1.073126e-03 
 5.165191e-02  1.515834e-03 
 5.205576e-02  2.103818e-03 
 5.245961e-02  2.802764e-03 
 5.286345e-02  3.523014e-03 
 5.326730e-02  4.175541e-03 
 5.367114e-02  4.674279e-03 
 5.407499e-02  4.973281e-03 
 5.447884e-02  5.085549e-03 
 5.488268e-02  5.099607e-03 
 5.528653e-02  5.023843e-03 
 5.569038e-02  4.898675e-03 
 5.609422e-02  4.662750e-03 
 5.649807e-02  4.291647e-03 
 5.690191e-02  3.771002e-03 
 5.730576e-02  3.134980e-03 
 5.770961e-02  2.476597e-03 
 5.811345e-02  1.866185e-03 
 5.851730e-02  1.340762e-03 
 5.892114e-02  9.381467e-04 
 5.932499e-02  6.748799e-04 
 5.972884e-02  5.230590e-04 
 6.013268e-02  4.121178e-04 
 6.053653e-02  3.217460e-04 
 6.094037e-02  1.963460e-04 
 6.134422e-02  4.535253e-05 
 6.174807e-02 -1.019935e-04 
 6.215191e-02 -2.364717e-04 
 6.255576e-02 -3.476287e-04 
 6.295960e-02 -5.240273e-04 
 6.336345e-02 -8.014413e-04 
 6.376730e-02 -1.192276e-03 
 6.417114e-02 -1.658596e-03 
 6.457499e-02 -2.112144e-03 
 6.497884e-02 -2.472656e-03 
 6.538268e-02 -2.705396e-03 
 6.578653e-02 -2.778679e-03 
 6.619037e-02 -2.700768e-03 
 6.659422e-02 -2.518543e-03 
 6.699807e-02 -2.312939e-03 
 6.740191e-02 -2.140354e-03 
 6.780576e-02 -2.041679e-03 
 6.820960e-02 -1.993560e-03 
 6.861345e-02 -1.996898e-03 
 6.901730e-02 -2.066993e-03 
 6.942114e-02 -2.234818e-03 
 6.982499e-02 -2.516911e-03 
 7.022883e-02 -2.889476e-03 
 7.063268e-02 -3.266237e-03 
 7.103653e-02 -3.541582e-03 
 7.144037e-02 -3.675762e-03 
 7.184422e-02 -3.586840e-03 
 7.224806e-02 -3.273629e-03 
 7.265191e-02 -2.764950e-03 
 7.305576e-02 -2.125711e-03 
 7.345960e-02 -1.481964e-03 
 7.386345e-02 -9.145735e-04 
 7.426730e-02 -5.139620e-04 
 7.467114e-02 -3.141641e-04 
 7.507499e-02 -3.449932e-04 
 7.547883e-02 -5.565681e-04 
 7.588268e-02 -8.761862e-04 
 7.628653e-02 -1.205437e-03 
 7.669037e-02 -1.469921e-03 
 7.709422e-02 -1.639684e-03 
 7.749806e-02 -1.731982e-03 
 7.790191e-02 -1.777926e-03 
 7.830576e-02 -1.791070e-03 
 7.870960e-02 -1.725151e-03 
 7.911345e-02 -1.561581e-03 
 7.951729e-02 -1.284748e-03 
 7.992114e-02 -8.985313e-04 
 8.032499e-02 -4.544350e-04 
 8.072883e-02  4.456751e-05 
 8.113268e-02  5.923898e-04 
 8.153652e-02  1.190200e-03 
 8.194037e-02  1.840664e-03 
 8.234422e-02  2.483590e-03 
 8.274806e-02  3.042265e-03 
 8.315191e-02  3.487314e-03 
 8.355576e-02  3.788372e-03 
 8.395960e-02  3.857480e-03 
 8.436345e-02  3.691872e-03 
 8.476729e-02  3.333750e-03 
 8.517114e-02  2.833947e-03 
 8.557499e-02  2.299796e-03 
 8.597883e-02  1.854177e-03 
 8.638268e-02  1.580952e-03 
 8.678652e-02  1.508200e-03 
 8.719037e-02  1.633855e-03 
 8.759422e-02  1.908791e-03 
 8.799806e-02  2.287931e-03 
 8.840191e-02  2.680745e-03 
 8.880575e-02  3.064805e-03 
 8.920960e-02  3.379959e-03 
 8.961345e-02  3.603439e-03 
 9.001729e-02  3.704436e-03 
 9.042114e-02  3.667799e-03 
 9.082498e-02  3.564127e-03 
 9.122883e-02  3.505540e-03 
 9.163268e-02  3.585717e-03 
 9.203652e-02  3.883659e-03 
 9.244037e-02  4.445388e-03 
 9.284422e-02  5.221584e-03 
 9.324806e-02  6.096641e-03 
 9.365191e-02  6.931972e-03 
 9.405575e-02  7.615263e-03 
 9.445960e-02  8.120537e-03 
 9.486345e-02  8.486925e-03 
 9.526729e-02  8.784022e-03 
 9.567114e-02  9.102274e-03 
 9.607498e-02  9.458068e-03 
 9.647883e-02  9.820671e-03 
 9.688268e-02  1.014974e-02 
 9.728652e-02  1.039058e-02 
 9.769037e-02  1.049443e-02 
 9.809421e-02  1.045017e-02 
 9.849806e-02  1.031962e-02 
 9.890191e-02  1.017803e-02 
 9.930575e-02  1.005392e-02 
 9.970960e-02  9.957397e-03 
 1.001134e-01  9.913041e-03 
 1.005173e-01  9.972117e-03 
 1.009211e-01  1.019524e-02 
