         time Record_Dis... 
------------- ------------- 
 3.634615e-04 -2.943419e-03 
 7.673076e-04 -2.946483e-03 
 1.171154e-03 -2.949202e-03 
 1.575000e-03 -2.951527e-03 
 1.978846e-03 -2.953417e-03 
 2.382692e-03 -2.954836e-03 
 2.786538e-03 -2.955754e-03 
 3.190384e-03 -2.956149e-03 
 3.594230e-03 -2.956003e-03 
 3.998076e-03 -2.955305e-03 
 4.401922e-03 -2.954048e-03 
 4.805768e-03 -2.952233e-03 
 5.209615e-03 -2.949867e-03 
 5.613461e-03 -2.946979e-03 
 6.017307e-03 -2.943588e-03 
 6.421153e-03 -2.939721e-03 
 6.824999e-03 -2.935410e-03 
 7.228845e-03 -2.930695e-03 
 7.632691e-03 -2.925624e-03 
 8.036537e-03 -2.920249e-03 
 8.440383e-03 -2.914627e-03 
 8.844229e-03 -2.908815e-03 
 9.248075e-03 -2.902872e-03 
 9.651921e-03 -2.896853e-03 
 1.005577e-02 -2.890810e-03 
 1.045961e-02 -2.884816e-03 
 1.086346e-02 -2.878924e-03 
 1.126731e-02 -2.873167e-03 
 1.167115e-02 -2.867566e-03 
 1.207500e-02 -2.862138e-03 
 1.247884e-02 -2.856892e-03 
 1.288269e-02 -2.851833e-03 
 1.328654e-02 -2.846957e-03 
 1.369038e-02 -2.842251e-03 
 1.409423e-02 -2.837694e-03 
 1.449807e-02 -2.833259e-03 
 1.490192e-02 -2.828912e-03 
 1.530577e-02 -2.824630e-03 
 1.570961e-02 -2.820410e-03 
 1.611346e-02 -2.816208e-03 
 1.651730e-02 -2.811980e-03 
 1.692115e-02 -2.807680e-03 
 1.732500e-02 -2.803263e-03 
 1.772884e-02 -2.798682e-03 
 1.813269e-02 -2.793894e-03 
 1.853654e-02 -2.788857e-03 
 1.894038e-02 -2.783533e-03 
 1.934423e-02 -2.777887e-03 
 1.974807e-02 -2.771890e-03 
 2.015192e-02 -2.765522e-03 
 2.055577e-02 -2.758816e-03 
 2.095961e-02 -2.751768e-03 
 2.136346e-02 -2.744372e-03 
 2.176730e-02 -2.736628e-03 
 2.217115e-02 -2.728543e-03 
 2.257500e-02 -2.720127e-03 
 2.297884e-02 -2.711398e-03 
 2.338269e-02 -2.702379e-03 
 2.378653e-02 -2.693095e-03 
 2.419038e-02 -2.683575e-03 
 2.459423e-02 -2.673849e-03 
 2.499807e-02 -2.663948e-03 
 2.540192e-02 -2.653945e-03 
 2.580576e-02 -2.643907e-03 
 2.620961e-02 -2.633874e-03 
 2.661346e-02 -2.623883e-03 
 2.701730e-02 -2.613974e-03 
 2.742115e-02 -2.604188e-03 
 2.782500e-02 -2.594560e-03 
