record,scale,T_A_s,SdA_mm,T_B_s,SdB_mm,N_A,N_B,gap_s,m_eff,peak_edp_mm
FR76,2.0,0.095,2.865,0.36,50.877,1.0,1.0,0.5,1635.0,4.613
