         time Bot_Quarte... 
------------- ------------- 
 1.193087e-04 -6.125843e-05 
 5.170043e-04 -6.391084e-05 
 9.146999e-04 -6.827005e-05 
 1.312396e-03 -7.048542e-05 
 1.710091e-03 -6.978605e-05 
 2.107787e-03 -6.208746e-05 
 2.505482e-03 -4.939630e-05 
 2.903178e-03 -3.568010e-05 
 3.300874e-03 -1.682789e-05 
 3.698569e-03  2.042380e-06 
 4.096265e-03  2.467064e-05 
 4.493961e-03  4.875227e-05 
 4.891656e-03  7.516123e-05 
 5.289352e-03  9.771817e-05 
 5.687047e-03  1.157202e-04 
 6.084743e-03  1.324140e-04 
 6.482439e-03  1.434247e-04 
 6.880134e-03  1.533048e-04 
 7.277830e-03  1.560375e-04 
 7.675526e-03  1.562885e-04 
 8.073221e-03  1.523246e-04 
 8.470917e-03  1.515737e-04 
 8.868613e-03  1.523298e-04 
 9.266308e-03  1.559076e-04 
 9.664004e-03  1.603690e-04 
 1.006170e-02  1.638601e-04 
 1.045940e-02  1.659520e-04 
 1.085709e-02  1.641166e-04 
 1.125479e-02  1.644391e-04 
 1.165248e-02  1.652873e-04 
 1.205018e-02  1.655222e-04 
 1.244787e-02  1.622189e-04 
 1.284557e-02  1.580466e-04 
 1.324326e-02  1.579430e-04 
 1.364096e-02  1.599151e-04 
 1.403866e-02  1.646961e-04 
 1.443635e-02  1.735142e-04 
 1.483405e-02  1.819295e-04 
 1.523174e-02  1.905191e-04 
 1.562944e-02  2.001295e-04 
 1.602713e-02  2.122650e-04 
 1.642483e-02  2.218252e-04 
 1.682253e-02  2.255251e-04 
 1.722022e-02  2.256649e-04 
 1.761792e-02  2.233387e-04 
 1.801561e-02  2.159230e-04 
 1.841331e-02  2.086588e-04 
 1.881100e-02  1.954402e-04 
 1.920870e-02  1.815121e-04 
 1.960639e-02  1.653242e-04 
 2.000409e-02  1.507420e-04 
 2.040179e-02  1.394420e-04 
 2.079948e-02  1.306481e-04 
 2.119718e-02  1.261173e-04 
 2.159487e-02  1.302477e-04 
 2.199257e-02  1.404708e-04 
 2.239026e-02  1.579662e-04 
 2.278796e-02  1.797852e-04 
 2.318566e-02  2.040770e-04 
 2.358335e-02  2.328635e-04 
 2.398105e-02  2.614610e-04 
 2.437874e-02  2.838636e-04 
 2.477644e-02  3.023737e-04 
 2.517413e-02  3.102716e-04 
 2.557183e-02  3.159297e-04 
 2.596952e-02  3.172208e-04 
 2.636722e-02  3.141823e-04 
 2.676492e-02  3.113261e-04 
 2.716261e-02  3.104168e-04 
 2.756031e-02  3.118404e-04 
 2.795800e-02  3.191152e-04 
 2.835570e-02  3.306786e-04 
 2.875339e-02  3.465621e-04 
 2.915109e-02  3.638830e-04 
 2.954879e-02  3.842830e-04 
 2.994648e-02  4.048814e-04 
 3.034418e-02  4.270320e-04 
 3.074187e-02  4.491776e-04 
 3.113957e-02  4.715589e-04 
 3.153726e-02  4.948514e-04 
 3.193496e-02  5.176801e-04 
 3.233265e-02  5.403261e-04 
 3.273035e-02  5.615618e-04 
 3.312805e-02  5.812268e-04 
 3.352574e-02  6.004867e-04 
 3.392344e-02  6.125430e-04 
 3.432113e-02  6.223239e-04 
 3.471883e-02  6.280897e-04 
