         time Top_Quarte... 
------------- ------------- 
 1.291945e-04 -4.724772e-04 
 4.521807e-04 -4.722590e-04 
 7.751669e-04 -4.720352e-04 
 1.098153e-03 -4.718059e-04 
 1.421139e-03 -4.715713e-04 
 1.744126e-03 -4.713340e-04 
 2.067112e-03 -4.711168e-04 
 2.390098e-03 -4.709833e-04 
 2.713084e-03 -4.709411e-04 
 3.036071e-03 -4.708712e-04 
 3.359057e-03 -4.707145e-04 
 3.682043e-03 -4.704710e-04 
 4.005029e-03 -4.701432e-04 
 4.328015e-03 -4.697503e-04 
 4.651002e-03 -4.692870e-04 
 4.973989e-03 -4.687695e-04 
 5.296976e-03 -4.682003e-04 
 5.619963e-03 -4.675727e-04 
 5.942950e-03 -4.668771e-04 
 6.265937e-03 -4.661191e-04 
 6.588924e-03 -4.653035e-04 
 6.911911e-03 -4.644267e-04 
 7.234898e-03 -4.634797e-04 
 7.557885e-03 -4.624667e-04 
 7.880872e-03 -4.614225e-04 
 8.203859e-03 -4.603956e-04 
 8.526847e-03 -4.593562e-04 
 8.849834e-03 -4.582225e-04 
 9.172821e-03 -4.569279e-04 
 9.495809e-03 -4.554419e-04 
 9.818796e-03 -4.537672e-04 
 1.014178e-02 -4.519239e-04 
 1.046477e-02 -4.499185e-04 
 1.078776e-02 -4.477751e-04 
 1.111075e-02 -4.455253e-04 
 1.143373e-02 -4.431996e-04 
 1.175672e-02 -4.408329e-04 
 1.207971e-02 -4.384088e-04 
 1.240269e-02 -4.359316e-04 
 1.272568e-02 -4.334558e-04 
 1.304867e-02 -4.309870e-04 
 1.337166e-02 -4.284505e-04 
 1.369464e-02 -4.257902e-04 
 1.401763e-02 -4.230487e-04 
 1.434062e-02 -4.202597e-04 
 1.466361e-02 -4.174198e-04 
 1.498659e-02 -4.145247e-04 
 1.530958e-02 -4.115709e-04 
 1.563257e-02 -4.085673e-04 
 1.595555e-02 -4.055357e-04 
 1.627854e-02 -4.024779e-04 
 1.660153e-02 -3.993757e-04 
 1.692451e-02 -3.962481e-04 
 1.724750e-02 -3.930679e-04 
 1.757048e-02 -3.897861e-04 
 1.789347e-02 -3.864087e-04 
 1.821646e-02 -3.829811e-04 
 1.853944e-02 -3.795242e-04 
 1.886243e-02 -3.759947e-04 
 1.918541e-02 -3.723321e-04 
 1.950840e-02 -3.685438e-04 
 1.983138e-02 -3.646662e-04 
 2.015437e-02 -3.607201e-04 
 2.047735e-02 -3.567557e-04 
 2.080035e-02 -3.528158e-04 
 2.112334e-02 -3.488885e-04 
 2.144633e-02 -3.449411e-04 
 2.176932e-02 -3.409617e-04 
 2.209231e-02 -3.369068e-04 
 2.241530e-02 -3.327036e-04 
 2.273830e-02 -3.283196e-04 
 2.306129e-02 -3.237889e-04 
 2.338428e-02 -3.191131e-04 
 2.370727e-02 -3.142797e-04 
 2.403026e-02 -3.093094e-04 
 2.435326e-02 -3.042426e-04 
 2.467625e-02 -2.991248e-04 
 2.499924e-02 -2.939586e-04 
 2.532223e-02 -2.887660e-04 
 2.564523e-02 -2.835454e-04 
 2.596822e-02 -2.782656e-04 
 2.629121e-02 -2.729245e-04 
 2.661420e-02 -2.674866e-04 
 2.693719e-02 -2.619094e-04 
 2.726019e-02 -2.545185e-04 
 2.758318e-02 -2.486081e-04 
 2.790617e-02 -2.424859e-04 
 2.822917e-02 -2.362101e-04 
 2.855216e-02 -2.315378e-04 
 2.887515e-02 -2.251127e-04 
 2.919815e-02 -2.185725e-04 
 2.952114e-02 -2.119219e-04 
 2.984413e-02 -2.051338e-04 
 3.016713e-02 -1.982275e-04 
 3.049012e-02 -1.911962e-04 
 3.081311e-02 -1.840111e-04 
 3.113611e-02 -1.766512e-04 
 3.145910e-02 -1.690756e-04 
 3.178210e-02 -1.612694e-04 
 3.210509e-02 -1.532223e-04 
 3.242808e-02 -1.449623e-04 
 3.275108e-02 -1.364745e-04 
 3.307407e-02 -1.277745e-04 
 3.339707e-02 -1.188971e-04 
 3.372005e-02 -1.099058e-04 
 3.404303e-02 -1.007996e-04 
 3.436602e-02 -9.158282e-05 
 3.468900e-02 -8.224361e-05 
 3.501198e-02 -7.276820e-05 
 3.533497e-02 -6.311099e-05 
 3.565795e-02 -5.326678e-05 
 3.598093e-02 -4.318060e-05 
 3.630392e-02 -3.283175e-05 
 3.662690e-02 -2.223269e-05 
 3.694988e-02 -1.135739e-05 
 3.727287e-02 -2.025951e-07 
 3.759585e-02  1.126935e-05 
 3.791883e-02  2.310326e-05 
 3.824182e-02  3.527724e-05 
 3.856480e-02  4.772349e-05 
 3.888779e-02  6.034665e-05 
 3.921077e-02  7.313756e-05 
 3.953375e-02  8.610750e-05 
 3.985674e-02  9.927045e-05 
 4.017972e-02  1.126283e-04 
 4.050270e-02  1.261982e-04 
 4.082569e-02  1.399944e-04 
 4.114867e-02  1.540169e-04 
 4.147165e-02  1.683057e-04 
 4.179464e-02  1.829099e-04 
 4.211762e-02  1.978370e-04 
 4.244061e-02  2.131047e-04 
 4.276359e-02  2.287099e-04 
 4.308657e-02  2.446477e-04 
 4.340956e-02  2.608675e-04 
 4.373254e-02  2.772978e-04 
 4.405552e-02  2.938794e-04 
 4.437851e-02  3.105979e-04 
 4.470149e-02  3.274559e-04 
 4.502447e-02  3.444592e-04 
 4.534746e-02  3.616431e-04 
 4.567044e-02  3.790135e-04 
 4.599343e-02  3.965890e-04 
 4.631641e-02  4.143603e-04 
 4.663939e-02  4.323299e-04 
 4.696238e-02  4.504983e-04 
 4.728536e-02  4.688582e-04 
 4.760834e-02  4.874017e-04 
 4.793133e-02  5.061120e-04 
 4.825431e-02  5.249751e-04 
 4.857729e-02  5.439101e-04 
 4.890028e-02  5.628007e-04 
 4.922326e-02  5.816255e-04 
 4.954624e-02  6.004171e-04 
 4.986923e-02  6.192261e-04 
 5.019221e-02  6.381048e-04 
 5.051519e-02  6.570758e-04 
 5.083818e-02  6.761432e-04 
 5.116116e-02  6.953096e-04 
 5.148415e-02  7.145575e-04 
 5.180713e-02  7.338793e-04 
 5.213011e-02  7.532434e-04 
 5.245310e-02  7.726007e-04 
 5.277608e-02  7.918834e-04 
 5.309907e-02  8.110621e-04 
 5.342205e-02  8.300942e-04 
 5.374503e-02  8.489769e-04 
 5.406802e-02  8.676894e-04 
 5.439100e-02  8.862516e-04 
 5.471399e-02  9.046726e-04 
 5.503697e-02  9.229711e-04 
 5.535996e-02  9.411805e-04 
 5.568294e-02  9.593296e-04 
 5.600593e-02  9.774235e-04 
 5.632891e-02  9.954331e-04 
 5.665190e-02  1.013357e-03 
 5.697488e-02  1.031174e-03 
 5.729787e-02  1.048861e-03 
 5.762085e-02  1.066375e-03 
 5.794384e-02  1.083674e-03 
 5.826682e-02  1.100803e-03 
 5.858981e-02  1.117726e-03 
 5.891279e-02  1.134387e-03 
 5.923578e-02  1.150739e-03 
 5.955876e-02  1.166792e-03 
 5.988174e-02  1.182595e-03 
 6.020473e-02  1.198197e-03 
 6.052771e-02  1.213605e-03 
 6.085069e-02  1.228843e-03 
 6.117367e-02  1.243893e-03 
 6.149666e-02  1.258661e-03 
 6.181964e-02  1.273167e-03 
 6.214262e-02  1.287333e-03 
 6.246561e-02  1.301138e-03 
 6.278860e-02  1.314484e-03 
 6.311158e-02  1.327447e-03 
 6.343457e-02  1.339997e-03 
 6.375756e-02  1.352189e-03 
 6.408055e-02  1.363951e-03 
 6.440354e-02  1.375374e-03 
 6.472653e-02  1.386368e-03 
 6.504952e-02  1.396999e-03 
 6.537251e-02  1.407235e-03 
 6.569550e-02  1.417082e-03 
 6.601849e-02  1.426558e-03 
 6.634148e-02  1.435539e-03 
 6.666447e-02  1.443977e-03 
 6.698746e-02  1.451892e-03 
 6.731045e-02  1.459200e-03 
 6.763344e-02  1.465946e-03 
 6.795643e-02  1.472027e-03 
 6.827942e-02  1.477678e-03 
 6.860241e-02  1.482998e-03 
 6.892540e-02  1.487540e-03 
 6.924840e-02  1.491283e-03 
 6.957139e-02  1.495134e-03 
 6.989438e-02  1.498290e-03 
 7.021737e-02  1.500581e-03 
 7.054036e-02  1.502876e-03 
 7.086336e-02  1.504871e-03 
 7.118635e-02  1.506044e-03 
 7.150934e-02  1.507197e-03 
 7.183233e-02  1.507182e-03 
 7.215532e-02  1.506478e-03 
 7.247832e-02  1.505434e-03 
 7.280131e-02  1.503518e-03 
 7.312430e-02  1.500835e-03 
 7.344729e-02  1.497683e-03 
 7.377029e-02  1.494107e-03 
 7.409328e-02  1.489472e-03 
 7.441627e-02  1.484570e-03 
 7.473926e-02  1.479159e-03 
 7.506226e-02  1.473242e-03 
 7.538525e-02  1.466793e-03 
 7.570824e-02  1.459132e-03 
 7.603124e-02  1.451619e-03 
 7.635423e-02  1.443212e-03 
