         time tiltx_beam... 
------------- ------------- 
 3.229865e-04 -4.966999e-02 
 6.459731e-04 -4.967838e-02 
 9.689596e-04 -4.967608e-02 
 1.291946e-03 -4.966287e-02 
 1.614933e-03 -4.963855e-02 
 1.937919e-03 -4.960291e-02 
 2.260906e-03 -4.955528e-02 
 2.583892e-03 -4.949358e-02 
 2.906879e-03 -4.941591e-02 
 3.229866e-03 -4.932572e-02 
 3.552852e-03 -4.922655e-02 
 3.875839e-03 -4.911815e-02 
 4.198826e-03 -4.900091e-02 
 4.521812e-03 -4.887444e-02 
 4.844799e-03 -4.873897e-02 
 5.167785e-03 -4.859402e-02 
 5.490772e-03 -4.843942e-02 
 5.813759e-03 -4.827579e-02 
 6.136746e-03 -4.810339e-02 
 6.459733e-03 -4.792223e-02 
 6.782720e-03 -4.773178e-02 
 7.105707e-03 -4.753237e-02 
 7.428694e-03 -4.732422e-02 
 7.751681e-03 -4.710740e-02 
 8.074667e-03 -4.688080e-02 
 8.397654e-03 -4.664256e-02 
 8.720641e-03 -4.639294e-02 
 9.043628e-03 -4.613533e-02 
 9.366615e-03 -4.587268e-02 
 9.689602e-03 -4.560648e-02 
 1.001259e-02 -4.533683e-02 
 1.033558e-02 -4.506342e-02 
 1.065856e-02 -4.478697e-02 
 1.098155e-02 -4.450797e-02 
 1.130454e-02 -4.422541e-02 
 1.162752e-02 -4.393835e-02 
 1.195051e-02 -4.364548e-02 
 1.227350e-02 -4.334676e-02 
 1.259649e-02 -4.304225e-02 
 1.291947e-02 -4.273100e-02 
 1.324246e-02 -4.241202e-02 
 1.356545e-02 -4.208751e-02 
 1.388843e-02 -4.176007e-02 
 1.421142e-02 -4.142931e-02 
 1.453441e-02 -4.109422e-02 
 1.485739e-02 -4.075447e-02 
 1.518038e-02 -4.040989e-02 
 1.550337e-02 -4.006110e-02 
 1.582635e-02 -3.971008e-02 
 1.614934e-02 -3.935671e-02 
 1.647233e-02 -3.900056e-02 
 1.679531e-02 -3.864185e-02 
 1.711830e-02 -3.828044e-02 
 1.744129e-02 -3.791663e-02 
 1.776427e-02 -3.755254e-02 
 1.808726e-02 -3.718876e-02 
 1.841025e-02 -3.682376e-02 
 1.873323e-02 -3.645658e-02 
 1.905622e-02 -3.608755e-02 
 1.937920e-02 -3.571863e-02 
 1.970219e-02 -3.535032e-02 
 2.002518e-02 -3.498102e-02 
 2.034816e-02 -3.461028e-02 
 2.067115e-02 -3.423857e-02 
 2.099413e-02 -3.386534e-02 
 2.131712e-02 -3.348985e-02 
 2.164011e-02 -3.311305e-02 
 2.196309e-02 -3.273566e-02 
 2.228608e-02 -3.235867e-02 
 2.260906e-02 -3.198509e-02 
 2.293205e-02 -3.161700e-02 
 2.325504e-02 -3.125373e-02 
 2.357802e-02 -3.089447e-02 
 2.390101e-02 -3.053953e-02 
 2.422399e-02 -3.018848e-02 
 2.454698e-02 -2.983987e-02 
 2.486996e-02 -2.949203e-02 
 2.519295e-02 -2.914453e-02 
 2.551593e-02 -2.879726e-02 
 2.583892e-02 -2.845231e-02 
 2.616191e-02 -2.811062e-02 
 2.648489e-02 -2.777312e-02 
 2.680788e-02 -2.744074e-02 
 2.713086e-02 -2.711478e-02 
 2.745385e-02 -2.679661e-02 
 2.777683e-02 -2.648807e-02 
 2.809982e-02 -2.619074e-02 
 2.842280e-02 -2.590289e-02 
 2.874579e-02 -2.562202e-02 
 2.906877e-02 -2.534645e-02 
 2.939176e-02 -2.507686e-02 
 2.971474e-02 -2.481464e-02 
 3.003773e-02 -2.456090e-02 
 3.036071e-02 -2.431519e-02 
 3.068370e-02 -2.407956e-02 
 3.100668e-02 -2.385609e-02 
 3.132967e-02 -2.364553e-02 
 3.165265e-02 -2.344944e-02 
 3.197564e-02 -2.326921e-02 
 3.229862e-02 -2.310581e-02 
 3.262161e-02 -2.295895e-02 
 3.294459e-02 -2.282903e-02 
 3.326758e-02 -2.271542e-02 
 3.359056e-02 -2.261677e-02 
 3.391355e-02 -2.253164e-02 
 3.423653e-02 -2.245940e-02 
 3.455952e-02 -2.239979e-02 
 3.488250e-02 -2.235332e-02 
 3.520549e-02 -2.232023e-02 
 3.552847e-02 -2.230229e-02 
 3.585146e-02 -2.230241e-02 
 3.617444e-02 -2.232178e-02 
 3.649743e-02 -2.236232e-02 
 3.682041e-02 -2.242409e-02 
 3.714340e-02 -2.250801e-02 
 3.746638e-02 -2.261413e-02 
 3.778937e-02 -2.274409e-02 
 3.811235e-02 -2.289864e-02 
 3.843534e-02 -2.307818e-02 
 3.875832e-02 -2.328073e-02 
 3.908131e-02 -2.350230e-02 
 3.940429e-02 -2.374143e-02 
 3.972728e-02 -2.399811e-02 
 4.005026e-02 -2.427309e-02 
 4.037325e-02 -2.456660e-02 
 4.069623e-02 -2.487967e-02 
 4.101922e-02 -2.521380e-02 
 4.134220e-02 -2.556980e-02 
 4.166519e-02 -2.594900e-02 
 4.198817e-02 -2.635293e-02 
 4.231116e-02 -2.678236e-02 
 4.263414e-02 -2.723745e-02 
 4.295713e-02 -2.771874e-02 
 4.328011e-02 -2.822569e-02 
 4.360310e-02 -2.875672e-02 
 4.392609e-02 -2.931002e-02 
 4.424907e-02 -2.988253e-02 
 4.457206e-02 -3.047262e-02 
 4.489504e-02 -3.107943e-02 
 4.521803e-02 -3.170376e-02 
 4.554101e-02 -3.234701e-02 
 4.586400e-02 -3.301080e-02 
 4.618698e-02 -3.369527e-02 
 4.650997e-02 -3.440079e-02 
 4.683295e-02 -3.512780e-02 
 4.715594e-02 -3.587631e-02 
 4.747892e-02 -3.664553e-02 
 4.780191e-02 -3.743500e-02 
 4.812489e-02 -3.824424e-02 
 4.844788e-02 -3.907236e-02 
 4.877086e-02 -3.991723e-02 
 4.909385e-02 -4.077499e-02 
 4.941683e-02 -4.164277e-02 
 4.973982e-02 -4.252069e-02 
 5.006280e-02 -4.341107e-02 
 5.038579e-02 -4.431617e-02 
 5.070877e-02 -4.523687e-02 
 5.103176e-02 -4.617352e-02 
 5.135474e-02 -4.712651e-02 
 5.167773e-02 -4.809529e-02 
 5.200072e-02 -4.907927e-02 
 5.232370e-02 -5.007693e-02 
 5.264669e-02 -5.108645e-02 
 5.296967e-02 -5.210525e-02 
 5.329266e-02 -5.313165e-02 
 5.361564e-02 -5.416436e-02 
 5.393863e-02 -5.520281e-02 
 5.426161e-02 -5.624574e-02 
 5.458460e-02 -5.729278e-02 
 5.490759e-02 -5.834433e-02 
 5.523057e-02 -5.940133e-02 
 5.555356e-02 -6.046479e-02 
 5.587654e-02 -6.153472e-02 
 5.619953e-02 -6.258924e-02 
 5.652252e-02 -6.367218e-02 
 5.684550e-02 -6.476024e-02 
 5.716849e-02 -6.582960e-02 
 5.749147e-02 -6.692555e-02 
 5.781446e-02 -6.802264e-02 
 5.813744e-02 -6.912006e-02 
 5.846043e-02 -7.021774e-02 
 5.878341e-02 -7.131549e-02 
 5.910640e-02 -7.241204e-02 
 5.942938e-02 -7.350501e-02 
 5.975237e-02 -7.459363e-02 
 6.007535e-02 -7.567946e-02 
 6.039834e-02 -7.676459e-02 
 6.072132e-02 -7.784843e-02 
 6.104430e-02 -7.893125e-02 
 6.136729e-02 -8.001160e-02 
 6.169027e-02 -8.108852e-02 
 6.201326e-02 -8.216011e-02 
 6.233624e-02 -8.322438e-02 
 6.265922e-02 -8.427955e-02 
 6.298221e-02 -8.532276e-02 
 6.330519e-02 -8.635565e-02 
 6.362817e-02 -8.737748e-02 
 6.395116e-02 -8.838894e-02 
 6.427414e-02 -8.939162e-02 
 6.459712e-02 -9.038570e-02 
 6.492011e-02 -9.137016e-02 
 6.524309e-02 -9.234565e-02 
 6.556607e-02 -9.331025e-02 
 6.588905e-02 -9.426280e-02 
 6.621204e-02 -9.520223e-02 
 6.653502e-02 -9.612619e-02 
 6.685800e-02 -9.703248e-02 
 6.718098e-02 -9.792012e-02 
 6.750396e-02 -9.878621e-02 
 6.782695e-02 -9.962970e-02 
 6.814993e-02 -1.004500e-01 
 6.847291e-02 -1.012473e-01 
 6.879589e-02 -1.020239e-01 
 6.911887e-02 -1.027820e-01 
 6.944185e-02 -1.035192e-01 
 6.976484e-02 -1.042367e-01 
 7.008782e-02 -1.049336e-01 
 7.041080e-02 -1.056121e-01 
 7.073378e-02 -1.062704e-01 
 7.105676e-02 -1.069094e-01 
 7.137974e-02 -1.075246e-01 
 7.170272e-02 -1.081146e-01 
 7.202570e-02 -1.086771e-01 
 7.234868e-02 -1.092085e-01 
 7.267166e-02 -1.097082e-01 
 7.299464e-02 -1.101749e-01 
 7.331763e-02 -1.106099e-01 
 7.364061e-02 -1.110138e-01 
 7.396359e-02 -1.113890e-01 
 7.428657e-02 -1.117360e-01 
 7.460955e-02 -1.120592e-01 
 7.493253e-02 -1.123572e-01 
 7.525551e-02 -1.126289e-01 
 7.557849e-02 -1.128704e-01 
 7.590147e-02 -1.130850e-01 
 7.622445e-02 -1.132666e-01 
 7.654743e-02 -1.134180e-01 
 7.687042e-02 -1.135367e-01 
 7.719341e-02 -1.136229e-01 
 7.751640e-02 -1.136745e-01 
 7.783939e-02 -1.136953e-01 
 7.816238e-02 -1.136821e-01 
 7.848537e-02 -1.136383e-01 
 7.880836e-02 -1.135635e-01 
 7.913135e-02 -1.134599e-01 
 7.945434e-02 -1.133323e-01 
 7.977733e-02 -1.131752e-01 
 8.010032e-02 -1.129924e-01 
 8.042331e-02 -1.127810e-01 
 8.074630e-02 -1.125425e-01 
 8.106929e-02 -1.122723e-01 
 8.139228e-02 -1.119732e-01 
 8.171527e-02 -1.116408e-01 
 8.203826e-02 -1.112745e-01 
 8.236125e-02 -1.108755e-01 
 8.268424e-02 -1.104436e-01 
 8.300723e-02 -1.099796e-01 
 8.333022e-02 -1.094861e-01 
 8.365321e-02 -1.089647e-01 
 8.397620e-02 -1.084180e-01 
 8.429919e-02 -1.078514e-01 
 8.462218e-02 -1.072631e-01 
 8.494517e-02 -1.066549e-01 
 8.526816e-02 -1.060239e-01 
 8.559115e-02 -1.053679e-01 
 8.591414e-02 -1.046829e-01 
 8.623713e-02 -1.039705e-01 
 8.656012e-02 -1.032291e-01 
 8.688311e-02 -1.024605e-01 
