time;sensor1 tvalx;sensor1 tminx;sensor1 tmaxx;sensor1 tvaly;sensor1 tminy;sensor1 tmaxy;sensor1 avalx1;sensor1 aminx1;sensor1 amaxx1;sensor1 avaly1;sensor1 aminy1;sensor1 amaxy1;sensor1 avalz1;sensor1 aminz1;sensor1 amaxz1;sensor1 avalx2;sensor1 aminx2;sensor1 amaxx2;sensor1 avaly2;sensor1 aminy2;sensor1 amaxy2;sensor1 avalz2;sensor1 aminz2;sensor1 amaxz2
17-12-2020_11:37:15;407,0;18,0;789,0;1683,0;-9376,0;15848,0;87,0;-1050,0;1100,0;388,0;-3091,0;3714,0;16793,0;15280,0;17820,0;-7,0;-910,0;1202,0;467,0;-2780,0;3964,0;16442,0;15479,0;17374,0
17-12-2020_11:37:20;400,0;365,0;435,0;1286,0;-1785,0;4046,0;87,0;-263,0;442,0;386,0;-171,0;918,0;16789,0;16362,0;17259,0;-7,0;-299,0;269,0;461,0;32,0;937,0;16438,0;16092,0;16750,0
17-12-2020_11:37:25;401,0;379,0;421,0;1394,0;-462,0;3110,0;93,0;-297,0;427,0;385,0;96,0;718,0;16783,0;16405,0;17249,0;-7,0;-265,0;264,0;461,0;215,0;733,0;16444,0;16167,0;16761,0
17-12-2020_11:37:30;401,0;390,0;416,0;1343,0;-106,0;2560,0;90,0;-283,0;437,0;385,0;173,0;622,0;16787,0;16357,0;17214,0;-2,0;-247,0;260,0;458,0;297,0;607,0;16439,0;16178,0;16703,0
17-12-2020_11:37:35;400,0;395,0;405,0;1354,0;1343,0;1368,0;86,0;-231,0;431,0;382,0;135,0;612,0;16786,0;16324,0;17340,0;-1,0;-319,0;287,0;460,0;322,0;620,0;16441,0;16148,0;16826,0
17-12-2020_11:37:40;400,0;396,0;405,0;1351,0;1339,0;1364,0;90,0;-291,0;441,0;384,0;155,0;601,0;16788,0;16350,0;17276,0;-2,0;-334,0;264,0;460,0;305,0;607,0;16439,0;16096,0;16727,0
17-12-2020_11:37:45;399,0;396,0;403,0;1350,0;1339,0;1362,0;94,0;-245,0;439,0;383,0;137,0;617,0;16788,0;16359,0;17210,0;-4,0;-282,0;234,0;459,0;312,0;611,0;16439,0;16169,0;16729,0
17-12-2020_11:37:50;399,0;394,0;404,0;1352,0;1343,0;1363,0;87,0;-262,0;430,0;384,0;156,0;630,0;16787,0;16254,0;17325,0;0,0;-318,0;230,0;458,0;320,0;604,0;16438,0;16159,0;16728,0
17-12-2020_11:37:55;398,0;395,0;404,0;1352,0;1340,0;1365,0;90,0;-270,0;427,0;385,0;143,0;616,0;16789,0;16337,0;17239,0;-5,0;-260,0;261,0;458,0;317,0;618,0;16441,0;16144,0;16712,0
17-12-2020_11:38:00;398,0;394,0;404,0;1351,0;1341,0;1361,0;92,0;-285,0;425,0;386,0;122,0;655,0;16792,0;16310,0;17266,0;0,0;-303,0;246,0;459,0;311,0;620,0;16439,0;16168,0;16720,0
17-12-2020_11:38:05;398,0;394,0;404,0;1350,0;1339,0;1363,0;92,0;-250,0;429,0;381,0;150,0;605,0;16787,0;16289,0;17284,0;-1,0;-307,0;277,0;458,0;322,0;594,0;16439,0;16125,0;16748,0
17-12-2020_11:38:10;398,0;393,0;404,0;1348,0;1337,0;1359,0;90,0;-250,0;417,0;386,0;171,0;637,0;16791,0;16385,0;17252,0;-4,0;-235,0;234,0;457,0;310,0;605,0;16436,0;16089,0;16750,0
17-12-2020_11:38:15;397,0;393,0;403,0;1347,0;1336,0;1360,0;92,0;-256,0;455,0;382,0;160,0;610,0;16792,0;16415,0;17241,0;-5,0;-251,0;229,0;457,0;299,0;603,0;16439,0;16129,0;16762,0
17-12-2020_11:38:20;397,0;391,0;402,0;1346,0;1337,0;1357,0;87,0;-294,0;417,0;385,0;171,0;613,0;16792,0;16376,0;17249,0;-5,0;-290,0;260,0;460,0;320,0;603,0;16437,0;16135,0;16735,0
17-12-2020_11:38:25;397,0;393,0;402,0;1344,0;1335,0;1356,0;94,0;-263,0;429,0;385,0;140,0;583,0;16791,0;16373,0;17245,0;0,0;-296,0;284,0;458,0;273,0;582,0;16439,0;16185,0;16740,0
17-12-2020_11:38:30;397,0;393,0;402,0;1345,0;1333,0;1359,0;95,0;-284,0;446,0;387,0;150,0;635,0;16791,0;16317,0;17310,0;-6,0;-277,0;255,0;459,0;312,0;620,0;16442,0;16152,0;16754,0
17-12-2020_11:38:35;397,0;393,0;401,0;1344,0;1333,0;1357,0;85,0;-297,0;413,0;382,0;131,0;653,0;16787,0;16264,0;17254,0;0,0;-277,0;254,0;459,0;277,0;605,0;16441,0;16180,0;16736,0
17-12-2020_11:38:40;396,0;392,0;402,0;1343,0;1333,0;1357,0;89,0;-325,0;427,0;383,0;132,0;658,0;16789,0;16360,0;17237,0;-2,0;-256,0;231,0;462,0;329,0;603,0;16440,0;16132,0;16722,0
17-12-2020_11:38:45;396,0;392,0;401,0;1342,0;1330,0;1353,0;88,0;-293,0;413,0;384,0;146,0;613,0;16794,0;16403,0;17377,0;0,0;-247,0;245,0;461,0;303,0;652,0;16439,0;16131,0;16754,0
17-12-2020_11:38:50;396,0;391,0;400,0;1341,0;1330,0;1353,0;87,0;-289,0;427,0;385,0;169,0;624,0;16788,0;16411,0;17277,0;-3,0;-267,0;268,0;458,0;286,0;611,0;16434,0;16183,0;16749,0
17-12-2020_11:38:55;396,0;393,0;400,0;1340,0;1328,0;1355,0;91,0;-288,0;447,0;380,0;145,0;596,0;16787,0;16356,0;17299,0;0,0;-248,0;276,0;458,0;295,0;596,0;16436,0;16178,0;16726,0
17-12-2020_11:39:00;395,0;392,0;400,0;1340,0;1328,0;1352,0;88,0;-262,0;412,0;383,0;143,0;603,0;16790,0;16370,0;17334,0;-2,0;-253,0;247,0;460,0;303,0;611,0;16439,0;16156,0;16768,0
17-12-2020_11:39:05;395,0;391,0;401,0;1340,0;1332,0;1351,0;83,0;-329,0;415,0;382,0;150,0;616,0;16787,0;16274,0;17337,0;-6,0;-285,0;265,0;460,0;301,0;604,0;16440,0;16159,0;16749,0
17-12-2020_11:39:10;395,0;391,0;401,0;1339,0;1329,0;1352,0;90,0;-219,0;419,0;383,0;125,0;597,0;16785,0;16347,0;17239,0;-2,0;-278,0;257,0;461,0;317,0;594,0;16440,0;16164,0;16780,0
17-12-2020_11:39:15;395,0;391,0;400,0;1337,0;1325,0;1351,0;85,0;-305,0;427,0;382,0;151,0;641,0;16795,0;16263,0;17269,0;-4,0;-270,0;239,0;462,0;320,0;606,0;16439,0;16144,0;16721,0
17-12-2020_11:39:20;395,0;389,0;400,0;1337,0;1325,0;1349,0;90,0;-283,0;450,0;382,0;118,0;618,0;16792,0;16440,0;17260,0;-2,0;-284,0;247,0;459,0;268,0;604,0;16435,0;16134,0;16716,0
17-12-2020_11:39:25;394,0;389,0;400,0;1336,0;1320,0;1347,0;88,0;-301,0;416,0;380,0;149,0;607,0;16787,0;16380,0;17255,0;0,0;-329,0;244,0;459,0;293,0;620,0;16441,0;16169,0;16854,0
17-12-2020_11:39:30;394,0;390,0;401,0;1340,0;1292,0;1392,0;90,0;-230,0;413,0;382,0;104,0;608,0;16789,0;16278,0;17284,0;-2,0;-258,0;268,0;461,0;303,0;600,0;16438,0;16173,0;16764,0
17-12-2020_11:39:35;397,0;-901,0;2335,0;2561,0;-15961,0;25738,0;86,0;-4490,0;4696,0;376,0;-9795,0;16189,0;16790,0;11495,0;24941,0;-6,0;-4519,0;4555,0;457,0;-9522,0;16107,0;16441,0;11242,0;25036,0
17-12-2020_11:39:40;414,0;115,0;854,0;1380,0;-10213,0;11053,0;83,0;-662,0;909,0;392,0;-3283,0;3657,0;16788,0;14972,0;17845,0;-5,0;-764,0;599,0;471,0;-2971,0;3510,0;16440,0;15141,0;17308,0
17-12-2020_11:39:45;415,0;384,0;445,0;1455,0;-1076,0;4442,0;85,0;-260,0;443,0;382,0;-220,0;879,0;16785,0;16349,0;17346,0;0,0;-277,0;265,0;460,0;-18,0;967,0;16437,0;16131,0;16755,0
17-12-2020_11:39:50;415,0;393,0;435,0;1522,0;-540,0;3396,0;85,0;-325,0;431,0;380,0;43,0;728,0;16789,0;16337,0;17262,0;-2,0;-264,0;239,0;462,0;75,0;738,0;16437,0;16185,0;16729,0
17-12-2020_11:39:55;416,0;405,0;425,0;1424,0;-154,0;2796,0;90,0;-308,0;438,0;380,0;152,0;603,0;16785,0;16406,0;17242,0;-4,0;-259,0;255,0;461,0;319,0;614,0;16438,0;16184,0;16755,0
17-12-2020_11:40:00;415,0;409,0;420,0;1460,0;1448,0;1475,0;89,0;-296,0;462,0;386,0;137,0;628,0;16789,0;16302,0;17215,0;1,0;-284,0;243,0;462,0;315,0;609,0;16438,0;16150,0;16724,0
17-12-2020_11:40:05;414,0;410,0;419,0;1458,0;1446,0;1469,0;86,0;-255,0;422,0;384,0;150,0;606,0;16791,0;16311,0;17339,0;0,0;-265,0;245,0;464,0;285,0;607,0;16438,0;16136,0;16773,0
17-12-2020_11:40:10;413,0;408,0;420,0;1457,0;1445,0;1466,0;87,0;-324,0;440,0;383,0;137,0;613,0;16786,0;16429,0;17293,0;-5,0;-294,0;254,0;463,0;324,0;621,0;16439,0;16076,0;16740,0
17-12-2020_11:40:15;413,0;408,0;419,0;1457,0;1445,0;1469,0;85,0;-348,0;424,0;387,0;149,0;626,0;16790,0;16367,0;17283,0;0,0;-260,0;243,0;461,0;319,0;615,0;16436,0;16175,0;16738,0
17-12-2020_11:40:20;413,0;408,0;418,0;1456,0;1446,0;1466,0;86,0;-329,0;415,0;386,0;153,0;598,0;16792,0;16420,0;17303,0;-4,0;-261,0;261,0;461,0;308,0;629,0;16437,0;16161,0;16770,0
17-12-2020_11:40:25;412,0;407,0;417,0;1455,0;1445,0;1466,0;87,0;-221,0;447,0;385,0;98,0;621,0;16791,0;16370,0;17325,0;-4,0;-301,0;243,0;462,0;324,0;603,0;16441,0;16126,0;16766,0
17-12-2020_11:40:30;412,0;404,0;419,0;1454,0;1442,0;1470,0;85,0;-301,0;452,0;383,0;95,0;596,0;16790,0;16376,0;17350,0;-5,0;-284,0;273,0;459,0;310,0;610,0;16435,0;16116,0;16745,0
17-12-2020_11:40:35;412,0;405,0;417,0;1452,0;1440,0;1466,0;91,0;-256,0;421,0;387,0;165,0;603,0;16792,0;16352,0;17277,0;0,0;-298,0;269,0;462,0;315,0;602,0;16438,0;16197,0;16741,0
17-12-2020_11:40:40;411,0;406,0;417,0;1452,0;1442,0;1463,0;86,0;-230,0;427,0;387,0;151,0;635,0;16793,0;16313,0;17251,0;-1,0;-352,0;265,0;462,0;324,0;601,0;16439,0;16140,0;16775,0
17-12-2020_11:40:45;410,0;404,0;415,0;1451,0;1440,0;1463,0;89,0;-290,0;399,0;384,0;129,0;594,0;16798,0;16429,0;17311,0;-1,0;-310,0;263,0;462,0;330,0;606,0;16436,0;16170,0;16732,0
17-12-2020_11:40:50;410,0;405,0;415,0;1452,0;1440,0;1463,0;85,0;-278,0;433,0;388,0;114,0;606,0;16796,0;16406,0;17339,0;-3,0;-264,0;260,0;462,0;324,0;615,0;16437,0;16096,0;16738,0
17-12-2020_11:40:55;410,0;406,0;415,0;1452,0;1441,0;1463,0;90,0;-253,0;439,0;386,0;151,0;593,0;16791,0;16395,0;17274,0;-4,0;-270,0;268,0;461,0;311,0;623,0;16439,0;16168,0;16773,0
17-12-2020_11:41:00;410,0;405,0;415,0;1451,0;1441,0;1465,0;89,0;-278,0;463,0;386,0;156,0;599,0;16787,0;16408,0;17286,0;-3,0;-313,0;269,0;462,0;297,0;595,0;16433,0;16163,0;16747,0
17-12-2020_11:41:05;409,0;404,0;415,0;1450,0;1440,0;1463,0;82,0;-283,0;434,0;383,0;158,0;621,0;16795,0;16338,0;17251,0;-3,0;-270,0;261,0;462,0;303,0;631,0;16433,0;16116,0;16734,0
17-12-2020_11:41:10;409,0;404,0;415,0;1450,0;1441,0;1462,0;82,0;-340,0;421,0;385,0;113,0;621,0;16793,0;16341,0;17309,0;-1,0;-273,0;263,0;459,0;320,0;594,0;16433,0;16152,0;16849,0
17-12-2020_11:41:15;409,0;403,0;414,0;1449,0;1436,0;1461,0;83,0;-239,0;439,0;385,0;154,0;640,0;16791,0;16355,0;17327,0;-1,0;-280,0;253,0;460,0;316,0;610,0;16432,0;16157,0;16720,0
17-12-2020_11:41:20;409,0;404,0;414,0;1448,0;1435,0;1461,0;89,0;-251,0;405,0;384,0;145,0;583,0;16793,0;16413,0;17317,0;-5,0;-241,0;239,0;461,0;312,0;610,0;16436,0;16184,0;16730,0
17-12-2020_11:41:25;408,0;403,0;412,0;1448,0;1439,0;1458,0;82,0;-327,0;412,0;387,0;144,0;617,0;16793,0;16358,0;17224,0;0,0;-268,0;256,0;459,0;271,0;588,0;16433,0;16142,0;16731,0
17-12-2020_11:41:30;408,0;404,0;413,0;1448,0;1438,0;1458,0;87,0;-275,0;425,0;387,0;91,0;597,0;16792,0;16416,0;17305,0;-1,0;-276,0;248,0;461,0;310,0;605,0;16436,0;16156,0;16764,0
17-12-2020_11:41:35;408,0;403,0;412,0;1449,0;1438,0;1463,0;85,0;-228,0;442,0;386,0;168,0;641,0;16795,0;16353,0;17280,0;-6,0;-272,0;301,0;462,0;308,0;634,0;16437,0;16166,0;16738,0
17-12-2020_11:41:40;408,0;403,0;413,0;1449,0;1436,0;1463,0;89,0;-250,0;411,0;385,0;103,0;631,0;16793,0;16337,0;17305,0;-1,0;-299,0;268,0;460,0;337,0;607,0;16439,0;16169,0;16729,0
17-12-2020_11:41:45;407,0;403,0;413,0;1448,0;1438,0;1460,0;92,0;-278,0;426,0;387,0;117,0;606,0;16795,0;16354,0;17240,0;0,0;-287,0;250,0;459,0;312,0;596,0;16435,0;16131,0;16740,0
17-12-2020_11:41:50;407,0;403,0;412,0;1448,0;1437,0;1461,0;81,0;-261,0;445,0;388,0;155,0;662,0;16787,0;16410,0;17251,0;-2,0;-240,0;233,0;460,0;322,0;636,0;16440,0;16136,0;16756,0
17-12-2020_11:41:55;407,0;402,0;413,0;1447,0;1437,0;1462,0;88,0;-296,0;445,0;386,0;144,0;609,0;16794,0;16418,0;17284,0;0,0;-283,0;251,0;462,0;307,0;616,0;16434,0;16159,0;16777,0
17-12-2020_11:42:00;407,0;404,0;412,0;1447,0;1436,0;1458,0;83,0;-327,0;435,0;387,0;160,0;610,0;16795,0;16346,0;17323,0;-3,0;-286,0;287,0;462,0;293,0;615,0;16433,0;16172,0;16763,0
17-12-2020_11:42:05;407,0;403,0;411,0;1448,0;1439,0;1460,0;91,0;-322,0;434,0;388,0;160,0;618,0;16801,0;16364,0;17273,0;-5,0;-328,0;291,0;461,0;325,0;609,0;16437,0;16170,0;16758,0
17-12-2020_11:42:10;407,0;402,0;412,0;1448,0;1439,0;1459,0;89,0;-335,0;415,0;388,0;160,0;649,0;16790,0;16382,0;17391,0;1,0;-315,0;267,0;460,0;289,0;648,0;16435,0;16167,0;16825,0
17-12-2020_11:42:15;407,0;401,0;412,0;1448,0;1435,0;1460,0;88,0;-308,0;427,0;387,0;165,0;689,0;16799,0;16398,0;17348,0;-4,0;-284,0;270,0;460,0;316,0;617,0;16438,0;16149,0;16782,0
17-12-2020_11:42:20;407,0;403,0;412,0;1446,0;1433,0;1460,0;88,0;-286,0;424,0;390,0;160,0;598,0;16791,0;16419,0;17351,0;-3,0;-271,0;234,0;460,0;320,0;604,0;16435,0;16129,0;16742,0
17-12-2020_11:42:25;406,0;401,0;413,0;1446,0;1435,0;1458,0;85,0;-264,0;408,0;388,0;156,0;615,0;16794,0;16255,0;17237,0;1,0;-258,0;266,0;463,0;313,0;614,0;16435,0;16166,0;16709,0
17-12-2020_11:42:30;406,0;403,0;411,0;1445,0;1402,0;1485,0;85,0;-337,0;425,0;383,0;137,0;646,0;16795,0;16301,0;17320,0;1,0;-286,0;256,0;461,0;323,0;604,0;16432,0;16110,0;16715,0
17-12-2020_11:42:35;407,0;-974,0;2635,0;1996,0;-13568,0;25739,0;84,0;-3400,0;3790,0;400,0;-9087,0;15336,0;16794,0;11031,0;23339,0;0,0;-3046,0;2868,0;477,0;-8720,0;14982,0;16436,0;11624,0;22980,0
17-12-2020_11:42:40;450,0;-164,0;1193,0;2551,0;-11218,0;24816,0;82,0;-1869,0;1799,0;374,0;-4246,0;5971,0;16800,0;14793,0;19330,0;-7,0;-1994,0;1468,0;452,0;-3976,0;5922,0;16442,0;14430,0;18872,0
17-12-2020_11:42:45;434,0;396,0;475,0;1430,0;-2367,0;4838,0;87,0;-320,0;425,0;385,0;-229,0;1007,0;16795,0;16265,0;17270,0;-1,0;-313,0;274,0;462,0;-92,0;1054,0;16435,0;16128,0;16725,0
17-12-2020_11:42:50;434,0;409,0;452,0;1566,0;-612,0;3669,0;86,0;-268,0;423,0;387,0;-57,0;829,0;16793,0;16370,0;17300,0;-3,0;-299,0;253,0;465,0;67,0;830,0;16436,0;16168,0;16760,0
17-12-2020_11:42:55;434,0;420,0;446,0;1544,0;-211,0;3030,0;84,0;-310,0;406,0;386,0;139,0;611,0;16790,0;16355,0;17220,0;-2,0;-253,0;288,0;464,0;283,0;619,0;16436,0;16174,0;16783,0
17-12-2020_11:43:00;433,0;428,0;440,0;1561,0;1550,0;1574,0;84,0;-277,0;425,0;388,0;171,0;599,0;16797,0;16402,0;17310,0;-1,0;-302,0;256,0;464,0;267,0;594,0;16437,0;16166,0;16734,0
17-12-2020_11:43:05;432,0;428,0;438,0;1559,0;1549,0;1571,0;83,0;-248,0;437,0;385,0;116,0;598,0;16790,0;16328,0;17249,0;1,0;-290,0;263,0;462,0;320,0;612,0;16433,0;16163,0;16716,0
17-12-2020_11:43:10;431,0;427,0;437,0;1557,0;1543,0;1570,0;82,0;-357,0;412,0;385,0;179,0;590,0;16798,0;16307,0;17338,0;-2,0;-230,0;271,0;465,0;318,0;593,0;16435,0;16145,0;16767,0
17-12-2020_11:43:15;430,0;425,0;436,0;1558,0;1546,0;1571,0;78,0;-299,0;433,0;388,0;142,0;603,0;16795,0;16420,0;17295,0;1,0;-264,0;264,0;464,0;324,0;616,0;16437,0;16122,0;16801,0
17-12-2020_11:43:20;430,0;426,0;436,0;1556,0;1546,0;1566,0;90,0;-242,0;405,0;387,0;122,0;626,0;16798,0;16397,0;17264,0;3,0;-254,0;242,0;466,0;292,0;603,0;16437,0;16165,0;16735,0
17-12-2020_11:43:25;430,0;426,0;434,0;1556,0;1543,0;1567,0;84,0;-256,0;395,0;391,0;156,0;624,0;16793,0;16336,0;17346,0;-1,0;-293,0;265,0;467,0;333,0;599,0;16439,0;16139,0;16767,0
17-12-2020_11:43:30;429,0;425,0;435,0;1555,0;1543,0;1568,0;85,0;-244,0;447,0;386,0;145,0;646,0;16801,0;16363,0;17353,0;-5,0;-308,0;258,0;464,0;310,0;616,0;16440,0;16174,0;16758,0
17-12-2020_11:43:35;429,0;423,0;434,0;1555,0;1542,0;1571,0;83,0;-289,0;422,0;387,0;141,0;610,0;16793,0;16413,0;17336,0;0,0;-252,0;254,0;465,0;270,0;598,0;16433,0;16167,0;16763,0
17-12-2020_11:43:40;429,0;424,0;434,0;1555,0;1545,0;1568,0;86,0;-305,0;418,0;389,0;150,0;622,0;16798,0;16389,0;17324,0;0,0;-340,0;302,0;464,0;336,0;603,0;16435,0;16188,0;16723,0
17-12-2020_11:43:45;428,0;424,0;434,0;1554,0;1543,0;1567,0;82,0;-310,0;434,0;387,0;127,0;608,0;16796,0;16331,0;17231,0;-1,0;-295,0;265,0;463,0;305,0;603,0;16434,0;16123,0;16721,0
17-12-2020_11:43:50;428,0;422,0;434,0;1552,0;1540,0;1566,0;83,0;-276,0;425,0;385,0;147,0;614,0;16797,0;16304,0;17294,0;-2,0;-302,0;247,0;461,0;307,0;609,0;16433,0;16158,0;16731,0
17-12-2020_11:43:55;428,0;424,0;433,0;1551,0;1540,0;1565,0;87,0;-247,0;431,0;389,0;140,0;599,0;16795,0;16316,0;17269,0;-5,0;-265,0;250,0;463,0;301,0;596,0;16434,0;16133,0;16733,0
17-12-2020_11:44:00;428,0;423,0;433,0;1550,0;1540,0;1562,0;85,0;-285,0;411,0;390,0;140,0;588,0;16800,0;16403,0;17299,0;-3,0;-253,0;273,0;463,0;297,0;633,0;16434,0;16158,0;16784,0
17-12-2020_11:44:05;428,0;423,0;433,0;1551,0;1541,0;1561,0;87,0;-256,0;429,0;387,0;144,0;611,0;16800,0;16354,0;17306,0;-3,0;-288,0;255,0;463,0;305,0;597,0;16438,0;16185,0;16733,0
17-12-2020_11:44:10;428,0;423,0;433,0;1551,0;1537,0;1562,0;85,0;-261,0;415,0;388,0;146,0;582,0;16798,0;16380,0;17262,0;-3,0;-286,0;249,0;462,0;293,0;601,0;16431,0;16162,0;16715,0
17-12-2020_11:44:15;427,0;424,0;432,0;1550,0;1539,0;1562,0;87,0;-271,0;427,0;388,0;138,0;597,0;16800,0;16389,0;17310,0;-1,0;-311,0;253,0;460,0;319,0;600,0;16427,0;16119,0;16754,0
17-12-2020_11:44:20;427,0;423,0;430,0;1550,0;1539,0;1560,0;86,0;-305,0;414,0;387,0;169,0;609,0;16803,0;16396,0;17284,0;-4,0;-261,0;263,0;461,0;324,0;593,0;16431,0;16154,0;16757,0
17-12-2020_11:44:25;427,0;423,0;431,0;1548,0;1536,0;1559,0;87,0;-331,0;433,0;390,0;140,0;593,0;16798,0;16421,0;17240,0;-4,0;-273,0;234,0;460,0;297,0;598,0;16431,0;16140,0;16737,0
17-12-2020_11:44:30;427,0;423,0;431,0;1547,0;1534,0;1560,0;82,0;-246,0;416,0;389,0;132,0;592,0;16798,0;16295,0;17368,0;0,0;-253,0;242,0;462,0;315,0;606,0;16435,0;16149,0;16718,0
17-12-2020_11:44:35;426,0;423,0;431,0;1546,0;1536,0;1560,0;80,0;-285,0;409,0;389,0;156,0;598,0;16799,0;16256,0;17294,0;-4,0;-252,0;264,0;462,0;272,0;613,0;16434,0;16136,0;16717,0
17-12-2020_11:44:40;426,0;420,0;432,0;1546,0;1537,0;1557,0;80,0;-251,0;402,0;385,0;149,0;616,0;16795,0;16369,0;17268,0;-5,0;-253,0;230,0;464,0;322,0;597,0;16433,0;16169,0;16723,0
17-12-2020_11:44:45;426,0;421,0;433,0;1546,0;1534,0;1558,0;84,0;-299,0;431,0;386,0;131,0;599,0;16797,0;16359,0;17321,0;-3,0;-305,0;241,0;461,0;292,0;618,0;16436,0;16165,0;16753,0
17-12-2020_11:44:50;426,0;418,0;433,0;1545,0;1534,0;1558,0;86,0;-245,0;425,0;388,0;147,0;615,0;16797,0;16365,0;17330,0;0,0;-260,0;258,0;460,0;294,0;585,0;16429,0;16109,0;16749,0
17-12-2020_11:44:55;425,0;422,0;430,0;1544,0;1532,0;1560,0;81,0;-284,0;408,0;387,0;149,0;629,0;16799,0;16410,0;17265,0;-2,0;-280,0;245,0;461,0;303,0;613,0;16431,0;16167,0;16760,0
17-12-2020_11:45:00;426,0;410,0;437,0;1544,0;1532,0;1555,0;85,0;-275,0;412,0;388,0;130,0;627,0;16805,0;16404,0;17256,0;-4,0;-276,0;295,0;458,0;324,0;594,0;16430,0;16122,0;16743,0
17-12-2020_11:45:05;426,0;410,0;442,0;1543,0;1524,0;1562,0;87,0;-236,0;403,0;387,0;138,0;661,0;16794,0;16380,0;17230,0;-8,0;-246,0;243,0;462,0;325,0;642,0;16427,0;16090,0;16739,0
17-12-2020_11:45:10;425,0;421,0;432,0;1541,0;1527,0;1554,0;83,0;-277,0;462,0;388,0;161,0;620,0;16796,0;16320,0;17289,0;-1,0;-304,0;270,0;461,0;328,0;623,0;16433,0;16177,0;16730,0
17-12-2020_11:45:15;425,0;421,0;431,0;1540,0;1526,0;1551,0;82,0;-241,0;428,0;385,0;136,0;653,0;16798,0;16387,0;17264,0;0,0;-268,0;258,0;459,0;321,0;600,0;16433,0;16155,0;16715,0
17-12-2020_11:45:20;425,0;419,0;430,0;1539,0;1525,0;1550,0;87,0;-243,0;442,0;387,0;151,0;627,0;16797,0;16335,0;17273,0;-4,0;-272,0;258,0;461,0;328,0;584,0;16434,0;16121,0;16757,0
17-12-2020_11:45:25;425,0;420,0;431,0;1543,0;1500,0;1599,0;79,0;-262,0;434,0;384,0;117,0;609,0;16799,0;16167,0;17321,0;-3,0;-286,0;268,0;462,0;318,0;607,0;16434,0;16136,0;16736,0
17-12-2020_11:45:30;503,0;-990,0;3088,0;3126,0;-13572,0;25743,0;79,0;-5614,0;6589,0;398,0;-14224,0;19980,0;16797,0;7956,0;28891,0;0,0;-4288,0;6213,0;473,0;-13905,0;19322,0;16430,0;9619,0;28127,0
17-12-2020_11:45:35;463,0;-168,0;976,0;2157,0;-12834,0;21462,0;76,0;-1064,0;1328,0;382,0;-3719,0;4386,0;16798,0;14774,0;17998,0;-7,0;-984,0;1113,0;456,0;-3553,0;4362,0;16436,0;14639,0;17494,0
17-12-2020_11:45:40;471,0;440,0;519,0;1759,0;-1556,0;5580,0;77,0;-258,0;442,0;390,0;-316,0;1090,0;16804,0;16323,0;17396,0;-7,0;-266,0;255,0;463,0;-220,0;1177,0;16432,0;16119,0;16818,0
17-12-2020_11:45:45;471,0;451,0;492,0;1803,0;-806,0;4239,0;82,0;-304,0;420,0;387,0;-14,0;863,0;16796,0;16388,0;17293,0;-6,0;-262,0;246,0;463,0;67,0;861,0;16433,0;16152,0;16738,0
17-12-2020_11:45:50;472,0;459,0;486,0;1665,0;-320,0;3448,0;85,0;-232,0;429,0;388,0;158,0;627,0;16800,0;16326,0;17329,0;-1,0;-278,0;259,0;465,0;317,0;596,0;16433,0;16171,0;16744,0
17-12-2020_11:45:55;471,0;462,0;483,0;1729,0;1714,0;1742,0;82,0;-289,0;449,0;393,0;173,0;633,0;16799,0;16438,0;17368,0;-1,0;-311,0;271,0;464,0;296,0;601,0;16434,0;16134,0;16728,0
17-12-2020_11:46:00;470,0;464,0;478,0;1727,0;1715,0;1741,0;82,0;-315,0;426,0;386,0;149,0;623,0;16799,0;16322,0;17329,0;-1,0;-277,0;287,0;464,0;323,0;627,0;16430,0;16134,0;16783,0
17-12-2020_11:46:05;469,0;464,0;476,0;1726,0;1711,0;1739,0;81,0;-328,0;412,0;395,0;132,0;609,0;16805,0;16267,0;17361,0;0,0;-298,0;283,0;463,0;318,0;590,0;16432,0;16126,0;16697,0
17-12-2020_11:46:10;469,0;464,0;475,0;1723,0;1711,0;1736,0;82,0;-252,0;407,0;389,0;125,0;625,0;16798,0;16417,0;17360,0;-3,0;-248,0;274,0;465,0;329,0;603,0;16430,0;16144,0;16724,0
17-12-2020_11:46:15;468,0;464,0;475,0;1722,0;1709,0;1734,0;82,0;-334,0;466,0;389,0;113,0;626,0;16803,0;16317,0;17282,0;1,0;-253,0;270,0;463,0;317,0;637,0;16430,0;16164,0;16759,0
17-12-2020_11:46:20;468,0;459,0;480,0;1721,0;1707,0;1736,0;81,0;-256,0;466,0;389,0;139,0;603,0;16800,0;16381,0;17292,0;-2,0;-297,0;260,0;464,0;322,0;616,0;16432,0;16073,0;16743,0
17-12-2020_11:46:25;468,0;462,0;472,0;1718,0;1705,0;1731,0;84,0;-232,0;413,0;388,0;144,0;621,0;16801,0;16364,0;17328,0;-2,0;-263,0;278,0;464,0;319,0;604,0;16427,0;16140,0;16785,0
17-12-2020_11:46:30;467,0;462,0;473,0;1717,0;1702,0;1728,0;85,0;-300,0;397,0;387,0;126,0;620,0;16804,0;16371,0;17333,0;-1,0;-307,0;260,0;467,0;341,0;630,0;16434,0;16152,0;16759,0
17-12-2020_11:46:35;468,0;464,0;476,0;1715,0;1702,0;1729,0;82,0;-272,0;429,0;390,0;116,0;619,0;16800,0;16401,0;17260,0;-2,0;-261,0;268,0;466,0;342,0;597,0;16436,0;16121,0;16751,0
