time;sensor1 tvalx;sensor1 tminx;sensor1 tmaxx;sensor1 tvaly;sensor1 tminy;sensor1 tmaxy;sensor1 avalx1;sensor1 aminx1;sensor1 amaxx1;sensor1 avaly1;sensor1 aminy1;sensor1 amaxy1;sensor1 avalz1;sensor1 aminz1;sensor1 amaxz1;sensor1 avalx2;sensor1 aminx2;sensor1 amaxx2;sensor1 avaly2;sensor1 aminy2;sensor1 amaxy2;sensor1 avalz2;sensor1 aminz2;sensor1 amaxz2
04-01-2021_12:29:35;-23,0;-28,0;-18,0;-23,0;-40,0;-8,0;217,0;-162,0;549,0;336,0;88,0;568,0;16619,0;16174,0;17107,0;-10,0;-288,0;257,0;418,0;276,0;584,0;16592,0;16351,0;16907,0
04-01-2021_12:29:40;-22,0;-28,0;-17,0;-24,0;-37,0;-13,0;212,0;-170,0;549,0;335,0;88,0;571,0;16618,0;16145,0;17139,0;-8,0;-265,0;241,0;417,0;264,0;574,0;16590,0;16331,0;16923,0
04-01-2021_12:29:45;-23,0;-28,0;-18,0;-27,0;-40,0;-14,0;214,0;-137,0;581,0;336,0;79,0;619,0;16619,0;16216,0;17125,0;-8,0;-274,0;247,0;419,0;274,0;561,0;16594,0;16294,0;16859,0
04-01-2021_12:29:50;-23,0;-29,0;-19,0;-28,0;-44,0;-15,0;211,0;-129,0;565,0;336,0;106,0;552,0;16618,0;16212,0;17185,0;-11,0;-299,0;251,0;419,0;272,0;582,0;16588,0;16313,0;16869,0
04-01-2021_12:29:55;-23,0;-27,0;-19,0;-30,0;-44,0;-18,0;211,0;-159,0;589,0;333,0;119,0;533,0;16618,0;16183,0;17139,0;-14,0;-291,0;237,0;420,0;257,0;590,0;16590,0;16257,0;16878,0
04-01-2021_12:30:00;-23,0;-28,0;-18,0;-32,0;-45,0;-20,0;211,0;-177,0;563,0;333,0;110,0;570,0;16622,0;16182,0;17181,0;-11,0;-338,0;234,0;419,0;280,0;547,0;16587,0;16340,0;16971,0
04-01-2021_12:30:05;-22,0;-28,0;-16,0;-34,0;-47,0;-21,0;214,0;-168,0;574,0;333,0;85,0;557,0;16615,0;16121,0;17141,0;-10,0;-309,0;234,0;418,0;272,0;566,0;16590,0;16293,0;16899,0
04-01-2021_12:30:10;-23,0;-29,0;-18,0;-36,0;-49,0;-25,0;216,0;-174,0;578,0;333,0;94,0;534,0;16618,0;16215,0;17090,0;-9,0;-288,0;266,0;418,0;258,0;572,0;16591,0;16332,0;16911,0
04-01-2021_12:30:15;-23,0;-27,0;-19,0;-37,0;-48,0;-26,0;214,0;-182,0;546,0;334,0;109,0;585,0;16618,0;16201,0;17098,0;-9,0;-264,0;272,0;421,0;259,0;594,0;16589,0;16326,0;16871,0
04-01-2021_12:30:20;-22,0;-27,0;-19,0;-39,0;-49,0;-23,0;216,0;-131,0;529,0;335,0;85,0;541,0;16624,0;16226,0;17112,0;-9,0;-330,0;216,0;419,0;292,0;565,0;16589,0;16320,0;16933,0
04-01-2021_12:30:25;-23,0;-27,0;-18,0;-41,0;-51,0;-30,0;216,0;-165,0;557,0;335,0;110,0;551,0;16622,0;16187,0;17184,0;-14,0;-329,0;224,0;419,0;288,0;577,0;16589,0;16337,0;16887,0
04-01-2021_12:30:30;-22,0;-26,0;-19,0;-42,0;-54,0;-30,0;218,0;-179,0;586,0;333,0;93,0;571,0;16620,0;16128,0;17123,0;-12,0;-318,0;216,0;419,0;292,0;548,0;16591,0;16329,0;16859,0
04-01-2021_12:30:35;-23,0;-29,0;-17,0;-44,0;-58,0;-35,0;218,0;-181,0;549,0;336,0;104,0;558,0;16619,0;16223,0;17013,0;-10,0;-277,0;248,0;419,0;283,0;554,0;16589,0;16337,0;16897,0
04-01-2021_12:30:40;-22,0;-28,0;-18,0;-46,0;-60,0;-31,0;212,0;-157,0;548,0;337,0;126,0;565,0;16619,0;16185,0;17126,0;-10,0;-260,0;239,0;419,0;257,0;540,0;16592,0;16287,0;16934,0
04-01-2021_12:30:45;-22,0;-27,0;-18,0;-47,0;-60,0;-35,0;218,0;-106,0;544,0;336,0;55,0;586,0;16619,0;16130,0;17122,0;-9,0;-287,0;238,0;419,0;263,0;568,0;16589,0;16344,0;16921,0
04-01-2021_12:30:50;-23,0;-29,0;-17,0;-48,0;-61,0;-36,0;215,0;-186,0;556,0;336,0;97,0;556,0;16617,0;16165,0;17120,0;-9,0;-274,0;223,0;418,0;276,0;581,0;16593,0;16319,0;16869,0
04-01-2021_12:30:55;-23,0;-27,0;-20,0;-50,0;-64,0;-38,0;222,0;-123,0;543,0;335,0;90,0;558,0;16622,0;16141,0;17083,0;-12,0;-277,0;274,0;418,0;253,0;552,0;16589,0;16284,0;16882,0
04-01-2021_12:31:00;-22,0;-28,0;-18,0;-51,0;-65,0;-39,0;214,0;-190,0;535,0;335,0;106,0;542,0;16618,0;16183,0;17013,0;-11,0;-276,0;243,0;419,0;281,0;550,0;16588,0;16329,0;16909,0
04-01-2021_12:31:05;-22,0;-27,0;-18,0;-52,0;-66,0;-40,0;216,0;-121,0;566,0;337,0;84,0;591,0;16619,0;16133,0;17132,0;-7,0;-271,0;241,0;418,0;270,0;560,0;16589,0;16333,0;16872,0
04-01-2021_12:31:10;-23,0;-30,0;-16,0;-52,0;-66,0;-39,0;217,0;-115,0;558,0;336,0;89,0;559,0;16619,0;16275,0;17053,0;-11,0;-285,0;235,0;420,0;273,0;556,0;16588,0;16306,0;16907,0
04-01-2021_12:31:15;-22,0;-28,0;-18,0;-54,0;-68,0;-38,0;217,0;-102,0;554,0;335,0;77,0;595,0;16622,0;16189,0;17186,0;-11,0;-286,0;267,0;422,0;270,0;552,0;16588,0;16316,0;16877,0
04-01-2021_12:31:20;-22,0;-26,0;-18,0;-55,0;-72,0;-43,0;219,0;-153,0;558,0;336,0;98,0;586,0;16618,0;16078,0;17109,0;-13,0;-313,0;247,0;420,0;265,0;557,0;16591,0;16347,0;16912,0
04-01-2021_12:31:25;-22,0;-27,0;-18,0;-57,0;-69,0;-45,0;220,0;-146,0;553,0;338,0;90,0;556,0;16620,0;16144,0;17100,0;-15,0;-312,0;257,0;420,0;272,0;561,0;16591,0;16313,0;16911,0
04-01-2021_12:31:30;-22,0;-27,0;-17,0;-59,0;-71,0;-44,0;217,0;-134,0;539,0;335,0;74,0;524,0;16624,0;16193,0;17131,0;-13,0;-241,0;237,0;419,0;266,0;572,0;16587,0;16340,0;16909,0
04-01-2021_12:31:35;-22,0;-28,0;-19,0;-61,0;-73,0;-49,0;215,0;-127,0;549,0;334,0;103,0;543,0;16621,0;16120,0;17070,0;-14,0;-289,0;220,0;418,0;283,0;574,0;16591,0;16307,0;16869,0
04-01-2021_12:31:40;-22,0;-27,0;-18,0;-61,0;-75,0;-50,0;217,0;-107,0;583,0;336,0;107,0;557,0;16626,0;16120,0;17125,0;-10,0;-261,0;260,0;419,0;227,0;559,0;16590,0;16365,0;16892,0
04-01-2021_12:31:45;-22,0;-30,0;-17,0;-64,0;-76,0;-52,0;217,0;-164,0;549,0;336,0;114,0;553,0;16622,0;16197,0;17131,0;-10,0;-285,0;231,0;419,0;262,0;559,0;16592,0;16306,0;16887,0
04-01-2021_12:31:50;-22,0;-27,0;-17,0;-65,0;-75,0;-51,0;219,0;-230,0;543,0;334,0;86,0;553,0;16617,0;16166,0;17067,0;-9,0;-338,0;240,0;417,0;283,0;564,0;16590,0;16344,0;16843,0
04-01-2021_12:31:55;-16,0;-1237,0;1344,0;-143,0;-25652,0;25654,0;211,0;-1158,0;1254,0;307,0;-7164,0;5377,0;16620,0;13515,0;19036,0;-20,0;-1165,0;1552,0;400,0;-6718,0;5221,0;16596,0;14073,0;18535,0
04-01-2021_12:32:00;-89,0;-1371,0;996,0;-318,0;-25652,0;25655,0;211,0;-705,0;939,0;354,0;-6628,0;6630,0;16618,0;13515,0;19464,0;-14,0;-924,0;947,0;440,0;-6288,0;6448,0;16589,0;14104,0;18937,0
04-01-2021_12:32:05;-53,0;-856,0;580,0;876,0;-25652,0;25656,0;211,0;-434,0;926,0;350,0;-4006,0;4655,0;16619,0;14335,0;19168,0;-15,0;-788,0;714,0;434,0;-3610,0;4469,0;16593,0;14740,0;18455,0
04-01-2021_12:32:10;-27,0;-402,0;339,0;-1453,0;-22126,0;24869,0;205,0;-227,0;700,0;338,0;-2846,0;3047,0;16618,0;15217,0;17861,0;-17,0;-490,0;529,0;424,0;-2724,0;2864,0;16595,0;15388,0;17709,0
04-01-2021_12:32:15;-13,0;-301,0;396,0;-1030,0;-25649,0;23744,0;207,0;-187,0;615,0;322,0;-1375,0;1649,0;16620,0;15685,0;17471,0;-13,0;-452,0;388,0;413,0;-1132,0;1717,0;16590,0;15741,0;17246,0
04-01-2021_12:32:20;-33,0;-139,0;103,0;416,0;-25479,0;21993,0;207,0;-281,0;600,0;335,0;-2398,0;2361,0;16623,0;15388,0;17524,0;-15,0;-655,0;504,0;424,0;-2141,0;2273,0;16591,0;15704,0;17410,0
04-01-2021_12:32:25;-44,0;-405,0;300,0;726,0;-25579,0;25637,0;213,0;-166,0;559,0;339,0;-516,0;1255,0;16620,0;15971,0;17282,0;-12,0;-338,0;407,0;425,0;-298,0;1301,0;16589,0;15969,0;17114,0
04-01-2021_12:32:30;-35,0;-126,0;52,0;566,0;-9735,0;16569,0;219,0;-109,0;561,0;334,0;110,0;572,0;16617,0;16127,0;17001,0;-8,0;-285,0;238,0;422,0;267,0;579,0;16586,0;16279,0;16915,0
04-01-2021_12:32:35;-33,0;-39,0;-27,0;-9,0;-26,0;7,0;214,0;-176,0;552,0;336,0;109,0;542,0;16619,0;16205,0;17143,0;-6,0;-273,0;248,0;420,0;296,0;563,0;16587,0;16297,0;16885,0
04-01-2021_12:32:40;-33,0;-38,0;-30,0;-9,0;-23,0;9,0;215,0;-133,0;548,0;334,0;73,0;537,0;16616,0;16193,0;17144,0;-12,0;-266,0;258,0;418,0;277,0;549,0;16588,0;16232,0;16882,0
04-01-2021_12:32:45;-33,0;-40,0;-28,0;-7,0;-89,0;49,0;213,0;-154,0;567,0;336,0;85,0;563,0;16621,0;16161,0;17119,0;-11,0;-272,0;234,0;418,0;265,0;607,0;16593,0;16354,0;16939,0
04-01-2021_12:32:50;-33,0;-38,0;-29,0;-8,0;-44,0;18,0;213,0;-107,0;561,0;335,0;119,0;552,0;16623,0;16106,0;17079,0;-8,0;-314,0;216,0;418,0;270,0;539,0;16590,0;16283,0;16905,0
04-01-2021_12:32:55;-33,0;-39,0;-29,0;-7,0;-22,0;3,0;220,0;-142,0;574,0;336,0;124,0;575,0;16626,0;16223,0;17097,0;-13,0;-302,0;261,0;419,0;272,0;567,0;16589,0;16307,0;16910,0
04-01-2021_12:33:00;-33,0;-38,0;-29,0;-7,0;-19,0;3,0;218,0;-164,0;572,0;335,0;82,0;573,0;16620,0;16130,0;17087,0;-10,0;-274,0;227,0;420,0;260,0;571,0;16587,0;16312,0;16859,0
04-01-2021_12:33:05;-33,0;-37,0;-29,0;-7,0;-20,0;4,0;215,0;-145,0;550,0;336,0;122,0;527,0;16619,0;16226,0;17174,0;-10,0;-258,0;227,0;421,0;293,0;559,0;16589,0;16332,0;16886,0
04-01-2021_12:33:10;-33,0;-38,0;-30,0;-8,0;-31,0;15,0;217,0;-131,0;557,0;335,0;107,0;563,0;16618,0;16231,0;17107,0;-9,0;-318,0;252,0;422,0;281,0;572,0;16587,0;16337,0;16881,0
04-01-2021_12:33:15;-33,0;-38,0;-29,0;-7,0;-21,0;10,0;213,0;-119,0;569,0;333,0;59,0;536,0;16616,0;16169,0;17011,0;-7,0;-280,0;228,0;420,0;266,0;575,0;16590,0;16347,0;16852,0
04-01-2021_12:33:20;-33,0;-38,0;-29,0;-8,0;-22,0;5,0;215,0;-120,0;535,0;330,0;73,0;538,0;16617,0;16248,0;17134,0;-13,0;-290,0;261,0;420,0;275,0;578,0;16592,0;16322,0;16869,0
04-01-2021_12:33:25;-33,0;-37,0;-28,0;-10,0;-26,0;4,0;213,0;-170,0;567,0;335,0;113,0;557,0;16621,0;16130,0;17097,0;-11,0;-283,0;266,0;419,0;280,0;576,0;16590,0;16272,0;16861,0
04-01-2021_12:33:30;-33,0;-37,0;-28,0;-11,0;-25,0;0,0;215,0;-160,0;565,0;334,0;88,0;560,0;16618,0;16166,0;17150,0;-10,0;-294,0;227,0;420,0;269,0;550,0;16593,0;16341,0;16922,0
04-01-2021_12:33:35;-33,0;-40,0;-29,0;-13,0;-26,0;-3,0;218,0;-135,0;570,0;336,0;81,0;593,0;16619,0;16166,0;17153,0;-12,0;-271,0;270,0;420,0;276,0;585,0;16592,0;16349,0;16880,0
04-01-2021_12:33:40;-33,0;-37,0;-30,0;-15,0;-27,0;-1,0;212,0;-142,0;545,0;334,0;111,0;577,0;16618,0;16232,0;17095,0;-9,0;-262,0;251,0;419,0;266,0;555,0;16592,0;16336,0;16891,0
04-01-2021_12:33:45;-33,0;-38,0;-26,0;-16,0;-29,0;-5,0;213,0;-138,0;570,0;335,0;45,0;553,0;16618,0;16211,0;17102,0;-9,0;-285,0;243,0;419,0;260,0;575,0;16592,0;16350,0;16887,0
04-01-2021_12:33:50;-32,0;-38,0;-26,0;-18,0;-31,0;-5,0;221,0;-163,0;571,0;334,0;123,0;527,0;16620,0;16143,0;17173,0;-11,0;-296,0;224,0;421,0;280,0;559,0;16585,0;16344,0;16887,0
04-01-2021_12:33:55;-32,0;-36,0;-29,0;-20,0;-31,0;-8,0;218,0;-182,0;567,0;338,0;98,0;590,0;16620,0;16194,0;17023,0;-11,0;-334,0;238,0;418,0;282,0;546,0;16591,0;16276,0;16916,0
04-01-2021_12:34:00;-32,0;-36,0;-29,0;-22,0;-36,0;-8,0;218,0;-136,0;533,0;338,0;106,0;553,0;16620,0;16147,0;17046,0;-9,0;-277,0;243,0;418,0;280,0;547,0;16586,0;16357,0;16878,0
04-01-2021_12:34:05;-32,0;-37,0;-29,0;-21,0;-34,0;-4,0;222,0;-205,0;573,0;334,0;100,0;567,0;16620,0;16209,0;17099,0;-10,0;-291,0;269,0;419,0;268,0;555,0;16587,0;16328,0;16915,0
04-01-2021_12:34:10;-32,0;-37,0;-28,0;-24,0;-39,0;-9,0;217,0;-132,0;554,0;335,0;111,0;557,0;16622,0;16225,0;17040,0;-14,0;-285,0;268,0;420,0;274,0;565,0;16592,0;16330,0;16901,0
04-01-2021_12:34:15;-32,0;-36,0;-28,0;-25,0;-37,0;-12,0;218,0;-160,0;557,0;338,0;103,0;567,0;16618,0;16115,0;17113,0;-8,0;-317,0;243,0;419,0;259,0;574,0;16590,0;16339,0;16870,0
04-01-2021_12:34:20;-32,0;-37,0;-28,0;-25,0;-39,0;-12,0;216,0;-135,0;586,0;333,0;90,0;551,0;16624,0;16172,0;17144,0;-11,0;-292,0;252,0;419,0;275,0;561,0;16590,0;16305,0;16915,0
04-01-2021_12:34:25;-32,0;-38,0;-28,0;-27,0;-40,0;-12,0;219,0;-170,0;562,0;335,0;107,0;563,0;16619,0;16109,0;17166,0;-11,0;-301,0;226,0;418,0;286,0;559,0;16586,0;16318,0;16842,0
04-01-2021_12:34:30;-32,0;-36,0;-28,0;-28,0;-39,0;-14,0;217,0;-178,0;537,0;337,0;85,0;560,0;16618,0;16183,0;17132,0;-14,0;-273,0;224,0;420,0;274,0;568,0;16592,0;16272,0;16839,0
04-01-2021_12:34:35;-32,0;-37,0;-25,0;-30,0;-90,0;-1,0;215,0;-126,0;580,0;335,0;52,0;548,0;16617,0;16208,0;17084,0;-11,0;-269,0;225,0;419,0;281,0;574,0;16590,0;16291,0;16885,0
04-01-2021_12:34:40;-31,0;-284,0;368,0;-452,0;-23115,0;23220,0;220,0;-2075,0;2576,0;323,0;-7897,0;7781,0;16624,0;12371,0;21194,0;-13,0;-1699,0;1581,0;407,0;-7421,0;7043,0;16595,0;13161,0;19911,0
04-01-2021_12:34:45;-32,0;-272,0;128,0;589,0;-7841,0;15784,0;210,0;-395,0;764,0;352,0;-3371,0;4734,0;16622,0;14725,0;18553,0;-16,0;-711,0;559,0;435,0;-3118,0;4546,0;16588,0;14941,0;17890,0
04-01-2021_12:34:50;-20,0;-57,0;15,0;-25,0;-2093,0;1877,0;215,0;-197,0;581,0;337,0;-708,0;1434,0;16624,0;15661,0;17452,0;-10,0;-309,0;271,0;418,0;-530,0;1500,0;16587,0;15836,0;17263,0
04-01-2021_12:34:55;-22,0;-55,0;5,0;50,0;-1258,0;1318,0;214,0;-150,0;544,0;339,0;-330,0;1123,0;16624,0;15915,0;17235,0;-11,0;-299,0;238,0;416,0;-252,0;1095,0;16590,0;16151,0;17044,0
04-01-2021_12:35:00;-20,0;-34,0;-6,0;118,0;-538,0;933,0;213,0;-178,0;543,0;335,0;66,0;568,0;16625,0;16202,0;17074,0;-10,0;-274,0;223,0;417,0;203,0;611,0;16592,0;16337,0;16915,0
04-01-2021_12:35:05;-21,0;-27,0;-7,0;-25,0;-918,0;415,0;217,0;-200,0;544,0;337,0;61,0;569,0;16617,0;16140,0;17067,0;-12,0;-264,0;241,0;420,0;264,0;565,0;16591,0;16317,0;16885,0
04-01-2021_12:35:10;-24,0;-28,0;-20,0;30,0;17,0;43,0;216,0;-146,0;594,0;336,0;86,0;598,0;16615,0;16198,0;17118,0;-12,0;-273,0;225,0;419,0;268,0;585,0;16588,0;16302,0;16906,0
04-01-2021_12:35:15;-24,0;-31,0;-20,0;25,0;14,0;40,0;217,0;-184,0;560,0;337,0;96,0;576,0;16620,0;16223,0;17040,0;-13,0;-301,0;234,0;419,0;261,0;578,0;16590,0;16307,0;16941,0
04-01-2021_12:35:20;-25,0;-30,0;-20,0;22,0;11,0;37,0;218,0;-184,0;559,0;339,0;114,0;566,0;16623,0;16169,0;17087,0;-11,0;-344,0;274,0;419,0;263,0;588,0;16593,0;16277,0;16874,0
04-01-2021_12:35:25;-25,0;-30,0;-22,0;19,0;7,0;31,0;219,0;-126,0;551,0;335,0;79,0;586,0;16623,0;16219,0;17154,0;-13,0;-308,0;250,0;418,0;267,0;559,0;16592,0;16326,0;16925,0
04-01-2021_12:35:30;-25,0;-30,0;-22,0;17,0;4,0;32,0;221,0;-149,0;561,0;338,0;83,0;569,0;16626,0;16267,0;17132,0;-13,0;-268,0;219,0;419,0;270,0;540,0;16588,0;16344,0;16938,0
04-01-2021_12:35:35;-26,0;-32,0;-21,0;16,0;2,0;31,0;215,0;-128,0;561,0;339,0;116,0;582,0;16619,0;16120,0;17110,0;-14,0;-247,0;228,0;418,0;262,0;545,0;16593,0;16352,0;16871,0
04-01-2021_12:35:40;-25,0;-30,0;-22,0;13,0;0,0;28,0;217,0;-221,0;544,0;337,0;97,0;553,0;16622,0;16107,0;17101,0;-12,0;-268,0;245,0;418,0;259,0;561,0;16587,0;16280,0;16910,0
04-01-2021_12:35:45;-26,0;-30,0;-21,0;13,0;0,0;25,0;216,0;-146,0;567,0;334,0;68,0;547,0;16624,0;16120,0;17118,0;-9,0;-271,0;236,0;418,0;271,0;572,0;16589,0;16327,0;16905,0
04-01-2021_12:35:50;-26,0;-31,0;-20,0;10,0;-3,0;24,0;215,0;-120,0;557,0;334,0;48,0;573,0;16615,0;16174,0;17180,0;-13,0;-297,0;238,0;419,0;280,0;558,0;16590,0;16326,0;16846,0
04-01-2021_12:35:55;-26,0;-30,0;-22,0;10,0;0,0;21,0;213,0;-194,0;572,0;337,0;66,0;560,0;16618,0;16242,0;17217,0;-12,0;-287,0;268,0;417,0;265,0;565,0;16590,0;16336,0;16900,0
04-01-2021_12:36:00;-26,0;-31,0;-21,0;7,0;-10,0;22,0;217,0;-124,0;554,0;333,0;77,0;554,0;16615,0;16222,0;17054,0;-9,0;-282,0;235,0;418,0;264,0;587,0;16590,0;16301,0;16896,0
04-01-2021_12:36:05;-26,0;-32,0;-21,0;6,0;-4,0;21,0;214,0;-160,0;565,0;335,0;75,0;600,0;16617,0;16247,0;17181,0;-16,0;-276,0;246,0;419,0;281,0;563,0;16591,0;16317,0;16867,0
04-01-2021_12:36:10;-26,0;-31,0;-22,0;5,0;-6,0;16,0;218,0;-217,0;566,0;336,0;105,0;551,0;16619,0;16224,0;17154,0;-12,0;-284,0;235,0;419,0;259,0;564,0;16588,0;16339,0;16921,0
04-01-2021_12:36:15;-26,0;-31,0;-21,0;5,0;-9,0;21,0;212,0;-136,0;568,0;336,0;96,0;561,0;16619,0;16241,0;17079,0;-12,0;-257,0;224,0;420,0;279,0;561,0;16590,0;16311,0;16875,0
04-01-2021_12:36:20;-26,0;-33,0;-21,0;3,0;-6,0;14,0;215,0;-171,0;564,0;339,0;93,0;532,0;16619,0;16205,0;17122,0;-12,0;-299,0;247,0;418,0;266,0;564,0;16592,0;16307,0;16916,0
04-01-2021_12:36:25;-26,0;-30,0;-22,0;1,0;-10,0;15,0;220,0;-201,0;577,0;336,0;99,0;560,0;16617,0;16140,0;17058,0;-11,0;-344,0;260,0;418,0;249,0;544,0;16592,0;16338,0;16895,0
04-01-2021_12:36:30;-26,0;-31,0;-21,0;0,0;-15,0;12,0;218,0;-140,0;544,0;336,0;75,0;544,0;16621,0;16201,0;17106,0;-13,0;-296,0;234,0;420,0;284,0;558,0;16590,0;16306,0;16938,0
04-01-2021_12:36:35;-26,0;-32,0;-22,0;0,0;-12,0;13,0;218,0;-157,0;569,0;336,0;77,0;549,0;16626,0;16214,0;17099,0;-12,0;-287,0;240,0;420,0;278,0;559,0;16588,0;16333,0;16853,0
04-01-2021_12:36:40;-26,0;-31,0;-21,0;-2,0;-15,0;9,0;214,0;-144,0;551,0;336,0;99,0;543,0;16616,0;16138,0;17103,0;-15,0;-257,0;250,0;418,0;275,0;556,0;16590,0;16345,0;16920,0
04-01-2021_12:36:45;-26,0;-31,0;-23,0;-3,0;-22,0;11,0;217,0;-154,0;554,0;331,0;56,0;516,0;16614,0;16220,0;17064,0;-11,0;-289,0;251,0;417,0;271,0;553,0;16593,0;16351,0;16928,0
04-01-2021_12:36:50;-26,0;-30,0;-23,0;-5,0;-19,0;7,0;214,0;-249,0;552,0;336,0;69,0;537,0;16616,0;16212,0;17043,0;-11,0;-274,0;260,0;419,0;280,0;548,0;16591,0;16347,0;16901,0
04-01-2021_12:36:55;-25,0;-32,0;-22,0;-6,0;-20,0;7,0;217,0;-183,0;557,0;333,0;119,0;527,0;16621,0;16226,0;17192,0;-11,0;-274,0;221,0;418,0;276,0;543,0;16589,0;16287,0;16841,0
04-01-2021_12:37:00;-25,0;-29,0;-22,0;-8,0;-22,0;5,0;215,0;-136,0;567,0;336,0;82,0;591,0;16619,0;16134,0;17056,0;-12,0;-297,0;247,0;418,0;275,0;557,0;16590,0;16292,0;16863,0
04-01-2021_12:37:05;-25,0;-29,0;-21,0;-9,0;-24,0;4,0;213,0;-139,0;554,0;335,0;82,0;557,0;16618,0;16172,0;17056,0;-14,0;-312,0;234,0;419,0;283,0;570,0;16591,0;16269,0;16874,0
04-01-2021_12:37:10;-25,0;-29,0;-23,0;-11,0;-23,0;0,0;217,0;-113,0;592,0;335,0;79,0;561,0;16613,0;16174,0;17116,0;-13,0;-313,0;256,0;417,0;269,0;551,0;16590,0;16334,0;16905,0
04-01-2021_12:37:15;-26,0;-31,0;-21,0;-12,0;-27,0;4,0;218,0;-122,0;560,0;335,0;106,0;577,0;16616,0;16139,0;17042,0;-13,0;-253,0;250,0;416,0;252,0;562,0;16587,0;16339,0;16885,0
04-01-2021_12:37:20;-25,0;-30,0;-20,0;-13,0;-25,0;0,0;215,0;-92,0;556,0;334,0;55,0;553,0;16619,0;16166,0;17145,0;-17,0;-266,0;241,0;418,0;288,0;564,0;16593,0;16316,0;16866,0
04-01-2021_12:37:25;-26,0;-31,0;-22,0;-14,0;-26,0;-3,0;213,0;-204,0;526,0;335,0;94,0;535,0;16618,0;16071,0;17120,0;-15,0;-293,0;237,0;420,0;270,0;562,0;16591,0;16361,0;16916,0
04-01-2021_12:37:30;-26,0;-30,0;-22,0;-15,0;-27,0;-1,0;215,0;-85,0;543,0;336,0;128,0;554,0;16620,0;16154,0;17118,0;-10,0;-327,0;263,0;419,0;257,0;558,0;16591,0;16345,0;16888,0
04-01-2021_12:37:35;-26,0;-31,0;-23,0;-17,0;-28,0;-5,0;214,0;-119,0;558,0;336,0;108,0;568,0;16618,0;16142,0;17146,0;-12,0;-301,0;222,0;418,0;281,0;558,0;16588,0;16261,0;16899,0
04-01-2021_12:37:40;-26,0;-31,0;-21,0;-18,0;-31,0;-7,0;216,0;-174,0;532,0;334,0;65,0;543,0;16622,0;16158,0;17093,0;-12,0;-280,0;247,0;418,0;271,0;591,0;16586,0;16322,0;16874,0
04-01-2021_12:37:45;-26,0;-31,0;-21,0;-17,0;-76,0;27,0;212,0;-158,0;540,0;336,0;84,0;574,0;16620,0;16241,0;17123,0;-13,0;-269,0;239,0;419,0;257,0;581,0;16591,0;16324,0;16907,0
04-01-2021_12:37:50;-34,0;-420,0;390,0;611,0;-22967,0;24420,0;218,0;-2189,0;3545,0;329,0;-10057,0;10238,0;16620,0;11688,0;21680,0;-19,0;-3511,0;2867,0;418,0;-9828,0;9924,0;16594,0;12473,0;21651,0
04-01-2021_12:37:55;-20,0;-133,0;137,0;-167,0;-8606,0;7185,0;210,0;-406,0;741,0;340,0;-2590,0;2993,0;16625,0;15157,0;18055,0;-20,0;-522,0;450,0;422,0;-2289,0;2834,0;16595,0;15553,0;17706,0
04-01-2021_12:38:00;-17,0;-59,0;16,0;0,0;-1802,0;2201,0;210,0;-134,0;634,0;338,0;-944,0;1768,0;16623,0;15526,0;17697,0;-14,0;-289,0;269,0;421,0;-885,0;1777,0;16589,0;15775,0;17268,0
04-01-2021_12:38:05;-17,0;-49,0;12,0;59,0;-1451,0;1473,0;214,0;-188,0;566,0;336,0;-249,0;901,0;16616,0;16089,0;17108,0;-10,0;-291,0;215,0;419,0;-133,0;925,0;16589,0;16240,0;17005,0
04-01-2021_12:38:10;-17,0;-33,0;0,0;33,0;-1053,0;1101,0;213,0;-246,0;554,0;336,0;96,0;550,0;16618,0;16178,0;17082,0;-13,0;-272,0;248,0;421,0;276,0;630,0;16588,0;16297,0;16870,0
04-01-2021_12:38:15;-20,0;-25,0;-16,0;51,0;24,0;70,0;214,0;-162,0;591,0;338,0;108,0;590,0;16623,0;16193,0;17091,0;-10,0;-266,0;229,0;421,0;282,0;571,0;16591,0;16312,0;16910,0
04-01-2021_12:38:20;-20,0;-25,0;-14,0;49,0;34,0;62,0;218,0;-139,0;546,0;336,0;70,0;551,0;16620,0;16187,0;17084,0;-13,0;-271,0;231,0;423,0;284,0;571,0;16594,0;16286,0;16888,0
04-01-2021_12:38:25;-20,0;-31,0;-6,0;46,0;0,0;80,0;217,0;-126,0;561,0;335,0;90,0;601,0;16620,0;16202,0;17105,0;-12,0;-284,0;255,0;422,0;237,0;564,0;16592,0;16338,0;16872,0
04-01-2021_12:38:30;-20,0;-33,0;-8,0;42,0;-15,0;146,0;216,0;-180,0;553,0;337,0;100,0;586,0;16619,0;16179,0;17110,0;-13,0;-324,0;228,0;421,0;273,0;589,0;16596,0;16339,0;16887,0
04-01-2021_12:38:35;-21,0;-26,0;-14,0;39,0;20,0;62,0;217,0;-201,0;546,0;336,0;91,0;569,0;16620,0;16224,0;17089,0;-10,0;-274,0;285,0;418,0;264,0;563,0;16590,0;16281,0;16874,0
04-01-2021_12:38:40;-21,0;-26,0;-16,0;37,0;21,0;55,0;217,0;-102,0;558,0;337,0;108,0;562,0;16616,0;16146,0;17078,0;-10,0;-274,0;242,0;420,0;262,0;564,0;16590,0;16295,0;16869,0
