time;sensor1 tvalx;sensor1 tminx;sensor1 tmaxx;sensor1 tvaly;sensor1 tminy;sensor1 tmaxy;sensor1 avalx1;sensor1 aminx1;sensor1 amaxx1;sensor1 avaly1;sensor1 aminy1;sensor1 amaxy1;sensor1 avalz1;sensor1 aminz1;sensor1 amaxz1;sensor1 avalx2;sensor1 aminx2;sensor1 amaxx2;sensor1 avaly2;sensor1 aminy2;sensor1 amaxy2;sensor1 avalz2;sensor1 aminz2;sensor1 amaxz2
04-01-2021_12:53:10;-23,0;-196,0;100,0;525,0;-6998,0;12489,0;207,0;-183,0;603,0;329,0;-1296,0;1952,0;16628,0;15851,0;17464,0;-10,0;-437,0;334,0;419,0;-1178,0;1904,0;16595,0;15945,0;17260,0
04-01-2021_12:53:15;-24,0;-77,0;39,0;245,0;-2344,0;3134,0;212,0;-199,0;567,0;339,0;-764,0;1453,0;16623,0;15759,0;17409,0;-15,0;-315,0;242,0;426,0;-687,0;1448,0;16591,0;15979,0;17228,0
04-01-2021_12:53:20;-20,0;-49,0;29,0;323,0;-2407,0;2096,0;213,0;-180,0;559,0;339,0;-353,0;956,0;16622,0;16185,0;17250,0;-6,0;-308,0;265,0;425,0;-107,0;1015,0;16592,0;16232,0;16936,0
04-01-2021_12:53:25;-16,0;-48,0;9,0;165,0;-1716,0;1912,0;212,0;-148,0;547,0;334,0;82,0;547,0;16620,0;16160,0;17121,0;-8,0;-289,0;260,0;425,0;246,0;585,0;16590,0;16263,0;16914,0
04-01-2021_12:53:30;-19,0;-25,0;-12,0;265,0;249,0;283,0;216,0;-159,0;553,0;337,0;58,0;579,0;16617,0;16212,0;17092,0;-10,0;-272,0;246,0;424,0;255,0;565,0;16590,0;16325,0;16869,0
04-01-2021_12:53:35;-19,0;-24,0;-15,0;262,0;250,0;275,0;217,0;-197,0;546,0;338,0;99,0;533,0;16621,0;16167,0;17196,0;-9,0;-309,0;250,0;424,0;273,0;587,0;16591,0;16345,0;16894,0
04-01-2021_12:53:40;-19,0;-25,0;-14,0;257,0;244,0;274,0;215,0;-106,0;568,0;338,0;111,0;556,0;16619,0;16138,0;17130,0;-6,0;-257,0;236,0;426,0;282,0;573,0;16592,0;16348,0;16899,0
04-01-2021_12:53:45;-19,0;-24,0;-13,0;255,0;241,0;271,0;214,0;-219,0;559,0;338,0;70,0;590,0;16616,0;16169,0;17114,0;-10,0;-265,0;235,0;424,0;288,0;571,0;16593,0;16335,0;16882,0
04-01-2021_12:53:50;-19,0;-26,0;-15,0;253,0;242,0;267,0;210,0;-123,0;541,0;340,0;112,0;550,0;16620,0;16104,0;17076,0;-11,0;-293,0;235,0;424,0;284,0;564,0;16593,0;16340,0;16916,0
04-01-2021_12:53:55;-19,0;-25,0;-11,0;253,0;238,0;267,0;213,0;-129,0;573,0;338,0;123,0;561,0;16623,0;16077,0;17126,0;-13,0;-322,0;243,0;424,0;265,0;566,0;16590,0;16279,0;16912,0
04-01-2021_12:54:00;-19,0;-25,0;-14,0;251,0;239,0;266,0;214,0;-101,0;562,0;339,0;68,0;597,0;16620,0;16154,0;17129,0;-10,0;-308,0;235,0;423,0;263,0;581,0;16592,0;16265,0;16896,0
04-01-2021_12:54:05;-19,0;-27,0;-13,0;250,0;231,0;267,0;212,0;-134,0;576,0;335,0;84,0;556,0;16617,0;16147,0;17150,0;-9,0;-273,0;227,0;425,0;272,0;575,0;16584,0;16295,0;16900,0
04-01-2021_12:54:10;-20,0;-26,0;-14,0;248,0;234,0;268,0;210,0;-222,0;562,0;337,0;90,0;544,0;16613,0;16199,0;17054,0;-13,0;-286,0;223,0;422,0;253,0;551,0;16591,0;16315,0;16879,0
04-01-2021_12:54:15;-20,0;-27,0;-15,0;246,0;231,0;260,0;213,0;-161,0;568,0;339,0;41,0;561,0;16622,0;16204,0;17140,0;-11,0;-266,0;220,0;423,0;262,0;577,0;16585,0;16323,0;16893,0
04-01-2021_12:54:20;-20,0;-25,0;-16,0;244,0;230,0;261,0;211,0;-138,0;552,0;335,0;100,0;554,0;16614,0;16146,0;17082,0;-10,0;-318,0;234,0;423,0;270,0;611,0;16591,0;16266,0;16962,0
04-01-2021_12:54:25;-20,0;-26,0;-16,0;243,0;231,0;257,0;210,0;-192,0;537,0;337,0;79,0;572,0;16619,0;16060,0;17102,0;-11,0;-295,0;252,0;421,0;284,0;589,0;16589,0;16362,0;16878,0
04-01-2021_12:54:30;-20,0;-24,0;-17,0;241,0;231,0;255,0;212,0;-115,0;536,0;336,0;110,0;570,0;16622,0;16146,0;17149,0;-15,0;-295,0;245,0;422,0;259,0;573,0;16585,0;16356,0;16897,0
04-01-2021_12:54:35;-20,0;-24,0;-17,0;239,0;229,0;253,0;216,0;-151,0;549,0;336,0;82,0;578,0;16624,0;16182,0;17099,0;-14,0;-261,0;233,0;421,0;265,0;579,0;16586,0;16248,0;16856,0
04-01-2021_12:54:40;-21,0;-25,0;-15,0;238,0;225,0;250,0;210,0;-158,0;554,0;334,0;85,0;607,0;16617,0;16160,0;17111,0;-14,0;-288,0;237,0;424,0;292,0;561,0;16590,0;16338,0;16876,0
04-01-2021_12:54:45;-21,0;-26,0;-17,0;236,0;226,0;250,0;214,0;-117,0;563,0;333,0;67,0;534,0;16619,0;16247,0;17147,0;-6,0;-263,0;230,0;422,0;276,0;573,0;16586,0;16273,0;16856,0
04-01-2021_12:54:50;-20,0;-25,0;-17,0;235,0;224,0;247,0;210,0;-156,0;576,0;338,0;68,0;539,0;16625,0;16083,0;17116,0;-10,0;-276,0;252,0;422,0;282,0;560,0;16591,0;16349,0;16898,0
04-01-2021_12:54:55;-21,0;-25,0;-18,0;234,0;222,0;245,0;213,0;-159,0;566,0;337,0;56,0;629,0;16617,0;16177,0;17103,0;-5,0;-303,0;239,0;423,0;290,0;558,0;16591,0;16268,0;16899,0
04-01-2021_12:55:00;-21,0;-26,0;-17,0;233,0;219,0;248,0;212,0;-105,0;540,0;335,0;114,0;584,0;16623,0;16162,0;17149,0;-10,0;-295,0;246,0;425,0;265,0;572,0;16587,0;16285,0;16857,0
04-01-2021_12:55:05;-20,0;-25,0;-17,0;232,0;220,0;246,0;211,0;-202,0;552,0;336,0;123,0;577,0;16623,0;16210,0;17142,0;-10,0;-274,0;252,0;422,0;266,0;564,0;16591,0;16360,0;16885,0
04-01-2021_12:55:10;-20,0;-25,0;-17,0;231,0;220,0;243,0;211,0;-136,0;556,0;333,0;83,0;527,0;16620,0;16172,0;17141,0;-13,0;-289,0;254,0;423,0;238,0;566,0;16592,0;16282,0;16878,0
04-01-2021_12:55:15;-20,0;-27,0;-16,0;233,0;219,0;278,0;211,0;-166,0;562,0;335,0;113,0;598,0;16617,0;16254,0;17020,0;-8,0;-273,0;227,0;424,0;279,0;570,0;16589,0;16280,0;16929,0
04-01-2021_12:55:20;-21,0;-27,0;-13,0;235,0;141,0;313,0;209,0;-150,0;550,0;335,0;135,0;563,0;16623,0;16121,0;17053,0;-12,0;-272,0;253,0;419,0;270,0;558,0;16589,0;16336,0;16872,0
04-01-2021_12:55:25;-3,0;-981,0;1951,0;2686,0;-10975,0;25658,0;210,0;-8237,0;10512,0;335,0;-16323,0;29240,0;16619,0;3926,0;31225,0;-17,0;-6289,0;6398,0;423,0;-15515,0;25735,0;16589,0;4178,0;31886,0
04-01-2021_12:55:30;-19,0;-262,0;285,0;387,0;-16028,0;14614,0;207,0;-207,0;625,0;337,0;-1663,0;2070,0;16623,0;15832,0;17430,0;-15,0;-373,0;328,0;426,0;-1327,0;2083,0;16591,0;16014,0;17151,0
04-01-2021_12:55:35;-16,0;-91,0;41,0;295,0;-3356,0;4583,0;211,0;-117,0;600,0;337,0;-721,0;1424,0;16616,0;15629,0;17421,0;-12,0;-317,0;281,0;422,0;-576,0;1412,0;16591,0;15898,0;17247,0
04-01-2021_12:55:40;-16,0;-71,0;35,0;422,0;-2587,0;3299,0;208,0;-109,0;580,0;338,0;-349,0;1072,0;16616,0;16010,0;17353,0;-7,0;-303,0;238,0;423,0;-200,0;1102,0;16588,0;16140,0;17067,0
04-01-2021_12:55:45;-11,0;-40,0;23,0;367,0;-1968,0;2363,0;212,0;-150,0;577,0;336,0;111,0;579,0;16618,0;16225,0;17089,0;-13,0;-313,0;246,0;421,0;274,0;560,0;16591,0;16309,0;16874,0
04-01-2021_12:55:50;-12,0;-17,0;-7,0;371,0;339,0;390,0;212,0;-175,0;560,0;337,0;77,0;594,0;16618,0;16221,0;17143,0;-8,0;-333,0;232,0;424,0;248,0;551,0;16587,0;16336,0;16933,0
04-01-2021_12:55:55;-12,0;-18,0;-8,0;369,0;354,0;382,0;208,0;-176,0;523,0;334,0;97,0;579,0;16612,0;16185,0;17122,0;-10,0;-284,0;238,0;424,0;277,0;567,0;16589,0;16351,0;16932,0
04-01-2021_12:56:00;-12,0;-18,0;-7,0;366,0;350,0;380,0;208,0;-185,0;547,0;337,0;90,0;561,0;16616,0;16186,0;17051,0;-12,0;-277,0;241,0;422,0;278,0;575,0;16589,0;16283,0;16860,0
04-01-2021_12:56:05;-12,0;-18,0;-7,0;363,0;347,0;380,0;207,0;-157,0;574,0;337,0;89,0;548,0;16618,0;16129,0;17132,0;-8,0;-281,0;235,0;421,0;270,0;586,0;16591,0;16295,0;16890,0
04-01-2021_12:56:10;-11,0;-20,0;-4,0;361,0;343,0;377,0;209,0;-194,0;536,0;334,0;117,0;577,0;16620,0;16219,0;17140,0;-16,0;-261,0;249,0;423,0;278,0;570,0;16592,0;16253,0;16922,0
04-01-2021_12:56:15;-12,0;-19,0;-5,0;359,0;328,0;388,0;211,0;-131,0;540,0;337,0;115,0;535,0;16614,0;16097,0;17142,0;-7,0;-299,0;248,0;421,0;263,0;570,0;16588,0;16304,0;16896,0
04-01-2021_12:56:20;-11,0;-17,0;-7,0;356,0;346,0;369,0;209,0;-146,0;576,0;336,0;66,0;554,0;16624,0;16179,0;17143,0;-12,0;-308,0;251,0;421,0;291,0;565,0;16592,0;16336,0;16912,0
04-01-2021_12:56:25;-11,0;-17,0;-7,0;354,0;341,0;367,0;206,0;-123,0;528,0;337,0;122,0;586,0;16622,0;16239,0;17081,0;-7,0;-264,0;226,0;422,0;278,0;565,0;16586,0;16310,0;16886,0
04-01-2021_12:56:30;-12,0;-17,0;-7,0;351,0;338,0;366,0;211,0;-165,0;541,0;333,0;100,0;578,0;16615,0;16180,0;17080,0;-10,0;-283,0;244,0;422,0;267,0;568,0;16589,0;16350,0;16904,0
04-01-2021_12:56:35;-12,0;-17,0;-7,0;350,0;336,0;365,0;212,0;-141,0;547,0;338,0;118,0;574,0;16619,0;16169,0;17066,0;-8,0;-274,0;219,0;421,0;243,0;572,0;16585,0;16326,0;16846,0
04-01-2021_12:56:40;-12,0;-18,0;-9,0;348,0;336,0;366,0;210,0;-136,0;537,0;333,0;73,0;544,0;16621,0;16110,0;17081,0;-13,0;-299,0;228,0;421,0;262,0;570,0;16591,0;16337,0;16897,0
04-01-2021_12:56:45;-12,0;-17,0;-8,0;346,0;335,0;357,0;213,0;-117,0;569,0;335,0;67,0;580,0;16615,0;16204,0;17143,0;-9,0;-295,0;251,0;420,0;278,0;566,0;16588,0;16351,0;16892,0
04-01-2021_12:56:50;-12,0;-16,0;-7,0;344,0;331,0;357,0;210,0;-177,0;575,0;338,0;106,0;575,0;16618,0;16256,0;17183,0;-14,0;-252,0;267,0;422,0;280,0;592,0;16589,0;16264,0;16868,0
04-01-2021_12:56:55;-13,0;-18,0;-9,0;343,0;330,0;356,0;208,0;-193,0;536,0;337,0;86,0;583,0;16619,0;16253,0;17136,0;-10,0;-270,0;233,0;423,0;279,0;557,0;16590,0;16327,0;16910,0
04-01-2021_12:57:00;-12,0;-18,0;-7,0;342,0;330,0;357,0;212,0;-176,0;554,0;333,0;65,0;563,0;16612,0;16219,0;17101,0;-8,0;-285,0;232,0;420,0;237,0;577,0;16590,0;16315,0;16889,0
04-01-2021_12:57:05;-12,0;-17,0;-9,0;341,0;328,0;354,0;211,0;-150,0;567,0;338,0;101,0;584,0;16622,0;16213,0;17142,0;-8,0;-273,0;239,0;422,0;274,0;577,0;16591,0;16296,0;16898,0
04-01-2021_12:57:10;-12,0;-18,0;-9,0;340,0;328,0;355,0;211,0;-111,0;585,0;336,0;101,0;607,0;16619,0;16161,0;17205,0;-14,0;-280,0;247,0;422,0;297,0;573,0;16590,0;16328,0;16879,0
04-01-2021_12:57:15;-13,0;-17,0;-8,0;339,0;328,0;352,0;207,0;-200,0;565,0;334,0;109,0;572,0;16617,0;16188,0;17169,0;-9,0;-260,0;255,0;425,0;278,0;558,0;16589,0;16282,0;16908,0
04-01-2021_12:57:20;-12,0;-19,0;-8,0;338,0;327,0;350,0;210,0;-132,0;573,0;335,0;93,0;580,0;16619,0;16238,0;17038,0;-8,0;-303,0;251,0;424,0;277,0;564,0;16591,0;16289,0;16905,0
04-01-2021_12:57:25;-12,0;-17,0;-8,0;337,0;324,0;351,0;215,0;-135,0;574,0;332,0;96,0;582,0;16612,0;16120,0;17091,0;-8,0;-260,0;253,0;423,0;267,0;578,0;16587,0;16344,0;16915,0
04-01-2021_12:57:30;-12,0;-17,0;-7,0;336,0;326,0;350,0;207,0;-167,0;531,0;337,0;99,0;535,0;16618,0;16160,0;17089,0;-12,0;-274,0;247,0;425,0;292,0;547,0;16592,0;16289,0;16909,0
04-01-2021_12:57:35;-12,0;-18,0;-7,0;335,0;322,0;348,0;212,0;-165,0;562,0;335,0;97,0;594,0;16618,0;16139,0;17106,0;-13,0;-278,0;238,0;425,0;263,0;564,0;16592,0;16329,0;16884,0
04-01-2021_12:57:40;-12,0;-18,0;-7,0;334,0;324,0;347,0;205,0;-195,0;557,0;335,0;82,0;563,0;16620,0;16138,0;17124,0;-11,0;-296,0;255,0;424,0;279,0;586,0;16589,0;16280,0;16882,0
04-01-2021_12:57:45;-12,0;-17,0;-9,0;333,0;321,0;349,0;211,0;-170,0;556,0;335,0;102,0;567,0;16621,0;16141,0;17108,0;-9,0;-316,0;241,0;422,0;257,0;556,0;16591,0;16288,0;16854,0
04-01-2021_12:57:50;-12,0;-17,0;-7,0;333,0;322,0;347,0;208,0;-179,0;575,0;335,0;101,0;547,0;16617,0;16214,0;17040,0;-11,0;-282,0;253,0;423,0;284,0;604,0;16593,0;16333,0;16917,0
04-01-2021_12:57:55;-12,0;-22,0;-4,0;331,0;319,0;343,0;212,0;-139,0;530,0;337,0;96,0;565,0;16617,0;16214,0;17118,0;-13,0;-328,0;240,0;422,0;285,0;583,0;16588,0;16330,0;16869,0
04-01-2021_12:58:00;-11,0;-21,0;-2,0;330,0;317,0;348,0;208,0;-169,0;570,0;334,0;128,0;582,0;16624,0;16080,0;17149,0;-13,0;-337,0;249,0;423,0;270,0;563,0;16586,0;16320,0;16898,0
04-01-2021_12:58:05;-11,0;-16,0;-6,0;329,0;316,0;344,0;214,0;-105,0;556,0;336,0;66,0;556,0;16620,0;16080,0;17038,0;-9,0;-333,0;233,0;423,0;288,0;583,0;16587,0;16357,0;16908,0
04-01-2021_12:58:10;-12,0;-16,0;-8,0;327,0;313,0;338,0;207,0;-151,0;565,0;339,0;92,0;589,0;16620,0;16224,0;17139,0;-12,0;-285,0;259,0;426,0;265,0;558,0;16590,0;16355,0;16968,0
04-01-2021_12:58:15;-11,0;-19,0;-7,0;325,0;313,0;337,0;206,0;-185,0;542,0;336,0;113,0;562,0;16618,0;16202,0;17047,0;-14,0;-277,0;250,0;424,0;290,0;577,0;16591,0;16313,0;16872,0
04-01-2021_12:58:20;-12,0;-21,0;-6,0;323,0;310,0;336,0;215,0;-132,0;555,0;335,0;116,0;530,0;16625,0;16127,0;17075,0;-8,0;-273,0;262,0;424,0;277,0;596,0;16590,0;16261,0;16873,0
04-01-2021_12:58:25;-12,0;-19,0;-8,0;322,0;307,0;336,0;208,0;-144,0;587,0;336,0;88,0;575,0;16623,0;16195,0;17143,0;-6,0;-295,0;259,0;424,0;279,0;600,0;16592,0;16356,0;16868,0
04-01-2021_12:58:30;-12,0;-25,0;-3,0;320,0;304,0;337,0;212,0;-125,0;573,0;337,0;96,0;553,0;16621,0;16265,0;17131,0;-13,0;-309,0;230,0;424,0;254,0;578,0;16592,0;16352,0;16849,0
04-01-2021_12:58:35;-12,0;-18,0;-5,0;319,0;299,0;334,0;215,0;-102,0;555,0;341,0;118,0;568,0;16617,0;16243,0;17157,0;-9,0;-245,0;225,0;423,0;264,0;560,0;16590,0;16340,0;16881,0
04-01-2021_12:58:40;-12,0;-19,0;-6,0;318,0;304,0;333,0;216,0;-125,0;594,0;338,0;111,0;589,0;16621,0;16126,0;17104,0;-14,0;-275,0;248,0;424,0;289,0;585,0;16591,0;16342,0;16882,0
04-01-2021_12:58:45;-12,0;-18,0;-7,0;316,0;306,0;329,0;212,0;-150,0;554,0;339,0;102,0;560,0;16622,0;16177,0;17052,0;-9,0;-293,0;271,0;425,0;295,0;590,0;16594,0;16352,0;16885,0
04-01-2021_12:58:50;-12,0;-18,0;-6,0;316,0;297,0;328,0;216,0;-162,0;569,0;338,0;73,0;535,0;16618,0;16185,0;17034,0;-12,0;-317,0;263,0;425,0;284,0;561,0;16593,0;16358,0;16885,0
04-01-2021_12:58:55;-12,0;-18,0;-5,0;315,0;302,0;329,0;214,0;-119,0;602,0;338,0;120,0;584,0;16621,0;16204,0;17131,0;-8,0;-313,0;236,0;424,0;251,0;557,0;16590,0;16356,0;16877,0
04-01-2021_12:59:00;-12,0;-18,0;-7,0;314,0;300,0;326,0;213,0;-159,0;558,0;337,0;82,0;558,0;16623,0;16167,0;17142,0;-13,0;-265,0;232,0;422,0;266,0;568,0;16589,0;16305,0;16851,0
04-01-2021_12:59:05;-12,0;-18,0;-9,0;313,0;298,0;329,0;209,0;-206,0;564,0;337,0;110,0;590,0;16617,0;16202,0;17053,0;-9,0;-278,0;239,0;424,0;291,0;572,0;16590,0;16312,0;16856,0
04-01-2021_12:59:10;-12,0;-16,0;-8,0;312,0;304,0;325,0;215,0;-189,0;560,0;336,0;64,0;537,0;16615,0;16209,0;17066,0;-11,0;-294,0;225,0;423,0;293,0;565,0;16589,0;16318,0;16899,0
04-01-2021_12:59:15;-12,0;-24,0;-2,0;312,0;297,0;326,0;215,0;-159,0;547,0;335,0;87,0;595,0;16622,0;16132,0;17101,0;-9,0;-246,0;239,0;424,0;286,0;564,0;16585,0;16293,0;16883,0
04-01-2021_12:59:20;-12,0;-26,0;2,0;311,0;297,0;327,0;210,0;-156,0;604,0;337,0;95,0;543,0;16617,0;16114,0;17121,0;-11,0;-277,0;230,0;425,0;278,0;570,0;16584,0;16294,0;16855,0
04-01-2021_12:59:25;-12,0;-18,0;-6,0;310,0;298,0;321,0;211,0;-153,0;539,0;336,0;105,0;552,0;16618,0;16213,0;17047,0;-10,0;-325,0;249,0;424,0;276,0;578,0;16591,0;16291,0;16878,0
04-01-2021_12:59:30;-12,0;-19,0;-5,0;309,0;295,0;327,0;212,0;-108,0;553,0;337,0;112,0;601,0;16621,0;16221,0;17166,0;-12,0;-255,0;242,0;424,0;283,0;550,0;16588,0;16322,0;16890,0
04-01-2021_12:59:35;-12,0;-16,0;-8,0;308,0;296,0;323,0;210,0;-136,0;559,0;338,0;83,0;574,0;16619,0;16184,0;17167,0;-13,0;-314,0;249,0;423,0;289,0;580,0;16589,0;16342,0;16885,0
04-01-2021_12:59:40;-12,0;-19,0;-7,0;307,0;293,0;321,0;209,0;-165,0;550,0;337,0;113,0;571,0;16620,0;16210,0;17088,0;-12,0;-266,0;231,0;423,0;262,0;578,0;16588,0;16316,0;16869,0
04-01-2021_12:59:45;-12,0;-19,0;-8,0;306,0;294,0;320,0;209,0;-134,0;542,0;335,0;68,0;575,0;16614,0;16230,0;17107,0;-10,0;-281,0;241,0;424,0;279,0;563,0;16585,0;16304,0;16915,0
04-01-2021_12:59:50;-12,0;-18,0;-9,0;304,0;286,0;317,0;210,0;-183,0;526,0;336,0;80,0;537,0;16621,0;16121,0;17051,0;-15,0;-301,0;222,0;420,0;267,0;556,0;16586,0;16283,0;16853,0
04-01-2021_12:59:55;-12,0;-20,0;-5,0;303,0;287,0;320,0;212,0;-153,0;555,0;336,0;99,0;609,0;16614,0;16212,0;17116,0;-12,0;-261,0;260,0;422,0;276,0;559,0;16593,0;16312,0;16912,0
04-01-2021_13:00:00;-12,0;-16,0;-8,0;301,0;289,0;313,0;209,0;-147,0;554,0;337,0;114,0;571,0;16615,0;16213,0;17127,0;-11,0;-288,0;252,0;421,0;263,0;575,0;16587,0;16341,0;16879,0
04-01-2021_13:00:05;-12,0;-18,0;-3,0;299,0;289,0;313,0;209,0;-164,0;546,0;338,0;90,0;575,0;16619,0;16142,0;17108,0;-11,0;-263,0;226,0;420,0;264,0;565,0;16587,0;16274,0;16907,0
04-01-2021_13:00:10;-12,0;-19,0;-5,0;298,0;286,0;311,0;211,0;-197,0;579,0;339,0;72,0;574,0;16619,0;16226,0;17161,0;-12,0;-275,0;243,0;420,0;254,0;557,0;16585,0;16326,0;16854,0
04-01-2021_13:00:15;-12,0;-17,0;-6,0;297,0;282,0;310,0;213,0;-114,0;553,0;335,0;100,0;549,0;16617,0;16178,0;17136,0;-12,0;-323,0;237,0;420,0;271,0;571,0;16586,0;16304,0;16869,0
04-01-2021_13:00:20;-12,0;-17,0;-7,0;297,0;284,0;310,0;213,0;-185,0;559,0;337,0;107,0;601,0;16619,0;16194,0;17025,0;-15,0;-258,0;228,0;421,0;244,0;592,0;16584,0;16302,0;16941,0
04-01-2021_13:00:25;-12,0;-18,0;-8,0;295,0;282,0;307,0;211,0;-151,0;547,0;339,0;111,0;553,0;16620,0;16194,0;17052,0;-9,0;-269,0;226,0;420,0;241,0;578,0;16586,0;16316,0;16863,0
04-01-2021_13:00:30;-12,0;-17,0;-7,0;295,0;278,0;308,0;213,0;-146,0;558,0;336,0;97,0;563,0;16620,0;16177,0;17116,0;-11,0;-262,0;273,0;422,0;276,0;588,0;16583,0;16284,0;16888,0
04-01-2021_13:00:35;-12,0;-22,0;-4,0;295,0;281,0;315,0;213,0;-157,0;573,0;336,0;106,0;546,0;16615,0;16088,0;17097,0;-12,0;-316,0;244,0;421,0;278,0;566,0;16588,0;16367,0;16902,0
04-01-2021_13:00:40;-12,0;-17,0;-8,0;294,0;279,0;305,0;211,0;-125,0;557,0;336,0;58,0;572,0;16620,0;16236,0;17114,0;-11,0;-312,0;267,0;421,0;255,0;567,0;16585,0;16295,0;16928,0
04-01-2021_13:00:45;-12,0;-18,0;-8,0;293,0;279,0;308,0;207,0;-113,0;533,0;338,0;86,0;569,0;16621,0;16136,0;17161,0;-11,0;-286,0;234,0;418,0;295,0;554,0;16588,0;16297,0;16880,0
04-01-2021_13:00:50;-12,0;-18,0;-7,0;292,0;278,0;309,0;212,0;-143,0;544,0;338,0;81,0;553,0;16621,0;16106,0;17127,0;-11,0;-275,0;225,0;422,0;287,0;558,0;16586,0;16301,0;16908,0
04-01-2021_13:00:55;-12,0;-18,0;-8,0;291,0;278,0;305,0;210,0;-177,0;546,0;336,0;69,0;565,0;16619,0;16128,0;17122,0;-7,0;-283,0;237,0;422,0;271,0;569,0;16586,0;16329,0;16871,0
04-01-2021_13:01:00;-12,0;-20,0;-5,0;290,0;267,0;314,0;216,0;-121,0;519,0;336,0;82,0;597,0;16619,0;16209,0;17108,0;-10,0;-263,0;244,0;423,0;261,0;570,0;16588,0;16329,0;16902,0
04-01-2021_13:01:05;-12,0;-18,0;-7,0;289,0;276,0;304,0;216,0;-144,0;561,0;338,0;100,0;587,0;16618,0;16245,0;17037,0;-9,0;-269,0;246,0;425,0;275,0;599,0;16586,0;16290,0;16922,0
04-01-2021_13:01:10;-12,0;-17,0;-8,0;287,0;271,0;301,0;215,0;-148,0;566,0;340,0;93,0;549,0;16622,0;16142,0;17114,0;-15,0;-268,0;222,0;423,0;269,0;567,0;16586,0;16311,0;16902,0
04-01-2021_13:01:15;-12,0;-16,0;-10,0;286,0;273,0;299,0;211,0;-143,0;552,0;336,0;70,0;558,0;16621,0;16160,0;17154,0;-10,0;-267,0;280,0;422,0;281,0;583,0;16586,0;16327,0;16848,0
04-01-2021_13:01:20;-12,0;-24,0;-3,0;285,0;268,0;312,0;210,0;-141,0;554,0;335,0;98,0;585,0;16617,0;16251,0;17113,0;-11,0;-272,0;250,0;422,0;251,0;573,0;16586,0;16341,0;16865,0
04-01-2021_13:01:25;-12,0;-18,0;-7,0;283,0;268,0;296,0;211,0;-167,0;549,0;334,0;63,0;535,0;16621,0;16197,0;17124,0;-11,0;-306,0;242,0;421,0;275,0;577,0;16588,0;16352,0;16838,0
04-01-2021_13:01:30;-12,0;-20,0;-8,0;282,0;269,0;301,0;213,0;-137,0;573,0;335,0;92,0;549,0;16620,0;16242,0;17155,0;-13,0;-273,0;223,0;421,0;272,0;585,0;16587,0;16329,0;16886,0
04-01-2021_13:01:35;-12,0;-17,0;-8,0;281,0;267,0;296,0;214,0;-106,0;577,0;336,0;99,0;554,0;16618,0;16160,0;17134,0;-11,0;-284,0;244,0;422,0;265,0;579,0;16590,0;16317,0;16894,0
04-01-2021_13:01:40;-12,0;-16,0;-8,0;280,0;267,0;296,0;211,0;-200,0;581,0;335,0;97,0;598,0;16620,0;16153,0;17144,0;-13,0;-268,0;230,0;422,0;274,0;567,0;16590,0;16351,0;16877,0
04-01-2021_13:01:45;-12,0;-23,0;-3,0;279,0;258,0;297,0;208,0;-130,0;569,0;336,0;93,0;580,0;16616,0;16185,0;17120,0;-11,0;-292,0;253,0;420,0;259,0;579,0;16586,0;16300,0;16864,0
04-01-2021_13:01:50;-12,0;-19,0;-6,0;279,0;268,0;297,0;212,0;-141,0;578,0;338,0;115,0;543,0;16618,0;16221,0;17081,0;-9,0;-302,0;242,0;420,0;268,0;572,0;16589,0;16341,0;16889,0
04-01-2021_13:01:55;-12,0;-16,0;-6,0;278,0;267,0;294,0;209,0;-174,0;554,0;334,0;96,0;574,0;16624,0;16257,0;17057,0;-13,0;-291,0;229,0;422,0;272,0;582,0;16585,0;16306,0;16922,0
04-01-2021_13:02:00;-12,0;-16,0;-8,0;278,0;263,0;294,0;208,0;-94,0;566,0;338,0;135,0;538,0;16615,0;16250,0;17085,0;-12,0;-296,0;233,0;422,0;263,0;569,0;16586,0;16309,0;16871,0
04-01-2021_13:02:05;-12,0;-24,0;-3,0;277,0;252,0;303,0;207,0;-198,0;548,0;335,0;109,0;557,0;16620,0;16190,0;17139,0;-14,0;-328,0;243,0;421,0;283,0;575,0;16586,0;16320,0;16897,0
04-01-2021_13:02:10;-12,0;-17,0;-7,0;277,0;264,0;293,0;209,0;-185,0;549,0;335,0;99,0;527,0;16621,0;16263,0;17142,0;-14,0;-334,0;236,0;423,0;288,0;559,0;16583,0;16337,0;16865,0
04-01-2021_13:02:15;-12,0;-19,0;-7,0;276,0;261,0;289,0;214,0;-109,0;537,0;339,0;72,0;579,0;16623,0;16209,0;17018,0;-14,0;-286,0;236,0;423,0;251,0;569,0;16585,0;16329,0;16866,0
04-01-2021_13:02:20;-12,0;-20,0;-4,0;275,0;258,0;297,0;213,0;-104,0;559,0;335,0;100,0;568,0;16624,0;16234,0;17113,0;-14,0;-241,0;247,0;423,0;292,0;576,0;16585,0;16283,0;16842,0
04-01-2021_13:02:25;-12,0;-18,0;-7,0;275,0;261,0;290,0;213,0;-178,0;559,0;340,0;77,0;575,0;16623,0;16230,0;17107,0;-15,0;-298,0;234,0;421,0;242,0;538,0;16585,0;16318,0;16881,0
04-01-2021_13:02:30;-12,0;-21,0;0,0;274,0;248,0;302,0;212,0;-166,0;540,0;341,0;126,0;561,0;16617,0;16228,0;17115,0;-9,0;-301,0;238,0;421,0;263,0;553,0;16587,0;16293,0;16867,0
