         time Bot_Quarte... 
------------- ------------- 
 2.226472e-04 -2.801795e-04 
 5.407147e-04 -2.801707e-04 
 8.587821e-04 -2.801557e-04 
 1.176850e-03 -2.801344e-04 
 1.494917e-03 -2.801069e-04 
 1.812984e-03 -2.800736e-04 
 2.131052e-03 -2.800387e-04 
 2.449119e-03 -2.800213e-04 
 2.767187e-03 -2.800408e-04 
 3.085254e-03 -2.800667e-04 
 3.403322e-03 -2.800619e-04 
 3.721389e-03 -2.800377e-04 
 4.039457e-03 -2.799995e-04 
 4.357524e-03 -2.799636e-04 
 4.675592e-03 -2.799283e-04 
 4.993659e-03 -2.798742e-04 
 5.311726e-03 -2.797802e-04 
 5.629794e-03 -2.796290e-04 
 5.947861e-03 -2.794154e-04 
 6.265929e-03 -2.791274e-04 
 6.583996e-03 -2.787494e-04 
 6.902064e-03 -2.782777e-04 
 7.220131e-03 -2.777208e-04 
 7.538199e-03 -2.770900e-04 
 7.856266e-03 -2.763821e-04 
 8.174334e-03 -2.755619e-04 
 8.492401e-03 -2.746229e-04 
 8.810468e-03 -2.735800e-04 
 9.128536e-03 -2.724239e-04 
 9.446603e-03 -2.711532e-04 
 9.764671e-03 -2.697695e-04 
 1.008274e-02 -2.682555e-04 
 1.040081e-02 -2.665998e-04 
 1.071887e-02 -2.647883e-04 
 1.103694e-02 -2.628307e-04 
 1.135501e-02 -2.607381e-04 
 1.167308e-02 -2.585091e-04 
 1.199114e-02 -2.561406e-04 
 1.230921e-02 -2.536339e-04 
 1.262728e-02 -2.509972e-04 
 1.294535e-02 -2.482277e-04 
 1.326341e-02 -2.453261e-04 
 1.358148e-02 -2.422889e-04 
 1.389955e-02 -2.391344e-04 
 1.421762e-02 -2.358688e-04 
 1.453568e-02 -2.324660e-04 
 1.485375e-02 -2.289081e-04 
 1.517182e-02 -2.251867e-04 
 1.548988e-02 -2.213276e-04 
 1.580795e-02 -2.173743e-04 
 1.612602e-02 -2.133347e-04 
 1.644409e-02 -2.091931e-04 
 1.676215e-02 -2.049455e-04 
 1.708022e-02 -2.005879e-04 
 1.739829e-02 -1.961141e-04 
 1.771636e-02 -1.915062e-04 
 1.803442e-02 -1.867711e-04 
 1.835249e-02 -1.819210e-04 
 1.867056e-02 -1.769632e-04 
 1.898863e-02 -1.719023e-04 
 1.930669e-02 -1.667510e-04 
 1.962476e-02 -1.615402e-04 
 1.994283e-02 -1.563025e-04 
 2.026090e-02 -1.510407e-04 
 2.057896e-02 -1.457638e-04 
 2.089703e-02 -1.404639e-04 
 2.121510e-02 -1.351351e-04 
 2.153317e-02 -1.297698e-04 
 2.185123e-02 -1.243629e-04 
 2.216930e-02 -1.189155e-04 
 2.248737e-02 -1.134306e-04 
 2.280544e-02 -1.079182e-04 
 2.312350e-02 -1.024003e-04 
 2.344157e-02 -9.688724e-05 
 2.375964e-02 -9.138401e-05 
 2.407771e-02 -8.590323e-05 
 2.439577e-02 -8.044280e-05 
 2.471384e-02 -7.499444e-05 
 2.503191e-02 -6.956444e-05 
 2.534998e-02 -6.414152e-05 
 2.566804e-02 -5.872017e-05 
 2.598611e-02 -5.329498e-05 
 2.630418e-02 -4.784423e-05 
 2.662225e-02 -4.237074e-05 
 2.694031e-02 -3.690064e-05 
 2.725838e-02 -3.144261e-05 
 2.757645e-02 -2.599124e-05 
 2.789452e-02 -2.053863e-05 
 2.821258e-02 -1.511771e-05 
 2.853065e-02 -9.747977e-06 
 2.884872e-02 -4.414404e-06 
 2.916679e-02  8.912760e-07 
 2.948485e-02  6.185469e-06 
 2.980292e-02  1.148640e-05 
 3.012099e-02  1.679942e-05 
 3.043906e-02  2.214244e-05 
 3.075712e-02  2.750954e-05 
 3.107519e-02  3.287935e-05 
 3.139326e-02  3.823625e-05 
 3.171133e-02  4.355290e-05 
 3.202939e-02  4.883831e-05 
 3.234746e-02  5.411093e-05 
 3.266553e-02  5.938620e-05 
 3.298359e-02  6.466461e-05 
 3.330166e-02  6.994001e-05 
 3.361973e-02  7.522756e-05 
 3.393780e-02  8.055006e-05 
 3.425586e-02  8.591712e-05 
 3.457393e-02  9.134710e-05 
 3.489200e-02  9.683544e-05 
 3.521007e-02  1.023562e-04 
 3.552813e-02  1.078872e-04 
 3.584620e-02  1.134276e-04 
 3.616427e-02  1.189702e-04 
 3.648234e-02  1.245063e-04 
 3.680040e-02  1.300318e-04 
 3.711847e-02  1.355506e-04 
 3.743654e-02  1.410841e-04 
 3.775461e-02  1.466565e-04 
 3.807267e-02  1.522416e-04 
 3.839074e-02  1.578127e-04 
 3.870881e-02  1.633849e-04 
 3.902688e-02  1.689637e-04 
 3.934494e-02  1.745438e-04 
 3.966301e-02  1.801147e-04 
 3.998108e-02  1.856586e-04 
 4.029915e-02  1.911499e-04 
 4.061721e-02  1.965748e-04 
 4.093528e-02  2.019312e-04 
 4.125335e-02  2.072056e-04 
 4.157142e-02  2.123996e-04 
 4.188948e-02  2.175143e-04 
 4.220755e-02  2.225624e-04 
 4.252562e-02  2.275624e-04 
 4.284369e-02  2.324994e-04 
 4.316175e-02  2.373464e-04 
 4.347982e-02  2.420906e-04 
 4.379789e-02  2.467353e-04 
 4.411596e-02  2.512876e-04 
 4.443402e-02  2.557485e-04 
 4.475209e-02  2.601128e-04 
 4.507016e-02  2.643542e-04 
 4.538823e-02  2.684437e-04 
 4.570629e-02  2.723865e-04 
 4.602436e-02  2.761886e-04 
 4.634243e-02  2.798354e-04 
 4.666050e-02  2.833193e-04 
 4.697856e-02  2.866350e-04 
 4.729663e-02  2.897882e-04 
 4.761470e-02  2.927999e-04 
 4.793277e-02  2.956606e-04 
 4.825083e-02  2.983474e-04 
 4.856890e-02  3.008623e-04 
 4.888697e-02  3.032168e-04 
 4.920504e-02  3.054022e-04 
 4.952310e-02  3.074112e-04 
 4.984117e-02  3.092337e-04 
 5.015924e-02  3.108556e-04 
 5.047730e-02  3.122723e-04 
 5.079537e-02  3.134929e-04 
 5.111344e-02  3.145323e-04 
 5.143151e-02  3.153905e-04 
 5.174957e-02  3.160779e-04 
 5.206764e-02  3.166091e-04 
 5.238571e-02  3.169868e-04 
 5.270378e-02  3.172221e-04 
 5.302184e-02  3.173103e-04 
 5.333991e-02  3.172436e-04 
 5.365798e-02  3.170376e-04 
 5.397605e-02  3.166995e-04 
 5.429411e-02  3.162419e-04 
 5.461218e-02  3.156692e-04 
 5.493025e-02  3.149671e-04 
 5.524832e-02  3.141210e-04 
 5.556638e-02  3.131310e-04 
 5.588445e-02  3.120202e-04 
 5.620252e-02  3.107947e-04 
 5.652059e-02  3.094425e-04 
 5.683865e-02  3.079780e-04 
 5.715672e-02  3.064166e-04 
 5.747479e-02  3.047558e-04 
 5.779286e-02  3.029883e-04 
 5.811092e-02  3.011316e-04 
 5.842899e-02  2.992132e-04 
 5.874706e-02  2.972309e-04 
 5.906513e-02  2.951868e-04 
 5.938319e-02  2.930670e-04 
 5.970126e-02  2.908793e-04 
 6.001933e-02  2.886409e-04 
 6.033740e-02  2.863581e-04 
 6.065546e-02  2.840441e-04 
 6.097353e-02  2.817234e-04 
 6.129160e-02  2.794103e-04 
 6.160967e-02  2.771239e-04 
 6.192773e-02  2.748815e-04 
 6.224580e-02  2.726706e-04 
 6.256387e-02  2.704764e-04 
 6.288194e-02  2.683070e-04 
 6.320000e-02  2.661946e-04 
 6.351807e-02  2.641401e-04 
 6.383614e-02  2.621381e-04 
 6.415421e-02  2.602013e-04 
 6.447227e-02  2.583202e-04 
 6.479034e-02  2.564800e-04 
 6.510841e-02  2.546778e-04 
 6.542648e-02  2.529242e-04 
 6.574454e-02  2.512503e-04 
 6.606261e-02  2.496558e-04 
 6.638068e-02  2.481248e-04 
 6.669875e-02  2.466503e-04 
 6.701681e-02  2.452255e-04 
 6.733488e-02  2.438329e-04 
 6.765295e-02  2.424385e-04 
 6.797101e-02  2.410305e-04 
 6.828908e-02  2.396068e-04 
 6.860715e-02  2.381737e-04 
 6.892522e-02  2.367253e-04 
 6.924328e-02  2.352605e-04 
 6.956135e-02  2.337990e-04 
 6.987942e-02  2.323639e-04 
 7.019749e-02  2.309632e-04 
 7.051555e-02  2.295772e-04 
 7.083362e-02  2.281790e-04 
 7.115169e-02  2.267643e-04 
