         time tiltx_bot_... 
------------- ------------- 
 1.193087e-04  6.403314e-03 
 5.170043e-04  6.415482e-03 
 9.146999e-04  6.512807e-03 
 1.312396e-03  6.692684e-03 
 1.710091e-03  6.954055e-03 
 2.107787e-03  7.278210e-03 
 2.505482e-03  7.642309e-03 
 2.903178e-03  8.060678e-03 
 3.300874e-03  8.485930e-03 
 3.698569e-03  8.919035e-03 
 4.096265e-03  9.315203e-03 
 4.493961e-03  9.651592e-03 
 4.891656e-03  9.888858e-03 
 5.289352e-03  1.002198e-02 
 5.687047e-03  1.003649e-02 
 6.084743e-03  9.932749e-03 
 6.482439e-03  9.730676e-03 
 6.880134e-03  9.437891e-03 
 7.277830e-03  9.088252e-03 
 7.675526e-03  8.708199e-03 
 8.073221e-03  8.318054e-03 
 8.470917e-03  7.958949e-03 
 8.868613e-03  7.649933e-03 
 9.266308e-03  7.386388e-03 
 9.664004e-03  7.205065e-03 
 1.006170e-02  7.133173e-03 
 1.045940e-02  7.136037e-03 
 1.085709e-02  7.185398e-03 
 1.125479e-02  7.248726e-03 
 1.165248e-02  7.299677e-03 
 1.205018e-02  7.308610e-03 
 1.244787e-02  7.225886e-03 
 1.284557e-02  7.025180e-03 
 1.324326e-02  6.715406e-03 
 1.364096e-02  6.285955e-03 
 1.403866e-02  5.727953e-03 
 1.443635e-02  5.061543e-03 
 1.483405e-02  4.299372e-03 
 1.523174e-02  3.456138e-03 
 1.562944e-02  2.552023e-03 
 1.602713e-02  1.574099e-03 
 1.642483e-02  5.684219e-04 
 1.682253e-02 -4.217982e-04 
 1.722022e-02 -1.376667e-03 
 1.761792e-02 -2.281351e-03 
 1.801561e-02 -3.112606e-03 
 1.841331e-02 -3.840717e-03 
 1.881100e-02 -4.449227e-03 
 1.920870e-02 -4.950677e-03 
 1.960639e-02 -5.343048e-03 
 2.000409e-02 -5.608943e-03 
 2.040179e-02 -5.735908e-03 
 2.079948e-02 -5.734171e-03 
 2.119718e-02 -5.620505e-03 
 2.159487e-02 -5.390462e-03 
 2.199257e-02 -5.063160e-03 
 2.239026e-02 -4.674592e-03 
 2.278796e-02 -4.253700e-03 
 2.318566e-02 -3.839960e-03 
 2.358335e-02 -3.467608e-03 
 2.398105e-02 -3.167170e-03 
 2.437874e-02 -2.923299e-03 
 2.477644e-02 -2.721482e-03 
 2.517413e-02 -2.532173e-03 
 2.557183e-02 -2.353331e-03 
 2.596952e-02 -2.163984e-03 
 2.636722e-02 -1.927613e-03 
 2.676492e-02 -1.640521e-03 
 2.716261e-02 -1.274022e-03 
 2.756031e-02 -8.255934e-04 
 2.795800e-02 -2.910060e-04 
 2.835570e-02  3.672173e-04 
 2.875339e-02  1.169095e-03 
 2.915109e-02  2.108010e-03 
 2.954879e-02  3.168374e-03 
 2.994648e-02  4.318145e-03 
 3.034418e-02  5.519034e-03 
 3.074187e-02  6.736369e-03 
 3.113957e-02  7.914663e-03 
 3.153726e-02  9.005872e-03 
 3.193496e-02  1.000044e-02 
 3.233265e-02  1.089931e-02 
 3.273035e-02  1.168552e-02 
 3.312805e-02  1.236441e-02 
 3.352574e-02  1.296043e-02 
 3.392344e-02  1.347753e-02 
 3.432113e-02  1.393217e-02 
 3.471883e-02  1.433632e-02 
 3.511652e-02  1.470460e-02 
 3.551422e-02  1.508807e-02 
 3.591192e-02  1.547526e-02 
 3.630961e-02  1.587944e-02 
 3.670731e-02  1.631874e-02 
 3.710500e-02  1.679755e-02 
 3.750270e-02  1.730096e-02 
 3.790039e-02  1.781212e-02 
 3.829809e-02  1.829636e-02 
 3.869578e-02  1.876201e-02 
 3.909348e-02  1.921965e-02 
 3.949118e-02  1.967321e-02 
 3.988887e-02  2.012343e-02 
 4.028657e-02  2.058858e-02 
 4.068426e-02  2.106716e-02 
 4.108196e-02  2.154557e-02 
 4.147965e-02  2.199383e-02 
 4.187735e-02  2.238359e-02 
 4.227505e-02  2.269660e-02 
 4.267274e-02  2.289553e-02 
 4.307044e-02  2.296533e-02 
 4.346813e-02  2.292128e-02 
 4.386583e-02  2.279184e-02 
 4.426352e-02  2.258858e-02 
 4.466122e-02  2.230852e-02 
 4.505891e-02  2.197567e-02 
 4.545661e-02  2.161538e-02 
 4.585431e-02  2.124130e-02 
 4.625200e-02  2.087299e-02 
 4.664970e-02  2.053403e-02 
 4.704739e-02  2.025969e-02 
 4.744509e-02  2.007663e-02 
 4.784278e-02  1.999839e-02 
 4.824048e-02  2.002271e-02 
 4.863818e-02  2.014933e-02 
 4.903587e-02  2.035992e-02 
 4.943357e-02  2.063637e-02 
 4.983126e-02  2.096220e-02 
 5.022896e-02  2.131156e-02 
 5.062665e-02  2.166694e-02 
 5.102435e-02  2.201586e-02 
 5.142204e-02  2.233054e-02 
 5.181974e-02  2.260861e-02 
 5.221744e-02  2.283870e-02 
 5.261513e-02  2.300857e-02 
 5.301283e-02  2.312486e-02 
 5.341052e-02  2.319509e-02 
 5.380822e-02  2.324485e-02 
 5.420591e-02  2.332071e-02 
 5.460361e-02  2.341598e-02 
 5.500131e-02  2.352776e-02 
 5.539900e-02  2.367211e-02 
 5.579670e-02  2.385350e-02 
 5.619439e-02  2.405567e-02 
 5.659209e-02  2.424321e-02 
 5.698978e-02  2.440047e-02 
 5.738748e-02  2.452784e-02 
 5.778517e-02  2.463397e-02 
 5.818287e-02  2.472170e-02 
 5.858057e-02  2.479901e-02 
 5.897826e-02  2.490276e-02 
 5.937596e-02  2.502284e-02 
 5.977365e-02  2.516122e-02 
 6.017135e-02  2.531391e-02 
 6.056904e-02  2.546158e-02 
 6.096674e-02  2.560041e-02 
 6.136444e-02  2.571169e-02 
 6.176213e-02  2.575189e-02 
 6.215983e-02  2.572902e-02 
 6.255752e-02  2.563490e-02 
 6.295522e-02  2.544420e-02 
 6.335291e-02  2.514467e-02 
 6.375061e-02  2.473065e-02 
 6.414830e-02  2.421746e-02 
 6.454600e-02  2.363066e-02 
 6.494370e-02  2.298661e-02 
 6.534139e-02  2.230996e-02 
 6.573909e-02  2.164517e-02 
 6.613678e-02  2.101940e-02 
 6.653448e-02  2.044773e-02 
 6.693217e-02  1.992143e-02 
 6.732987e-02  1.945210e-02 
 6.772757e-02  1.904312e-02 
 6.812526e-02  1.867898e-02 
 6.852296e-02  1.838113e-02 
 6.892065e-02  1.815966e-02 
 6.931835e-02  1.800784e-02 
 6.971604e-02  1.790909e-02 
 7.011374e-02  1.784206e-02 
 7.051143e-02  1.777748e-02 
 7.090913e-02  1.770344e-02 
 7.130683e-02  1.757783e-02 
 7.170452e-02  1.737997e-02 
 7.210222e-02  1.710732e-02 
 7.249991e-02  1.677350e-02 
 7.289761e-02  1.640717e-02 
 7.329530e-02  1.601903e-02 
 7.369300e-02  1.560034e-02 
 7.409070e-02  1.518758e-02 
 7.448839e-02  1.480003e-02 
 7.488609e-02  1.443591e-02 
 7.528378e-02  1.409994e-02 
 7.568148e-02  1.377741e-02 
 7.607917e-02  1.350570e-02 
 7.647687e-02  1.333323e-02 
 7.687456e-02  1.325609e-02 
 7.727226e-02  1.323852e-02 
 7.766996e-02  1.334466e-02 
 7.806765e-02  1.357077e-02 
 7.846535e-02  1.388396e-02 
