         time bulge_top_... 
------------- ------------- 
 1.193087e-04  1.284438e-02 
 5.170043e-04  1.323526e-02 
 9.146999e-04  1.463246e-02 
 1.312396e-03  1.585009e-02 
 1.710091e-03  1.704093e-02 
 2.107787e-03  1.798031e-02 
 2.505482e-03  1.836664e-02 
 2.903178e-03  1.831151e-02 
 3.300874e-03  1.770317e-02 
 3.698569e-03  1.670361e-02 
 4.096265e-03  1.535584e-02 
 4.493961e-03  1.372736e-02 
 4.891656e-03  1.223818e-02 
 5.289352e-03  1.092834e-02 
 5.687047e-03  1.010517e-02 
 6.084743e-03  9.981422e-03 
 6.482439e-03  1.050576e-02 
 6.880134e-03  1.171063e-02 
 7.277830e-03  1.359439e-02 
 7.675526e-03  1.601010e-02 
 8.073221e-03  1.869363e-02 
 8.470917e-03  2.132420e-02 
 8.868613e-03  2.373244e-02 
 9.266308e-03  2.571659e-02 
 9.664004e-03  2.706794e-02 
 1.006170e-02  2.765326e-02 
 1.045940e-02  2.768080e-02 
 1.085709e-02  2.728027e-02 
 1.125479e-02  2.655622e-02 
 1.165248e-02  2.531353e-02 
 1.205018e-02  2.402179e-02 
 1.244787e-02  2.273035e-02 
 1.284557e-02  2.135665e-02 
 1.324326e-02  2.031746e-02 
 1.364096e-02  1.962849e-02 
 1.403866e-02  1.927455e-02 
 1.443635e-02  1.912088e-02 
 1.483405e-02  1.921207e-02 
 1.523174e-02  1.949777e-02 
 1.562944e-02  2.002862e-02 
 1.602713e-02  2.047565e-02 
 1.642483e-02  2.077939e-02 
 1.682253e-02  2.095300e-02 
 1.722022e-02  2.069441e-02 
 1.761792e-02  1.969663e-02 
 1.801561e-02  1.826460e-02 
 1.841331e-02  1.642366e-02 
 1.881100e-02  1.424294e-02 
 1.920870e-02  1.201881e-02 
 1.960639e-02  1.013923e-02 
 2.000409e-02  8.538277e-03 
 2.040179e-02  7.234168e-03 
 2.079948e-02  6.321596e-03 
 2.119718e-02  5.895892e-03 
 2.159487e-02  6.134371e-03 
 2.199257e-02  6.721672e-03 
 2.239026e-02  7.783631e-03 
 2.278796e-02  9.506537e-03 
 2.318566e-02  1.157551e-02 
 2.358335e-02  1.404084e-02 
 2.398105e-02  1.675452e-02 
 2.437874e-02  1.940278e-02 
 2.477644e-02  2.174066e-02 
 2.517413e-02  2.369204e-02 
 2.557183e-02  2.488672e-02 
 2.596952e-02  2.550589e-02 
 2.636722e-02  2.533066e-02 
 2.676492e-02  2.450650e-02 
 2.716261e-02  2.344098e-02 
 2.756031e-02  2.197362e-02 
 2.795800e-02  2.023963e-02 
 2.835570e-02  1.839567e-02 
 2.875339e-02  1.631031e-02 
 2.915109e-02  1.405515e-02 
 2.954879e-02  1.201029e-02 
 2.994648e-02  1.044114e-02 
 3.034418e-02  9.348489e-03 
 3.074187e-02  9.068691e-03 
 3.113957e-02  9.609471e-03 
 3.153726e-02  1.071352e-02 
 3.193496e-02  1.233311e-02 
 3.233265e-02  1.416761e-02 
 3.273035e-02  1.610921e-02 
 3.312805e-02  1.811437e-02 
 3.352574e-02  1.992297e-02 
 3.392344e-02  2.139682e-02 
 3.432113e-02  2.264654e-02 
 3.471883e-02  2.343839e-02 
 3.511652e-02  2.334268e-02 
 3.551422e-02  2.256997e-02 
 3.591192e-02  2.118877e-02 
 3.630961e-02  1.914699e-02 
 3.670731e-02  1.665196e-02 
 3.710500e-02  1.389410e-02 
 3.750270e-02  1.099932e-02 
 3.790039e-02  8.164107e-03 
 3.829809e-02  5.661069e-03 
 3.869578e-02  3.784870e-03 
 3.909348e-02  2.780193e-03 
 3.949118e-02  2.844042e-03 
 3.988887e-02  3.991564e-03 
 4.028657e-02  6.474236e-03 
 4.068426e-02  9.960037e-03 
 4.108196e-02  1.392413e-02 
 4.147965e-02  1.809472e-02 
 4.187735e-02  2.223972e-02 
 4.227505e-02  2.598192e-02 
 4.267274e-02  2.901050e-02 
 4.307044e-02  3.118932e-02 
 4.346813e-02  3.240811e-02 
 4.386583e-02  3.239719e-02 
 4.426352e-02  3.106010e-02 
 4.466122e-02  2.871334e-02 
 4.505891e-02  2.545181e-02 
 4.545661e-02  2.119490e-02 
 4.585431e-02  1.648196e-02 
 4.625200e-02  1.155672e-02 
 4.664970e-02  6.691015e-03 
 4.704739e-02  2.245899e-03 
 4.744509e-02 -1.444770e-03 
 4.784278e-02 -4.267971e-03 
 4.824048e-02 -5.988486e-03 
 4.863818e-02 -6.401150e-03 
 4.903587e-02 -5.594065e-03 
 4.943357e-02 -3.500150e-03 
 4.983126e-02 -3.845833e-04 
 5.022896e-02  3.392390e-03 
 5.062665e-02  7.864539e-03 
 5.102435e-02  1.260346e-02 
 5.142204e-02  1.714441e-02 
 5.181974e-02  2.140451e-02 
 5.221744e-02  2.478914e-02 
 5.261513e-02  2.685040e-02 
 5.301283e-02  2.765378e-02 
 5.341052e-02  2.717387e-02 
 5.380822e-02  2.538964e-02 
 5.420591e-02  2.257405e-02 
 5.460361e-02  1.914473e-02 
 5.500131e-02  1.545817e-02 
 5.539900e-02  1.180605e-02 
 5.579670e-02  8.394553e-03 
 5.619439e-02  5.405671e-03 
 5.659209e-02  3.210319e-03 
 5.698978e-02  1.955247e-03 
 5.738748e-02  1.619875e-03 
 5.778517e-02  2.332888e-03 
 5.818287e-02  4.125723e-03 
 5.858057e-02  6.707148e-03 
 5.897826e-02  1.002445e-02 
 5.937596e-02  1.401914e-02 
 5.977365e-02  1.830034e-02 
 6.017135e-02  2.253926e-02 
 6.056904e-02  2.622407e-02 
 6.096674e-02  2.928865e-02 
 6.136444e-02  3.131441e-02 
 6.176213e-02  3.230155e-02 
 6.215983e-02  3.210411e-02 
 6.255752e-02  3.108824e-02 
 6.295522e-02  2.904372e-02 
 6.335291e-02  2.603452e-02 
 6.375061e-02  2.260170e-02 
 6.414830e-02  1.841341e-02 
 6.454600e-02  1.407194e-02 
 6.494370e-02  9.673261e-03 
 6.534139e-02  5.473424e-03 
 6.573909e-02  1.957377e-03 
 6.613678e-02 -1.027793e-03 
 6.653448e-02 -3.160412e-03 
 6.693217e-02 -4.129336e-03 
 6.732987e-02 -4.039718e-03 
 6.772757e-02 -2.844135e-03 
 6.812526e-02 -5.195609e-04 
 6.852296e-02  3.057903e-03 
 6.892065e-02  7.432027e-03 
 6.931835e-02  1.254937e-02 
 6.971604e-02  1.791428e-02 
 7.011374e-02  2.299936e-02 
 7.051143e-02  2.748684e-02 
 7.090913e-02  3.085566e-02 
 7.130683e-02  3.286488e-02 
 7.170452e-02  3.370205e-02 
 7.210222e-02  3.298433e-02 
 7.249991e-02  3.069038e-02 
 7.289761e-02  2.732570e-02 
 7.329530e-02  2.282529e-02 
 7.369300e-02  1.763958e-02 
 7.409070e-02  1.243447e-02 
 7.448839e-02  7.486178e-03 
 7.488609e-02  3.384158e-03 
 7.528378e-02  4.855732e-04 
 7.568148e-02 -9.462658e-04 
 7.607917e-02 -1.302172e-03 
 7.647687e-02 -5.676844e-04 
 7.687456e-02  9.985355e-04 
 7.727226e-02  3.030972e-03 
 7.766996e-02  5.356703e-03 
 7.806765e-02  7.840044e-03 
 7.846535e-02  1.045669e-02 
 7.886304e-02  1.319310e-02 
 7.926074e-02  1.574745e-02 
 7.965843e-02  1.795044e-02 
 8.005613e-02  1.945075e-02 
 8.045383e-02  2.016703e-02 
 8.085152e-02  1.972973e-02 
 8.124922e-02  1.851201e-02 
 8.164691e-02  1.663597e-02 
 8.204461e-02  1.454346e-02 
 8.244230e-02  1.238429e-02 
 8.284000e-02  1.047253e-02 
 8.323769e-02  9.027699e-03 
 8.363539e-02  7.933835e-03 
 8.403309e-02  7.344894e-03 
 8.443078e-02  7.271929e-03 
 8.482848e-02  7.720274e-03 
 8.522617e-02  8.502546e-03 
 8.562387e-02  9.574946e-03 
 8.602156e-02  1.116254e-02 
 8.641926e-02  1.297647e-02 
 8.681696e-02  1.472259e-02 
 8.721465e-02  1.654421e-02 
 8.761235e-02  1.833476e-02 
 8.801004e-02  2.012022e-02 
 8.840774e-02  2.172887e-02 
 8.880543e-02  2.298367e-02 
 8.920313e-02  2.429292e-02 
 8.960082e-02  2.527245e-02 
 8.999852e-02  2.578215e-02 
 9.039622e-02  2.616333e-02 
 9.079391e-02  2.624930e-02 
 9.119161e-02  2.555347e-02 
 9.158930e-02  2.450570e-02 
 9.198700e-02  2.293376e-02 
 9.238469e-02  2.089629e-02 
 9.278239e-02  1.854215e-02 
 9.318009e-02  1.593493e-02 
 9.357778e-02  1.335276e-02 
 9.397548e-02  1.100585e-02 
 9.437317e-02  8.926186e-03 
 9.477087e-02  7.193562e-03 
 9.516856e-02  6.105733e-03 
 9.556626e-02  5.562245e-03 
 9.596396e-02  5.503660e-03 
 9.636165e-02  6.189979e-03 
 9.675935e-02  7.271816e-03 
 9.715704e-02  8.514015e-03 
 9.755474e-02  1.003808e-02 
 9.795243e-02  1.124340e-02 
 9.835013e-02  1.221489e-02 
 9.874782e-02  1.315086e-02 
 9.914552e-02  1.384810e-02 
 9.954322e-02  1.446749e-02 
 9.994091e-02  1.479321e-02 
 1.003386e-01  1.490939e-02 
 1.007363e-01  1.510170e-02 
 1.011340e-01  1.542659e-02 
 1.015317e-01  1.587384e-02 
 1.019294e-01  1.648815e-02 
 1.023271e-01  1.739492e-02 
 1.027248e-01  1.852253e-02 
 1.031225e-01  1.974368e-02 
 1.035202e-01  2.096444e-02 
 1.039179e-01  2.179917e-02 
 1.043156e-01  2.207362e-02 
 1.047133e-01  2.185073e-02 
 1.051110e-01  2.111899e-02 
 1.055087e-01  2.003619e-02 
 1.059063e-01  1.862149e-02 
 1.063040e-01  1.687322e-02 
 1.067017e-01  1.522496e-02 
 1.070994e-01  1.369722e-02 
 1.074971e-01  1.246596e-02 
 1.078948e-01  1.164972e-02 
 1.082925e-01  1.143582e-02 
 1.086902e-01  1.148847e-02 
 1.090879e-01  1.182120e-02 
 1.094856e-01  1.258310e-02 
 1.098833e-01  1.363832e-02 
 1.102810e-01  1.492766e-02 
 1.106787e-01  1.641152e-02 
 1.110764e-01  1.803682e-02 
 1.114741e-01  1.973776e-02 
 1.118718e-01  2.107048e-02 
