         time tiltx_bot_... 
------------- ------------- 
 4.038461e-04 -1.221002e-02 
 8.076922e-04 -1.176549e-02 
 1.211538e-03 -1.140742e-02 
 1.615384e-03 -1.114133e-02 
 2.019230e-03 -1.097714e-02 
 2.423077e-03 -1.091305e-02 
 2.826923e-03 -1.096923e-02 
 3.230769e-03 -1.114786e-02 
 3.634615e-03 -1.147885e-02 
 4.038461e-03 -1.192577e-02 
 4.442307e-03 -1.249057e-02 
 4.846153e-03 -1.320712e-02 
 5.249999e-03 -1.410749e-02 
 5.653845e-03 -1.521512e-02 
 6.057691e-03 -1.653720e-02 
 6.461537e-03 -1.807760e-02 
 6.865383e-03 -1.982349e-02 
 7.269230e-03 -2.174968e-02 
 7.673076e-03 -2.382754e-02 
 8.076922e-03 -2.600466e-02 
 8.480768e-03 -2.823767e-02 
 8.884614e-03 -3.047768e-02 
 9.288460e-03 -3.263946e-02 
 9.692306e-03 -3.466104e-02 
 1.009615e-02 -3.653599e-02 
 1.050000e-02 -3.823753e-02 
 1.090384e-02 -3.976687e-02 
 1.130769e-02 -4.112213e-02 
 1.171154e-02 -4.233053e-02 
 1.211538e-02 -4.341182e-02 
 1.251923e-02 -4.440527e-02 
 1.292307e-02 -4.534860e-02 
 1.332692e-02 -4.626075e-02 
 1.373077e-02 -4.714888e-02 
 1.413461e-02 -4.804146e-02 
 1.453846e-02 -4.894802e-02 
 1.494231e-02 -4.984059e-02 
 1.534615e-02 -5.066575e-02 
 1.575000e-02 -5.142237e-02 
 1.615384e-02 -5.208564e-02 
 1.655769e-02 -5.262855e-02 
 1.696154e-02 -5.305191e-02 
 1.736538e-02 -5.336321e-02 
 1.776923e-02 -5.359076e-02 
 1.817307e-02 -5.371945e-02 
 1.857692e-02 -5.371962e-02 
 1.898077e-02 -5.357002e-02 
 1.938461e-02 -5.325996e-02 
 1.978846e-02 -5.276526e-02 
 2.019230e-02 -5.206218e-02 
 2.059615e-02 -5.113881e-02 
 2.100000e-02 -5.000685e-02 
 2.140384e-02 -4.871089e-02 
 2.180769e-02 -4.730203e-02 
 2.221153e-02 -4.583374e-02 
 2.261538e-02 -4.430895e-02 
 2.301923e-02 -4.275004e-02 
 2.342307e-02 -4.116162e-02 
 2.382692e-02 -3.954814e-02 
 2.423077e-02 -3.793304e-02 
 2.463461e-02 -3.632743e-02 
 2.503846e-02 -3.478795e-02 
 2.544230e-02 -3.337708e-02 
 2.584615e-02 -3.211269e-02 
 2.625000e-02 -3.101169e-02 
 2.665384e-02 -3.013064e-02 
 2.705769e-02 -2.950100e-02 
 2.746153e-02 -2.908354e-02 
 2.786538e-02 -2.881769e-02 
