         time tiltx_up_s... 
------------- ------------- 
 4.038461e-04  3.025695e-02 
 8.076922e-04  3.135984e-02 
 1.211538e-03  3.236253e-02 
 1.615384e-03  3.326485e-02 
 2.019230e-03  3.406873e-02 
 2.423077e-03  3.477081e-02 
 2.826923e-03  3.535065e-02 
 3.230769e-03  3.577722e-02 
 3.634615e-03  3.606276e-02 
 4.038461e-03  3.621470e-02 
 4.442307e-03  3.623180e-02 
 4.846153e-03  3.612576e-02 
 5.249999e-03  3.590862e-02 
 5.653845e-03  3.558089e-02 
 6.057691e-03  3.510651e-02 
 6.461537e-03  3.448708e-02 
 6.865383e-03  3.378318e-02 
 7.269230e-03  3.301978e-02 
 7.673076e-03  3.217607e-02 
 8.076922e-03  3.124112e-02 
 8.480768e-03  3.022041e-02 
 8.884614e-03  2.910579e-02 
 9.288460e-03  2.791772e-02 
 9.692306e-03  2.669430e-02 
 1.009615e-02  2.545655e-02 
 1.050000e-02  2.422407e-02 
 1.090384e-02  2.301540e-02 
 1.130769e-02  2.183544e-02 
 1.171154e-02  2.069011e-02 
 1.211538e-02  1.957817e-02 
 1.251923e-02  1.852076e-02 
 1.292307e-02  1.753254e-02 
 1.332692e-02  1.664379e-02 
 1.373077e-02  1.585638e-02 
 1.413461e-02  1.517052e-02 
 1.453846e-02  1.459541e-02 
 1.494231e-02  1.412841e-02 
 1.534615e-02  1.373678e-02 
 1.575000e-02  1.340621e-02 
 1.615384e-02  1.311962e-02 
 1.655769e-02  1.284363e-02 
 1.696154e-02  1.253377e-02 
 1.736538e-02  1.218645e-02 
 1.776923e-02  1.184522e-02 
 1.817307e-02  1.156227e-02 
 1.857692e-02  1.134643e-02 
 1.898077e-02  1.118957e-02 
 1.938461e-02  1.109605e-02 
 1.978846e-02  1.106949e-02 
 2.019230e-02  1.108373e-02 
 2.059615e-02  1.115614e-02 
 2.100000e-02  1.130577e-02 
 2.140384e-02  1.155355e-02 
 2.180769e-02  1.189398e-02 
 2.221153e-02  1.231427e-02 
 2.261538e-02  1.279080e-02 
 2.301923e-02  1.331757e-02 
 2.342307e-02  1.387853e-02 
 2.382692e-02  1.445767e-02 
 2.423077e-02  1.505941e-02 
 2.463461e-02  1.566191e-02 
 2.503846e-02  1.625007e-02 
 2.544230e-02  1.682820e-02 
 2.584615e-02  1.741411e-02 
 2.625000e-02  1.801363e-02 
 2.665384e-02  1.861816e-02 
 2.705769e-02  1.920414e-02 
 2.746153e-02  1.974107e-02 
