         time tilt_low_s... 
------------- ------------- 
 2.783869e-04  4.244095e-02 
 6.760826e-04  3.847510e-02 
 1.073778e-03  3.454394e-02 
 1.471474e-03  3.066465e-02 
 1.869169e-03  2.689027e-02 
 2.266865e-03  2.328888e-02 
 2.664561e-03  1.991340e-02 
 3.062256e-03  1.683607e-02 
 3.459952e-03  1.411098e-02 
 3.857648e-03  1.178147e-02 
 4.255343e-03  9.885842e-03 
 4.653039e-03  8.485456e-03 
 5.050734e-03  7.604238e-03 
 5.448430e-03  7.231920e-03 
 5.846126e-03  7.348756e-03 
 6.243821e-03  7.891292e-03 
 6.641517e-03  8.833849e-03 
 7.039213e-03  1.014068e-02 
 7.436908e-03  1.172507e-02 
 7.834604e-03  1.353668e-02 
 8.232299e-03  1.548784e-02 
 8.629995e-03  1.749681e-02 
 9.027691e-03  1.950246e-02 
 9.425386e-03  2.147656e-02 
 9.823082e-03  2.337397e-02 
 1.022078e-02  2.518478e-02 
 1.061847e-02  2.691151e-02 
 1.101617e-02  2.858048e-02 
 1.141386e-02  3.019497e-02 
 1.181156e-02  3.177178e-02 
 1.220926e-02  3.332640e-02 
 1.260695e-02  3.486635e-02 
 1.300465e-02  3.638719e-02 
 1.340234e-02  3.789430e-02 
 1.380004e-02  3.938237e-02 
 1.419773e-02  4.082473e-02 
 1.459543e-02  4.219767e-02 
 1.499313e-02  4.344607e-02 
 1.539082e-02  4.451197e-02 
 1.578852e-02  4.536001e-02 
 1.618621e-02  4.593380e-02 
 1.658391e-02  4.621345e-02 
 1.698160e-02  4.615495e-02 
 1.737930e-02  4.572995e-02 
 1.777699e-02  4.492266e-02 
 1.817469e-02  4.372891e-02 
 1.857239e-02  4.215367e-02 
 1.897008e-02  4.018740e-02 
 1.936778e-02  3.783162e-02 
 1.976547e-02  3.511812e-02 
 2.016317e-02  3.207372e-02 
 2.056086e-02  2.871666e-02 
 2.095856e-02  2.508847e-02 
 2.135626e-02  2.120647e-02 
 2.175395e-02  1.712168e-02 
 2.215165e-02  1.287591e-02 
 2.254934e-02  8.499139e-03 
 2.294704e-02  4.039320e-03 
 2.334473e-02 -4.576655e-04 
 2.374243e-02 -4.953532e-03 
 2.414012e-02 -9.428955e-03 
 2.453782e-02 -1.386151e-02 
 2.493552e-02 -1.824591e-02 
 2.533321e-02 -2.259111e-02 
 2.573091e-02 -2.687584e-02 
 2.612860e-02 -3.111392e-02 
 2.652630e-02 -3.531587e-02 
 2.692399e-02 -3.950719e-02 
 2.732169e-02 -4.369283e-02 
 2.771939e-02 -4.788193e-02 
 2.811708e-02 -5.207181e-02 
 2.851478e-02 -5.624867e-02 
 2.891247e-02 -6.038326e-02 
 2.931017e-02 -6.442946e-02 
 2.970786e-02 -6.833807e-02 
 3.010556e-02 -7.205657e-02 
 3.050325e-02 -7.551710e-02 
 3.090095e-02 -7.865320e-02 
 3.129865e-02 -8.138815e-02 
 3.169634e-02 -8.366564e-02 
 3.209404e-02 -8.543423e-02 
 3.249173e-02 -8.667987e-02 
 3.288943e-02 -8.740053e-02 
 3.328712e-02 -8.760158e-02 
 3.368482e-02 -8.726761e-02 
 3.408252e-02 -8.644206e-02 
 3.448021e-02 -8.516413e-02 
 3.487791e-02 -8.347809e-02 
 3.527560e-02 -8.144322e-02 
 3.567330e-02 -7.911083e-02 
 3.607099e-02 -7.652230e-02 
 3.646869e-02 -7.376401e-02 
 3.686638e-02 -7.090505e-02 
 3.726408e-02 -6.799499e-02 
 3.766178e-02 -6.508701e-02 
 3.805947e-02 -6.221267e-02 
 3.845717e-02 -5.938412e-02 
 3.885486e-02 -5.660873e-02 
 3.925256e-02 -5.389142e-02 
 3.965025e-02 -5.123300e-02 
 4.004795e-02 -4.861392e-02 
 4.044565e-02 -4.602693e-02 
 4.084334e-02 -4.348671e-02 
