         time Bot_Quarte... 
------------- ------------- 
 3.976956e-05 -3.163426e-05 
 4.374652e-04 -4.554383e-05 
 8.351608e-04 -6.558248e-05 
 1.232856e-03 -8.880649e-05 
 1.630552e-03 -1.111447e-04 
 2.028248e-03 -1.326736e-04 
 2.425943e-03 -1.463736e-04 
 2.823639e-03 -1.575667e-04 
 3.221335e-03 -1.665850e-04 
 3.619030e-03 -1.730033e-04 
 4.016726e-03 -1.712193e-04 
 4.414421e-03 -1.625396e-04 
 4.812117e-03 -1.495848e-04 
 5.209813e-03 -1.323615e-04 
 5.607508e-03 -1.098585e-04 
 6.005204e-03 -8.335202e-05 
 6.402900e-03 -5.667035e-05 
 6.800595e-03 -3.144154e-05 
 7.198291e-03 -7.274784e-06 
 7.595986e-03  6.815797e-06 
 7.993682e-03  1.574158e-05 
 8.391378e-03  1.707071e-05 
 8.789073e-03  9.779512e-06 
 9.186769e-03 -2.207123e-06 
 9.584465e-03 -1.357963e-05 
 9.982160e-03 -2.366865e-05 
 1.037986e-02 -2.850374e-05 
 1.077755e-02 -3.023846e-05 
 1.117525e-02 -2.828567e-05 
 1.157294e-02 -1.856294e-05 
 1.197064e-02 -7.312427e-06 
 1.236833e-02  6.551348e-06 
 1.276603e-02  1.749681e-05 
 1.316373e-02  2.618302e-05 
 1.356142e-02  3.281986e-05 
 1.395912e-02  3.951876e-05 
 1.435681e-02  4.637743e-05 
 1.475451e-02  5.217444e-05 
 1.515220e-02  6.118746e-05 
 1.554990e-02  6.888612e-05 
 1.594759e-02  7.570571e-05 
 1.634529e-02  8.434366e-05 
 1.674299e-02  9.228649e-05 
 1.714068e-02  1.002039e-04 
 1.753838e-02  1.056308e-04 
 1.793607e-02  1.076278e-04 
 1.833377e-02  1.063602e-04 
 1.873146e-02  9.988586e-05 
 1.912916e-02  9.075868e-05 
 1.952686e-02  7.959885e-05 
 1.992455e-02  6.676606e-05 
 2.032225e-02  5.541812e-05 
 2.071994e-02  4.311347e-05 
 2.111764e-02  3.318179e-05 
 2.151533e-02  2.497467e-05 
 2.191303e-02  2.034083e-05 
 2.231072e-02  1.990342e-05 
 2.270842e-02  2.748515e-05 
 2.310612e-02  3.814982e-05 
 2.350381e-02  5.419403e-05 
 2.390151e-02  7.415599e-05 
 2.429920e-02  9.401096e-05 
 2.469690e-02  1.150105e-04 
 2.509459e-02  1.332205e-04 
 2.549229e-02  1.479065e-04 
 2.588999e-02  1.599612e-04 
 2.628768e-02  1.686406e-04 
 2.668538e-02  1.767025e-04 
 2.708307e-02  1.812000e-04 
 2.748077e-02  1.832204e-04 
 2.787846e-02  1.825997e-04 
 2.827616e-02  1.773529e-04 
 2.867385e-02  1.670911e-04 
 2.907155e-02  1.564111e-04 
 2.946925e-02  1.445956e-04 
 2.986694e-02  1.338303e-04 
 3.026464e-02  1.230835e-04 
 3.066233e-02  1.186663e-04 
 3.106003e-02  1.195819e-04 
 3.145772e-02  1.252490e-04 
 3.185542e-02  1.391220e-04 
 3.225312e-02  1.593088e-04 
 3.265081e-02  1.820168e-04 
 3.304851e-02  2.042136e-04 
 3.344620e-02  2.233385e-04 
 3.384390e-02  2.405937e-04 
 3.424159e-02  2.527675e-04 
 3.463929e-02  2.614583e-04 
 3.503698e-02  2.702143e-04 
 3.543468e-02  2.805100e-04 
 3.583238e-02  2.932984e-04 
 3.623007e-02  3.083382e-04 
 3.662777e-02  3.253031e-04 
 3.702546e-02  3.424306e-04 
 3.742316e-02  3.612299e-04 
 3.782085e-02  3.809721e-04 
 3.821855e-02  4.029277e-04 
 3.861625e-02  4.259849e-04 
 3.901394e-02  4.467640e-04 
 3.941164e-02  4.689987e-04 
 3.980933e-02  4.926470e-04 
 4.020703e-02  5.171810e-04 
 4.060472e-02  5.462106e-04 
 4.100242e-02  5.758155e-04 
 4.140011e-02  6.072486e-04 
 4.179781e-02  6.418765e-04 
 4.219551e-02  6.787540e-04 
 4.259320e-02  7.162432e-04 
 4.299090e-02  7.501843e-04 
 4.338859e-02  7.838877e-04 
 4.378629e-02  8.133943e-04 
 4.418398e-02  8.360655e-04 
 4.458168e-02  8.570800e-04 
 4.497938e-02  8.787071e-04 
 4.537707e-02  8.997641e-04 
 4.577477e-02  9.247178e-04 
 4.617246e-02  9.490312e-04 
 4.657016e-02  9.733632e-04 
 4.696785e-02  9.985752e-04 
 4.736555e-02  1.023431e-03 
