         time tilt_local... 
------------- ------------- 
 7.953913e-05 -3.130857e-02 
 4.772348e-04 -3.115044e-02 
 8.749304e-04 -3.039183e-02 
 1.272626e-03 -2.978002e-02 
 1.670322e-03 -2.936307e-02 
 2.068017e-03 -2.913975e-02 
 2.465713e-03 -2.920488e-02 
 2.863409e-03 -2.941802e-02 
 3.261104e-03 -2.948405e-02 
 3.658800e-03 -2.943490e-02 
 4.056495e-03 -2.931117e-02 
 4.454191e-03 -2.908540e-02 
 4.851887e-03 -2.875503e-02 
 5.249582e-03 -2.852348e-02 
 5.647278e-03 -2.838953e-02 
 6.044974e-03 -2.840511e-02 
 6.442669e-03 -2.847027e-02 
 6.840365e-03 -2.846994e-02 
 7.238060e-03 -2.823129e-02 
 7.635756e-03 -2.779886e-02 
 8.033452e-03 -2.730453e-02 
 8.431147e-03 -2.668311e-02 
 8.828843e-03 -2.593306e-02 
 9.226539e-03 -2.521519e-02 
 9.624234e-03 -2.461633e-02 
 1.002193e-02 -2.404503e-02 
 1.041963e-02 -2.346566e-02 
 1.081732e-02 -2.272368e-02 
 1.121502e-02 -2.175595e-02 
 1.161271e-02 -2.065434e-02 
 1.201041e-02 -1.938837e-02 
 1.240810e-02 -1.798756e-02 
 1.280580e-02 -1.651869e-02 
 1.320349e-02 -1.509211e-02 
 1.360119e-02 -1.367486e-02 
 1.399889e-02 -1.228873e-02 
 1.439658e-02 -1.086117e-02 
 1.479428e-02 -9.284994e-03 
 1.519197e-02 -7.523909e-03 
 1.558967e-02 -5.557902e-03 
 1.598736e-02 -3.434539e-03 
 1.638506e-02 -1.244217e-03 
 1.678276e-02  9.173236e-04 
 1.718045e-02  2.989231e-03 
 1.757815e-02  5.086496e-03 
 1.797584e-02  7.142948e-03 
 1.837354e-02  9.168450e-03 
 1.877123e-02  1.121260e-02 
 1.916893e-02  1.326520e-02 
 1.956662e-02  1.522001e-02 
 1.996432e-02  1.698258e-02 
 2.036202e-02  1.844868e-02 
 2.075971e-02  1.966940e-02 
 2.115741e-02  2.077389e-02 
 2.155510e-02  2.172393e-02 
 2.195280e-02  2.255098e-02 
 2.235049e-02  2.338759e-02 
 2.274819e-02  2.431838e-02 
 2.314589e-02  2.515792e-02 
 2.354358e-02  2.583599e-02 
 2.394128e-02  2.644934e-02 
 2.433897e-02  2.689329e-02 
 2.473667e-02  2.715172e-02 
 2.513436e-02  2.735460e-02 
 2.553206e-02  2.766840e-02 
 2.592975e-02  2.798088e-02 
 2.632745e-02  2.831467e-02 
 2.672515e-02  2.864900e-02 
 2.712284e-02  2.893168e-02 
 2.752054e-02  2.905833e-02 
 2.791823e-02  2.902006e-02 
 2.831593e-02  2.893293e-02 
 2.871362e-02  2.883551e-02 
 2.911132e-02  2.884554e-02 
 2.950902e-02  2.900526e-02 
 2.990671e-02  2.916283e-02 
 3.030441e-02  2.929420e-02 
 3.070210e-02  2.941156e-02 
 3.109980e-02  2.943915e-02 
 3.149749e-02  2.927563e-02 
 3.189519e-02  2.904301e-02 
 3.229288e-02  2.884214e-02 
 3.269058e-02  2.869683e-02 
 3.308828e-02  2.871818e-02 
 3.348597e-02  2.885690e-02 
 3.388367e-02  2.903185e-02 
 3.428136e-02  2.921089e-02 
 3.467906e-02  2.930623e-02 
 3.507675e-02  2.932396e-02 
 3.547445e-02  2.925374e-02 
 3.587215e-02  2.920878e-02 
 3.626984e-02  2.924258e-02 
 3.666754e-02  2.939857e-02 
 3.706523e-02  2.966483e-02 
 3.746293e-02  3.002471e-02 
 3.786062e-02  3.043817e-02 
 3.825832e-02  3.084344e-02 
 3.865602e-02  3.113274e-02 
 3.905371e-02  3.132280e-02 
 3.945141e-02  3.146914e-02 
 3.984910e-02  3.161850e-02 
 4.024680e-02  3.183747e-02 
 4.064449e-02  3.214732e-02 
 4.104219e-02  3.261690e-02 
 4.143988e-02  3.309952e-02 
 4.183758e-02  3.350740e-02 
 4.223528e-02  3.377086e-02 
 4.263297e-02  3.381345e-02 
 4.303067e-02  3.366713e-02 
 4.342836e-02  3.343461e-02 
 4.382606e-02  3.318958e-02 
 4.422375e-02  3.301163e-02 
 4.462145e-02  3.308304e-02 
 4.501915e-02  3.339200e-02 
 4.541684e-02  3.370770e-02 
 4.581454e-02  3.384994e-02 
 4.621223e-02  3.383952e-02 
 4.660993e-02  3.360017e-02 
 4.700762e-02  3.311572e-02 
 4.740532e-02  3.252620e-02 
 4.780301e-02  3.194370e-02 
 4.820071e-02  3.138088e-02 
 4.859841e-02  3.089831e-02 
 4.899610e-02  3.043209e-02 
 4.939380e-02  2.982619e-02 
 4.979149e-02  2.895723e-02 
 5.018919e-02  2.777545e-02 
 5.058688e-02  2.637091e-02 
 5.098458e-02  2.484899e-02 
 5.138228e-02  2.334060e-02 
 5.177997e-02  2.187156e-02 
 5.217767e-02  2.039703e-02 
 5.257536e-02  1.899333e-02 
 5.297306e-02  1.759005e-02 
 5.337075e-02  1.598405e-02 
