         time tilt_bot_s... 
------------- ------------- 
 7.953913e-05  1.493084e-02 
 4.772348e-04  1.545715e-02 
 8.749304e-04  1.591873e-02 
 1.272626e-03  1.628890e-02 
 1.670322e-03  1.655273e-02 
 2.068017e-03  1.670055e-02 
 2.465713e-03  1.673711e-02 
 2.863409e-03  1.666356e-02 
 3.261104e-03  1.648908e-02 
 3.658800e-03  1.626023e-02 
 4.056495e-03  1.598239e-02 
 4.454191e-03  1.570872e-02 
 4.851887e-03  1.544841e-02 
 5.249582e-03  1.524855e-02 
 5.647278e-03  1.512133e-02 
 6.044974e-03  1.507518e-02 
 6.442669e-03  1.509170e-02 
 6.840365e-03  1.516280e-02 
 7.238060e-03  1.527480e-02 
 7.635756e-03  1.538092e-02 
 8.033452e-03  1.546664e-02 
 8.431147e-03  1.553817e-02 
 8.828843e-03  1.555125e-02 
 9.226539e-03  1.549668e-02 
 9.624234e-03  1.531763e-02 
 1.002193e-02  1.499893e-02 
 1.041963e-02  1.452040e-02 
 1.081732e-02  1.388238e-02 
 1.121502e-02  1.309172e-02 
 1.161271e-02  1.219654e-02 
 1.201041e-02  1.123816e-02 
 1.240810e-02  1.024149e-02 
 1.280580e-02  9.207826e-03 
 1.320349e-02  8.170871e-03 
 1.360119e-02  7.106872e-03 
 1.399889e-02  6.018420e-03 
 1.439658e-02  4.918666e-03 
 1.479428e-02  3.847470e-03 
 1.519197e-02  2.820543e-03 
 1.558967e-02  1.867630e-03 
 1.598736e-02  9.975756e-04 
 1.638506e-02  2.377500e-04 
 1.678276e-02 -4.156955e-04 
 1.718045e-02 -9.755338e-04 
 1.757815e-02 -1.463592e-03 
 1.797584e-02 -1.892288e-03 
 1.837354e-02 -2.251624e-03 
 1.877123e-02 -2.542473e-03 
 1.916893e-02 -2.796478e-03 
 1.956662e-02 -3.019763e-03 
 1.996432e-02 -3.193365e-03 
 2.036202e-02 -3.351897e-03 
 2.075971e-02 -3.513362e-03 
 2.115741e-02 -3.700058e-03 
 2.155510e-02 -3.906305e-03 
 2.195280e-02 -4.125068e-03 
 2.235049e-02 -4.323970e-03 
 2.274819e-02 -4.522302e-03 
 2.314589e-02 -4.674868e-03 
 2.354358e-02 -4.763134e-03 
 2.394128e-02 -4.754061e-03 
 2.433897e-02 -4.650272e-03 
 2.473667e-02 -4.458312e-03 
 2.513436e-02 -4.192572e-03 
 2.553206e-02 -3.855410e-03 
 2.592975e-02 -3.450892e-03 
 2.632745e-02 -2.983991e-03 
 2.672515e-02 -2.457229e-03 
 2.712284e-02 -1.850899e-03 
 2.752054e-02 -1.180207e-03 
 2.791823e-02 -4.487087e-04 
 2.831593e-02  3.045680e-04 
 2.871362e-02  1.048562e-03 
 2.911132e-02  1.740838e-03 
 2.950902e-02  2.335538e-03 
 2.990671e-02  2.802547e-03 
 3.030441e-02  3.164833e-03 
 3.070210e-02  3.446011e-03 
 3.109980e-02  3.659138e-03 
 3.149749e-02  3.802498e-03 
 3.189519e-02  3.889983e-03 
 3.229288e-02  3.943728e-03 
 3.269058e-02  3.949211e-03 
 3.308828e-02  3.909102e-03 
 3.348597e-02  3.818134e-03 
 3.388367e-02  3.711691e-03 
 3.428136e-02  3.592379e-03 
 3.467906e-02  3.453364e-03 
 3.507675e-02  3.305602e-03 
 3.547445e-02  3.160986e-03 
 3.587215e-02  3.001264e-03 
 3.626984e-02  2.831676e-03 
 3.666754e-02  2.646109e-03 
 3.706523e-02  2.464887e-03 
 3.746293e-02  2.285150e-03 
 3.786062e-02  2.109129e-03 
 3.825832e-02  1.931742e-03 
 3.865602e-02  1.757613e-03 
 3.905371e-02  1.565547e-03 
 3.945141e-02  1.326540e-03 
 3.984910e-02  1.022632e-03 
 4.024680e-02  6.546749e-04 
 4.064449e-02  2.426738e-04 
 4.104219e-02 -2.344318e-04 
 4.143988e-02 -7.850089e-04 
 4.183758e-02 -1.401819e-03 
 4.223528e-02 -2.043218e-03 
 4.263297e-02 -2.707127e-03 
 4.303067e-02 -3.375064e-03 
 4.342836e-02 -4.035470e-03 
 4.382606e-02 -4.668607e-03 
 4.422375e-02 -5.270201e-03 
 4.462145e-02 -5.823050e-03 
 4.501915e-02 -6.346059e-03 
 4.541684e-02 -6.825265e-03 
 4.581454e-02 -7.240452e-03 
 4.621223e-02 -7.579220e-03 
 4.660993e-02 -7.835932e-03 
 4.700762e-02 -7.991413e-03 
 4.740532e-02 -8.052128e-03 
 4.780301e-02 -8.000493e-03 
 4.820071e-02 -7.862945e-03 
 4.859841e-02 -7.651806e-03 
 4.899610e-02 -7.383545e-03 
 4.939380e-02 -7.072336e-03 
 4.979149e-02 -6.750355e-03 
 5.018919e-02 -6.437624e-03 
 5.058688e-02 -6.146903e-03 
 5.098458e-02 -5.876527e-03 
 5.138228e-02 -5.634141e-03 
