         time tiltx_up_s... 
------------- ------------- 
 7.953913e-05  1.179159e-03 
 4.772348e-04  1.410101e-03 
 8.749304e-04  2.571599e-03 
 1.272626e-03  3.713757e-03 
 1.670322e-03  4.820198e-03 
 2.068017e-03  5.904663e-03 
 2.465713e-03  6.950845e-03 
 2.863409e-03  7.933750e-03 
 3.261104e-03  8.882906e-03 
 3.658800e-03  9.797064e-03 
 4.056495e-03  1.068735e-02 
 4.454191e-03  1.153586e-02 
 4.851887e-03  1.232644e-02 
 5.249582e-03  1.304674e-02 
 5.647278e-03  1.373407e-02 
 6.044974e-03  1.437648e-02 
 6.442669e-03  1.495761e-02 
 6.840365e-03  1.547580e-02 
 7.238060e-03  1.592418e-02 
 7.635756e-03  1.627701e-02 
 8.033452e-03  1.654137e-02 
 8.431147e-03  1.670789e-02 
 8.828843e-03  1.676558e-02 
 9.226539e-03  1.671152e-02 
 9.624234e-03  1.655251e-02 
 1.002193e-02  1.629339e-02 
 1.041963e-02  1.594523e-02 
 1.081732e-02  1.551074e-02 
 1.121502e-02  1.500378e-02 
 1.161271e-02  1.444191e-02 
 1.201041e-02  1.382639e-02 
 1.240810e-02  1.317620e-02 
 1.280580e-02  1.248534e-02 
 1.320349e-02  1.176945e-02 
 1.360119e-02  1.104243e-02 
 1.399889e-02  1.033206e-02 
 1.439658e-02  9.626462e-03 
 1.479428e-02  8.931603e-03 
 1.519197e-02  8.262683e-03 
 1.558967e-02  7.634348e-03 
 1.598736e-02  7.042079e-03 
 1.638506e-02  6.489169e-03 
 1.678276e-02  5.945385e-03 
 1.718045e-02  5.418566e-03 
 1.757815e-02  4.906824e-03 
 1.797584e-02  4.407380e-03 
 1.837354e-02  3.925519e-03 
 1.877123e-02  3.459056e-03 
 1.916893e-02  2.990122e-03 
 1.956662e-02  2.502907e-03 
 1.996432e-02  1.993576e-03 
 2.036202e-02  1.451372e-03 
 2.075971e-02  8.979495e-04 
 2.115741e-02  3.495768e-04 
 2.155510e-02 -1.540395e-04 
 2.195280e-02 -5.716000e-04 
 2.235049e-02 -8.834141e-04 
 2.274819e-02 -1.087909e-03 
 2.314589e-02 -1.193190e-03 
 2.354358e-02 -1.227231e-03 
 2.394128e-02 -1.190147e-03 
 2.433897e-02 -1.083742e-03 
 2.473667e-02 -9.407706e-04 
 2.513436e-02 -7.585232e-04 
 2.553206e-02 -4.946357e-04 
 2.592975e-02 -1.438453e-04 
 2.632745e-02  2.674914e-04 
 2.672515e-02  7.226880e-04 
 2.712284e-02  1.189169e-03 
 2.752054e-02  1.663547e-03 
 2.791823e-02  2.155854e-03 
 2.831593e-02  2.650794e-03 
 2.871362e-02  3.139268e-03 
 2.911132e-02  3.641469e-03 
 2.950902e-02  4.148193e-03 
 2.990671e-02  4.647402e-03 
 3.030441e-02  5.121142e-03 
 3.070210e-02  5.553760e-03 
 3.109980e-02  5.930493e-03 
 3.149749e-02  6.263674e-03 
 3.189519e-02  6.579165e-03 
 3.229288e-02  6.888160e-03 
 3.269058e-02  7.183858e-03 
 3.308828e-02  7.472326e-03 
 3.348597e-02  7.769527e-03 
 3.388367e-02  8.078551e-03 
 3.428136e-02  8.376219e-03 
 3.467906e-02  8.656436e-03 
 3.507675e-02  8.905529e-03 
 3.547445e-02  9.123584e-03 
 3.587215e-02  9.317546e-03 
 3.626984e-02  9.462712e-03 
 3.666754e-02  9.529029e-03 
 3.706523e-02  9.521125e-03 
 3.746293e-02  9.450010e-03 
 3.786062e-02  9.326583e-03 
 3.825832e-02  9.166511e-03 
 3.865602e-02  8.970545e-03 
 3.905371e-02  8.728362e-03 
 3.945141e-02  8.457647e-03 
 3.984910e-02  8.155257e-03 
 4.024680e-02  7.809333e-03 
 4.064449e-02  7.430347e-03 
 4.104219e-02  7.029587e-03 
 4.143988e-02  6.605205e-03 
 4.183758e-02  6.167908e-03 
 4.223528e-02  5.722430e-03 
 4.263297e-02  5.253703e-03 
 4.303067e-02  4.772749e-03 
 4.342836e-02  4.296028e-03 
 4.382606e-02  3.837737e-03 
 4.422375e-02  3.420044e-03 
 4.462145e-02  3.058304e-03 
 4.501915e-02  2.753596e-03 
 4.541684e-02  2.505805e-03 
 4.581454e-02  2.313538e-03 
 4.621223e-02  2.173311e-03 
 4.660993e-02  2.054501e-03 
 4.700762e-02  1.951012e-03 
 4.740532e-02  1.890259e-03 
 4.780301e-02  1.891560e-03 
 4.820071e-02  1.946313e-03 
 4.859841e-02  2.031221e-03 
 4.899610e-02  2.151757e-03 
 4.939380e-02  2.293297e-03 
 4.979149e-02  2.460382e-03 
 5.018919e-02  2.644600e-03 
 5.058688e-02  2.840712e-03 
 5.098458e-02  3.049173e-03 
 5.138228e-02  3.293378e-03 
 5.177997e-02  3.577088e-03 
 5.217767e-02  3.882942e-03 
 5.257536e-02  4.200134e-03 
 5.297306e-02  4.516851e-03 
 5.337075e-02  4.838242e-03 
 5.376845e-02  5.196656e-03 
 5.416614e-02  5.606569e-03 
 5.456384e-02  6.077056e-03 
 5.496154e-02  6.616443e-03 
 5.535923e-02  7.224667e-03 
 5.575693e-02  7.893113e-03 
 5.615462e-02  8.601734e-03 
 5.655232e-02  9.331028e-03 
 5.695001e-02  1.008103e-02 
 5.734771e-02  1.085526e-02 
 5.774541e-02  1.165722e-02 
 5.814310e-02  1.248156e-02 
 5.854080e-02  1.329888e-02 
 5.893849e-02  1.407257e-02 
 5.933619e-02  1.478951e-02 
 5.973388e-02  1.543035e-02 
 6.013158e-02  1.597553e-02 
 6.052927e-02  1.641009e-02 
 6.092697e-02  1.672415e-02 
 6.132467e-02  1.691654e-02 
 6.172236e-02  1.700039e-02 
 6.212006e-02  1.698276e-02 
 6.251775e-02  1.684750e-02 
 6.291545e-02  1.660978e-02 
 6.331314e-02  1.629454e-02 
 6.371084e-02  1.591410e-02 
 6.410854e-02  1.548544e-02 
 6.450623e-02  1.500811e-02 
 6.490393e-02  1.447525e-02 
 6.530162e-02  1.389776e-02 
 6.569932e-02  1.327957e-02 
 6.609701e-02  1.262369e-02 
 6.649471e-02  1.194779e-02 
 6.689240e-02  1.128054e-02 
 6.729010e-02  1.062568e-02 
 6.768780e-02  9.986471e-03 
 6.808549e-02  9.340980e-03 
 6.848319e-02  8.663696e-03 
 6.888088e-02  7.899266e-03 
 6.927858e-02  7.041981e-03 
 6.967627e-02  6.112980e-03 
 7.007397e-02  5.123830e-03 
 7.047167e-02  4.071234e-03 
 7.086936e-02  2.966943e-03 
 7.126706e-02  1.832445e-03 
 7.166475e-02  6.828766e-04 
 7.206245e-02 -4.662618e-04 
 7.246014e-02 -1.614673e-03 
 7.285784e-02 -2.735412e-03 
 7.325553e-02 -3.776446e-03 
 7.365323e-02 -4.687416e-03 
 7.405093e-02 -5.464753e-03 
 7.444862e-02 -6.103024e-03 
 7.484632e-02 -6.616986e-03 
 7.524401e-02 -7.024387e-03 
 7.564171e-02 -7.336692e-03 
 7.603940e-02 -7.558497e-03 
 7.643710e-02 -7.704696e-03 
 7.683480e-02 -7.766914e-03 
 7.723249e-02 -7.728633e-03 
 7.763019e-02 -7.592429e-03 
 7.802788e-02 -7.364719e-03 
 7.842558e-02 -7.076435e-03 
 7.882327e-02 -6.760887e-03 
 7.922097e-02 -6.440769e-03 
 7.961866e-02 -6.116300e-03 
 8.001636e-02 -5.796565e-03 
 8.041406e-02 -5.500743e-03 
 8.081175e-02 -5.231064e-03 
 8.120945e-02 -4.995180e-03 
 8.160714e-02 -4.758140e-03 
 8.200484e-02 -4.531721e-03 
 8.240253e-02 -4.309825e-03 
 8.280023e-02 -4.066624e-03 
 8.319793e-02 -3.768998e-03 
 8.359562e-02 -3.393758e-03 
 8.399332e-02 -2.920145e-03 
 8.439101e-02 -2.363053e-03 
 8.478871e-02 -1.737809e-03 
 8.518640e-02 -1.045980e-03 
 8.558410e-02 -3.179302e-04 
 8.598179e-02  4.191318e-04 
 8.637949e-02  1.158298e-03 
 8.677719e-02  1.861842e-03 
 8.717488e-02  2.515758e-03 
 8.757258e-02  3.117003e-03 
 8.797027e-02  3.645225e-03 
 8.836797e-02  4.102931e-03 
 8.876566e-02  4.474065e-03 
 8.916336e-02  4.769702e-03 
 8.956106e-02  4.981283e-03 
 8.995875e-02  5.127519e-03 
 9.035645e-02  5.191240e-03 
 9.075414e-02  5.180997e-03 
 9.115184e-02  5.093701e-03 
 9.154953e-02  4.965279e-03 
 9.194723e-02  4.836050e-03 
 9.234492e-02  4.704369e-03 
 9.274262e-02  4.580559e-03 
 9.314032e-02  4.472831e-03 
 9.353801e-02  4.386732e-03 
 9.393571e-02  4.315728e-03 
 9.433340e-02  4.252096e-03 
 9.473110e-02  4.172261e-03 
 9.512879e-02  4.094307e-03 
 9.552649e-02  4.047277e-03 
 9.592419e-02  4.043300e-03 
 9.632188e-02  4.029516e-03 
 9.671958e-02  4.014337e-03 
 9.711727e-02  3.973201e-03 
 9.751497e-02  3.881658e-03 
 9.791266e-02  3.738572e-03 
 9.831036e-02  3.537560e-03 
 9.870805e-02  3.284857e-03 
 9.910575e-02  3.009873e-03 
 9.950345e-02  2.747534e-03 
 9.990114e-02  2.501140e-03 
 1.002988e-01  2.267894e-03 
 1.006965e-01  2.036355e-03 
 1.010942e-01  1.823367e-03 
 1.014919e-01  1.651377e-03 
 1.018896e-01  1.541337e-03 
 1.022873e-01  1.506561e-03 
 1.026850e-01  1.558156e-03 
 1.030827e-01  1.710386e-03 
 1.034804e-01  1.978236e-03 
 1.038781e-01  2.333323e-03 
 1.042758e-01  2.749746e-03 
 1.046735e-01  3.203635e-03 
 1.050712e-01  3.698572e-03 
 1.054689e-01  4.241243e-03 
 1.058666e-01  4.830732e-03 
